Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Keith Van Horn,24,NJN,PF,80,80,2782,0,0,3,94,4
Steve Francis,22,HOU,PG,77,77,2776,85,14,1,0,0
Grant Hill,27,DET,SF,74,74,2776,0,0,92,8,0
Alan Henderson,27,ATL,PF,82,82,2775,0,0,0,97,3
Jim Jackson,29,ATL,SF,79,76,2767,0,43,56,1,0
Lamar Odom,20,LAC,SF,76,70,2767,0,1,76,23,0
David Wesley,29,CHH,PG,82,82,2760,100,0,0,0,0
Jason Williams,24,SAC,PG,81,81,2760,94,6,0,0,0
Scottie Pippen,34,POR,SF,82,82,2749,0,5,92,4,0
Alonzo Mourning,29,MIA,C,79,78,2748,0,0,0,0,100
Brent Barry,28,SEA,SG,80,74,2726,0,80,20,1,0
Shandon Anderson,26,HOU,SF,82,82,2700,0,51,46,3,0
Antonio McDyess,25,DEN,PF,81,81,2698,0,0,17,82,1
Steve Smith,30,POR,SG,82,81,2689,1,98,1,0,0
Horace Grant,34,SEA,PF,76,76,2688,0,0,1,90,9
Othella Harrington,26,VAN,PF,82,82,2677,0,0,0,65,35
Jason Kidd,26,PHO,PG,67,67,2616,100,0,0,0,0
Kenny Anderson,29,BOS,PG,82,82,2593,97,3,0,0,0
Darrell Armstrong,31,ORL,PG,82,82,2590,88,12,0,0,0
Terrell Brandon,29,MIN,PG,71,71,2587,100,0,0,0,0
Paul Pierce,22,BOS,SF,73,72,2583,0,29,70,0,0
Avery Johnson,34,SAS,PG,82,82,2571,100,0,0,0,0
David Robinson,34,SAS,C,80,80,2557,0,0,0,0,100
Elden Campbell,31,CHH,C,78,77,2538,0,0,0,10,90
Glen Rice,32,LAL,SF,80,80,2530,0,0,99,1,0
Kobe Bryant,21,LAL,SG,66,62,2524,0,97,3,0,0
Cuttino Mobley,24,HOU,SG,81,8,2496,1,80,19,0,0
Michael Olowokandi,24,LAC,C,80,77,2493,0,0,0,7,94
Shawn Kemp,30,CLE,C,82,82,2492,0,0,0,0,100
Antonio Davis,31,TOR,C,79,78,2479,0,0,0,6,93
Tracy McGrady,20,TOR,SF,79,34,2462,0,2,82,16,0
Mookie Blaylock,32,GSW,PG,73,72,2459,100,0,0,0,0
Christian Laettner,30,DET,C,82,82,2443,0,0,0,5,95
Raef LaFrentz,23,DEN,C,81,80,2435,0,0,0,0,100
John Stockton,37,UTA,PG,82,82,2432,100,0,0,0,0
Charles Oakley,36,TOR,PF,80,80,2431,0,0,3,94,4
George Lynch,29,PHI,SF,75,75,2416,0,0,75,25,0
Mitch Richmond,34,WAS,SG,74,69,2397,0,95,5,0,0
Malik Sealy,29,MIN,SF,82,61,2392,0,46,52,2,0
Ron Mercer,23,2TM,SG,68,68,2377,0,95,5,0,0
Ron Mercer,23,DEN,SG,37,37,1408,0,96,4,0,0
Ron Mercer,23,ORL,SG,31,31,969,0,93,7,0,0
Vlade Divac,31,SAC,C,82,81,2374,0,0,0,0,100
Damon Stoudamire,26,POR,PG,78,78,2372,100,0,0,0,0
Lamond Murray,26,CLE,SF,74,72,2365,0,1,90,10,0
Kendall Gill,31,NJN,SF,76,75,2355,0,24,76,0,0
Derrick Coleman,32,CHH,PF,74,64,2347,0,0,1,83,16
Bo Outlaw,28,ORL,PF,82,55,2326,0,0,64,33,3
Larry Hughes,21,2TM,SG,82,37,2324,8,71,21,0,0
Larry Hughes,21,PHI,SG,50,5,1018,16,66,18,0,0
Larry Hughes,21,GSW,SG,32,32,1306,1,75,24,0,0
Tyrone Nesby,24,LAC,SG,73,39,2317,7,62,30,1,0
Dan Majerle,34,MIA,SG,69,69,2308,1,80,20,0,0
P.J. Brown,30,MIA,PF,80,80,2302,0,0,0,78,22
Rodney Rogers,28,PHO,PF,82,7,2286,0,0,13,73,15
Larry Johnson,30,NYK,PF,70,68,2281,0,0,37,63,1
Doug Christie,29,TOR,SG,73,73,2264,34,56,9,0,0
Anfernee Hardaway,28,PHO,SG,60,60,2253,1,89,10,0,0
Jamie Feick,25,NJN,C,81,17,2241,0,0,0,10,90
Metta World Peace,20,CHI,SF,72,63,2238,0,25,72,2,0
Maurice Taylor,23,LAC,PF,62,60,2227,0,0,0,77,22
Mario Elie,36,SAS,SF,79,79,2217,0,51,49,0,0
Bob Sura,26,CLE,SG,73,45,2216,1,96,3,0,0
Derek Anderson,25,LAC,SG,64,58,2201,31,66,3,0,0
Mark Jackson,34,IND,PG,81,81,2190,99,2,0,0,0
Rod Strickland,33,WAS,PG,69,67,2188,97,3,0,0,0
Wally Szczerbiak,22,MIN,SF,73,53,2171,0,0,93,7,0
Jason Caffey,26,GSW,PF,71,56,2159,0,0,3,58,38
Tyrone Hill,31,PHI,PF,68,65,2155,0,0,0,78,22
Jeff Hornacek,36,UTA,SG,77,77,2133,0,99,1,0,0
Ervin Johnson,32,MIL,C,80,74,2129,0,0,0,0,100
Dale Davis,30,IND,C,74,72,2127,0,0,0,64,36
George McCloud,32,DEN,SF,78,11,2118,1,43,56,0,0
Jerome Williams,26,DET,PF,82,1,2102,0,0,1,92,7
Ruben Patterson,24,SEA,SF,81,74,2097,0,4,93,3,0
Howard Eisley,27,UTA,PG,82,5,2096,66,34,0,0,0
Nick Anderson,32,SAC,SG,72,72,2094,0,92,8,0,0
Andre Miller,23,CLE,PG,82,36,2093,91,9,0,0,0
Tim Thomas,22,MIL,SF,80,1,2093,0,0,34,61,5
Isaiah Rider,28,ATL,SG,60,47,2084,0,96,4,0,0
Anthony Peeler,30,MIN,SG,82,22,2073,1,98,1,0,0
Donyell Marshall,26,GSW,PF,64,51,2071,0,0,30,65,5
Cedric Ceballos,30,DAL,SF,69,25,2064,1,50,40,9,0
Wesley Person,28,CLE,SG,79,38,2056,0,70,30,0,0
James Posey,23,DEN,SF,81,77,2052,0,14,84,2,0
Ron Harper,36,LAL,PG,80,78,2042,69,31,0,0,0
Patrick Ewing,37,NYK,C,62,62,2035,0,0,0,0,100
Erick Strickland,26,DAL,SG,68,67,2025,22,66,12,0,0
Charlie Ward,29,NYK,PG,72,69,1986,100,0,0,0,0
Joe Smith,24,MIN,C,78,9,1975,0,0,0,21,80
Kurt Thomas,27,NYK,PF,80,21,1971,0,0,2,83,15
Ben Wallace,25,ORL,PF,81,81,1959,0,0,0,88,12
Aaron McKie,27,PHI,SG,82,14,1952,0,54,46,0,0
A.C. Green,36,LAL,PF,82,82,1929,0,0,0,94,6
Adrian Griffin,25,BOS,SG,72,47,1927,0,99,1,0,0
Bimbo Coles,31,ATL,PG,80,54,1924,100,0,0,0,0
Shawn Bradley,27,DAL,C,77,54,1901,0,0,0,0,100
Kerry Kittles,25,NJN,SG,62,61,1896,5,95,0,0,0
Jason Terry,22,ATL,PG,81,27,1888,95,5,0,0,0
Austin Croshere,24,IND,PF,81,14,1885,0,0,2,45,53
Anthony Carter,24,MIA,PG,79,30,1859,95,6,0,0,0
Walt Williams,29,HOU,SF,76,66,1859,0,1,88,11,0
Rik Smits,33,IND,C,79,79,1852,0,0,0,0,100
Keon Clark,24,DEN,C,81,20,1850,0,0,0,43,57
Terry Mills,32,DET,PF,82,78,1842,0,0,0,73,27
Andrew DeClercq,26,CLE,C,82,31,1831,0,0,0,47,53
Tracy Murray,28,WAS,SF,80,8,1831,0,5,94,2,0
Olden Polynice,35,UTA,C,82,79,1819,0,0,0,0,100
Hubert Davis,29,DAL,PG,79,15,1817,52,47,2,0,0
Chris Gatling,32,2TM,PF,85,0,1811,0,0,6,52,42
Chris Gatling,32,ORL,PF,45,0,1041,0,0,0,49,51
Chris Gatling,32,DEN,PF,40,0,770,0,0,15,55,30
Derek Fisher,25,LAL,PG,78,22,1803,100,0,0,0,0
Vitaly Potapenko,24,BOS,C,79,72,1797,0,0,0,0,100
Kenny Thomas,22,HOU,PF,72,29,1797,0,0,10,86,4
Theo Ratliff,26,PHI,PF,57,56,1795,0,0,0,24,76
Vonteego Cummings,23,GSW,PG,75,11,1793,64,36,0,0,0
Toni Kukoč,31,2TM,SF,56,31,1784,0,0,68,31,1
Toni Kukoč,31,CHI,SF,24,23,868,0,1,81,18,0
Toni Kukoč,31,PHI,SF,32,8,916,0,0,55,44,1
Bryant Reeves,26,VAN,C,69,67,1773,0,0,0,0,100
Tom Gugliotta,30,PHO,PF,54,54,1767,0,0,0,63,37
Johnny Newman,36,NJN,SF,82,9,1763,0,1,97,2,0
Brevin Knight,24,CLE,PG,65,46,1754,99,1,0,0,0
Peja Stojaković,22,SAC,SF,74,11,1749,0,0,89,11,0
Muggsy Bogues,35,TOR,PG,80,5,1731,100,0,0,0,0
Rasho Nesterović,23,MIN,C,82,55,1723,0,0,0,0,100
Mark Bryant,34,CLE,PF,75,50,1712,0,0,3,96,1
Eric Piatkowski,29,LAC,SF,75,23,1712,0,35,55,10,0
Corliss Williamson,26,SAC,SF,76,76,1707,0,12,86,2,0
Travis Best,27,IND,PG,82,0,1691,100,0,0,0,0
Jaren Jackson,32,SAS,SG,81,12,1691,15,74,11,0,0
Arvydas Sabonis,35,POR,C,66,61,1688,0,0,0,0,100
Robert Horry,29,LAL,PF,76,0,1685,0,0,1,97,3
John Amaechi,29,ORL,C,80,53,1684,0,0,0,0,100
Kevin Willis,37,TOR,PF,79,1,1679,0,0,1,52,47
Chris Childs,32,NYK,PG,71,2,1675,91,9,0,0,0
Tim Hardaway,33,MIA,PG,52,52,1672,100,0,0,0,0
Detlef Schrempf,37,POR,SF,77,6,1662,0,0,44,55,2
Adonal Foyle,24,GSW,C,76,59,1654,0,0,0,2,98
Dickey Simpkins,27,CHI,PF,69,48,1651,0,0,0,88,12
Chris Whitney,28,WAS,PG,82,15,1627,100,0,0,0,0
Chucky Atkins,25,ORL,PG,82,0,1626,100,0,0,0,0
Randy Brown,31,CHI,PG,59,55,1625,98,2,0,0,0
Hersey Hawkins,33,CHI,SG,61,49,1622,4,95,1,0,0
Sam Perkins,38,IND,PF,81,0,1620,0,0,3,88,9
Clarence Weatherspoon,29,MIA,PF,78,2,1615,0,0,6,90,4
Terry Porter,36,SAS,PG,68,8,1613,49,50,1,0,0
Michael Curry,31,DET,SG,82,3,1611,4,94,2,0,0
Greg Ostertag,26,UTA,C,81,3,1606,0,0,0,0,100
Troy Hudson,23,LAC,PG,62,38,1592,100,0,0,0,0
Kelvin Cato,25,HOU,C,65,32,1581,0,0,0,7,93
Tariq Abdul-Wahad,25,2TM,SG,61,56,1578,1,96,3,0,0
Tariq Abdul-Wahad,25,ORL,SG,46,46,1205,0,97,3,0,0
Tariq Abdul-Wahad,25,DEN,SG,15,10,373,4,93,3,0,0
Rashard Lewis,20,SEA,SF,82,8,1575,0,1,67,32,0
Antawn Jamison,23,GSW,SF,43,41,1556,0,1,81,18,0
Greg Anthony,32,POR,PG,82,3,1548,97,3,0,0,0
Marcus Camby,25,NYK,C,59,11,1548,0,0,0,39,61
Aaron Williams,28,WAS,PF,81,0,1545,0,0,31,56,13
Jahidi White,23,WAS,C,80,59,1537,0,0,0,0,100
Steve Nash,25,DAL,PG,56,27,1532,93,7,0,0,0
Baron Davis,20,CHH,PG,82,0,1523,74,27,0,0,0
Lucious Harris,29,NJN,SG,77,11,1510,7,90,3,0,0
Tony Battie,23,BOS,C,82,4,1505,0,0,0,10,90
Monty Williams,28,ORL,SF,75,23,1501,0,10,86,4,0
Scott Williams,31,MIL,C,68,46,1488,0,0,0,52,48
Pat Garrity,23,ORL,SF,82,1,1479,0,0,45,54,1
Rick Fox,30,LAL,SF,82,1,1473,0,2,83,16,0
Voshon Lenard,26,MIA,SG,53,13,1434,12,87,2,0,0
Luc Longley,31,PHO,C,72,68,1417,0,0,0,0,100
Matt Geiger,30,PHI,C,65,20,1406,0,0,0,3,97
Eric Williams,27,BOS,SF,68,17,1378,0,2,94,4,0
Richard Hamilton,21,WAS,SG,71,12,1373,12,87,2,0,0
Corey Maggette,20,ORL,SF,77,5,1370,0,75,25,0,0
Malik Rose,25,SAS,PF,74,3,1341,0,0,3,96,1
Scot Pollard,24,SAC,C,76,5,1336,0,0,0,14,86
Scott Burrell,29,NJN,SF,74,9,1336,0,0,26,74,0
Michael Doleac,22,ORL,C,81,29,1335,0,0,0,0,100
Danny Ferry,33,CLE,PF,63,3,1326,0,0,5,72,23
Brian Grant,27,POR,PF,63,14,1322,0,0,0,26,74
Jerome Kersey,37,SAS,SF,72,18,1310,0,0,96,5,0
Calbert Cheaney,28,BOS,SG,67,19,1309,0,76,24,0,0
LaPhonso Ellis,29,ATL,PF,58,8,1309,0,0,67,31,2
Billy Owens,30,2TM,SF,62,11,1305,0,0,39,57,3
Billy Owens,30,PHI,PF,46,7,919,0,0,20,75,5
Billy Owens,30,GSW,SF,16,4,386,0,0,84,16,0
Bryce Drew,25,HOU,PG,72,5,1293,85,15,0,0,0
Jon Barry,30,SAC,SG,62,1,1281,1,97,2,0,0
Dennis Scott,31,VAN,SF,66,0,1263,0,0,92,8,0
Shawn Marion,21,PHO,SF,51,38,1260,0,6,91,3,0
Brian Shaw,33,LAL,SG,74,2,1249,36,63,1,0,0
Sam Mitchell,36,MIN,SF,66,24,1227,0,58,41,1,0
Danny Manning,33,MIL,PF,72,0,1217,0,0,0,49,51
Vinny Del Negro,33,MIL,PG,67,0,1211,46,54,0,0,0
Lorenzen Wright,24,ATL,C,75,0,1205,0,0,0,29,71
Tony Farmer,30,GSW,PF,74,9,1199,0,0,2,44,55
Antonio Daniels,24,SAS,SG,68,1,1195,4,61,35,0,0
John Starks,34,2TM,SG,37,30,1190,4,94,3,0,0
John Starks,34,GSW,SG,33,30,1108,1,97,3,0,0
John Starks,34,CHI,SG,4,0,82,46,54,0,0,0
Matt Maloney,28,CHI,PG,51,12,1175,94,7,0,0,0
Isaac Austin,30,WAS,C,59,23,1173,0,0,0,0,100
Chris Carr,25,2TM,SF,57,2,1166,1,35,63,1,0
Chris Carr,25,GSW,SG,7,0,74,0,82,18,0,0
Chris Carr,25,CHI,SF,50,2,1092,1,32,66,2,0
Bonzi Wells,23,POR,SF,66,0,1162,1,60,38,1,0
Michael Smith,27,WAS,SF,46,46,1145,0,0,80,20,0
Dana Barros,32,BOS,PG,72,0,1139,100,0,0,0,0
Eddie Robinson,23,CHH,SF,67,8,1112,0,19,72,10,0
Cedric Henderson,24,CLE,SF,61,7,1107,0,5,91,3,0
Carlos Rogers,28,HOU,C,53,15,1101,0,0,2,53,46
Chucky Brown,31,2TM,PF,63,29,1096,0,0,58,40,2
Chucky Brown,31,SAS,PF,30,27,602,0,0,97,4,0
Chucky Brown,31,CHH,PF,33,2,494,0,0,12,84,4
Dell Curry,35,TOR,SG,67,9,1095,24,71,5,0,0
Oliver Miller,29,PHO,C,51,9,1088,0,0,0,1,99
Randy Livingston,24,PHO,PG,79,15,1081,89,11,0,0,0
Gerard King,27,WAS,SF,62,28,1060,0,0,57,41,1
Hakeem Olajuwon,37,HOU,C,44,28,1049,0,0,0,0,100
Jim McIlvaine,27,NJN,C,66,53,1048,0,0,0,0,100
Bobby Jackson,26,MIN,PG,73,10,1034,96,4,0,0,0
Lawrence Funderburke,29,SAC,PF,75,1,1026,0,0,0,97,3
Matt Bullard,32,HOU,PF,56,27,1024,0,0,12,52,36
Will Perdue,34,CHI,C,67,15,1012,0,0,0,9,91
Chris Anstey,25,CHI,C,73,11,1007,0,0,0,0,100
Sean Rooks,30,DAL,C,71,13,1001,0,0,0,6,94
Vernon Maxwell,34,SEA,SG,47,0,989,10,86,4,0,0
Samaki Walker,23,SAS,PF,71,7,980,0,0,0,74,25
Michael Ruffin,23,CHI,PF,71,6,975,0,0,5,93,2
Brad Miller,23,CHH,C,55,4,961,0,0,0,11,89
Rex Chapman,32,PHO,SG,53,19,957,6,94,0,0,0
Todd Day,30,PHO,SG,58,1,941,18,65,18,0,0
Tyrone Corbin,37,SAC,SF,54,5,941,0,21,77,2,0
John Crotty,30,DET,PG,69,0,937,91,9,0,0,0
Greg Buckner,23,DAL,SG,48,1,923,6,41,46,7,0
Grant Long,33,VAN,PF,42,1,920,0,0,2,72,26
Quincy Lewis,22,UTA,SG,74,0,896,0,36,65,0,0
Darrick Martin,28,SAC,PG,71,1,893,100,0,0,0,0
Jacque Vaughn,24,UTA,PG,78,0,884,16,84,0,0,0
Walter McCarty,25,BOS,PF,61,5,879,0,0,1,82,17
Bruce Bowen,28,2TM,SF,69,2,878,0,43,56,1,0
Bruce Bowen,28,PHI,SF,42,0,311,0,4,94,2,0
Bruce Bowen,28,MIA,SF,27,2,567,0,64,35,0,0
Corey Benjamin,21,CHI,SG,48,10,862,4,76,19,1,0
Roshown McLeod,24,ATL,SF,44,20,860,0,1,99,0,0
Jermaine O'Neal,21,POR,C,70,8,859,0,0,0,18,82
Danny Fortson,23,BOS,PF,55,5,856,0,0,9,45,46
Al Harrington,19,IND,PF,50,0,854,0,0,92,8,0
Fred Hoiberg,27,CHI,SG,31,11,845,3,61,36,0,0
Bobby Phills,30,CHH,SG,28,9,825,0,42,57,1,0
Keith Closs,23,LAC,C,57,6,820,0,0,0,0,100
Cherokee Parks,27,VAN,C,56,14,808,0,0,0,13,87
Elliot Perry,30,NJN,PG,60,5,803,100,0,0,0,0
John Wallace,25,NYK,SF,60,0,798,0,1,76,23,1
Darvin Ham,26,MIL,SF,35,21,792,0,8,92,1,0
Armen Gilliam,35,UTA,PF,50,0,782,0,0,25,75,0
Felipe López,25,VAN,SG,65,0,781,1,73,26,1,0
Alvin Williams,25,TOR,PG,55,28,779,76,22,2,0,0
Otis Thorpe,37,MIA,PF,51,1,777,0,0,2,44,54
Brian Skinner,23,LAC,PF,33,9,775,0,0,4,75,21
Jelani McCoy,22,SEA,C,58,2,746,0,0,0,43,57
Greg Foster,31,SEA,PF,60,5,718,0,0,0,63,37
Emanual Davis,31,SEA,PG,54,2,701,29,69,2,0,0
Eric Murdock,31,LAC,PG,40,15,693,93,7,0,0,0
Stacey Augmon,31,POR,SG,59,0,692,2,62,36,0,0
Bryant Stith,29,DEN,SG,45,6,691,8,90,2,0,0
Tony Delk,26,SAC,PG,46,1,682,69,31,0,0,0
Sam Jacobson,24,2TM,PG,52,5,681,9,82,8,0,0
Sam Jacobson,24,LAL,PG,3,0,18,0,100,0,0,0
Sam Jacobson,24,GSW,PG,49,5,663,9,82,9,0,0
Dee Brown,31,TOR,PG,38,12,673,77,23,0,0,0
Chris Crawford,24,ATL,PF,55,11,668,0,0,49,47,4
Robert Pack,30,DAL,PG,29,22,665,100,0,0,0,0
Mark Strickland,29,MIA,SF,58,5,663,0,5,81,13,0
Charles Jones,24,LAC,PG,56,0,662,66,34,1,0,0
Jud Buechler,31,DET,SF,58,5,657,0,15,75,10,0
Chris Mills,30,GSW,SF,20,11,649,0,28,72,0,0
Anthony Johnson,25,2TM,PG,56,6,637,32,65,2,0,0
Anthony Johnson,25,ATL,PG,38,2,423,44,56,0,0,0
Anthony Johnson,25,ORL,PG,18,4,214,9,84,7,0,0
Derrick McKey,33,IND,SF,32,0,634,0,1,72,27,0
Charles Barkley,36,HOU,PF,20,18,620,0,0,20,80,0
Damon Jones,23,2TM,PG,55,1,612,98,2,0,0,0
Damon Jones,23,GSW,PG,13,1,196,95,5,0,0,0
Damon Jones,23,DAL,PG,42,0,416,100,0,0,0,0
Adam Keefe,29,UTA,C,62,3,604,0,0,0,55,45
Dean Garrett,33,MIN,C,56,23,604,0,0,0,32,68
J.R. Reid,31,MIL,PF,34,7,602,0,0,0,83,17
Pete Chilcutt,31,3TM,PF,56,2,601,0,0,6,72,22
Pete Chilcutt,31,UTA,PF,26,0,224,0,0,5,75,20
Pete Chilcutt,31,CLE,PF,6,0,30,0,0,17,50,33
Pete Chilcutt,31,LAC,PF,24,2,347,0,0,6,71,23
Chris Herren,24,DEN,PG,45,1,597,81,19,0,0,0
Jeff McInnis,25,LAC,PG,25,10,597,73,24,2,0,0
Ryan Bowen,24,DEN,SF,52,0,589,0,26,61,14,0
B.J. Armstrong,32,CHI,PG,27,18,583,100,0,0,0,0
Chris Mullin,36,IND,SG,47,2,582,6,94,1,0,0
Doug West,32,VAN,SG,38,0,581,0,46,51,3,0
Ricky Davis,20,CHH,SG,48,4,570,0,49,49,2,0
Dale Ellis,39,2TM,SG,42,5,564,0,28,71,0,0
Dale Ellis,39,MIL,SG,18,0,324,0,34,65,1,0
Dale Ellis,39,CHH,SG,24,5,240,0,21,79,0,0
Todd MacCulloch,24,PHI,C,56,6,528,0,0,0,0,100
Shammond Williams,24,SEA,PG,43,5,517,100,0,0,0,0
Dedric Willoughby,25,CHI,PG,25,1,508,69,32,0,0,0
Moochie Norris,26,HOU,PG,30,0,502,100,0,0,0,0
Don Reid,26,2TM,PF,38,3,498,0,0,0,58,42
Don Reid,26,DET,PF,21,3,165,0,0,0,44,56
Don Reid,26,WAS,PF,17,0,333,0,0,0,65,35
Erick Dampier,24,GSW,C,21,12,495,0,0,0,0,100
Mikki Moore,24,DET,C,29,0,488,0,0,0,25,75
William Avery,20,MIN,PG,59,1,484,81,19,0,0,0
John Thomas,24,TOR,C,55,6,477,0,0,0,3,97
Anthony Miller,28,HOU,PF,35,14,476,0,0,3,62,35
Kornél Dávid,28,2TM,SF,32,5,474,0,0,79,20,1
Kornél Dávid,28,CHI,SF,26,5,443,0,1,85,14,0
Kornél Dávid,28,CLE,SF,6,0,31,0,0,0,94,6
Mark Davis,26,GSW,SF,23,7,464,0,9,87,4,0
Chris Dudley,34,NYK,C,47,3,459,0,0,0,9,92
Toby Bailey,24,PHO,SG,46,2,449,7,52,40,1,0
Robert Traylor,22,MIL,PF,44,16,447,0,0,0,35,65
Corie Blount,31,PHO,PF,38,1,446,0,0,2,39,59
Dion Glover,21,ATL,SG,30,1,446,0,93,6,1,0
Doug Overton,30,BOS,PG,48,0,432,60,38,2,0,0
Scott Padgett,23,UTA,PF,47,9,432,0,0,65,32,2
Brent Price,31,VAN,PG,41,0,424,100,0,0,0,0
Cal Bowdler,22,ATL,SF,46,0,423,0,0,57,42,1
Travis Knight,25,LAL,C,63,0,410,0,0,0,5,95
Todd Fuller,25,CHH,C,41,2,399,0,0,0,0,100
Terry Cummings,38,GSW,PF,22,0,398,0,0,4,71,25
Milt Palacio,21,VAN,PG,53,0,394,94,6,0,0,0
Sean Elliott,31,SAS,SF,19,19,391,0,0,100,0,0
Michael Stewart,24,TOR,C,42,1,389,0,0,1,25,74
Rex Walters,29,MIA,PG,33,0,389,85,15,0,0,0
Dennis Rodman,38,DAL,PF,12,12,389,0,0,20,73,6
Rodney Buford,22,MIA,SG,34,0,386,7,81,12,0,0
Anthony Avent,30,LAC,PF,49,3,377,0,0,3,86,11
Evan Eschmeyer,24,NJN,C,31,5,373,0,0,0,3,97
Tom Hammonds,32,MIN,PF,56,0,372,0,0,4,92,4
Rafer Alston,23,MIL,PG,27,0,361,100,0,0,0,0
Roy Rogers,26,DEN,PF,40,0,355,0,0,3,57,40
Obinna Ekezie,24,VAN,PF,39,0,351,0,0,0,32,68
Haywoode Workman,34,2TM,PG,36,2,350,89,11,0,0,0
Haywoode Workman,34,MIL,PG,23,1,248,100,0,0,0,0
Haywoode Workman,34,TOR,PG,13,1,102,61,39,0,0,0
Devean George,22,LAL,SF,49,1,345,0,2,44,54,1
Chuck Person,35,SEA,SF,37,0,340,0,2,59,39,1
Sam Mack,29,GSW,SF,23,5,333,0,43,53,3,0
Eric Montross,28,DET,C,51,0,332,0,0,0,0,100
Popeye Jones,29,DEN,PF,40,1,330,0,2,13,62,23
Cory Alexander,26,DEN,PG,29,2,329,97,3,0,0,0
Sherman Douglas,33,NJN,PG,20,2,309,96,4,0,0,0
Bill Curley,27,2TM,SF,28,0,309,0,0,37,46,17
Bill Curley,27,HOU,PF,4,0,50,0,0,0,7,93
Bill Curley,27,GSW,SF,24,0,259,0,0,44,54,2
Chauncey Billups,23,DEN,SG,13,5,305,41,59,0,0,0
John Salley,35,LAL,C,45,3,303,0,0,0,20,80
Gary Trent,25,DAL,SF,11,11,301,0,0,33,67,0
Loy Vaught,31,DET,PF,43,0,292,0,0,0,30,70
Kevin Ollie,27,PHI,PG,40,0,290,83,18,0,0,0
Rick Brunson,27,NYK,PG,37,0,289,61,38,1,0,0
Tim Legler,33,GSW,SG,23,4,284,0,84,17,0,0
Thomas Hamilton,24,HOU,C,22,7,273,0,0,0,0,100
Pervis Ellison,32,BOS,C,30,5,269,0,0,0,11,89
Steve Kerr,34,SAS,PG,32,0,268,84,16,0,0,0
Gheorghe Mureșan,28,NJN,C,30,2,267,0,0,0,0,100
Earl Boykins,23,2TM,PG,26,0,261,100,0,0,0,0
Earl Boykins,23,ORL,PG,1,0,8,100,0,0,0,0
Earl Boykins,23,CLE,PG,25,0,253,100,0,0,0,0
Andrew Lang,33,NYK,C,19,10,244,0,0,0,0,100
Reggie Jordan,32,WAS,PG,36,0,243,21,79,1,0,0
Michael Cage,38,NJN,C,20,7,242,0,0,0,35,65
Laron Profit,22,WAS,SG,33,1,225,4,62,34,0,0
Rick Hughes,26,DAL,PF,21,0,224,0,1,43,48,8
Antoine Carr,38,VAN,SF,21,0,221,0,0,57,43,0
Vladimir Stepania,23,SEA,C,30,1,202,0,0,0,0,100
Ryan Stack,24,CLE,PF,25,0,198,0,0,4,59,38
