Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Travis Outlaw,26,NJN,SF,82,55,2358,0,0,83,17,0
Andrea Bargnani,25,TOR,C,66,66,2353,0,0,0,1,99
Arron Afflalo,25,DEN,SG,69,69,2324,1,88,11,0,0
Jameer Nelson,28,ORL,PG,76,76,2319,100,0,0,0,0
Chauncey Billups,34,2TM,PG,72,72,2310,82,18,0,0,0
Chauncey Billups,34,DEN,PG,51,51,1646,78,23,0,0,0
Chauncey Billups,34,NYK,PG,21,21,664,94,6,0,0,0
DeMarcus Cousins,20,SAC,C,81,62,2309,0,0,0,0,100
Glen Davis,25,BOS,C,78,13,2298,0,0,0,39,61
Derek Fisher,36,LAL,PG,82,82,2297,98,2,0,0,0
Jamal Crawford,30,ATL,SG,76,0,2297,28,70,2,0,0
Andrew Bogut,26,MIL,C,65,65,2297,0,0,0,0,100
Nenê,28,DEN,C,75,75,2291,0,0,0,0,100
Emeka Okafor,28,NOH,C,72,72,2287,0,0,0,12,88
Mike Bibby,32,3TM,PG,80,68,2285,100,0,0,0,0
Mike Bibby,32,ATL,PG,56,56,1674,100,0,0,0,0
Mike Bibby,32,WAS,PG,2,0,29,100,0,0,0,0
Mike Bibby,32,MIA,PG,22,12,582,100,0,0,0,0
J.J. Hickson,22,CLE,C,80,66,2256,0,0,0,40,60
Devin Harris,27,2TM,PG,71,70,2254,80,20,0,0,0
Devin Harris,27,NJN,PG,54,54,1724,80,20,0,0,0
Devin Harris,27,UTA,PG,17,16,530,80,20,0,0,0
Shawn Marion,32,DAL,SF,80,27,2253,0,0,83,17,0
Roy Hibbert,24,IND,C,81,80,2244,0,0,0,0,100
Greg Monroe,20,DET,C,80,48,2222,0,0,0,0,100
Kevin Garnett,34,BOS,PF,71,71,2220,0,0,0,95,5
Serge Ibaka,21,OKC,PF,82,44,2216,0,0,0,68,32
JaVale McGee,23,WAS,C,79,75,2193,0,0,0,0,100
James Harden,21,OKC,SG,82,5,2189,0,74,26,1,0
Rodney Stuckey,24,DET,PG,70,54,2183,92,8,0,0,0
Andray Blatche,24,WAS,PF,64,63,2172,0,0,0,79,21
Brandon Jennings,21,MIL,PG,63,61,2169,99,1,0,0,0
Luke Ridnour,29,MIN,PG,71,66,2159,100,0,0,0,0
Kirk Hinrich,30,2TM,PG,72,51,2157,51,45,4,0,0
Kirk Hinrich,30,WAS,SG,48,29,1471,32,62,6,0,0
Kirk Hinrich,30,ATL,PG,24,22,686,92,8,0,0,0
Tim Duncan,34,SAS,C,76,76,2156,0,0,0,0,100
Rudy Gay,24,MEM,SF,54,54,2152,0,0,90,10,0
George Hill,24,SAS,PG,76,5,2148,50,50,0,0,0
Jared Dudley,25,PHO,SF,82,15,2140,0,31,61,8,0
Thaddeus Young,22,PHI,PF,82,1,2135,0,0,7,90,3
Ramon Sessions,24,CLE,PG,81,38,2133,94,6,0,0,0
Ben Gordon,27,DET,SG,82,27,2131,28,69,3,0,0
Eric Gordon,22,LAC,SG,56,56,2112,4,84,12,0,0
Tyreke Evans,21,SAC,SG,57,53,2107,5,86,9,0,0
Danilo Gallinari,22,2TM,SF,62,60,2104,0,0,39,58,2
Danilo Gallinari,22,NYK,PF,48,48,1671,0,0,30,67,3
Danilo Gallinari,22,DEN,SF,14,12,433,0,0,76,25,0
Ty Lawson,23,DEN,PG,80,31,2103,100,0,0,0,0
José Calderón,29,TOR,PG,68,55,2102,99,1,0,0,0
Raja Bell,34,UTA,SG,68,63,2097,0,97,3,0,0
Ryan Gomes,28,LAC,SF,76,62,2095,0,2,92,6,0
Luc Mbah a Moute,24,MIL,PF,79,52,2093,0,0,30,69,1
Anthony Parker,35,CLE,SF,72,65,2091,0,31,68,1,0
Chuck Hayes,27,HOU,C,74,63,2079,0,0,0,15,86
Wesley Johnson,23,MIN,SG,79,63,2069,0,92,8,0,0
Jodie Meeks,23,PHI,SG,74,64,2062,4,92,4,0,0
Kris Humphries,25,NJN,PF,74,44,2061,0,0,0,98,3
Tyson Chandler,28,DAL,C,74,74,2059,0,0,0,1,99
Vince Carter,34,2TM,SG,73,63,2051,0,90,10,0,0
Vince Carter,34,ORL,SG,22,22,664,0,89,11,0,0
Vince Carter,34,PHO,SG,51,41,1387,0,91,9,0,0
Thabo Sefolosha,26,OKC,SG,79,79,2049,0,75,21,3,0
DeAndre Jordan,22,LAC,C,80,66,2047,0,0,0,3,97
Nick Young,25,WAS,SG,64,40,2034,1,76,23,0,0
Marcin Gortat,26,2TM,C,80,14,2032,0,0,0,3,97
Marcin Gortat,26,ORL,C,25,2,396,0,0,0,10,90
Marcin Gortat,26,PHO,C,55,12,1636,0,0,0,1,99
Carl Landry,27,2TM,PF,76,26,2008,0,0,4,96,0
Carl Landry,27,SAC,PF,53,16,1406,0,0,5,95,0
Carl Landry,27,NOH,PF,23,10,602,0,0,1,99,1
Andrei Kirilenko,29,UTA,SF,64,62,1999,0,0,77,23,0
Brandon Bass,25,ORL,PF,76,51,1980,0,0,11,85,4
Toney Douglas,24,NYK,SG,81,9,1971,47,53,0,0,0
C.J. Miles,23,UTA,SF,78,19,1969,1,41,58,1,0
J.R. Smith,25,DEN,SF,79,6,1968,3,46,50,2,0
Marco Belinelli,24,NOH,SG,80,69,1957,0,79,21,0,0
Samuel Dalembert,29,SAC,C,80,46,1938,0,0,0,33,67
Carlos Boozer,29,CHI,C,59,59,1882,0,0,0,45,55
O.J. Mayo,23,MEM,SG,71,17,1869,23,65,12,0,0
Daniel Gibson,24,CLE,SG,67,15,1865,22,78,0,0,0
Marvin Williams,24,ATL,SF,65,52,1865,0,5,79,16,0
Anthony Morrow,25,NJN,SG,58,47,1856,2,91,8,0,0
Amir Johnson,23,TOR,PF,72,54,1853,0,0,1,92,7
Antawn Jamison,34,CLE,PF,56,38,1842,0,0,1,99,0
Eric Bledsoe,21,LAC,PG,81,25,1841,100,0,0,0,0
Rashard Lewis,31,2TM,PF,57,52,1824,0,0,38,62,0
Rashard Lewis,31,ORL,PF,25,25,810,0,0,10,90,1
Rashard Lewis,31,WAS,SF,32,27,1014,0,0,60,40,0
Rudy Fernández,25,POR,SG,78,3,1821,15,84,1,0,0
Evan Turner,22,PHI,SG,78,14,1797,2,56,42,1,0
Jordan Farmar,24,NJN,PG,73,18,1796,97,3,0,0,0
Gilbert Arenas,29,2TM,PG,70,16,1796,81,19,0,0,0
Gilbert Arenas,29,WAS,PG,21,14,726,99,1,0,0,0
Gilbert Arenas,29,ORL,PG,49,2,1070,69,31,0,0,0
Mo Williams,28,2TM,PG,58,56,1788,96,4,0,0,0
Mo Williams,28,CLE,PG,36,34,1065,100,0,0,0,0
Mo Williams,28,LAC,PG,22,22,723,91,9,0,0,0
Ronnie Brewer,25,CHI,SG,81,1,1781,0,45,55,1,0
Marcus Thornton,23,2TM,SG,73,23,1775,10,72,18,0,0
Marcus Thornton,23,NOH,SG,46,0,745,0,59,41,0,0
Marcus Thornton,23,SAC,SG,27,23,1030,18,82,1,0,0
Keyon Dooling,30,MIL,PG,80,22,1757,54,46,0,0,0
Brandon Rush,25,IND,SG,67,21,1754,0,99,1,0,0
Jason Thompson,24,SAC,PF,75,39,1748,0,0,0,85,15
Lou Williams,24,PHI,SG,75,0,1747,54,46,0,0,0
Taj Gibson,25,CHI,PF,80,19,1742,0,0,0,97,3
Chase Budinger,22,HOU,SF,78,22,1738,0,2,96,3,0
DeJuan Blair,21,SAS,PF,81,65,1734,0,0,0,82,18
Courtney Lee,25,HOU,SG,81,1,1723,6,89,6,0,0
Jarrett Jack,27,2TM,SG,83,15,1722,72,28,0,0,0
Jarrett Jack,27,TOR,PG,13,13,347,95,5,0,0,0
Jarrett Jack,27,NOH,SG,70,2,1375,66,34,0,0,0
Spencer Hawes,22,PHI,C,81,81,1718,0,0,0,0,100
Kwame Brown,28,CHA,C,66,50,1714,0,0,0,0,100
Omri Casspi,22,SAC,SF,71,27,1702,0,6,92,3,0
Tracy McGrady,31,DET,SG,72,39,1686,2,65,33,0,0
Darko Miličić,25,MIN,C,69,69,1686,0,0,0,1,99
Gary Neal,26,SAS,SG,80,1,1685,4,79,17,0,0
Mike Dunleavy,30,IND,SG,61,44,1683,0,57,42,0,0
Willie Green,29,NOH,SG,77,13,1674,2,88,10,0,0
J.J. Barea,26,DAL,PG,81,2,1669,97,3,0,0,0
Charlie Villanueva,26,DET,PF,76,11,1666,0,0,0,58,42
Al Harrington,30,DEN,PF,73,3,1665,0,0,1,89,11
Gerald Henderson,23,CHA,SG,68,30,1661,0,98,2,0,0
Kyle Korver,29,CHI,SG,82,0,1649,0,93,7,0,0
Baron Davis,31,2TM,PG,58,44,1649,88,12,0,0,0
Baron Davis,31,LAC,PG,43,35,1269,88,12,0,0,0
Baron Davis,31,CLE,PG,15,9,380,88,12,0,0,0
Sasha Vujačić,26,2TM,SG,67,17,1648,0,58,41,0,0
Sasha Vujačić,26,LAL,SG,11,0,54,0,84,16,0,0
Sasha Vujačić,26,NJN,SG,56,17,1594,0,58,42,0,0
Dante Cunningham,23,2TM,PF,78,18,1637,0,0,30,69,1
Dante Cunningham,23,POR,PF,56,9,1108,0,0,0,98,1
Dante Cunningham,23,CHA,PF,22,9,529,0,0,92,8,0
Reggie Williams,24,GSW,SF,80,9,1626,1,64,34,0,0
Darrell Arthur,22,MEM,PF,80,9,1609,0,0,0,95,5
Ed Davis,21,TOR,PF,65,17,1602,0,0,1,56,43
Josh McRoberts,23,IND,PF,72,51,1597,0,0,0,83,17
Carlos Delfino,28,MIL,SF,49,40,1590,0,1,92,7,0
Steve Blake,30,LAL,PG,79,0,1581,100,0,0,0,0
Mario Chalmers,24,MIA,PG,70,28,1579,99,1,0,0,0
Sam Young,25,MEM,SF,78,46,1577,0,29,69,1,0
Joakim Noah,25,CHI,C,48,48,1576,0,0,0,5,95
Nenad Krstić,27,2TM,C,71,67,1571,0,0,0,0,100
Nenad Krstić,27,OKC,C,47,47,1018,0,0,0,0,100
Nenad Krstić,27,BOS,C,24,20,553,0,0,0,0,100
Shannon Brown,25,LAL,SG,82,0,1568,8,91,0,0,0
Earl Watson,31,UTA,PG,80,13,1567,100,0,0,0,0
Randy Foye,27,LAC,SG,63,24,1551,10,85,5,0,0
James Jones,30,MIA,SF,81,8,1549,0,35,64,1,0
Maurice Evans,32,2TM,SF,73,24,1549,0,21,76,4,0
Maurice Evans,32,ATL,SF,47,12,837,0,30,66,4,0
Maurice Evans,32,WAS,SF,26,12,712,0,9,88,3,0
Marcus Camby,36,POR,C,59,51,1540,0,0,0,1,99
Tyler Hansbrough,25,IND,PF,70,29,1535,0,0,0,98,2
Derrick Favors,19,2TM,PF,78,27,1535,0,0,0,81,18
Derrick Favors,19,NJN,PF,56,23,1091,0,0,0,90,10
Derrick Favors,19,UTA,PF,22,4,444,0,0,0,61,39
Nick Collison,30,OKC,C,71,2,1524,0,0,0,8,92
JJ Redick,26,ORL,SG,59,5,1513,0,99,1,0,0
Corey Brewer,24,2TM,SG,69,24,1510,0,46,52,2,0
Corey Brewer,24,MIN,SF,56,22,1362,0,49,49,2,0
Corey Brewer,24,DAL,SG,13,2,148,0,21,79,0,0
Ersan İlyasova,23,MIL,PF,60,34,1505,0,0,0,86,14
Andrew Bynum,23,LAL,C,54,47,1500,0,0,0,0,100
Richard Hamilton,32,DET,SG,55,39,1498,13,75,11,0,0
Jerryd Bayless,22,2TM,PG,71,14,1496,88,12,0,0,0
Jerryd Bayless,22,NOH,PG,11,0,149,95,6,0,0,0
Jerryd Bayless,22,TOR,PG,60,14,1347,87,13,0,0,0
Tony Allen,29,MEM,SG,72,31,1494,19,81,0,0,0
Joel Anthony,28,MIA,C,75,11,1463,0,0,0,3,97
Keith Bogans,30,CHI,SG,82,82,1461,0,100,0,0,0
Al-Farouq Aminu,20,LAC,SF,81,14,1452,0,0,88,12,0
Austin Daye,22,DET,SF,72,16,1446,0,0,51,49,0
Matt Bonner,30,SAS,PF,66,1,1432,0,0,0,52,48
Ryan Anderson,22,ORL,PF,64,14,1424,0,0,1,67,33
Hakim Warrick,28,PHO,PF,80,6,1416,0,0,5,90,5
Sonny Weems,24,TOR,SF,59,28,1413,0,14,85,1,0
Corey Maggette,31,MIL,SF,67,18,1401,0,40,57,3,0
Andris Biedriņš,24,GSW,C,59,55,1397,0,0,0,0,100
Leandro Barbosa,28,TOR,SG,58,0,1395,15,84,1,0,0
Antonio McDyess,36,SAS,PF,73,16,1387,0,0,0,93,7
Francisco García,29,SAC,SF,58,34,1386,0,24,75,1,0
Al Thornton,27,2TM,PF,71,23,1383,0,2,87,11,0
Al Thornton,27,WAS,SF,49,23,1069,0,2,95,2,0
Al Thornton,27,GSW,PF,22,0,314,0,2,60,38,0
Anthony Tolliver,25,MIN,SF,65,4,1362,0,1,40,58,1
Brendan Haywood,31,DAL,C,72,8,1331,0,0,0,1,99
Shawne Williams,24,NYK,PF,64,11,1323,0,0,22,70,8
Brandon Roy,26,POR,SG,47,23,1310,0,37,62,2,0
Aaron Brooks,26,2TM,PG,59,12,1284,100,0,0,0,0
Aaron Brooks,26,HOU,PG,34,7,811,100,0,0,0,0
Aaron Brooks,26,PHO,PG,25,5,473,100,0,0,0,0
Nazr Mohammed,33,2TM,C,75,37,1280,0,0,0,19,81
Nazr Mohammed,33,CHA,C,51,30,851,0,0,0,0,100
Nazr Mohammed,33,OKC,C,24,7,429,0,0,0,57,43
Paul George,20,IND,SG,61,19,1265,0,63,37,1,0
Shaun Livingston,25,CHA,PG,73,0,1261,80,20,0,0,0
Zaza Pachulia,26,ATL,C,79,7,1244,0,0,0,0,100
Ben Wallace,36,DET,C,54,49,1238,0,0,0,31,70
Goran Dragić,24,2TM,PG,70,5,1234,97,3,0,0,0
Goran Dragić,24,PHO,PG,48,2,856,100,0,0,0,0
Goran Dragić,24,HOU,PG,22,3,378,90,10,0,0,0
Kenyon Martin,33,DEN,PF,48,48,1233,0,0,0,88,12
Gordon Hayward,20,UTA,SF,72,17,1218,0,13,71,17,0
Eric Maynor,23,OKC,PG,82,0,1200,100,0,0,0,0
Carlos Arroyo,31,2TM,PG,64,43,1185,96,4,0,0,0
Carlos Arroyo,31,MIA,PG,49,42,995,99,1,0,0,0
Carlos Arroyo,31,BOS,PG,15,1,190,81,19,0,0,0
Ryan Hollins,26,CLE,C,70,16,1182,0,0,0,0,100
Wayne Ellington,23,MIN,SG,62,8,1181,2,97,1,0,0
Kurt Thomas,38,CHI,PF,52,37,1178,0,0,0,68,32
Vladimir Radmanović,30,GSW,PF,74,6,1169,0,0,0,44,56
DeShawn Stevenson,29,DAL,SG,72,54,1158,0,53,47,1,0
Zydrunas Ilgauskas,35,MIA,C,72,51,1145,0,0,0,0,100
Ronny Turiaf,28,NYK,C,64,21,1141,0,0,0,0,100
Donté Greene,22,SAC,SF,69,21,1127,0,1,91,8,0
Jordan Hill,23,HOU,C,72,11,1125,0,0,0,25,75
Will Bynum,28,DET,PG,61,5,1125,100,0,0,0,0
Alonzo Gee,23,3TM,SG,56,34,1118,1,54,44,0,0
Alonzo Gee,23,SAS,SG,5,0,18,0,0,77,23,0
Alonzo Gee,23,WAS,SG,11,5,127,1,35,65,0,0
Alonzo Gee,23,CLE,SG,40,29,973,1,58,41,0,0
Yi Jianlian,23,WAS,PF,63,11,1112,0,0,0,45,55
Mickaël Piétrus,28,2TM,SF,57,4,1107,0,70,30,0,0
Mickaël Piétrus,28,ORL,SF,19,0,418,0,24,76,0,0
Mickaël Piétrus,28,PHO,SG,38,4,689,0,98,2,0,0
Jason Smith,24,NOH,C,77,6,1102,0,0,0,26,74
Martell Webster,24,MIN,SF,46,1,1094,0,11,83,6,0
C.J. Watson,26,CHI,PG,82,1,1091,100,1,0,0,0
Trevor Booker,23,WAS,PF,65,14,1063,0,0,16,83,1
Jamario Moon,30,2TM,SF,59,20,1042,0,8,88,3,0
Jamario Moon,30,CLE,SF,40,13,764,0,1,94,5,0
Jamario Moon,30,LAC,SF,19,7,278,0,29,71,0,0
Linas Kleiza,26,TOR,SF,39,23,1032,0,0,75,25,0
Ekpe Udoh,23,GSW,C,58,18,1030,0,0,0,1,99
Jordan Crawford,22,2TM,SG,42,18,1027,22,78,0,0,0
Jordan Crawford,22,ATL,SG,16,0,160,33,67,0,0,0
Jordan Crawford,22,WAS,SG,26,18,867,20,80,0,0,0
Matt Barnes,30,LAL,SF,53,0,1020,0,0,93,7,0
Brad Miller,34,HOU,C,60,5,1015,0,0,0,0,100
Nate Robinson,26,2TM,PG,59,11,1013,100,0,0,0,0
Nate Robinson,26,BOS,PG,55,11,983,100,0,0,0,0
Nate Robinson,26,OKC,PG,4,0,30,100,0,0,0,0
Chris Wilcox,28,DET,PF,57,29,995,0,0,1,89,11
Anderson Varejão,28,CLE,C,31,31,994,0,0,0,0,100
Robin Lopez,22,PHO,C,67,56,991,0,0,0,0,100
Ömer Aşık,24,CHI,C,82,0,989,0,0,0,0,100
Jonny Flynn,21,MIN,PG,53,8,983,100,0,0,0,0
Eddie House,32,MIA,SG,56,1,978,63,36,1,0,0
Jeff Teague,22,ATL,PG,70,7,963,99,1,0,0,0
Stephen Graham,28,NJN,SG,59,28,959,1,50,48,1,0
Quentin Richardson,30,ORL,SF,57,19,955,0,12,87,1,0
Christian Eyenga,21,CLE,SF,44,18,947,0,33,64,3,0
Jeff Foster,34,IND,C,56,3,940,0,0,0,5,95
Marquis Daniels,30,BOS,SF,49,0,938,0,28,69,3,0
Manny Harris,21,CLE,SG,54,15,933,13,84,4,0,0
Andrés Nocioni,31,PHI,SF,54,17,931,0,2,87,10,0
Jason Maxiell,27,DET,PF,57,14,930,0,0,2,88,10
Shelden Williams,27,2TM,PF,59,38,911,0,0,0,66,34
Shelden Williams,27,DEN,PF,42,32,713,0,0,0,69,31
Shelden Williams,27,NYK,PF,17,6,198,0,0,0,55,45
Josh Childress,27,PHO,SG,54,3,894,3,50,46,1,0
Johan Petro,25,NJN,C,77,1,893,0,0,0,9,91
Nikola Peković,25,MIN,C,65,11,887,0,0,0,0,100
Chris Douglas-Roberts,24,MIL,SF,44,12,884,0,17,81,2,0
Larry Sanders,22,MIL,C,60,12,872,0,0,0,28,72
Patrick Patterson,21,HOU,PF,52,6,868,0,0,0,99,1
Caron Butler,30,DAL,SF,29,29,867,0,0,65,35,0
Earl Boykins,34,MIL,PG,57,0,862,100,0,0,0,0
Tyrus Thomas,24,CHA,C,41,2,861,0,0,0,40,60
Greivis Vásquez,24,MEM,PG,70,1,860,9,75,15,0,0
Drew Gooden,29,MIL,PF,35,18,860,0,0,0,63,37
Eugene Jeter,27,SAC,PG,62,1,858,100,0,0,0,0
James Posey,34,IND,SF,49,0,839,0,1,60,40,0
Mike Miller,30,MIA,SG,41,2,838,0,55,45,1,0
Chris Kaman,28,LAC,C,32,15,838,0,0,0,0,100
James Johnson,23,2TM,SF,38,25,822,0,0,88,12,0
James Johnson,23,CHI,SF,13,0,123,0,0,52,48,0
James Johnson,23,TOR,SF,25,25,699,0,0,94,6,0
Erick Dampier,35,MIA,C,51,22,815,0,0,0,0,100
Reggie Evans,30,TOR,PF,30,18,798,0,0,0,98,2
A.J. Price,24,IND,PG,50,0,795,99,1,0,0,0
Gary Forbes,25,DEN,SF,63,11,791,0,18,69,13,0
Henry Walker,23,NYK,SG,61,1,784,0,62,39,0,0
Patty Mills,22,POR,PG,64,0,783,100,0,0,0,0
Chris Duhon,28,ORL,PG,51,5,774,96,4,0,0,0
T.J. Ford,27,IND,PG,41,3,773,100,0,0,0,0
Rasual Butler,31,2TM,SG,47,2,770,0,66,34,0,0
Rasual Butler,31,LAC,SG,41,2,744,0,68,32,0,0
Rasual Butler,31,CHI,SG,6,0,26,0,16,84,0,0
Julian Wright,23,TOR,SF,52,6,766,0,18,79,3,0
Dominic McGuire,25,CHA,SF,52,8,760,0,3,65,31,2
Shaquille O'Neal,38,BOS,C,37,36,752,0,0,0,0,100
Kendrick Perkins,26,2TM,C,29,24,742,0,0,0,0,100
Kendrick Perkins,26,BOS,C,12,7,313,0,0,0,0,100
Kendrick Perkins,26,OKC,C,17,17,429,0,0,0,0,100
Tiago Splitter,26,SAS,C,60,6,738,0,0,0,4,96
Quincy Pondexter,22,NOH,SF,66,6,734,0,4,90,6,0
Marreese Speights,23,PHI,C,64,1,734,0,0,0,7,93
Chris Andersen,32,DEN,C,45,0,732,0,0,1,13,86
Acie Law,26,2TM,PG,51,0,726,86,14,0,0,0
Acie Law,26,MEM,PG,11,0,94,100,0,0,0,0
Acie Law,26,GSW,PG,40,0,632,84,16,0,0,0
Ronnie Price,27,UTA,SG,59,0,717,24,76,0,0,0
Sebastian Telfair,25,MIN,PG,37,8,711,100,0,0,0,0
Samardo Samuels,22,CLE,PF,37,10,701,0,0,0,65,35
Lou Amundson,28,GSW,PF,46,7,691,0,0,12,79,8
D.J. White,24,2TM,C,47,0,685,0,0,2,57,41
D.J. White,24,OKC,PF,23,0,219,0,0,6,89,5
D.J. White,24,CHA,C,24,0,466,0,0,0,42,58
Jon Brockman,23,MIL,C,63,6,677,0,0,1,40,59
Damien Wilkins,31,ATL,SF,52,0,676,0,19,69,11,0
Josh Powell,28,ATL,PF,54,0,653,0,0,1,83,16
Luke Harangody,23,2TM,PF,49,0,640,0,0,1,97,2
Luke Harangody,23,BOS,PF,28,0,241,0,0,2,97,1
Luke Harangody,23,CLE,PF,21,0,399,0,0,0,98,2
Kevin Séraphin,21,WAS,PF,58,1,635,0,0,0,64,36
