Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Shaquille O'Neal,30,LAL,C,67,66,2535,0,0,0,0,100
Theo Ratliff,29,ATL,C,81,81,2518,0,0,0,0,100
James Posey,26,2TM,SF,83,71,2518,0,11,85,4,0
James Posey,26,DEN,SF,25,24,872,0,30,68,2,0
James Posey,26,HOU,SF,58,47,1646,0,1,94,5,0
Troy Murphy,22,GSW,PF,79,79,2510,0,0,0,90,10
Brent Barry,31,SEA,SG,75,68,2480,30,69,2,0,0
Al Harrington,22,IND,SF,82,37,2467,0,5,57,38,0
Elton Brand,23,LAC,PF,62,61,2454,0,0,0,93,7
Peja Stojaković,25,SAC,SF,72,72,2450,0,6,87,7,0
Jamaal Magloire,24,NOH,C,82,82,2443,0,0,0,0,100
Zydrunas Ilgauskas,27,CLE,C,81,81,2432,0,0,0,0,100
Jason Williams,27,MEM,PG,76,76,2407,100,0,0,0,0
Bonzi Wells,26,POR,SG,75,65,2396,2,57,41,0,0
Vlade Divac,34,SAC,C,80,80,2384,0,0,0,0,100
Shane Battier,24,MEM,SF,78,47,2383,0,9,89,2,0
Yao Ming,22,HOU,C,82,72,2382,0,0,0,0,100
Donyell Marshall,29,CHI,PF,78,53,2378,0,0,10,90,1
Aaron McKie,30,PHI,SF,80,40,2374,0,9,88,3,0
Tim Thomas,25,MIL,SF,80,70,2358,0,1,70,29,0
Calbert Cheaney,31,UTA,SG,81,74,2351,0,97,3,0,0
Darrell Armstrong,34,ORL,PG,82,23,2350,93,7,0,0,0
Eric Williams,30,BOS,SF,82,79,2350,0,3,94,3,0
Jerome Williams,29,TOR,PF,71,63,2346,0,0,9,91,1
Robert Horry,32,LAL,PF,80,26,2343,0,0,0,94,6
Rasho Nesterović,26,MIN,C,77,77,2337,0,0,0,8,93
Keith Van Horn,27,PHI,PF,74,73,2337,0,0,1,87,11
Chauncey Billups,26,DET,PG,74,74,2327,98,3,0,0,0
Malik Allen,24,MIA,PF,80,73,2318,0,0,0,94,6
Metta World Peace,23,IND,SF,69,67,2317,0,29,70,1,0
Michael Redd,23,MIL,SG,82,14,2316,2,53,45,0,0
Dale Davis,33,POR,C,78,78,2282,0,0,0,4,96
John Stockton,40,UTA,PG,82,82,2275,100,0,0,0,0
Brad Miller,26,IND,C,73,72,2270,0,0,0,0,100
Nenê,20,DEN,C,80,53,2258,0,0,0,3,97
Joe Johnson,21,PHO,SG,82,34,2255,9,77,14,0,0
Stephen Jackson,24,SAS,SG,80,58,2254,0,63,37,0,0
Anthony Peeler,33,MIN,SG,82,39,2245,0,98,2,0,0
Howard Eisley,30,NYK,PG,82,76,2243,100,0,0,0,0
Jamaal Tinsley,24,IND,PG,73,69,2237,100,0,0,0,0
Christian Laettner,33,WAS,PF,76,66,2215,0,0,0,86,14
Andrei Kirilenko,21,UTA,SF,80,11,2213,0,1,92,7,0
Jumaine Jones,23,CLE,SF,80,12,2204,0,9,86,5,0
Mike Miller,22,2TM,SF,65,52,2186,0,19,75,5,0
Mike Miller,22,ORL,SF,49,39,1826,0,21,72,7,0
Mike Miller,22,MEM,SF,16,13,360,0,10,90,0,0
Rick Fox,33,LAL,SF,76,75,2181,0,0,95,5,0
Gordan Giriček,25,2TM,SG,76,62,2148,0,51,47,2,0
Gordan Giriček,25,MEM,SG,49,35,1187,1,92,7,0,0
Gordan Giriček,25,ORL,SF,27,27,961,0,1,95,4,0
Larry Hughes,24,WAS,PG,67,56,2137,70,29,1,0,0
Anthony Mason,36,MIL,C,65,58,2119,0,0,0,50,51
Reggie Miller,37,IND,SG,70,70,2117,11,87,2,0,0
Kendall Gill,34,MIN,SG,82,34,2068,0,66,34,0,0
Corliss Williamson,29,DET,SF,82,1,2061,0,3,89,8,0
Carlos Boozer,21,CLE,PF,81,54,2049,0,0,1,88,11
Nick Van Exel,31,DAL,SG,73,1,2026,41,58,0,0,0
Clarence Weatherspoon,32,NYK,PF,79,19,2024,0,0,2,94,4
Darius Miles,21,CLE,SF,67,62,2008,0,0,73,27,0
Corey Maggette,23,LAC,SG,64,57,2006,7,88,5,0,0
Junior Harrington,22,DEN,PG,82,51,2003,87,13,0,0,0
Trenton Hassell,23,CHI,SG,82,53,1999,0,92,7,0,0
Jamal Crawford,22,CHI,PG,80,31,1992,92,8,0,0,0
Tyronn Lue,25,WAS,PG,75,24,1986,100,0,0,0,0
Predrag Drobnjak,27,SEA,C,82,69,1984,0,0,0,7,93
Lorenzen Wright,27,MEM,C,70,49,1982,0,0,0,1,99
Erick Dampier,27,GSW,C,82,82,1978,0,0,0,0,100
Kenny Thomas,25,2TM,PF,66,42,1978,0,0,30,70,1
Kenny Thomas,25,HOU,PF,20,14,586,0,0,16,84,1
Kenny Thomas,25,PHI,PF,46,28,1392,0,0,36,64,1
Milt Palacio,24,CLE,PG,80,46,1976,93,7,0,0,0
Lucious Harris,32,NJN,SG,77,25,1973,2,88,10,0,0
Jay Williams,21,CHI,PG,75,54,1961,100,0,0,0,0
Kerry Kittles,28,NJN,SG,65,57,1951,8,91,1,0,0
Walter McCarty,28,BOS,SF,82,8,1949,0,0,54,44,2
Wesley Person,31,MEM,SG,66,44,1941,0,95,5,0,0
Malik Rose,28,SAS,PF,79,13,1933,0,0,0,96,4
Ira Newble,28,ATL,SF,73,45,1931,0,56,38,6,0
Brendan Haywood,23,WAS,C,81,69,1930,0,0,0,0,100
Voshon Lenard,29,TOR,SG,63,24,1929,1,91,8,0,0
Greg Ostertag,29,UTA,C,81,74,1926,0,0,0,0,100
Scottie Pippen,37,POR,SF,64,58,1911,0,3,85,11,0
Vladimir Radmanović,22,SEA,PF,72,16,1910,0,0,6,78,16
Jason Collins,24,NJN,C,81,66,1900,0,0,0,1,99
Kevin Ollie,30,2TM,PG,82,5,1897,86,14,0,0,0
Kevin Ollie,30,MIL,PG,53,4,1127,76,24,0,0,0
Kevin Ollie,30,SEA,PG,29,1,770,100,0,0,0,0
Antonio Davis,34,TOR,C,53,52,1894,0,0,0,28,72
Eddie Griffin,20,HOU,PF,77,66,1890,0,0,0,93,7
Dion Glover,24,ATL,SG,76,42,1890,0,93,7,0,0
Baron Davis,23,NOH,PG,50,47,1889,92,8,0,0,0
Shammond Williams,27,2TM,PG,78,11,1881,73,27,0,0,0
Shammond Williams,27,BOS,PG,51,2,1169,56,44,0,0,0
Shammond Williams,27,DEN,PG,27,9,712,100,0,0,0,0
Tony Delk,29,BOS,PG,67,39,1873,99,1,0,0,0
Drew Gooden,21,2TM,SF,70,47,1873,0,0,53,38,8
Drew Gooden,21,MEM,SF,51,29,1329,0,0,74,26,0
Drew Gooden,21,ORL,PF,19,18,544,0,0,2,69,29
Othella Harrington,29,NYK,PF,74,64,1850,0,0,0,86,14
Wally Szczerbiak,25,MIN,SF,52,42,1836,0,13,86,1,0
Mike Bibby,24,SAC,PG,55,55,1835,87,13,0,0,0
Tyson Chandler,20,CHI,C,75,68,1827,0,0,0,34,66
Travis Best,30,MIA,PG,72,52,1807,100,0,0,0,0
Bo Outlaw,31,PHO,C,80,20,1800,0,0,0,38,62
Eddie Jones,31,MIA,SG,47,47,1789,0,84,16,0,0
Adonal Foyle,27,GSW,C,82,0,1787,0,0,0,6,95
Keon Clark,27,SAC,C,80,11,1780,0,0,0,37,63
Anfernee Hardaway,31,PHO,SG,58,51,1777,18,82,0,0,0
Kwame Brown,20,WAS,C,80,20,1773,0,0,0,31,69
Derrick Coleman,35,PHI,C,64,35,1742,0,0,0,3,97
Shandon Anderson,29,NYK,SF,82,9,1731,0,10,85,6,0
Shawn Bradley,30,DAL,C,81,39,1731,0,0,0,0,100
Mike James,27,MIA,PG,78,8,1722,69,31,0,0,0
Toni Kukoč,34,MIL,PF,63,0,1704,0,0,19,72,8
Jacque Vaughn,27,ORL,PG,80,48,1686,76,24,0,0,0
Tony Battie,26,BOS,C,67,62,1683,0,0,0,0,100
Lamar Odom,23,LAC,SF,49,47,1679,0,0,83,16,0
David Robinson,37,SAS,C,64,64,1676,0,0,0,0,100
Bobby Jackson,29,SAC,PG,59,26,1676,100,0,0,0,0
Ron Mercer,26,IND,SG,72,3,1671,11,65,24,0,0
Ruben Patterson,27,POR,SF,78,17,1655,0,27,64,9,0
Shawn Kemp,33,ORL,C,79,55,1633,0,0,0,11,89
Donnell Harvey,22,DEN,SF,77,27,1613,0,0,85,15,0
Devean George,25,LAL,SF,71,7,1613,0,0,84,16,0
Raef LaFrentz,26,DAL,C,69,43,1611,0,0,0,19,81
Aaron Williams,31,NJN,C,81,0,1597,0,0,0,9,91
Vladimir Stepania,26,MIA,C,79,6,1594,0,0,0,0,100
Eddy Curry,20,CHI,C,81,48,1571,0,0,0,0,100
Rodney White,22,DEN,SG,72,19,1563,0,69,31,0,0
Michael Curry,34,DET,SF,78,77,1555,0,1,99,0,0
Glen Rice,35,HOU,SF,62,26,1532,0,4,93,3,0
Greg Buckner,26,PHI,SG,75,5,1514,1,48,51,1,0
Rasual Butler,23,MIA,SG,72,28,1514,1,57,42,0,0
J.R. Bremer,22,BOS,PG,64,41,1503,85,15,0,0,0
George Lynch,32,NOH,SG,81,32,1497,0,49,41,11,0
Alan Henderson,30,ATL,C,82,3,1494,0,0,0,43,57
Stromile Swift,23,MEM,PF,67,26,1478,0,0,0,73,27
Jon Barry,33,DET,SG,80,0,1473,14,85,1,0,0
Vince Carter,26,TOR,SG,43,42,1471,0,65,35,0,0
Mark Jackson,37,UTA,PG,82,0,1467,99,1,0,0,0
Charlie Ward,32,NYK,PG,66,6,1465,99,1,0,0,0
Manu Ginóbili,25,SAS,SG,69,5,1431,0,96,4,0,0
Mark Blount,27,2TM,C,81,31,1403,0,0,0,0,100
Mark Blount,27,DEN,C,54,24,885,0,0,0,0,100
Mark Blount,27,BOS,C,27,7,518,0,0,0,0,100
Chucky Atkins,28,DET,PG,65,7,1398,100,0,0,0,0
Bryon Russell,32,WAS,SF,70,23,1388,0,0,76,22,1
Dajuan Wagner,19,CLE,SG,47,24,1385,41,58,1,0,0
Brian Skinner,26,PHI,PF,77,9,1381,0,0,0,39,61
Vincent Yarbrough,21,DEN,SG,59,39,1381,5,92,3,0,0
Marko Jarić,24,LAC,SF,66,12,1379,0,32,66,2,0
Maurice Taylor,26,HOU,PF,67,9,1377,0,0,0,89,11
Moochie Norris,29,HOU,PG,82,3,1375,100,0,0,0,0
Adrian Griffin,28,DAL,SG,74,48,1373,0,72,27,1,0
Michael Olowokandi,27,LAC,C,36,36,1369,0,0,0,0,100
Quentin Richardson,22,LAC,SG,59,13,1368,15,51,33,1,0
Jelani McCoy,25,TOR,C,67,25,1367,0,0,0,2,98
Earl Watson,23,MEM,PG,79,2,1366,47,53,0,0,0
Mehmet Okur,23,DET,PF,72,9,1366,0,0,0,45,55
Reggie Evans,22,SEA,PF,67,60,1365,0,0,13,84,4
Courtney Alexander,25,NOH,PG,66,7,1360,38,58,4,0,0
Eric Piatkowski,32,LAC,SG,62,26,1360,6,50,42,2,0
Eddie Robinson,26,CHI,SF,64,18,1355,0,0,99,1,0
Tyrone Hill,34,2TM,PF,56,43,1351,0,0,10,73,18
Tyrone Hill,34,CLE,PF,32,25,855,0,0,0,93,7
Tyrone Hill,34,PHI,PF,24,18,496,0,0,26,38,35
Sean Rooks,33,LAC,C,70,38,1344,0,0,0,16,84
Andrew DeClercq,29,ORL,C,77,21,1327,0,0,0,35,65
Scott Padgett,26,UTA,PF,82,2,1321,0,0,9,91,1
Earl Boykins,26,GSW,PG,68,0,1321,100,0,0,0,0
Nikoloz Tskitishvili,19,DEN,SF,81,16,1320,0,0,73,27,1
Damon Stoudamire,29,POR,PG,59,27,1315,100,0,0,0,0
Michael Bradley,23,TOR,PF,67,11,1314,0,0,1,81,19
Jeff McInnis,28,POR,PG,75,1,1311,85,15,0,0,0
Jim Jackson,32,SAC,SF,63,0,1309,1,51,48,0,0
Mike Dunleavy,22,GSW,SF,82,3,1305,0,1,40,59,1
Rodney Rogers,31,NJN,PF,68,0,1303,0,0,47,53,0
Zach Randolph,21,POR,PF,77,11,1301,0,0,0,64,35
Erick Strickland,29,IND,SG,71,10,1275,84,16,0,0,0
Mike Batiste,25,MEM,PF,75,2,1248,0,0,28,71,1
Kelvin Cato,28,HOU,C,73,5,1247,0,0,0,2,98
Samaki Walker,26,LAL,C,67,39,1243,0,0,0,35,65
Gary Trent,28,MIN,SF,80,22,1222,0,0,65,35,0
Arvydas Sabonis,38,POR,C,78,1,1209,0,0,0,0,100
Hedo Türkoğlu,23,SAC,SF,67,11,1175,0,0,63,36,0
Raja Bell,26,DAL,SG,75,32,1173,1,86,12,1,0
Ervin Johnson,35,MIL,C,69,17,1170,0,0,0,0,100
Walt Williams,32,DAL,SF,66,1,1161,0,1,57,41,1
Casey Jacobsen,21,PHO,SF,72,0,1147,0,57,42,1,0
Kenny Anderson,32,2TM,PG,61,2,1135,100,0,0,0,0
Kenny Anderson,32,SEA,PG,38,1,689,100,0,0,0,0
Kenny Anderson,32,NOH,PG,23,1,446,100,0,0,0,0
Bob Sura,29,GSW,SG,55,0,1130,0,89,10,0,0
Joe Smith,27,MIN,SF,54,21,1117,0,0,56,43,2
Smush Parker,21,CLE,PG,66,18,1103,76,23,0,0,0
Eduardo Nájera,26,DAL,SF,48,12,1103,0,0,39,55,6
Chris Whitney,31,2TM,PG,51,21,1052,100,0,0,0,0
Chris Whitney,31,DEN,PG,29,20,762,100,0,0,0,0
Chris Whitney,31,ORL,PG,22,1,290,100,0,0,0,0
Marc Jackson,28,MIN,C,77,0,1041,0,0,0,5,95
Michael Doleac,25,NYK,C,75,0,1041,0,0,0,11,89
Steve Smith,33,SAS,SG,53,18,1032,0,74,26,1,0
Jeryl Sasser,23,ORL,SG,75,4,1025,1,78,21,0,0
Eddie House,24,MIA,SG,55,7,1025,6,90,4,0,0
Ryan Bowen,27,DEN,SG,62,31,996,0,67,33,0,0
Rafer Alston,26,TOR,PG,47,4,980,94,6,0,0,0
Keyon Dooling,22,LAC,SG,55,1,969,62,38,0,0,0
Rod Strickland,36,MIN,PG,47,8,956,90,10,0,0,0
Steve Kerr,37,SAS,PG,75,0,952,72,28,0,0,0
Jake Voskuhl,25,PHO,C,65,1,947,0,0,0,0,100
DeSagana Diop,21,CLE,PF,80,1,943,0,0,0,38,62
Vin Baker,31,BOS,C,52,9,942,0,0,0,2,98
Brevin Knight,27,MEM,PG,55,4,928,100,0,0,0,0
Darvin Ham,29,ATL,SG,75,1,926,0,33,63,4,0
Anthony Carter,27,MIA,PG,49,26,912,99,1,0,0,0
Chris Andersen,24,DEN,C,59,3,907,0,0,0,71,29
Brian Shaw,36,LAL,PG,72,0,900,57,43,0,0,0
Jason Caffey,29,MIL,PF,51,16,894,0,0,4,71,26
Kareem Rush,22,LAL,PG,76,0,872,36,57,6,0,0
Scott Williams,34,PHO,C,69,33,872,0,0,0,1,99
Antonio Daniels,27,POR,SG,67,2,872,17,77,5,0,0
Elden Campbell,34,2TM,C,56,1,869,0,0,0,8,92
Elden Campbell,34,NOH,C,41,1,685,0,0,0,7,93
Elden Campbell,34,SEA,C,15,0,184,0,0,0,10,91
Stacey Augmon,34,NOH,SG,70,3,862,0,54,46,0,0
Robert Traylor,25,NOH,C,69,0,851,0,0,0,12,88
Grant Hill,30,ORL,SF,29,29,843,0,2,77,20,0
Anthony Johnson,28,NJN,PG,66,2,842,100,0,0,0,0
Kevin Willis,40,SAS,C,71,6,840,0,0,0,5,95
Corie Blount,34,CHI,C,50,3,836,0,0,0,32,68
Jonathan Bender,22,IND,SF,46,2,819,0,1,51,48,1
Todd MacCulloch,27,PHI,C,42,35,812,0,0,0,0,100
Chris Mihm,23,CLE,C,52,0,809,0,0,0,26,74
Marcus Fizer,24,CHI,PF,38,0,809,0,0,0,65,35
Jeff Foster,26,IND,C,77,2,802,0,0,0,23,77
Melvin Ely,24,LAC,C,52,7,802,0,0,0,6,94
Tony Massenburg,35,UTA,C,58,1,792,0,0,0,6,94
Fred Hoiberg,30,CHI,SG,63,0,784,6,92,2,0,0
LaPhonso Ellis,32,MIA,PF,55,3,784,0,0,2,97,1
Pat Burke,29,ORL,C,62,8,783,0,0,0,0,100
Mark Madsen,27,LAL,PF,54,22,781,0,0,0,85,15
Jerome James,27,SEA,C,51,16,766,0,0,0,0,100
DeShawn Stevenson,21,UTA,SG,61,8,760,0,97,3,0,0
Dan Gadzuric,24,MIL,C,49,30,760,0,0,0,4,96
Brian Scalabrine,24,NJN,PF,59,7,724,0,0,2,91,7
Damon Jones,26,SAC,PG,49,1,709,87,13,0,0,0
Bimbo Coles,34,2TM,PG,35,11,691,100,0,0,0,0
Bimbo Coles,34,CLE,PG,21,11,516,100,0,0,0,0
Bimbo Coles,34,BOS,PG,14,0,175,100,0,0,0,0
Mike Wilks,23,2TM,SG,46,7,688,64,36,0,0,0
Mike Wilks,23,ATL,SG,15,7,364,33,68,0,0,0
Mike Wilks,23,MIN,PG,31,0,324,100,0,0,0,0
Juaquin Hawkins,29,HOU,SG,58,10,685,0,44,54,2,0
Lonny Baxter,24,CHI,C,55,0,682,0,0,1,57,41
Lindsey Hunter,32,TOR,PG,29,0,673,100,0,0,0,0
Kedrick Brown,21,BOS,SF,51,5,666,0,40,60,0,0
Chris Jefferies,22,TOR,SF,51,10,666,0,6,91,3,0
Cherokee Parks,30,LAC,PF,30,18,648,0,0,0,77,23
Juan Dixon,24,WAS,PG,42,3,647,67,33,0,0,0
Jérôme Moïso,24,NOH,C,51,1,644,0,0,1,91,8
Austin Croshere,27,IND,PF,49,0,633,0,0,10,82,9
Terence Morris,24,HOU,SF,49,0,632,0,0,48,51,1
Stanislav Medvedenko,23,LAL,PF,58,10,620,0,0,0,50,50
Marcus Camby,28,DEN,C,29,9,616,0,0,0,31,69
Danny Ferry,36,SAS,SF,64,1,601,0,0,59,40,1
Calvin Booth,26,SEA,C,47,0,575,0,0,0,15,85
Tremaine Fowlkes,26,LAC,SF,37,10,573,0,1,88,12,0
Gerald Wallace,20,SAC,SF,47,7,571,0,31,66,4,0
Jermaine Jackson,26,2TM,SG,53,1,559,41,59,0,0,0
Jermaine Jackson,26,TOR,SG,24,1,286,57,43,0,0,0
Jermaine Jackson,26,ATL,SG,29,0,273,25,75,0,0,0
Joel Przybilla,23,MIL,C,32,17,546,0,0,0,0,100
Jake Tsakalidis,23,PHO,C,33,27,543,0,0,0,0,100
Dan Langhi,25,PHO,SF,60,0,541,0,0,51,48,0
Greg Foster,34,TOR,C,29,9,539,0,0,0,1,99
Dan Dickau,24,ATL,PG,50,0,515,100,0,0,0,0
Charles Oakley,39,WAS,C,42,1,514,0,0,0,51,49
Dikembe Mutombo,36,NJN,C,24,16,514,0,0,0,0,100
Etan Thomas,24,WAS,PF,38,0,513,0,0,0,90,10
John Salmons,23,PHI,PG,64,1,504,45,52,3,0,0
Kenny Satterfield,21,2TM,PG,39,6,502,97,3,0,0,0
Kenny Satterfield,21,DEN,PG,22,6,420,97,3,0,0,0
Kenny Satterfield,21,PHI,PG,17,0,82,100,0,0,0,0
Grant Long,36,BOS,PF,41,1,488,0,0,0,73,27
Željko Rebrača,30,DET,C,30,12,488,0,0,0,0,100
Sean Lampley,23,MIA,SF,35,0,487,0,27,64,9,0
Chris Wilcox,20,LAC,PF,46,3,479,0,0,0,97,2
John Amaechi,32,UTA,C,50,1,474,0,0,0,11,89
Speedy Claxton,24,SAS,PG,30,0,471,100,0,0,0,0
Ansu Sesay,26,SEA,SF,45,4,448,0,2,76,23,0
Steven Hunter,21,ORL,C,33,5,447,0,0,0,19,81
Tom Gugliotta,33,PHO,PF,27,11,447,0,0,1,97,2
Nazr Mohammed,25,ATL,C,35,0,445,0,0,0,3,97
Ryan Humphrey,23,2TM,PF,48,1,444,0,0,50,49,1
Ryan Humphrey,23,ORL,PF,35,1,322,0,0,67,33,1
Ryan Humphrey,23,MEM,PF,13,0,122,0,0,4,92,4
Marcus Haislip,22,MIL,PF,39,8,441,0,0,12,67,21
Robert Pack,33,NOH,PG,28,4,440,100,0,0,0,0
Tayshaun Prince,22,DET,SF,42,5,435,0,0,63,35,2
Avery Johnson,37,DAL,PG,48,0,430,100,0,0,0,0
Jarron Collins,24,UTA,C,22,7,421,0,0,0,2,98
Wang Zhizhi,25,LAC,C,41,1,412,0,0,0,13,88
Lee Nailon,27,NYK,SF,38,0,405,0,0,71,29,0
Vitaly Potapenko,27,SEA,C,26,2,403,0,0,0,17,83
Bobby Simmons,22,WAS,SG,36,2,378,0,41,55,3,0
Mamadou N'Diaye,27,TOR,C,22,8,364,0,0,0,0,100
Loren Woods,24,MIN,C,38,11,353,0,0,0,0,100
Jannero Pargo,23,LAL,PG,34,0,342,100,0,0,0,0
Emanual Davis,34,ATL,SG,24,1,340,52,47,1,0,0
Qyntel Woods,21,POR,PF,53,0,334,0,0,61,39,0
Hubert Davis,32,DET,SG,43,1,328,16,76,6,2,0
Scot Pollard,27,SAC,C,23,0,325,0,0,0,4,96
Jared Jeffries,21,WAS,SF,20,1,292,0,1,8,79,12
Carlos Arroyo,23,UTA,PG,44,0,287,81,19,0,0,0
Travis Knight,28,NYK,C,32,0,287,0,0,0,0,100
Monty Williams,31,PHI,SF,21,2,276,0,0,89,11,0
Tamar Slay,22,NJN,SG,36,0,274,0,67,32,1,0
Randy Brown,34,PHO,PG,32,0,262,71,29,0,0,0
Chris Mills,33,GSW,PF,21,0,262,0,0,24,72,4
Predrag Savović,26,DEN,SG,27,0,256,13,85,3,0,0
Michael Stewart,27,CLE,PF,47,0,251,0,1,17,63,19
Igor Rakočević,24,MIN,PG,42,0,244,74,26,0,0,0
Jiří Welsch,23,GSW,SF,37,0,234,4,59,36,1,0
Jahidi White,26,WAS,C,16,8,230,0,0,0,32,69
Lawrence Funderburke,32,SAC,PF,27,0,229,0,0,9,70,22
Sean Marks,27,MIA,PF,23,0,223,0,0,0,76,24
Danny Fortson,26,GSW,PF,17,0,223,0,0,0,93,8
Popeye Jones,32,DAL,PF,26,0,222,0,0,10,60,31
Art Long,30,2TM,PF,26,0,211,0,2,27,69,2
Art Long,30,PHI,PF,19,0,131,0,0,17,80,3
Art Long,30,TOR,PF,7,0,80,0,5,43,52,0
Tariq Abdul-Wahad,28,DAL,SG,14,0,204,0,28,68,4,0
Rick Brunson,30,CHI,PG,17,0,196,75,25,0,0,0
Tracy Murray,31,LAL,SF,31,0,193,0,4,91,5,0
John Crotty,33,DEN,PG,12,0,180,100,0,0,0,0
Tierre Brown,23,CLE,PG,15,0,168,100,0,0,0,0
Frank Williams,22,NYK,PG,21,0,167,97,1,2,0,0
Ken Johnson,24,MIA,C,16,0,156,0,0,0,8,92
Corey Benjamin,24,ATL,SG,9,0,152,0,96,3,0,0
Olumide Oyedeji,21,ORL,C,27,3,145,0,0,1,53,46
Efthimios Rentzias,27,PHI,C,35,0,144,0,0,0,2,98
Reggie Slater,32,MIN,PF,26,0,141,0,0,31,61,8
Bruno Šundov,22,BOS,C,26,0,138,0,0,0,0,100
Evan Eschmeyer,27,DAL,C,17,3,135,0,0,0,3,97
