Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Dwyane Wade,28,MIA,SG,77,77,2792,7.0,93.0,0.0,0.0,0.0
Caron Butler,29,2TM,SG,74,74,2783,0.0,13.0,84.0,3.0,0.0
Caron Butler,29,WAS,SF,47,47,1853,0.0,4.0,93.0,3.0,0.0
Caron Butler,29,DAL,SG,27,27,930,0.0,31.0,67.0,2.0,0.0
Nenê,27,DEN,C,82,82,2755,0.0,0.0,0.0,9.0,91.0
Danilo Gallinari,21,NYK,SF,81,74,2747,0.0,8.0,57.0,35.0,0.0
Rasual Butler,30,LAC,SF,82,64,2702,0.0,31.0,67.0,3.0,0.0
Tyreke Evans,20,SAC,SG,72,72,2677,10.0,71.0,19.0,0.0,0.0
Carlos Boozer,28,UTA,PF,78,78,2673,0.0,0.0,0.0,55.0,45.0
Brandon Jennings,20,MIL,PG,82,82,2671,100.0,0.0,0.0,0.0,0.0
Luis Scola,29,HOU,PF,82,82,2671,0.0,0.0,0.0,88.0,12.0
Steve Nash,35,PHO,PG,81,81,2660,82.0,18.0,0.0,0.0,0.0
Luol Deng,24,CHI,SF,70,69,2651,0.0,1.0,85.0,14.0,0.0
Monta Ellis,24,GSW,SG,64,64,2647,11.0,75.0,14.0,0.0,0.0
Raymond Felton,25,CHA,PG,80,80,2643,91.0,9.0,0.0,0.0,0.0
Carmelo Anthony,25,DEN,SF,69,69,2634,0.0,0.0,83.0,17.0,0.0
Trevor Ariza,24,HOU,SF,72,71,2629,0.0,0.0,91.0,9.0,0.0
Chris Kaman,27,LAC,C,76,76,2608,0.0,0.0,0.0,0.0,100.0
Metta World Peace,30,LAL,SF,77,77,2605,0.0,0.0,97.0,3.0,0.0
Lamar Odom,30,LAL,PF,82,38,2585,0.0,0.0,4.0,92.0,4.0
Mike Conley,22,MEM,PG,80,80,2569,100.0,1.0,0.0,0.0,0.0
Jason Terry,32,DAL,SG,77,12,2540,0.0,89.0,12.0,0.0,0.0
Chris Bosh,25,TOR,C,70,70,2526,0.0,0.0,0.0,5.0,95.0
Baron Davis,30,LAC,PG,75,73,2523,91.0,9.0,0.0,0.0,0.0
Richard Jefferson,29,SAS,SF,81,70,2520,0.0,0.0,74.0,26.0,0.0
Andre Miller,33,POR,PG,82,66,2500,77.0,23.0,0.0,0.0,0.0
Rodney Stuckey,23,DET,PG,73,67,2499,61.0,39.0,0.0,0.0,0.0
Brandon Rush,24,IND,SG,82,64,2491,0.0,79.0,20.0,0.0,0.0
Chauncey Billups,33,DEN,PG,73,73,2490,78.0,22.0,0.0,0.0,0.0
Jason Richardson,29,PHO,SG,79,76,2485,1.0,95.0,4.0,0.0,0.0
Corey Brewer,23,MIN,SG,82,82,2482,0.0,89.0,11.0,0.0,0.0
Kirk Hinrich,29,CHI,SG,74,53,2481,19.0,78.0,3.0,0.0,0.0
Beno Udrih,27,SAC,PG,79,41,2477,92.0,8.0,0.0,0.0,0.0
Marc Gasol,25,MEM,C,69,69,2469,0.0,0.0,0.0,7.0,93.0
Carl Landry,26,2TM,PF,80,29,2469,0.0,0.0,0.0,69.0,30.0
Carl Landry,26,HOU,PF,52,1,1415,0.0,0.0,0.0,54.0,46.0
Carl Landry,26,SAC,PF,28,28,1054,0.0,0.0,1.0,90.0,10.0
Marvin Williams,23,ATL,SF,81,81,2468,0.0,0.0,89.0,11.0,0.0
Al Jefferson,25,MIN,C,76,76,2463,0.0,0.0,0.0,32.0,68.0
Jamal Crawford,29,ATL,SG,79,0,2460,43.0,56.0,0.0,0.0,0.0
Tim Duncan,33,SAS,C,78,77,2438,0.0,0.0,0.0,0.0,100.0
Grant Hill,37,PHO,SF,81,81,2430,0.0,1.0,90.0,9.0,0.0
Brandon Roy,25,POR,SG,65,65,2419,0.0,55.0,44.0,1.0,0.0
Paul Pierce,32,BOS,SF,71,71,2411,0.0,0.0,97.0,3.0,0.0
Antawn Jamison,33,2TM,PF,66,64,2406,0.0,0.0,7.0,91.0,1.0
Antawn Jamison,33,WAS,PF,41,41,1595,0.0,0.0,7.0,93.0,0.0
Antawn Jamison,33,CLE,PF,25,23,811,0.0,0.0,8.0,88.0,4.0
Pau Gasol,29,LAL,C,65,65,2403,0.0,0.0,0.0,38.0,62.0
Shawn Marion,31,DAL,SF,75,75,2385,0.0,0.0,73.0,27.0,0.0
Courtney Lee,24,NJN,SG,71,66,2375,3.0,91.0,6.0,0.0,0.0
Emeka Okafor,27,NOH,C,82,82,2370,0.0,0.0,0.0,1.0,99.0
Rashard Lewis,30,ORL,PF,72,72,2369,0.0,0.0,2.0,96.0,1.0
Mo Williams,27,CLE,PG,69,68,2359,100.0,0.0,0.0,0.0,0.0
Jason Thompson,23,SAC,C,75,58,2357,0.0,0.0,0.0,36.0,64.0
Brendan Haywood,30,2TM,C,77,67,2355,0.0,0.0,0.0,0.0,100.0
Brendan Haywood,30,WAS,C,49,48,1614,0.0,0.0,0.0,0.0,100.0
Brendan Haywood,30,DAL,C,28,19,741,0.0,0.0,0.0,0.0,100.0
Thabo Sefolosha,25,OKC,SG,82,82,2348,0.0,83.0,16.0,1.0,0.0
Troy Murphy,29,IND,PF,72,69,2344,0.0,0.0,0.0,69.0,31.0
Jonny Flynn,20,MIN,PG,81,81,2339,100.0,0.0,0.0,0.0,0.0
Michael Beasley,21,MIA,PF,78,78,2328,0.0,0.0,0.0,84.0,16.0
Earl Watson,30,IND,PG,79,52,2322,82.0,18.0,0.0,0.0,0.0
Wilson Chandler,22,NYK,SG,65,64,2320,0.0,55.0,41.0,3.0,0.0
Marcus Camby,35,2TM,PF,74,74,2314,0.0,0.0,0.0,57.0,43.0
Marcus Camby,35,LAC,PF,51,51,1596,0.0,0.0,0.0,82.0,18.0
Marcus Camby,35,POR,C,23,23,718,0.0,0.0,0.0,0.0,100.0
Vince Carter,33,ORL,SG,75,74,2310,0.0,85.0,15.0,0.0,0.0
Elton Brand,30,PHI,PF,76,57,2297,0.0,0.0,0.0,79.0,21.0
Anthony Parker,34,CLE,SG,81,81,2289,1.0,82.0,17.0,0.0,0.0
Carlos Delfino,27,MIL,SF,75,66,2279,0.0,7.0,87.0,7.0,0.0
Danny Granger,26,IND,SF,62,62,2278,0.0,5.0,68.0,27.0,0.0
Paul Millsap,24,UTA,PF,82,8,2277,0.0,0.0,1.0,94.0,5.0
George Hill,23,SAS,PG,78,43,2276,77.0,23.0,0.0,0.0,0.0
Hedo Türkoğlu,30,TOR,SF,74,69,2272,0.0,0.0,92.0,8.0,0.0
Andray Blatche,23,WAS,PF,81,36,2256,0.0,0.0,0.0,63.0,37.0
Jarrett Jack,26,TOR,PG,82,43,2243,83.0,17.0,0.0,0.0,0.0
Jonas Jerebko,22,DET,PF,80,73,2232,0.0,0.0,39.0,58.0,3.0
Andrew Bogut,25,MIL,C,69,69,2229,0.0,0.0,0.0,0.0,100.0
Eric Gordon,21,LAC,SG,62,60,2229,3.0,95.0,2.0,0.0,0.0
Derek Fisher,35,LAL,PG,82,82,2227,99.0,1.0,0.0,0.0,0.0
Arron Afflalo,24,DEN,SG,82,75,2221,0.0,92.0,7.0,0.0,0.0
Devin Harris,26,NJN,PG,64,61,2221,94.0,7.0,0.0,0.0,0.0
Ryan Gomes,27,MIN,SF,76,64,2210,0.0,0.0,68.0,32.0,0.0
Taj Gibson,24,CHI,PF,82,70,2204,0.0,0.0,15.0,77.0,9.0
Mike Bibby,31,ATL,PG,80,80,2195,100.0,0.0,0.0,0.0,0.0
Al Harrington,29,NYK,PF,72,15,2195,0.0,0.0,27.0,60.0,14.0
Channing Frye,26,PHO,C,81,41,2190,0.0,0.0,0.0,6.0,95.0
Udonis Haslem,29,MIA,PF,78,0,2177,0.0,0.0,15.0,85.0,1.0
Shane Battier,31,HOU,SG,67,62,2168,0.0,76.0,25.0,0.0,0.0
Anderson Varejão,27,CLE,PF,76,7,2166,0.0,0.0,0.0,61.0,39.0
Steve Blake,29,2TM,PG,80,38,2159,98.0,2.0,0.0,0.0,0.0
Steve Blake,29,POR,PG,51,28,1397,100.0,0.0,0.0,0.0,0.0
Steve Blake,29,LAC,PG,29,10,762,94.0,6.0,0.0,0.0,0.0
Kendrick Perkins,25,BOS,C,78,78,2154,0.0,0.0,0.0,0.0,100.0
Manu Ginóbili,32,SAS,SG,75,21,2150,2.0,65.0,33.0,1.0,0.0
Mehmet Okur,30,UTA,C,73,73,2149,0.0,0.0,0.0,1.0,99.0
Thaddeus Young,21,PHI,PF,67,45,2145,0.0,0.0,31.0,69.0,0.0
Samuel Dalembert,28,PHI,C,82,80,2124,0.0,0.0,0.0,0.0,100.0
Darren Collison,22,NOH,PG,76,37,2109,88.0,12.0,0.0,0.0,0.0
Matt Barnes,29,ORL,SF,81,58,2097,0.0,1.0,94.0,5.0,0.0
Quentin Richardson,29,MIA,SF,76,75,2082,0.0,10.0,90.0,0.0,0.0
J.R. Smith,24,DEN,SG,75,0,2082,0.0,56.0,43.0,1.0,0.0
Corey Maggette,30,GSW,PF,70,49,2081,0.0,0.0,39.0,58.0,4.0
Al Thornton,26,2TM,SF,75,46,2079,0.0,1.0,87.0,13.0,0.0
Al Thornton,26,LAC,SF,51,30,1405,0.0,1.0,85.0,14.0,0.0
Al Thornton,26,WAS,SF,24,16,674,0.0,0.0,91.0,9.0,0.0
Chris Duhon,27,NYK,PG,67,59,2072,88.0,12.0,0.0,0.0,0.0
Kevin Garnett,33,BOS,PF,69,69,2060,0.0,0.0,0.0,96.0,4.0
Roy Hibbert,23,IND,C,81,69,2035,0.0,0.0,0.0,0.0,100.0
Wesley Matthews,23,UTA,SG,82,48,2025,1.0,94.0,5.0,0.0,0.0
Anthony Morrow,24,GSW,SG,69,37,2018,1.0,31.0,64.0,4.0,0.0
Martell Webster,23,POR,SF,82,49,2005,0.0,0.0,92.0,8.0,0.0
Jared Dudley,24,PHO,SF,82,1,1991,1.0,26.0,71.0,2.0,0.0
Jermaine O'Neal,31,MIA,C,70,70,1991,0.0,0.0,0.0,1.0,99.0
Kenyon Martin,32,DEN,PF,58,58,1986,0.0,0.0,0.0,99.0,1.0
Andrew Bynum,22,LAL,C,65,65,1977,0.0,0.0,0.0,0.0,100.0
Ben Wallace,35,DET,C,69,67,1975,0.0,0.0,0.0,2.0,99.0
Brad Miller,33,CHI,C,82,37,1950,0.0,0.0,0.0,0.0,100.0
Peja Stojaković,32,NOH,SF,62,55,1947,0.0,0.0,86.0,14.0,0.0
Omri Casspi,21,SAC,SF,77,31,1931,0.0,12.0,67.0,21.0,0.0
Joakim Noah,24,CHI,C,64,54,1925,0.0,0.0,0.0,22.0,78.0
Lou Williams,23,PHI,PG,64,38,1912,100.0,0.0,0.0,0.0,0.0
Spencer Hawes,21,SAC,C,72,59,1904,0.0,0.0,0.0,0.0,100.0
Ersan İlyasova,22,MIL,PF,81,31,1898,0.0,0.0,0.0,85.0,15.0
Dahntay Jones,29,IND,SF,76,26,1892,0.0,31.0,61.0,8.0,0.0
Marcus Thornton,22,NOH,SG,73,17,1872,9.0,86.0,5.0,0.0,0.0
Luc Mbah a Moute,23,MIL,PF,73,62,1866,0.0,0.0,37.0,63.0,0.0
Jameer Nelson,27,ORL,PG,65,64,1860,100.0,0.0,0.0,0.0,0.0
Charlie Villanueva,25,DET,PF,78,16,1848,0.0,0.0,1.0,85.0,14.0
José Calderón,28,TOR,PG,68,39,1817,100.0,0.0,0.0,0.0,0.0
JJ Redick,25,ORL,SG,82,9,1808,0.0,99.0,1.0,0.0,0.0
Mario Chalmers,23,MIA,PG,73,22,1807,100.0,0.0,0.0,0.0,0.0
Mike Miller,29,WAS,SG,54,50,1805,0.0,52.0,47.0,1.0,0.0
Jared Jeffries,28,2TM,SF,70,37,1794,0.0,0.0,0.0,82.0,18.0
Jared Jeffries,28,NYK,PF,52,37,1462,0.0,0.0,0.0,79.0,21.0
Jared Jeffries,28,HOU,SF,18,0,332,0.0,0.0,0.0,97.0,3.0
C.J. Watson,25,GSW,PG,65,15,1788,100.0,0.0,0.0,0.0,0.0
Rasheed Wallace,35,BOS,C,79,13,1780,0.0,0.0,0.0,18.0,82.0
Chuck Hayes,26,HOU,C,82,82,1773,0.0,0.0,0.0,2.0,98.0
Jrue Holiday,19,PHI,PG,73,51,1767,78.0,23.0,0.0,0.0,0.0
Terrence Williams,22,NJN,SF,78,9,1764,0.0,19.0,72.0,9.0,0.0
Luke Ridnour,28,MIL,PG,82,0,1759,70.0,30.0,0.0,0.0,0.0
Drew Gooden,28,2TM,C,70,33,1755,0.0,0.0,0.0,37.0,63.0
Drew Gooden,28,DAL,C,46,11,1030,0.0,0.0,0.0,1.0,99.0
Drew Gooden,28,LAC,PF,24,22,725,0.0,0.0,0.0,88.0,12.0
Ronnie Brewer,24,2TM,SG,58,53,1742,0.0,60.0,40.0,0.0,0.0
Ronnie Brewer,24,UTA,SG,53,53,1662,0.0,61.0,39.0,0.0,0.0
Ronnie Brewer,24,MEM,SG,5,0,80,0.0,56.0,44.0,0.0,0.0
Nenad Krstić,26,OKC,C,76,76,1741,0.0,0.0,0.0,0.0,100.0
James Harden,20,OKC,SG,76,0,1738,1.0,90.0,9.0,0.0,0.0
Ramon Sessions,23,MIN,PG,82,1,1732,93.0,7.0,0.0,0.0,0.0
James Posey,33,NOH,SF,77,2,1731,0.0,22.0,75.0,3.0,0.0
Chris Douglas-Roberts,23,NJN,SF,67,38,1730,2.0,28.0,64.0,6.0,0.0
Ben Gordon,26,DET,SG,62,17,1730,8.0,77.0,15.0,0.0,0.0
Tony Parker,27,SAS,PG,56,50,1728,100.0,0.0,0.0,0.0,0.0
Kevin Love,21,MIN,PF,60,22,1714,0.0,0.0,0.0,95.0,5.0
Chris Paul,24,NOH,PG,45,45,1712,100.0,0.0,0.0,0.0,0.0
Jason Williams,34,ORL,PG,82,18,1703,100.0,0.0,0.0,0.0,0.0
Shannon Brown,24,LAL,SG,82,7,1700,16.0,83.0,1.0,0.0,0.0
Chris Andersen,31,DEN,PF,76,0,1695,0.0,0.0,0.0,55.0,45.0
J.J. Hickson,21,CLE,PF,81,73,1691,0.0,0.0,0.0,72.0,28.0
Mickaël Piétrus,27,ORL,SF,75,24,1687,0.0,9.0,91.0,1.0,0.0
Andrei Kirilenko,28,UTA,SF,58,35,1681,0.0,0.0,88.0,12.0,0.0
Ronald Murray,30,2TM,SG,75,2,1673,5.0,73.0,22.0,0.0,0.0
Ronald Murray,30,CHA,SG,46,1,993,8.0,91.0,1.0,0.0,0.0
Ronald Murray,30,CHI,SG,29,1,680,0.0,48.0,52.0,1.0,0.0
Randy Foye,26,WAS,PG,70,38,1667,70.0,28.0,2.0,0.0,0.0
Will Bynum,27,DET,PG,63,20,1667,99.0,1.0,0.0,0.0,0.0
DeMar DeRozan,20,TOR,SG,77,65,1664,0.0,72.0,27.0,1.0,0.0
Tayshaun Prince,29,DET,SF,49,49,1664,0.0,4.0,87.0,9.0,0.0
Yi Jianlian,22,NJN,PF,52,51,1655,0.0,0.0,0.0,81.0,19.0
Kyle Lowry,23,HOU,PG,68,0,1651,55.0,45.0,0.0,0.0,0.0
Kevin Martin,26,2TM,SG,46,43,1633,26.0,70.0,4.0,0.0,0.0
Kevin Martin,26,SAC,SG,22,21,774,55.0,40.0,5.0,0.0,0.0
Kevin Martin,26,HOU,SG,24,22,859,0.0,98.0,2.0,0.0,0.0
Juwan Howard,36,POR,C,73,27,1632,0.0,0.0,0.0,20.0,80.0
Donté Greene,21,SAC,SF,76,50,1630,0.0,0.0,60.0,39.0,2.0
Antonio McDyess,35,SAS,PF,77,50,1617,0.0,0.0,0.0,95.0,5.0
Charlie Bell,30,MIL,SG,71,39,1611,4.0,86.0,11.0,0.0,0.0
Damien Wilkins,30,MIN,SF,80,31,1585,0.0,13.0,86.0,1.0,0.0
Carlos Arroyo,30,MIA,PG,72,35,1585,84.0,16.0,0.0,0.0,0.0
Keith Bogans,29,SAS,SF,79,50,1559,0.0,39.0,53.0,8.0,0.0
Nick Collison,29,OKC,C,75,5,1557,0.0,0.0,0.0,10.0,91.0
Hakim Warrick,27,2TM,PF,76,6,1557,0.0,0.0,11.0,85.0,4.0
Hakim Warrick,27,MIL,PF,48,6,1024,0.0,0.0,0.0,95.0,5.0
Hakim Warrick,27,CHI,PF,28,0,533,0.0,0.0,32.0,67.0,1.0
Willie Green,28,PHI,SG,73,18,1553,20.0,78.0,2.0,0.0,0.0
Richard Hamilton,31,DET,SG,46,46,1552,1.0,78.0,22.0,0.0,0.0
Jason Maxiell,26,DET,C,76,29,1550,0.0,0.0,0.0,35.0,65.0
J.J. Barea,25,DAL,PG,78,18,1546,90.0,10.0,0.0,0.0,0.0
Roger Mason,29,SAS,SG,79,5,1515,21.0,73.0,6.0,0.0,0.0
Delonte West,26,CLE,SG,60,3,1500,25.0,60.0,15.0,0.0,0.0
C.J. Miles,22,UTA,SF,63,28,1497,0.0,8.0,89.0,3.0,0.0
Dorell Wright,24,MIA,SF,72,1,1496,0.0,14.0,83.0,3.0,0.0
DeJuan Blair,20,SAS,PF,82,23,1494,0.0,0.0,1.0,64.0,35.0
Chase Budinger,21,HOU,SF,74,4,1488,0.0,29.0,66.0,5.0,0.0
Mike Dunleavy,29,IND,SF,67,15,1486,0.0,0.0,49.0,51.0,0.0
Andrés Nocioni,30,SAC,SF,75,28,1477,0.0,23.0,66.0,11.0,0.0
Jordan Farmar,23,LAL,PG,82,0,1474,100.0,0.0,0.0,0.0,0.0
D.J. Augustin,22,CHA,PG,80,2,1472,100.0,0.0,0.0,0.0,0.0
Amir Johnson,22,TOR,PF,82,5,1453,0.0,0.0,0.0,90.0,10.0
Goran Dragić,23,PHO,PG,80,2,1442,100.0,0.0,0.0,0.0,0.0
Rudy Fernández,24,POR,SG,62,2,1441,4.0,88.0,8.0,0.0,0.0
Anthony Tolliver,24,2TM,PF,46,29,1427,0.0,0.0,1.0,69.0,31.0
Anthony Tolliver,24,POR,PF,2,0,4,0.0,0.0,0.0,100.0,0.0
Anthony Tolliver,24,GSW,PF,44,29,1423,0.0,0.0,1.0,69.0,31.0
Nick Young,24,WAS,SG,74,23,1421,0.0,85.0,14.0,1.0,0.0
Rafer Alston,33,2TM,PG,52,38,1421,100.0,0.0,0.0,0.0,0.0
Rafer Alston,33,NJN,PG,27,13,766,100.0,0.0,0.0,0.0,0.0
Rafer Alston,33,MIA,PG,25,25,655,100.0,0.0,0.0,0.0,0.0
Darius Songaila,31,NOH,C,75,1,1410,0.0,0.0,0.0,34.0,66.0
Antoine Wright,25,TOR,SF,67,10,1392,0.0,22.0,75.0,3.0,0.0
Wayne Ellington,22,MIN,SG,76,1,1384,1.0,98.0,2.0,0.0,0.0
Sonny Weems,23,TOR,SG,69,19,1368,0.0,77.0,23.0,1.0,0.0
Zydrunas Ilgauskas,34,CLE,C,64,6,1339,0.0,0.0,0.0,4.0,96.0
Serge Ibaka,20,OKC,PF,73,0,1323,0.0,0.0,0.0,65.0,35.0
Joel Anthony,27,MIA,C,80,16,1322,0.0,0.0,0.0,6.0,94.0
Sam Young,24,MEM,SF,80,1,1321,0.0,48.0,51.0,1.0,0.0
Ty Lawson,22,DEN,PG,65,8,1318,100.0,0.0,0.0,0.0,0.0
Maurice Evans,31,ATL,SF,79,5,1317,0.0,21.0,77.0,2.0,0.0
Jerryd Bayless,21,POR,SG,74,11,1304,41.0,57.0,3.0,0.0,0.0
Erick Dampier,34,DAL,C,55,47,1280,0.0,0.0,0.0,0.0,100.0
Eric Maynor,22,2TM,PG,81,2,1269,100.0,0.0,0.0,0.0,0.0
Eric Maynor,22,UTA,PG,26,2,363,100.0,0.0,0.0,0.0,0.0
Eric Maynor,22,OKC,PG,55,0,906,100.0,0.0,0.0,0.0,0.0
Shaquille O'Neal,37,CLE,C,53,53,1240,0.0,0.0,0.0,0.0,100.0
Craig Smith,26,LAC,PF,75,2,1232,0.0,0.0,0.0,93.0,7.0
Ryan Hollins,25,MIN,C,73,27,1223,0.0,0.0,0.0,3.0,97.0
Kris Humphries,24,2TM,PF,69,0,1221,0.0,0.0,0.0,86.0,14.0
Kris Humphries,24,DAL,PF,25,0,315,0.0,0.0,0.0,65.0,35.0
Kris Humphries,24,NJN,PF,44,0,906,0.0,0.0,0.0,93.0,7.0
Tyrus Thomas,23,2TM,C,54,3,1220,0.0,0.0,17.0,64.0,19.0
Tyrus Thomas,23,CHI,PF,29,3,678,0.0,0.0,30.0,69.0,1.0
Tyrus Thomas,23,CHA,C,25,0,542,0.0,0.0,0.0,58.0,42.0
Eddie House,31,2TM,PG,68,0,1217,80.0,19.0,1.0,0.0,0.0
Eddie House,31,BOS,PG,50,0,846,100.0,0.0,0.0,0.0,0.0
Eddie House,31,NYK,SG,18,0,371,35.0,62.0,3.0,0.0,0.0
T.J. Ford,26,IND,PG,47,32,1189,100.0,0.0,0.0,0.0,0.0
Gilbert Arenas,28,WAS,PG,32,32,1169,82.0,18.0,0.0,0.0,0.0
Lou Amundson,27,PHO,PF,79,0,1168,0.0,0.0,14.0,80.0,6.0
Tyson Chandler,27,CHA,C,51,27,1163,0.0,0.0,0.0,0.0,100.0
Matt Bonner,29,SAS,PF,65,8,1161,0.0,0.0,0.0,50.0,50.0
DeAndre Jordan,21,LAC,C,70,12,1137,0.0,0.0,0.0,28.0,72.0
Marco Belinelli,23,TOR,SG,66,1,1121,3.0,92.0,6.0,0.0,0.0
Earl Boykins,33,WAS,PG,67,1,1117,100.0,0.0,0.0,0.0,0.0
Larry Hughes,31,2TM,SG,45,16,1115,10.0,87.0,3.0,0.0,0.0
Larry Hughes,31,NYK,SG,31,14,820,12.0,85.0,3.0,0.0,0.0
Larry Hughes,31,CHA,SG,14,2,295,3.0,94.0,3.0,0.0,0.0
Nate Robinson,25,2TM,PG,56,2,1115,100.0,0.0,0.0,0.0,0.0
Nate Robinson,25,NYK,PG,30,2,733,100.0,0.0,0.0,0.0,0.0
Nate Robinson,25,BOS,PG,26,0,382,100.0,0.0,0.0,0.0,0.0
Trenton Hassell,30,NJN,SF,52,31,1106,6.0,52.0,40.0,2.0,0.0
Zaza Pachulia,25,ATL,C,78,1,1089,0.0,0.0,0.0,1.0,99.0
Marcin Gortat,25,ORL,C,81,0,1088,0.0,0.0,0.0,6.0,94.0
Toney Douglas,23,NYK,PG,56,12,1087,56.0,44.0,1.0,0.0,0.0
Daniel Gibson,23,CLE,PG,56,10,1068,76.0,24.0,0.0,0.0,0.0
Devin Brown,31,2TM,SG,50,37,1060,0.0,98.0,2.0,0.0,0.0
Devin Brown,31,NOH,SG,39,37,967,0.0,98.0,2.0,0.0,0.0
Devin Brown,31,CHI,SG,11,0,93,0.0,94.0,6.0,0.0,0.0
Jamario Moon,29,CLE,SF,61,2,1052,0.0,36.0,62.0,3.0,0.0
Kurt Thomas,37,MIL,C,70,9,1049,0.0,0.0,0.0,5.0,95.0
Sergio Rodríguez,23,2TM,PG,66,8,1048,98.0,2.0,0.0,0.0,0.0
Sergio Rodríguez,23,SAC,PG,39,0,517,100.0,0.0,0.0,0.0,0.0
Sergio Rodríguez,23,NYK,PG,27,8,531,96.0,4.0,0.0,0.0,0.0
Josh Boone,25,NJN,PF,63,28,1045,0.0,0.0,0.0,68.0,32.0
Jarvis Hayes,28,NJN,SF,45,19,1033,0.0,0.0,86.0,14.0,0.0
Marreese Speights,22,PHI,C,62,1,1016,0.0,0.0,0.0,5.0,95.0
Robin Lopez,21,PHO,C,51,31,986,0.0,0.0,0.0,0.0,100.0
Nazr Mohammed,32,CHA,C,58,29,984,0.0,0.0,0.0,2.0,98.0
James Singleton,28,2TM,SF,57,3,977,0.0,0.0,4.0,91.0,5.0
James Singleton,28,DAL,SF,25,0,211,0.0,0.0,19.0,74.0,7.0
James Singleton,28,WAS,PF,32,3,766,0.0,0.0,0.0,96.0,5.0
Jason Kapono,28,PHI,SF,57,12,976,0.0,0.0,81.0,18.0,0.0
Morris Peterson,32,NOH,SG,46,39,973,0.0,64.0,36.0,0.0,0.0
Keyon Dooling,29,NJN,PG,53,8,971,74.0,25.0,1.0,0.0,0.0
JaVale McGee,22,WAS,C,60,19,968,0.0,0.0,0.0,0.0,100.0
Kyle Korver,28,UTA,SG,52,0,952,0.0,64.0,35.0,1.0,0.0
Ime Udoka,32,SAC,SG,69,2,944,24.0,66.0,10.0,0.0,0.0
Marquis Daniels,29,BOS,SF,51,4,937,0.0,42.0,57.0,1.0,0.0
Glen Davis,24,BOS,PF,54,1,933,0.0,0.0,0.0,82.0,18.0
Nicolas Batum,21,POR,SF,37,25,918,0.0,5.0,94.0,1.0,0.0
Josh Howard,29,2TM,SF,35,12,918,0.0,12.0,88.0,0.0,0.0
