Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Allen Iverson,32,DEN,SG,82,82,3424,44.0,56.0,0.0,0.0,0.0
Joe Johnson,26,ATL,SG,82,82,3343,4.0,89.0,7.0,0.0,0.0
Andre Iguodala,24,PHI,SF,82,82,3242,0.0,22.0,75.0,4.0,0.0
Richard Jefferson,27,NJN,SF,82,82,3200,0.0,7.0,77.0,16.0,0.0
Baron Davis,28,GSW,PG,82,82,3196,93.0,7.0,0.0,0.0,0.0
Kobe Bryant,29,LAL,SG,82,82,3192,1.0,96.0,3.0,0.0,0.0
Jamal Crawford,27,NYK,SG,80,80,3190,16.0,69.0,15.0,0.0,0.0
Jason Richardson,27,CHA,SF,82,82,3149,0.0,30.0,67.0,2.0,0.0
Dwight Howard,22,ORL,C,82,82,3088,0.0,0.0,0.0,0.0,100.0
Rashard Lewis,28,ORL,PF,81,81,3076,0.0,0.0,1.0,98.0,1.0
Monta Ellis,22,GSW,SG,81,72,3071,14.0,84.0,2.0,0.0,0.0
Antawn Jamison,31,WAS,PF,79,79,3061,0.0,0.0,30.0,69.0,1.0
Deron Williams,23,UTA,PG,82,82,3059,92.0,8.0,0.0,0.0,0.0
LeBron James,23,CLE,SF,75,74,3027,0.0,0.0,77.0,23.0,1.0
Hedo Türkoğlu,28,ORL,SF,82,82,3026,0.0,1.0,88.0,12.0,0.0
Andre Miller,31,PHI,PG,82,82,3016,68.0,32.0,0.0,0.0,0.0
Chris Paul,22,NOH,PG,80,80,3006,100.0,0.0,0.0,0.0,0.0
Rudy Gay,21,MEM,SF,81,81,3000,0.0,0.0,62.0,38.0,0.0
Raymond Felton,23,CHA,PG,79,79,2972,94.0,7.0,0.0,0.0,0.0
Ricky Davis,28,MIA,SF,82,47,2963,0.0,30.0,67.0,4.0,0.0
Vince Carter,31,NJN,SG,76,72,2959,1.0,87.0,10.0,1.0,0.0
Mike Dunleavy,27,IND,SG,82,82,2953,0.0,49.0,48.0,2.0,0.0
Lamar Odom,28,LAL,PF,77,77,2921,0.0,0.0,4.0,92.0,4.0
Al Jefferson,23,MIN,C,82,82,2919,0.0,0.0,0.0,0.0,100.0
Shane Battier,29,HOU,SF,80,78,2907,0.0,1.0,79.0,20.0,0.0
Jason Kidd,34,2TM,PG,80,80,2906,95.0,4.0,0.0,0.0,0.0
Jason Kidd,34,NJN,PG,51,51,1895,93.0,7.0,0.0,0.0,0.0
Jason Kidd,34,DAL,PG,29,29,1011,100.0,0.0,0.0,0.0,0.0
Danny Granger,24,IND,SF,80,80,2876,0.0,3.0,67.0,30.0,0.0
Paul Pierce,30,BOS,SF,80,80,2874,0.0,7.0,92.0,2.0,0.0
Josh Smith,22,ATL,PF,81,81,2873,0.0,0.0,1.0,92.0,7.0
David West,27,NOH,PF,76,76,2870,0.0,0.0,0.0,96.0,4.0
Stephen Jackson,29,GSW,SF,73,73,2855,0.0,1.0,60.0,39.0,0.0
Carlos Boozer,26,UTA,PF,81,81,2827,0.0,0.0,0.0,74.0,26.0
Carmelo Anthony,23,DEN,SF,77,77,2806,0.0,16.0,82.0,2.0,0.0
Brandon Roy,23,POR,SG,74,74,2792,0.0,85.0,14.0,0.0,0.0
Tyson Chandler,25,NOH,C,79,79,2783,0.0,0.0,0.0,0.0,100.0
Steve Nash,33,PHO,PG,81,81,2780,99.0,1.0,0.0,0.0,0.0
Dirk Nowitzki,29,DAL,PF,77,77,2769,0.0,0.0,2.0,90.0,8.0
Kevin Durant,19,SEA,SG,80,80,2768,0.0,94.0,6.0,0.0,0.0
Marvin Williams,21,ATL,SF,80,80,2765,0.0,0.0,71.0,28.0,1.0
Marcus Camby,33,DEN,C,79,79,2758,0.0,0.0,0.0,0.0,100.0
Josh Howard,27,DAL,SF,76,76,2757,0.0,10.0,85.0,5.0,0.0
Samuel Dalembert,26,PHI,C,82,82,2724,0.0,0.0,0.0,0.0,100.0
Andrew Bogut,23,MIL,C,78,78,2720,0.0,0.0,0.0,0.0,100.0
Emeka Okafor,25,CHA,C,82,82,2718,0.0,0.0,0.0,8.0,92.0
Peja Stojaković,30,NOH,SF,77,77,2711,0.0,0.0,82.0,18.0,0.0
