Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Seth Curry,31,2TM,SG,64,64,2135,23,74,4,0,0
Seth Curry,31,PHI,SG,45,45,1566,29,71,1,0,0
Seth Curry,31,BRK,SG,19,19,569,6,82,12,0,0
Kyle Lowry,35,MIA,PG,63,63,2133,100,0,0,0,0
Bojan Bogdanović,32,UTA,PF,69,69,2131,0,0,5,94,1
Jaren Jackson Jr.,22,MEM,PF,78,78,2126,0,0,3,55,43
Rudy Gobert,29,UTA,C,66,66,2120,0,0,0,0,100
Ayo Dosunmu,22,CHI,SG,77,40,2110,25,63,12,0,0
Christian Wood,26,HOU,C,68,67,2094,0,0,0,0,100
Cade Cunningham,20,DET,SG,64,64,2088,1,56,41,2,0
De'Aaron Fox,24,SAC,PG,59,59,2084,100,0,0,0,0
LeBron James,37,LAL,C,56,56,2084,0,0,6,44,50
D'Angelo Russell,25,MIN,PG,65,65,2077,55,45,0,0,0
Davion Mitchell,23,SAC,PG,75,19,2076,67,33,0,0,0
Cole Anthony,21,ORL,PG,65,65,2059,99,1,0,0,0
Mike Conley,34,UTA,PG,72,72,2058,100,0,0,0,0
Justin Holiday,32,2TM,SF,74,65,2057,0,27,66,7,0
Justin Holiday,32,IND,SF,49,40,1416,0,10,82,9,0
Justin Holiday,32,SAC,SG,25,25,641,0,64,32,4,0
Jae'Sean Tate,26,HOU,PF,78,77,2056,0,0,19,77,5
Kevin Durant,33,BRK,PF,55,55,2047,0,0,7,89,4
Duncan Robinson,27,MIA,SG,79,68,2043,2,61,37,1,0
Clint Capela,27,ATL,C,74,73,2042,0,0,0,0,100
Bobby Portis,26,MIL,C,72,59,2028,0,0,0,7,93
Al Horford,35,BOS,C,69,69,2005,0,0,0,1,99
Steven Adams,28,MEM,C,76,75,1999,0,0,0,0,100
Kelly Oubre Jr.,26,CHO,SF,76,13,1999,1,33,61,6,0
Deni Avdija,21,WAS,SF,82,8,1984,0,7,69,24,0
P.J. Tucker,36,MIA,PF,71,70,1981,0,0,0,96,4
Isaac Okoro,21,CLE,SF,67,61,1981,1,68,31,1,0
Spencer Dinwiddie,28,2TM,PG,67,51,1980,75,25,0,0,0
Spencer Dinwiddie,28,WAS,PG,44,44,1330,64,36,0,0,0
Spencer Dinwiddie,28,DAL,PG,23,7,650,98,3,0,0,0
Malik Beasley,25,MIN,SG,79,18,1976,15,76,10,0,0
Jakob Poeltl,26,SAS,C,68,67,1970,0,0,0,0,100
Shai Gilgeous-Alexander,23,OKC,PG,56,56,1942,65,33,2,0,0
Robert Covington,31,2TM,PF,71,42,1940,0,1,9,84,7
Robert Covington,31,POR,PF,48,40,1431,0,0,1,90,9
Robert Covington,31,LAC,PF,23,2,509,0,4,29,66,1
Devin Vassell,21,SAS,SF,71,32,1937,1,29,61,9,0
Jimmy Butler,32,MIA,SF,57,57,1931,0,0,67,32,0
Darius Bazley,21,OKC,PF,69,53,1924,0,0,16,77,7
Luke Kennard,25,LAC,SG,70,13,1919,21,74,5,0,0
Kevin Porter Jr.,21,HOU,PG,61,61,1907,94,6,0,0,0
Reggie Bullock,30,DAL,SF,68,37,1902,0,11,65,24,0
Ja Morant,22,MEM,PG,57,57,1889,90,10,0,0,0
Jae Crowder,31,PHO,PF,67,67,1886,0,0,15,84,0
Jarred Vanderbilt,22,MIN,PF,74,67,1880,0,0,0,96,4
Lauri Markkanen,24,CLE,SF,61,61,1878,0,9,64,27,1
Grant Williams,23,BOS,PF,77,21,1875,0,0,3,94,3
Brandon Ingram,24,NOP,SF,55,55,1869,0,23,60,17,0
Cody Martin,26,CHO,SF,71,11,1866,6,65,28,1,0
Ivica Zubac,24,LAC,C,76,76,1852,0,0,0,0,100
Wendell Carter Jr.,22,ORL,PF,62,61,1852,0,0,0,63,37
Jeff Green,35,DEN,PF,75,63,1849,0,0,64,29,7
Mitchell Robinson,23,NYK,C,72,62,1848,0,0,0,0,100
Bogdan Bogdanović,29,ATL,SG,63,27,1848,1,73,26,0,0
Dennis Schröder,28,2TM,PG,64,29,1837,96,4,0,0,0
Dennis Schröder,28,BOS,PG,49,25,1433,96,5,0,0,0
Dennis Schröder,28,HOU,PG,15,4,404,100,0,0,0,0
Bam Adebayo,24,MIA,C,56,56,1825,0,0,0,2,98
Mo Bamba,23,ORL,C,71,69,1824,0,0,0,1,99
Isaiah Stewart,20,DET,C,71,71,1816,0,0,0,2,98
Jarrett Allen,23,CLE,C,56,56,1810,0,0,0,0,100
Grayson Allen,26,MIL,SG,66,61,1805,6,84,11,0,0
Robert Williams,24,BOS,C,61,61,1804,0,0,0,42,58
Jaden McDaniels,21,MIN,PF,70,31,1803,0,0,33,67,0
Immanuel Quickley,22,NYK,PG,78,3,1802,82,18,0,0,0
Corey Kispert,22,WAS,SF,77,36,1801,0,35,62,2,0
Dwight Powell,30,DAL,C,82,71,1798,0,0,0,0,100
Mason Plumlee,31,CHO,C,73,73,1793,0,0,0,0,100
Carmelo Anthony,37,LAL,PF,69,3,1793,0,0,14,74,12
Josh Hart,26,2TM,SG,54,53,1791,7,60,32,1,0
Josh Hart,26,NOP,SG,41,40,1374,10,63,27,0,0
Josh Hart,26,POR,SG,13,13,417,0,48,49,3,0
Caris LeVert,27,2TM,SG,58,49,1781,7,71,22,0,0
Caris LeVert,27,IND,SG,39,39,1214,7,62,32,0,0
Caris LeVert,27,CLE,SG,19,10,567,7,91,2,0,0
Bruce Brown,25,BRK,SF,72,45,1774,0,26,65,9,0
P.J. Washington,23,CHO,C,65,28,1768,0,0,0,47,53
Chuma Okeke,23,ORL,PF,70,20,1749,0,0,6,89,5
Georges Niang,28,PHI,PF,76,7,1736,0,0,35,63,2
Kevon Looney,25,GSW,C,82,80,1732,0,0,0,1,99
Cameron Johnson,25,PHO,PF,66,16,1730,0,0,3,91,6
Gary Harris,27,ORL,SG,61,30,1730,3,82,15,0,0
OG Anunoby,24,TOR,SF,48,48,1728,3,27,61,9,0
Precious Achiuwa,22,TOR,C,73,28,1725,0,0,0,2,98
Deandre Ayton,23,PHO,C,58,58,1713,0,0,0,0,100
Garrison Mathews,25,HOU,SG,65,33,1712,0,13,84,2,0
Josh Giddey,19,OKC,SF,54,54,1700,0,5,66,29,0
Pat Connaughton,29,MIL,SF,65,19,1691,1,28,58,13,0
Chris Boucher,29,TOR,SF,80,9,1690,1,25,52,22,1
Matisse Thybulle,24,PHI,SG,66,50,1685,9,41,49,0,0
Anfernee Simons,22,POR,SG,57,30,1681,68,32,0,0,0
Coby White,21,CHI,PG,61,17,1675,99,1,0,0,0
Danilo Gallinari,33,ATL,PF,66,18,1672,0,0,0,76,24
Eric Gordon,33,HOU,SG,57,46,1670,15,46,38,0,0
Kevin Love,33,CLE,C,74,4,1665,0,0,0,33,67
Luguentz Dort,22,OKC,SG,51,51,1665,14,74,12,0,0
John Collins,24,ATL,PF,54,53,1663,0,0,0,94,6
De'Anthony Melton,23,MEM,SG,73,15,1657,20,78,3,0,0
KJ Martin,21,HOU,SF,79,2,1656,0,0,21,76,4
Killian Hayes,20,DET,PG,66,40,1647,66,32,2,0,0
Montrezl Harrell,28,2TM,C,71,3,1641,0,0,0,2,98
Montrezl Harrell,28,WAS,C,46,3,1117,0,0,0,0,100
Montrezl Harrell,28,CHO,C,25,0,524,0,0,0,7,93
Lonnie Walker IV,23,SAS,SG,70,6,1612,6,61,33,1,0
Cory Joseph,30,DET,PG,65,39,1600,95,6,0,0,0
Josh Richardson,28,2TM,SG,65,7,1600,3,77,20,1,0
Josh Richardson,28,BOS,SG,44,0,1087,1,82,16,0,0
Josh Richardson,28,SAS,SG,21,7,513,6,66,27,2,0
Torrey Craig,31,2TM,SF,78,16,1596,0,1,19,77,2
Torrey Craig,31,IND,SF,51,14,1034,0,0,5,91,4
Torrey Craig,31,PHO,SF,27,2,562,0,3,46,51,0
Gabe Vincent,25,MIA,PG,68,27,1589,69,31,0,0,0
Max Strus,25,MIA,SF,68,16,1587,0,15,47,37,0
Jusuf Nurkić,27,POR,C,56,56,1579,0,0,0,0,100
De'Andre Hunter,24,ATL,SF,53,52,1577,0,0,65,35,0
Amir Coffey,24,LAC,SG,69,30,1567,3,53,39,5,0
Oshae Brissett,23,IND,SF,67,25,1564,0,0,32,68,0
Marcus Morris,32,LAC,PF,54,54,1564,0,7,49,40,4
Gordon Hayward,31,CHO,SF,49,48,1564,0,3,78,18,0
Tyus Jones,25,MEM,PG,73,23,1549,100,0,0,0,0
Chris Duarte,24,IND,SG,55,39,1541,19,61,19,0,0
Trey Lyles,26,2TM,PF,75,23,1537,0,0,1,57,42
Trey Lyles,26,DET,PF,51,3,990,0,0,0,35,65
Trey Lyles,26,SAC,PF,24,20,547,0,0,4,95,1
Javonte Green,28,CHI,SF,65,45,1519,0,13,68,19,0
Talen Horton-Tucker,21,LAL,SG,60,19,1511,0,14,78,9,0
Jerami Grant,27,DET,PF,47,47,1500,0,0,2,95,3
Alperen Şengün,19,HOU,C,72,13,1489,0,0,0,22,78
Kyle Anderson,28,MEM,PF,69,11,1484,0,0,8,62,30
Kristaps Porziņģis,26,2TM,PF,51,51,1481,0,0,0,27,73
Kristaps Porziņģis,26,DAL,PF,34,34,1002,0,0,0,39,61
Kristaps Porziņģis,26,WAS,PF,17,17,479,0,0,0,3,97
Austin Rivers,29,DEN,SG,67,18,1480,1,58,41,1,0
Patrick Beverley,33,MIN,PG,58,54,1476,96,4,0,0,0
Nickeil Alexander-Walker,23,2TM,SG,65,21,1466,3,42,41,14,0
Nickeil Alexander-Walker,23,NOP,SG,50,19,1317,4,40,42,15,0
Nickeil Alexander-Walker,23,UTA,SG,15,2,149,0,61,38,1,0
Nicolas Batum,33,LAC,PF,59,54,1463,0,0,0,89,12
Cedi Osman,26,CLE,SF,66,3,1462,0,32,60,9,0
Norman Powell,28,2TM,SG,45,41,1458,4,21,68,6,0
Norman Powell,28,POR,SF,40,39,1333,0,18,75,7,0
Norman Powell,28,LAC,SG,5,2,125,44,56,0,0,0
Delon Wright,29,ATL,SG,77,8,1452,34,65,1,0,0
Maxi Kleber,30,DAL,PF,59,21,1450,0,0,0,53,48
Terrence Ross,30,ORL,SG,63,0,1448,0,26,74,0,0
Daniel Gafford,23,WAS,C,72,53,1444,0,0,0,0,100
Bradley Beal,28,WAS,SG,40,40,1439,16,83,1,0,0
Landry Shamet,24,PHO,SG,69,14,1437,3,84,13,0,0
Andre Drummond,28,2TM,C,73,36,1437,0,0,0,1,99
Andre Drummond,28,PHI,C,49,12,902,0,0,0,1,99
Andre Drummond,28,BRK,C,24,24,535,0,0,0,0,100
Austin Reaves,23,LAL,SG,61,19,1418,5,47,47,2,0
Furkan Korkmaz,24,PHI,SG,67,19,1414,1,26,67,6,0
Avery Bradley,31,LAL,SG,62,45,1406,17,79,3,0,0
Anthony Davis,28,LAL,C,40,40,1404,0,0,0,24,76
R.J. Hampton,20,ORL,SG,64,14,1402,20,76,4,0,0
Jaxson Hayes,21,NOP,C,70,28,1398,0,0,0,48,52
Otto Porter Jr.,28,GSW,PF,63,15,1396,0,0,0,64,36
Raul Neto,29,WAS,PG,70,19,1372,90,10,0,0,0
Caleb Martin,26,MIA,SF,60,12,1372,0,20,58,22,0
Tre Mann,20,OKC,PG,60,26,1367,100,0,0,0,0
Eric Bledsoe,32,LAC,PG,54,29,1361,100,0,0,0,0
Danny Green,34,PHI,SF,62,28,1353,0,6,84,10,0
Ziaire Williams,20,MEM,SF,62,31,1346,0,1,96,3,0
Josh Christopher,20,HOU,SG,74,2,1334,11,59,28,1,0
Draymond Green,31,GSW,PF,46,44,1329,0,0,6,75,19
Bones Hyland,21,DEN,SG,69,4,1310,51,46,4,0,0
Jalen Suggs,20,ORL,PG,48,45,1307,46,54,0,0,0
John Konchar,25,MEM,SG,72,7,1292,24,59,17,0,0
Bryn Forbes,28,2TM,SG,75,2,1286,15,79,7,0,0
Bryn Forbes,28,SAS,SG,40,1,676,28,70,2,0,0
Bryn Forbes,28,DEN,SG,35,1,610,1,88,12,0,0
Ben McLemore,28,POR,SG,64,6,1285,11,72,18,0,0
Chimezie Metu,24,SAC,C,60,20,1279,0,0,0,73,27
Cameron Payne,27,PHO,PG,58,12,1278,81,19,0,0,0
Hamidou Diallo,23,DET,SG,58,29,1269,0,57,40,3,0
Damion Lee,29,GSW,SG,63,5,1256,4,67,29,1,0
George Hill,35,MIL,PG,54,17,1253,95,4,0,0,0
Gary Payton II,29,GSW,SG,71,16,1248,46,54,0,0,0
Brandon Clarke,25,MEM,PF,64,1,1246,0,0,17,82,1
Tim Hardaway Jr.,29,DAL,SG,42,20,1245,0,50,48,2,0
Drew Eubanks,24,2TM,C,71,31,1245,0,0,0,3,97
Drew Eubanks,24,SAS,C,49,9,595,0,0,0,6,94
Drew Eubanks,24,POR,C,22,22,650,0,0,0,0,100
Myles Turner,25,IND,C,42,42,1235,0,0,0,0,100
Aleksej Pokusevski,20,OKC,PF,61,12,1233,0,0,2,49,49
Obi Toppin,23,NYK,PF,72,10,1230,0,0,0,98,2
Doug McDermott,30,SAS,PF,51,51,1223,0,0,0,97,3
Isaiah Hartenstein,23,LAC,C,68,0,1216,0,0,0,0,100
Naz Reid,22,MIN,C,77,6,1215,0,0,0,7,93
Lonzo Ball,24,CHI,PG,35,35,1212,82,18,0,0,0
Aaron Wiggins,23,OKC,SG,50,35,1209,4,43,49,4,0
Malcolm Brogdon,29,IND,PG,36,36,1206,60,38,3,0,0
James Johnson,34,BRK,PF,62,10,1191,0,0,30,66,4
Jonathan Kuminga,19,GSW,SF,70,12,1185,0,0,14,63,24
Jordan Nwora,23,MIL,SF,62,13,1185,1,5,46,43,5
Facundo Campazzo,30,DEN,PG,65,4,1184,100,0,0,0,0
Shake Milton,25,PHI,SG,55,6,1179,7,64,27,2,0
Taurean Prince,27,MIN,PF,69,8,1177,0,1,53,45,0
Cam Thomas,20,BRK,SG,67,2,1176,1,53,43,3,0
CJ Elleby,21,POR,SF,58,28,1174,0,6,60,33,1
JaVale McGee,34,PHO,C,74,17,1172,0,0,0,0,100
Frank Jackson,23,DET,PG,53,7,1164,45,54,1,0,0
Hassan Whiteside,32,UTA,C,65,8,1162,0,0,0,0,100
Marvin Bagley III,22,2TM,PF,48,25,1153,0,0,0,71,29
Marvin Bagley III,22,SAC,PF,30,17,663,0,0,0,78,22
Marvin Bagley III,22,DET,PF,18,8,490,0,0,0,60,40
Tre Jones,22,SAS,PG,69,11,1148,100,0,0,0,0
Alex Caruso,27,CHI,SG,41,18,1147,37,60,3,0,0
Nemanja Bjelica,33,GSW,C,71,0,1143,0,0,0,0,100
Ish Smith,33,2TM,PG,65,1,1126,100,0,0,0,0
Ish Smith,33,CHO,PG,37,1,511,100,0,0,0,0
Ish Smith,33,WAS,PG,28,0,615,100,0,0,0,0
Joe Ingles,34,UTA,SF,45,15,1122,0,0,91,9,0
Garrett Temple,35,NOP,SG,59,16,1098,17,81,3,0,0
Stanley Johnson,25,LAL,PF,48,27,1094,0,0,23,71,6
Kyrie Irving,29,BRK,PG,29,29,1091,99,1,0,0,0
Nassir Little,21,POR,SF,42,23,1088,0,0,64,35,0
Jeremiah Robinson-Earl,21,OKC,C,49,36,1087,0,0,0,21,79
JaMychal Green,31,DEN,PF,67,8,1085,0,0,27,63,10
Paul George,31,LAC,PF,31,31,1077,0,0,40,55,6
Richaun Holmes,28,SAC,C,45,37,1074,0,0,0,0,100
Kenrich Williams,27,OKC,SF,49,0,1072,1,24,58,17,0
Dewayne Dedmon,32,MIA,C,67,15,1065,0,0,0,0,100
Damian Lillard,31,POR,PG,29,29,1056,100,0,0,0,0
Troy Brown Jr.,22,CHI,SF,66,7,1055,0,11,57,32,0
LaMarcus Aldridge,36,BRK,C,47,12,1050,0,0,0,0,100
Larry Nance Jr.,29,2TM,PF,46,11,1040,0,0,0,50,50
Larry Nance Jr.,29,POR,C,37,11,858,0,0,0,47,53
Larry Nance Jr.,29,NOP,PF,9,0,182,0,0,0,65,35
Josh Green,21,DAL,SG,67,3,1039,1,43,55,1,0
Rudy Gay,35,UTA,PF,55,1,1038,0,0,0,77,23
DeAndre' Bembry,27,2TM,SF,56,20,1026,0,16,66,19,0
DeAndre' Bembry,27,BRK,SF,48,20,949,0,15,65,20,0
DeAndre' Bembry,27,MIL,SF,8,0,77,0,30,67,3,0
Aaron Holiday,25,2TM,PG,63,15,1021,99,1,0,0,0
Aaron Holiday,25,WAS,PG,41,14,663,100,0,0,0,0
Aaron Holiday,25,PHO,PG,22,1,358,98,2,0,0,0
Damian Jones,26,SAC,C,56,15,1017,0,0,0,0,100
Lamar Stevens,24,CLE,PF,63,13,1015,0,5,51,38,5
Cam Reddish,22,2TM,SF,49,7,1012,0,0,74,25,0
Cam Reddish,22,ATL,SF,34,7,797,0,1,73,27,0
Cam Reddish,22,NYK,SF,15,0,215,0,0,79,21,0
Donte DiVincenzo,25,2TM,SG,42,1,1006,8,69,22,1,0
Donte DiVincenzo,25,MIL,SG,17,0,341,15,76,9,0,0
Donte DiVincenzo,25,SAC,SG,25,1,665,5,66,28,2,0
Wesley Matthews,35,MIL,SG,49,14,1002,8,51,40,1,0
Payton Pritchard,24,BOS,PG,71,2,1001,100,0,0,0,0
Juan Toscano-Anderson,28,GSW,SF,73,6,994,0,6,60,33,2
Onyeka Okongwu,21,ATL,C,48,6,992,0,0,0,2,98
Khem Birch,29,TOR,C,55,28,991,0,0,0,0,100
Kessler Edwards,21,BRK,SF,48,23,987,0,3,42,53,2
Dean Wade,25,CLE,PF,51,28,980,0,0,45,49,6
Daniel Theis,29,2TM,C,47,27,977,0,0,0,49,51
Daniel Theis,29,HOU,C,26,21,584,0,0,0,61,40
Daniel Theis,29,BOS,C,21,6,393,0,0,0,32,68
Jaylen Nowell,22,MIN,SG,62,1,975,14,56,30,0,0
Nic Claxton,22,BRK,C,47,19,974,0,0,0,7,93
Dwight Howard,36,LAL,C,60,27,971,0,0,0,0,100
Ricky Rubio,31,CLE,PG,34,8,970,47,53,0,0,0
Duane Washington Jr.,21,IND,PG,48,7,968,66,34,0,0,0
Joshua Primo,19,SAS,SF,50,16,965,0,7,77,16,0
Moritz Wagner,24,ORL,C,63,3,960,0,0,0,31,70
Blake Griffin,32,BRK,C,56,24,958,0,0,0,16,84
Keita Bates-Diop,26,SAS,SF,59,14,957,0,0,18,78,4
Isaiah Roby,23,OKC,PF,45,28,948,0,0,5,48,47
Kemba Walker,31,NYK,PG,37,37,948,100,0,0,0,0
Taj Gibson,36,NYK,C,52,4,946,0,0,0,10,90
Rui Hachimura,23,WAS,PF,42,13,943,0,0,19,77,5
Klay Thompson,31,GSW,SG,32,32,941,1,49,46,4,0
Jeremy Lamb,29,2TM,SF,56,0,935,8,43,47,2,0
Jeremy Lamb,29,IND,SF,39,0,613,0,35,62,2,0
Jeremy Lamb,29,SAC,SG,17,0,322,25,58,17,0,0
Jalen Smith,21,2TM,PF,51,8,925,0,0,0,33,67
Jalen Smith,21,PHO,PF,29,4,382,0,0,0,29,71
Jalen Smith,21,IND,PF,22,4,543,0,0,0,36,65
Théo Maledon,20,OKC,PG,51,7,908,74,26,0,0,0
Tomáš Satoranský,30,3TM,SG,55,13,906,34,35,25,6,0
Tomáš Satoranský,30,NOP,SG,32,3,481,5,38,47,11,0
Tomáš Satoranský,30,SAS,SF,1,0,9,0,0,41,60,0
Tomáš Satoranský,30,WAS,PG,22,10,416,68,32,0,0,0
Jevon Carter,26,2TM,PG,66,3,905,100,0,0,0,0
Jevon Carter,26,BRK,PG,46,1,552,100,0,0,0,0
Jevon Carter,26,MIL,PG,20,2,353,100,0,0,0,0
Jordan McLaughlin,25,MIN,PG,62,3,902,100,0,0,0,0
Derrick Jones Jr.,24,CHI,PF,51,8,899,0,1,44,46,10
Tristan Thompson,30,3TM,C,57,6,897,0,0,0,29,70
Tristan Thompson,30,SAC,C,30,3,455,0,0,0,52,47
Tristan Thompson,30,IND,C,4,0,66,0,0,0,0,100
Tristan Thompson,30,CHI,C,23,3,376,0,0,0,7,93
Jalen McDaniels,24,CHO,SF,55,2,895,0,1,32,64,2
Dillon Brooks,26,MEM,SF,32,31,885,0,13,84,3,0
D.J. Augustin,34,2TM,PG,55,2,883,100,0,0,0,0
D.J. Augustin,34,HOU,PG,34,2,510,100,0,0,0,0
D.J. Augustin,34,LAL,PG,21,0,373,100,0,0,0,0
Serge Ibaka,32,2TM,C,54,12,877,0,0,0,26,74
Serge Ibaka,32,LAC,C,35,10,538,0,0,0,16,84
Serge Ibaka,32,MIL,C,19,2,339,0,0,0,43,58
Trendon Watford,21,POR,SF,48,10,869,0,0,5,42,53
Trey Murphy III,21,NOP,SF,62,1,864,0,2,50,47,2
Maurice Harkless,28,SAC,SF,47,24,863,0,2,75,24,0
Thaddeus Young,33,2TM,PF,52,1,845,0,10,34,15,41
Thaddeus Young,33,SAS,PF,26,1,370,0,0,2,7,91
Thaddeus Young,33,TOR,PF,26,0,475,0,18,59,22,1
Armoni Brooks,23,2TM,SG,54,11,844,61,36,3,0,0
Armoni Brooks,23,HOU,SG,41,8,690,58,39,3,0,0
Armoni Brooks,23,TOR,PG,13,3,154,75,25,0,0,0
Willy Hernangómez,27,NOP,C,50,8,839,0,0,0,0,100
Jose Alvarado,23,NOP,PG,54,1,834,100,0,0,0,0
Josh Jackson,24,2TM,SF,51,3,830,0,2,51,47,0
Josh Jackson,24,DET,SF,39,3,707,0,0,47,53,0
Josh Jackson,24,SAC,SF,12,0,123,0,10,77,13,0
Tony Snell,30,2TM,SG,53,12,823,2,30,62,6,0
Tony Snell,30,POR,SG,38,10,546,4,24,67,5,0
Tony Snell,30,NOP,SG,15,2,277,0,41,53,6,0
Lance Stephenson,31,2TM,SG,46,1,814,21,52,25,2,0
Lance Stephenson,31,ATL,SG,6,0,70,1,36,45,18,0
Lance Stephenson,31,IND,PG,40,1,744,23,53,24,0,0
Wayne Ellington,34,LAL,SG,43,9,810,10,45,43,3,0
Dāvis Bertāns,29,2TM,PF,56,0,807,0,0,0,76,24
Dāvis Bertāns,29,WAS,PF,34,0,501,0,0,0,81,20
Dāvis Bertāns,29,DAL,PF,22,0,306,0,0,0,68,32
