Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Steve Nash,38,LAL,PG,50,50,1627,85.0,15.0,0.0,0.0,0.0
Lamar Odom,33,LAC,PF,82,2,1616,0.0,0.0,0.0,92.0,8.0
John Wall,22,WAS,PG,49,42,1602,90.0,10.0,0.0,0.0,0.0
Norris Cole,24,MIA,PG,80,4,1590,100.0,0.0,0.0,0.0,0.0
Nick Collison,32,OKC,C,81,2,1583,0.0,0.0,0.0,41.0,59.0
Ben Gordon,29,CHA,SG,75,0,1560,2.0,85.0,13.0,0.0,0.0
Andray Blatche,26,BRK,C,82,8,1555,0.0,0.0,0.0,7.0,93.0
Michael Beasley,24,PHO,SF,75,20,1554,0.0,1.0,70.0,30.0,0.0
Eric Bledsoe,23,LAC,PG,76,12,1553,88.0,12.0,0.0,0.0,0.0
Elton Brand,33,DAL,C,72,18,1527,0.0,0.0,0.0,9.0,91.0
Marcus Morris,23,2TM,PF,77,23,1524,0.0,0.0,19.0,75.0,6.0
Marcus Morris,23,HOU,PF,54,17,1154,0.0,0.0,6.0,87.0,7.0
Marcus Morris,23,PHO,SF,23,6,370,0.0,0.0,59.0,39.0,2.0
C.J. Watson,28,BRK,PG,80,8,1521,100.0,0.0,0.0,0.0,0.0
Jeff Taylor,23,CHA,SF,77,29,1507,0.0,28.0,62.0,10.0,0.0
Alan Anderson,30,TOR,SF,65,2,1495,0.0,9.0,80.0,11.0,0.0
Josh McRoberts,25,2TM,PF,67,22,1487,0.0,0.0,7.0,74.0,19.0
Josh McRoberts,25,ORL,PF,41,3,685,0.0,0.0,15.0,73.0,13.0
Josh McRoberts,25,CHA,PF,26,19,802,0.0,0.0,0.0,76.0,24.0
Gary Neal,28,SAS,SG,68,17,1484,36.0,62.0,2.0,0.0,0.0
Jonas Valančiūnas,20,TOR,C,62,57,1482,0.0,0.0,0.0,0.0,100.0
Trevor Ariza,27,WAS,SF,56,15,1471,0.0,0.0,92.0,8.0,0.0
Taj Gibson,27,CHI,PF,65,5,1459,0.0,0.0,0.0,85.0,15.0
Beno Udrih,30,2TM,SG,66,9,1457,54.0,44.0,2.0,0.0,0.0
Beno Udrih,30,MIL,SG,39,0,719,24.0,72.0,4.0,0.0,0.0
Beno Udrih,30,ORL,PG,27,9,738,83.0,17.0,0.0,0.0,0.0
Shaun Livingston,27,2TM,PG,66,16,1455,72.0,27.0,0.0,0.0,0.0
Shaun Livingston,27,WAS,PG,17,4,320,100.0,0.0,0.0,0.0,0.0
Shaun Livingston,27,CLE,PG,49,12,1135,64.0,35.0,1.0,0.0,0.0
Avery Bradley,22,BOS,PG,50,50,1435,83.0,17.0,0.0,0.0,0.0
JaVale McGee,25,DEN,C,79,0,1433,0.0,0.0,0.0,3.0,97.0
Byron Mullens,23,CHA,PF,53,41,1428,0.0,0.0,0.0,82.0,18.0
Rajon Rondo,26,BOS,PG,38,38,1423,100.0,0.0,0.0,0.0,0.0
Devin Harris,29,ATL,SG,58,34,1421,27.0,72.0,1.0,0.0,0.0
Austin Rivers,20,NOH,SG,61,26,1418,9.0,88.0,3.0,0.0,0.0
Mo Williams,30,UTA,PG,46,46,1418,100.0,0.0,0.0,0.0,0.0
Udonis Haslem,32,MIA,PF,75,59,1414,0.0,0.0,70.0,30.0,0.0
Nick Young,27,PHI,SG,59,17,1411,9.0,65.0,26.0,1.0,0.0
Keith Bogans,32,BRK,SG,74,23,1408,0.0,74.0,26.0,0.0,0.0
Shannon Brown,27,PHO,SG,59,22,1402,0.0,97.0,3.0,0.0,0.0
Manu Ginóbili,35,SAS,SG,60,0,1393,3.0,76.0,21.0,0.0,0.0
Tyler Hansbrough,27,IND,PF,81,8,1366,0.0,0.0,0.0,86.0,14.0
C.J. Miles,25,CLE,SF,65,13,1364,0.0,6.0,84.0,10.0,0.0
Chris Kaman,30,DAL,C,66,52,1363,0.0,0.0,0.0,0.0,100.0
Earl Clark,25,LAL,PF,59,36,1363,0.0,0.0,7.0,74.0,19.0
Jae Crowder,22,DAL,SF,78,16,1353,0.0,0.0,80.0,20.0,0.0
Luc Mbah a Moute,26,MIL,SF,58,45,1326,0.0,2.0,80.0,17.0,0.0
Brian Roberts,27,NOH,PG,78,5,1324,100.0,0.0,0.0,0.0,0.0
Ian Mahinmi,26,IND,C,80,2,1322,0.0,0.0,0.0,0.0,100.0
Ekpe Udoh,25,MIL,C,76,9,1312,0.0,0.0,0.0,37.0,63.0
Marreese Speights,25,2TM,C,79,3,1300,0.0,0.0,0.0,21.0,79.0
Marreese Speights,25,MEM,C,40,2,579,0.0,0.0,0.0,40.0,60.0
Marreese Speights,25,CLE,C,39,1,721,0.0,0.0,0.0,6.0,94.0
Tobias Harris,20,2TM,SF,55,34,1299,0.0,0.0,31.0,64.0,5.0
Tobias Harris,20,MIL,SF,28,14,325,0.0,2.0,88.0,10.0,0.0
Tobias Harris,20,ORL,PF,27,20,974,0.0,0.0,12.0,82.0,6.0
Toney Douglas,26,2TM,PG,71,0,1289,93.0,7.0,0.0,0.0,0.0
Toney Douglas,26,HOU,PG,49,0,913,96.0,4.0,0.0,0.0,0.0
Toney Douglas,26,SAC,PG,22,0,376,87.0,13.0,0.0,0.0,0.0
A.J. Price,26,WAS,PG,57,22,1278,100.0,0.0,0.0,0.0,0.0
Eric Gordon,24,NOH,SG,42,40,1264,2.0,92.0,6.0,0.0,0.0
Pablo Prigioni,35,NYK,PG,78,18,1263,76.0,24.0,0.0,0.0,0.0
Andrew Nicholson,23,ORL,PF,75,28,1249,0.0,0.0,9.0,84.0,7.0
Andre Drummond,19,DET,C,60,10,1243,0.0,0.0,0.0,0.0,100.0
Quincy Pondexter,24,MEM,SF,59,1,1243,0.0,36.0,63.0,1.0,0.0
Terrence Ross,21,TOR,SG,73,2,1239,0.0,91.0,9.0,0.0,0.0
D.J. Augustin,25,IND,PG,76,5,1226,100.0,0.0,0.0,0.0,0.0
Jamaal Tinsley,34,UTA,PG,66,32,1221,100.0,0.0,0.0,0.0,0.0
Roger Mason,32,NOH,SG,69,13,1219,0.0,79.0,21.0,0.0,0.0
Will Bynum,30,DET,PG,65,0,1219,100.0,0.0,0.0,0.0,0.0
Greg Stiemsma,27,MIN,C,76,19,1209,0.0,0.0,0.0,0.0,100.0
Chuck Hayes,29,SAC,C,74,1,1209,0.0,0.0,0.0,17.0,83.0
Meyers Leonard,20,POR,C,69,9,1206,0.0,0.0,0.0,0.0,100.0
Kris Humphries,27,BRK,PF,65,21,1191,0.0,0.0,1.0,91.0,9.0
Willie Green,31,LAC,SG,72,60,1188,3.0,97.0,0.0,0.0,0.0
Steve Blake,32,LAL,PG,45,13,1175,98.0,2.0,0.0,0.0,0.0
Brendan Haywood,33,CHA,C,61,17,1162,0.0,0.0,0.0,1.0,99.0
DeShawn Stevenson,31,ATL,SG,56,31,1158,0.0,62.0,38.0,0.0,0.0
Garrett Temple,26,WAS,SG,51,36,1156,6.0,87.0,7.0,0.0,0.0
Brandan Wright,25,DAL,C,64,16,1149,0.0,0.0,0.0,41.0,59.0
Alec Burks,21,UTA,SG,64,0,1137,20.0,75.0,5.0,0.0,0.0
Zaza Pachulia,28,ATL,C,52,15,1134,0.0,0.0,0.0,0.0,100.0
Festus Ezeli,23,GSW,C,78,41,1120,0.0,0.0,0.0,0.0,100.0
Lou Williams,26,ATL,SG,39,9,1119,53.0,47.0,0.0,0.0,0.0
DeMarre Carroll,26,UTA,SF,66,12,1111,0.0,49.0,51.0,0.0,0.0
Greg Smith,22,HOU,C,70,10,1110,0.0,0.0,0.0,22.0,78.0
Damien Wilkins,33,PHI,SG,61,21,1095,9.0,75.0,16.0,0.0,0.0
Charlie Villanueva,28,DET,PF,69,0,1092,0.0,0.0,0.0,85.0,15.0
Richard Hamilton,34,CHI,SG,50,45,1088,0.0,99.0,2.0,0.0,0.0
Marquis Daniels,32,MIL,SF,59,33,1085,0.0,20.0,78.0,2.0,0.0
Gerald Green,27,IND,SF,60,7,1080,0.0,44.0,55.0,1.0,0.0
Wilson Chandler,25,DEN,PF,43,8,1079,0.0,0.0,12.0,86.0,2.0
Enes Freedom,20,UTA,C,70,2,1078,0.0,0.0,0.0,5.0,95.0
Stephen Jackson,34,SAS,SF,55,6,1075,0.0,0.0,79.0,21.0,0.0
Glen Davis,27,ORL,PF,34,33,1064,0.0,0.0,0.0,84.0,16.0
Draymond Green,22,GSW,SF,79,1,1061,0.0,22.0,60.0,19.0,0.0
Thomas Robinson,21,2TM,PF,70,0,1056,0.0,0.0,0.0,90.0,9.0
Thomas Robinson,21,SAC,PF,51,0,809,0.0,0.0,0.0,93.0,7.0
Thomas Robinson,21,HOU,PF,19,0,247,0.0,0.0,0.0,84.0,16.0
Landry Fields,24,TOR,SF,51,22,1037,0.0,1.0,56.0,43.0,0.0
Ivan Johnson,28,ATL,PF,69,5,1035,0.0,0.0,26.0,71.0,3.0
Jermaine O'Neal,34,PHO,C,55,4,1029,0.0,0.0,0.0,5.0,95.0
Francisco García,31,2TM,SF,58,20,1029,1.0,56.0,43.0,0.0,0.0
Francisco García,31,SAC,SG,40,15,710,1.0,67.0,32.0,0.0,0.0
Francisco García,31,HOU,SF,18,5,319,0.0,33.0,67.0,0.0,0.0
Dahntay Jones,32,2TM,SF,78,19,1016,0.0,27.0,70.0,3.0,0.0
Dahntay Jones,32,DAL,SF,50,15,635,0.0,13.0,82.0,5.0,0.0
Dahntay Jones,32,ATL,SF,28,4,381,0.0,51.0,49.0,0.0,0.0
Andrea Bargnani,27,TOR,PF,35,25,1003,0.0,0.0,0.0,57.0,44.0
Aaron Brooks,28,2TM,PG,53,20,997,100.0,0.0,0.0,0.0,0.0
Aaron Brooks,28,SAC,PG,46,20,959,100.0,0.0,0.0,0.0,0.0
Aaron Brooks,28,HOU,PG,7,0,38,100.0,0.0,0.0,0.0,0.0
Iman Shumpert,22,NYK,SG,45,45,996,4.0,59.0,37.0,0.0,0.0
Reggie Jackson,22,OKC,PG,70,0,993,73.0,27.0,0.0,0.0,0.0
Sebastian Telfair,27,2TM,PG,59,2,980,99.0,1.0,0.0,0.0,0.0
Sebastian Telfair,27,PHO,PG,46,2,795,100.0,0.0,0.0,0.0,0.0
Sebastian Telfair,27,TOR,PG,13,0,185,95.0,6.0,0.0,0.0,0.0
Darrell Arthur,24,MEM,PF,59,3,970,0.0,0.0,8.0,92.0,1.0
Jimmer Fredette,23,SAC,SG,69,0,967,47.0,53.0,1.0,0.0,0.0
Anthony Tolliver,27,ATL,SF,62,11,963,0.0,1.0,74.0,26.0,0.0
Eric Maynor,25,2TM,PG,64,0,963,63.0,37.0,0.0,0.0,0.0
Eric Maynor,25,OKC,PG,37,0,391,100.0,0.0,0.0,0.0,0.0
Eric Maynor,25,POR,SG,27,0,572,37.0,63.0,0.0,0.0,0.0
Wesley Johnson,25,PHO,SF,50,21,953,0.0,44.0,55.0,1.0,0.0
Jason Richardson,32,PHI,SG,33,33,936,15.0,84.0,1.0,0.0,0.0
Chris Singleton,23,WAS,PF,57,11,924,0.0,0.0,12.0,87.0,2.0
