Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Luka Dončić,23,DAL,PG,66,66,2391,96,4,0,0,0
OG Anunoby,25,TOR,SF,67,67,2386,0,11,62,27,0
Keegan Murray,22,SAC,SF,80,78,2382,0,2,84,14,0
Kentavious Caldwell-Pope,29,DEN,SG,76,76,2381,24,74,2,0,0
P.J. Washington,24,CHO,PF,73,73,2380,0,0,3,95,3
Jalen Brunson,26,NYK,PG,68,68,2379,100,0,0,0,0
Brook Lopez,34,MIL,C,78,78,2373,0,0,0,0,100
Josh Giddey,20,OKC,PF,76,76,2367,0,1,17,67,15
Reggie Bullock,31,DAL,SF,78,55,2364,0,2,45,51,2
Immanuel Quickley,23,NYK,SG,81,21,2344,26,73,1,0,0
Tyler Herro,23,MIA,SG,67,67,2337,6,81,13,0,0
Patrick Williams,21,CHI,PF,82,65,2323,0,0,0,89,11
Nikola Jokić,27,DEN,C,69,69,2323,0,0,0,0,100
Derrick White,28,BOS,SG,82,70,2319,21,71,8,0,0
Jaden Ivey,20,DET,SG,74,73,2304,27,64,8,1,0
D'Angelo Russell,26,2TM,PG,71,71,2304,91,9,0,0,0
D'Angelo Russell,26,MIN,PG,54,54,1778,98,2,0,0,0
D'Angelo Russell,26,LAL,PG,17,17,526,65,35,0,0,0
Draymond Green,32,GSW,PF,73,73,2297,0,0,1,74,25
KJ Martin,22,HOU,SF,82,49,2292,0,1,87,13,0
Joel Embiid,28,PHI,C,66,66,2284,0,0,0,0,100
Bruce Brown,26,DEN,SF,80,31,2280,0,32,64,3,0
Klay Thompson,32,GSW,SF,69,69,2279,0,26,71,3,0
Jalen Williams,21,OKC,SG,75,62,2276,9,71,20,1,0
Lauri Markkanen,25,UTA,PF,66,66,2273,0,0,20,62,18
Max Strus,26,MIA,SF,80,33,2272,0,16,57,27,0
Luguentz Dort,23,OKC,SF,74,73,2272,0,17,61,21,1
Nic Claxton,23,BRK,C,76,76,2271,0,0,0,0,100
Jerami Grant,28,POR,PF,63,63,2246,0,0,4,94,2
Kyrie Irving,30,2TM,SG,60,60,2241,72,28,0,0,0
Kyrie Irving,30,BRK,PG,40,40,1478,89,11,0,0,0
Kyrie Irving,30,DAL,SG,20,20,763,40,60,0,0,0
Kyle Kuzma,27,WAS,PF,64,64,2239,0,0,14,81,5
Caris LeVert,28,CLE,SG,74,30,2237,2,60,38,1,0
Bennedict Mathurin,20,IND,SG,78,17,2222,1,65,34,0,0
Terry Rozier,28,CHO,SG,63,63,2221,32,65,3,0,0
Jarrett Allen,24,CLE,C,68,68,2220,0,0,0,0,100
Dillon Brooks,27,MEM,SF,73,73,2214,0,20,75,5,0
Kevin Huerter,24,SAC,SG,75,75,2203,1,72,26,2,0
Jrue Holiday,32,MIL,PG,67,65,2183,62,37,1,0,0
Alperen Şengün,20,HOU,C,75,72,2171,0,0,0,0,100
Anfernee Simons,23,POR,SG,62,62,2171,38,60,2,0,0
Ivica Zubac,25,LAC,C,76,76,2170,0,0,0,0,100
Killian Hayes,21,DET,PG,76,56,2154,83,17,0,0,0
Tim Hardaway Jr.,30,DAL,SF,71,45,2152,0,13,72,14,0
De'Anthony Melton,24,PHI,SG,77,58,2150,22,60,18,0,0
Rudy Gobert,30,MIN,C,70,70,2148,0,0,0,0,100
Jimmy Butler,33,MIA,PF,64,64,2138,0,0,15,83,3
James Harden,33,PHI,PG,58,58,2135,100,0,0,0,0
Jamal Murray,25,DEN,PG,65,65,2133,81,19,0,0,0
John Collins,25,ATL,PF,71,71,2130,0,0,0,92,8
Saddiq Bey,23,2TM,SF,77,37,2129,0,10,76,13,1
Saddiq Bey,23,DET,SF,52,30,1500,0,11,79,9,1
Saddiq Bey,23,ATL,SF,25,7,629,0,7,69,24,0
De'Andre Hunter,25,ATL,SF,67,67,2126,0,0,74,26,0
Russell Westbrook,34,2TM,PG,73,24,2126,74,26,0,0,0
Russell Westbrook,34,LAL,PG,52,3,1491,67,33,0,0,0
Russell Westbrook,34,LAC,PG,21,21,635,92,8,0,0,0
Quentin Grimes,22,NYK,SG,71,66,2121,0,65,35,0,0
Kristaps Porziņģis,27,WAS,C,65,65,2120,0,0,0,0,100
Gary Trent Jr.,24,TOR,SG,66,44,2118,22,76,3,0,0
Damian Lillard,32,POR,PG,58,58,2107,100,0,0,0,0
Ayo Dosunmu,23,CHI,SG,80,51,2098,2,60,36,2,0
Corey Kispert,23,WAS,SF,74,45,2093,0,38,58,3,0
Malik Beasley,26,2TM,SG,81,27,2093,17,50,31,2,0
Malik Beasley,26,UTA,SG,55,13,1472,15,41,42,3,0
Malik Beasley,26,LAL,SG,26,14,621,23,73,4,0,0
Caleb Martin,27,MIA,SF,71,49,2077,2,34,62,3,0
Andrew Nembhard,23,IND,SG,75,63,2073,29,70,1,0,0
Keldon Johnson,23,SAS,SF,63,63,2063,2,23,64,11,0
Aaron Gordon,27,DEN,PF,68,68,2055,0,0,4,88,8
Mason Plumlee,32,2TM,C,79,60,2054,0,0,0,0,100
Mason Plumlee,32,CHO,C,56,56,1597,0,0,0,0,100
Mason Plumlee,32,LAC,C,23,4,457,0,0,0,0,100
Grant Williams,24,BOS,PF,79,23,2045,0,0,5,86,8
Deandre Ayton,24,PHO,C,67,67,2035,0,0,0,0,100
Mike Conley,35,2TM,PG,67,66,2029,100,0,0,0,0
Mike Conley,35,UTA,PG,43,42,1276,100,0,0,0,0
Mike Conley,35,MIN,PG,24,24,753,100,0,0,0,0
Giannis Antetokounmpo,28,MIL,PF,63,63,2024,0,0,0,59,41
Kevin Porter Jr.,22,HOU,PG,59,59,2024,99,1,0,0,0
Deni Avdija,22,WAS,SF,76,40,2020,0,8,62,30,0
Tyrese Maxey,22,PHI,SG,60,41,2016,47,53,0,0,0
Dorian Finney-Smith,29,2TM,PF,66,66,2009,0,0,27,63,10
Dorian Finney-Smith,29,DAL,PF,40,40,1288,0,0,13,78,9
Dorian Finney-Smith,29,BRK,PF,26,26,721,0,0,52,37,12
Jordan Clarkson,30,UTA,SG,61,61,1988,25,68,7,0,0
Dennis Schröder,29,LAL,PG,66,50,1986,100,0,0,0,0
Tre Jones,23,SAS,PG,68,65,1984,100,0,0,0,0
Grayson Allen,27,MIL,SG,72,70,1972,5,75,21,0,0
Jonas Valančiūnas,30,NOP,C,79,79,1968,0,0,0,0,100
Eric Gordon,34,2TM,SG,69,58,1965,18,49,33,0,0
Eric Gordon,34,HOU,SG,47,47,1418,11,44,45,0,0
Eric Gordon,34,LAC,SG,22,11,547,36,62,2,0,0
Kevon Looney,26,GSW,C,82,70,1958,0,0,0,0,100
Kyle Anderson,29,MIN,PF,69,46,1957,0,0,8,90,2
Marcus Smart,28,BOS,PG,61,61,1957,98,2,0,0,0
LeBron James,38,LAL,PF,55,54,1954,0,0,1,93,7
Herbert Jones,24,NOP,PF,66,66,1951,0,0,22,76,2
Torrey Craig,32,PHO,PF,79,60,1948,0,0,20,79,1
Ja Morant,23,MEM,PG,61,59,1948,100,0,0,0,0
Kelly Olynyk,31,UTA,C,68,68,1942,0,0,0,48,52
Stephen Curry,34,GSW,PG,56,56,1941,100,0,0,0,0
Tyus Jones,26,MEM,PG,80,22,1940,78,23,0,0,0
Paul George,32,LAC,SF,56,56,1939,0,5,69,26,1
Al Horford,36,BOS,C,63,63,1922,0,0,0,8,92
P.J. Tucker,37,PHI,PF,75,75,1920,0,0,8,83,8
Jalen McDaniels,25,2TM,SF,80,24,1913,0,0,76,24,0
Jalen McDaniels,25,CHO,SF,56,21,1494,0,0,80,20,0
Jalen McDaniels,25,PHI,SF,24,3,419,0,1,65,35,0
Jakob Poeltl,27,2TM,C,72,71,1906,0,0,0,0,100
Jakob Poeltl,27,SAS,C,46,46,1199,0,0,0,0,100
Jakob Poeltl,27,TOR,C,26,25,707,0,0,0,0,100
Anthony Davis,29,LAL,C,56,54,1904,0,0,0,0,100
Donte DiVincenzo,26,GSW,SG,72,36,1894,10,79,10,0,0
Bojan Bogdanović,33,DET,PF,59,59,1893,0,1,44,53,2
Chris Paul,37,PHO,PG,59,59,1889,100,0,0,0,0
Tyrese Haliburton,22,IND,PG,56,56,1883,87,13,0,0,0
Jarred Vanderbilt,23,2TM,PF,78,65,1879,0,0,43,53,3
Jarred Vanderbilt,23,UTA,PF,52,41,1254,0,0,51,45,5
Jarred Vanderbilt,23,LAL,PF,26,24,625,0,0,28,71,1
Terance Mann,26,LAC,SG,81,36,1872,18,46,33,4,0
Troy Brown Jr.,23,LAL,SF,76,45,1860,0,2,70,28,0
Onyeka Okongwu,22,ATL,C,80,18,1849,0,0,0,1,100
Austin Reaves,24,LAL,SG,64,22,1843,0,44,48,8,0
Desmond Bane,24,MEM,SG,58,58,1841,4,86,10,0,0
Devin Booker,26,PHO,SG,53,53,1835,0,47,50,3,0
Marcus Morris,33,LAC,PF,65,65,1825,0,0,11,81,8
Myles Turner,26,IND,C,62,62,1825,0,0,0,0,100
Bobby Portis,27,MIL,PF,70,22,1818,0,0,6,81,12
Aaron Nesmith,23,IND,SF,73,60,1816,0,2,35,63,0
Patrick Beverley,34,2TM,PG,67,67,1816,47,45,8,0,0
Patrick Beverley,34,LAL,SG,45,45,1211,20,67,13,0,0
Patrick Beverley,34,CHI,PG,22,22,605,100,0,0,0,0
Jevon Carter,27,MIL,PG,81,39,1810,99,1,0,0,0
Michael Porter Jr.,24,DEN,SF,62,62,1798,0,0,96,4,0
Naji Marshall,25,NOP,SF,77,21,1792,0,22,65,13,0
Jaren Jackson Jr.,23,MEM,C,63,63,1787,0,0,0,23,77
Shaedon Sharpe,19,POR,SG,80,15,1779,9,61,30,0,0
Markelle Fultz,24,ORL,PG,60,60,1778,75,25,0,0,0
Tari Eason,21,HOU,PF,82,5,1767,0,0,22,77,1
Gabe Vincent,26,MIA,PG,68,34,1759,82,19,0,0,0
Kawhi Leonard,31,LAC,SF,52,50,1748,1,45,46,9,0
Malcolm Brogdon,30,BOS,PG,67,0,1744,52,47,1,0,0
Christian Wood,27,DAL,C,67,17,1738,0,0,0,13,87
Coby White,22,CHI,SG,74,2,1730,49,47,4,0,0
Clint Capela,28,ATL,C,65,63,1730,0,0,0,0,100
Malik Monk,24,SAC,SG,77,0,1719,2,92,6,0,0
Kyle Lowry,36,MIA,PG,55,44,1718,100,0,0,0,0
Nicolas Batum,34,LAC,PF,78,19,1709,0,0,0,60,41
Walker Kessler,21,UTA,C,74,40,1703,0,0,0,0,100
Monte Morris,27,WAS,PG,62,61,1695,100,0,0,0,0
Wendell Carter Jr.,23,ORL,C,57,54,1690,0,0,0,6,94
Santi Aldama,22,MEM,PF,77,20,1682,0,0,2,69,29
Bradley Beal,29,WAS,SG,50,50,1673,6,77,16,1,0
Kevin Durant,34,2TM,PF,47,47,1672,0,0,0,70,30
Kevin Durant,34,BRK,PF,39,39,1403,0,0,0,65,35
Kevin Durant,34,PHO,PF,8,8,269,0,0,2,94,4
Jalen Duren,19,DET,C,67,31,1670,0,0,0,4,96
Reggie Jackson,32,2TM,PG,68,40,1657,98,2,0,0,0
Reggie Jackson,32,LAC,PG,52,38,1338,100,0,0,0,0
Reggie Jackson,32,DEN,PG,16,2,319,88,12,0,0,0
Isaac Okoro,22,CLE,SF,76,46,1652,0,21,73,6,0
Isaiah Hartenstein,24,NYK,C,82,8,1626,0,0,0,0,100
Daniel Gafford,24,WAS,C,78,47,1604,0,0,0,32,68
Mitchell Robinson,24,NYK,C,59,58,1591,0,0,0,0,100
Drew Eubanks,25,POR,C,78,28,1584,0,0,0,3,97
Gordon Hayward,32,CHO,SF,50,50,1577,0,10,81,9,0
Alex Caruso,28,CHI,PG,67,36,1575,61,39,0,0,0
Shake Milton,26,PHI,SG,76,11,1567,18,68,14,1,0
Norman Powell,29,LAC,SG,60,8,1567,25,67,7,0,0
Cole Anthony,22,ORL,PG,60,4,1552,100,0,0,0,0
Malaki Branham,19,SAS,SG,66,32,1550,55,41,4,0,0
Cedi Osman,27,CLE,SF,77,2,1548,0,5,56,39,0
Kelly Oubre Jr.,27,CHO,SF,48,40,1548,0,58,42,0,0
Josh Green,22,DAL,SG,60,21,1539,23,49,26,2,0
Brandon Ingram,25,NOP,SF,45,45,1538,0,72,28,1,0
Josh Richardson,29,2TM,SG,65,10,1530,23,70,6,1,0
Josh Richardson,29,SAS,SG,42,6,997,34,61,5,0,0
Josh Richardson,29,NOP,SG,23,4,533,4,86,9,2,0
Joe Harris,31,BRK,SF,74,33,1527,0,4,48,42,6
T.J. McConnell,30,IND,PG,75,6,1526,100,0,0,0,0
Chris Boucher,30,TOR,PF,76,0,1523,0,5,47,45,3
Georges Niang,29,PHI,PF,78,1,1512,0,0,1,94,5
Bogdan Bogdanović,30,ATL,SG,54,9,1508,0,69,32,0,0
Damion Lee,30,PHO,SG,74,5,1506,5,57,36,2,0
Bol Bol,23,ORL,PF,70,33,1505,0,0,1,82,18
John Konchar,26,MEM,SF,72,23,1494,0,55,44,0,0
Rui Hachimura,24,2TM,PF,63,9,1466,0,0,42,55,3
Rui Hachimura,24,WAS,PF,30,0,728,0,0,56,42,3
Rui Hachimura,24,LAL,PF,33,9,738,0,0,28,68,4
Dwight Powell,31,DAL,C,76,64,1458,0,0,0,0,100
Jeremy Sochan,19,SAS,PF,56,53,1458,0,0,6,93,2
Keita Bates-Diop,27,SAS,PF,67,42,1452,0,1,37,62,0
Davion Mitchell,24,SAC,PG,80,9,1447,86,14,0,0,0
Pat Connaughton,30,MIL,SF,61,33,1443,2,35,60,3,0
Zach Collins,25,SAS,C,63,26,1441,0,0,0,2,99
Isaiah Stewart,21,DET,C,50,47,1414,0,0,0,46,55
AJ Griffin,19,ATL,SF,72,12,1401,0,15,74,11,0
Isaiah Joe,23,OKC,SG,73,10,1395,36,54,11,0,0
Jonathan Kuminga,20,GSW,PF,67,16,1394,0,0,2,57,42
Jusuf Nurkić,28,POR,C,52,52,1391,0,0,0,0,100
Dennis Smith Jr.,25,CHO,PG,54,15,1390,98,2,0,0,0
Larry Nance Jr.,30,NOP,C,65,1,1381,0,0,0,19,81
Josh Okogie,24,PHO,SG,72,26,1350,6,86,8,0,0
Devonte' Graham,27,2TM,PG,73,8,1338,62,38,0,0,0
Devonte' Graham,27,NOP,PG,53,0,811,54,46,0,0,0
Devonte' Graham,27,SAS,PG,20,8,527,75,25,0,0,0
Terrence Ross,31,2TM,SG,63,9,1330,8,49,38,5,0
Terrence Ross,31,ORL,SG,42,9,944,12,61,26,1,0
Terrence Ross,31,PHO,SG,21,0,386,0,18,67,15,0
Luke Kennard,26,2TM,SG,59,14,1315,18,66,16,0,0
Luke Kennard,26,LAC,SG,35,11,725,18,56,26,0,0
Luke Kennard,26,MEM,SG,24,3,590,17,80,3,0,0
Doug McDermott,31,SAS,SF,64,0,1314,0,13,60,26,1
Talen Horton-Tucker,22,UTA,SG,65,20,1313,6,46,42,6,0
Jose Alvarado,24,NOP,PG,61,10,1310,100,0,0,0,0
Aaron Wiggins,24,OKC,SG,70,14,1297,4,39,47,9,0
Lonnie Walker IV,24,LAL,SG,56,32,1297,9,52,37,2,0
Sam Hauser,25,BOS,SF,80,8,1290,0,11,57,31,0
Jalen Smith,22,IND,C,68,31,1279,0,0,0,29,71
LaMelo Ball,21,CHO,PG,36,36,1268,75,25,0,0,0
David Roddy,21,MEM,PF,70,4,1258,0,3,60,36,1
Jaylen Nowell,23,MIN,SG,65,2,1252,15,61,22,1,0
Naz Reid,23,MIN,C,68,11,1251,0,0,0,16,84
Trey Lyles,27,SAC,PF,74,0,1247,0,0,0,60,40
Jalen Suggs,21,ORL,SG,53,19,1246,31,53,16,0,0
Kevin Love,34,2TM,PF,62,20,1240,0,0,0,89,11
Kevin Love,34,CLE,PF,41,3,821,0,0,1,93,6
Kevin Love,34,MIA,PF,21,17,419,0,0,0,80,20
Cory Joseph,31,DET,PG,62,2,1227,100,0,0,0,0
Delon Wright,30,WAS,PG,50,14,1221,78,22,0,0,0
Nick Richards,25,CHO,C,65,9,1217,0,0,0,0,100
Seth Curry,32,BRK,SG,61,7,1211,35,49,17,0,0
Ochai Agbaji,22,UTA,SG,59,22,1209,35,38,24,4,0
Kenrich Williams,28,OKC,PF,53,10,1206,0,8,39,43,10
Matisse Thybulle,25,2TM,SF,71,28,1200,4,51,43,2,0
Matisse Thybulle,25,PHI,SF,49,6,591,0,31,65,4,0
Matisse Thybulle,25,POR,SG,22,22,609,7,71,22,0,0
Isaiah Livers,24,DET,PF,52,22,1199,0,0,17,78,5
Cameron Johnson,26,2TM,PF,42,41,1199,0,0,1,88,12
Cameron Johnson,26,PHO,PF,17,16,429,0,0,2,97,1
Cameron Johnson,26,BRK,PF,25,25,770,0,0,0,82,18
Anthony Lamb,25,GSW,SF,62,4,1195,0,1,50,49,0
Taurean Prince,28,MIN,PF,54,4,1192,0,2,45,52,0
Andrew Wiggins,27,GSW,SF,37,37,1190,0,1,73,26,0
Jordan Nwora,24,2TM,SF,62,14,1188,0,4,42,53,0
Jordan Nwora,24,MIL,SF,38,3,597,0,4,68,28,0
Jordan Nwora,24,IND,SF,24,11,591,0,5,16,79,0
Gary Harris,28,ORL,SG,48,42,1184,9,79,12,0,0
Tre Mann,21,OKC,PG,67,5,1183,100,0,0,0,0
Trendon Watford,22,POR,PF,62,12,1182,0,0,1,44,55
Christian Braun,21,DEN,SG,76,6,1181,14,58,27,1,0
Xavier Tillman Sr.,24,MEM,C,61,29,1180,0,0,0,44,56
Devin Vassell,22,SAS,SG,38,32,1178,6,73,20,0,0
Collin Sexton,24,UTA,PG,48,15,1145,74,26,0,0,0
Precious Achiuwa,23,TOR,C,55,12,1140,0,0,0,17,83
Steven Adams,29,MEM,C,42,42,1133,0,0,0,0,100
Alec Burks,31,DET,SG,51,8,1122,2,84,13,1,0
Lamar Stevens,25,CLE,SF,62,25,1120,0,11,58,32,0
Moritz Wagner,25,ORL,C,57,18,1109,0,0,0,6,94
Jordan Goodwin,24,WAS,PG,62,7,1106,87,13,0,0,0
Victor Oladipo,30,MIA,SG,42,2,1106,45,54,2,0,0
Ben Simmons,26,BRK,PG,42,33,1105,25,71,4,0,0
Jeff Green,36,DEN,PF,56,4,1091,0,0,8,89,3
Brandon Clarke,26,MEM,PF,56,8,1090,0,0,9,82,9
Bones Hyland,22,2TM,PG,56,1,1085,97,3,0,0,0
Bones Hyland,22,DEN,PG,42,1,820,96,4,0,0,0
Bones Hyland,22,LAC,PG,14,0,265,100,0,0,0,0
Oshae Brissett,24,IND,PF,65,2,1083,0,1,5,92,3
Thomas Bryant,25,2TM,C,59,26,1081,0,0,0,3,97
Thomas Bryant,25,LAL,C,41,25,876,0,0,0,4,96
Thomas Bryant,25,DEN,C,18,1,205,0,0,0,0,100
Obi Toppin,24,NYK,PF,67,5,1050,0,0,0,100,0
Joe Ingles,35,MIL,SF,46,0,1044,0,6,53,39,2
Jalen Johnson,21,ATL,SF,70,6,1042,0,0,0,99,1
Isaiah Jackson,21,IND,C,63,12,1042,0,0,0,22,78
Dyson Daniels,19,NOP,PG,59,11,1042,17,57,26,0,0
Wenyen Gabriel,25,LAL,C,68,2,1024,0,0,0,22,78
Austin Rivers,30,MIN,SG,52,10,1016,35,63,2,0,0
Hamidou Diallo,24,DET,SF,56,0,996,0,26,63,11,0
Will Barton,32,2TM,SG,56,2,993,20,75,5,0,0
Will Barton,32,WAS,SG,40,0,782,12,83,6,0,0
Will Barton,32,TOR,SG,16,2,211,51,48,2,0,0
Marvin Bagley III,23,DET,C,42,25,990,0,0,0,27,73
Cam Reddish,23,2TM,SF,40,20,990,0,1,84,16,0
Cam Reddish,23,NYK,SF,20,8,438,0,0,99,2,0
Cam Reddish,23,POR,SF,20,12,552,0,1,72,27,0
Jock Landale,27,PHO,C,69,4,979,0,0,0,6,94
Nassir Little,22,POR,SF,54,4,976,1,21,56,22,0
Usman Garuba,20,HOU,C,75,1,970,0,0,0,7,93
JT Thor,20,CHO,PF,69,8,969,0,0,3,94,3
Haywood Highsmith,26,MIA,PF,54,11,969,0,0,26,72,2
Cameron Payne,28,PHO,PG,48,15,968,98,2,0,0,0
Kendrick Nunn,27,2TM,SG,70,2,964,13,72,14,1,0
Kendrick Nunn,27,LAL,SG,39,2,528,20,62,17,1,0
Kendrick Nunn,27,WAS,SG,31,0,436,4,85,11,0,0
Karl-Anthony Towns,27,MIN,PF,29,29,957,0,0,0,65,35
Zion Williamson,22,NOP,PF,29,29,956,0,0,0,95,5
Kevin Knox,23,2TM,SF,63,5,952,0,1,20,68,10
Kevin Knox,23,DET,SF,42,1,593,0,2,27,68,4
Kevin Knox,23,POR,PF,21,4,359,0,0,9,69,22
Cam Thomas,21,BRK,SG,57,4,948,9,56,32,3,0
Mike Muscala,31,2TM,C,63,9,945,0,0,0,9,91
Mike Muscala,31,OKC,C,43,5,622,0,0,0,0,100
Mike Muscala,31,BOS,C,20,4,323,0,0,0,26,74
Maxi Kleber,31,DAL,PF,37,5,930,0,0,0,64,36
Yuta Watanabe,28,BRK,SF,58,1,928,0,4,31,58,8
Ish Wainright,28,PHO,SF,60,2,915,0,0,36,64,0
Daishen Nix,20,HOU,PG,57,7,914,83,17,0,0,0
Jaylin Williams,20,OKC,C,49,36,914,0,0,0,0,100
Chris Duarte,25,IND,SF,46,12,897,1,5,72,23,0
Derrick Jones Jr.,25,CHI,PF,64,0,893,0,0,4,86,10
Dean Wade,26,CLE,PF,44,13,891,0,0,33,62,5
Vlatko Čančar,25,DEN,PF,60,9,889,0,0,1,90,9
Nickeil Alexander-Walker,24,2TM,SG,59,3,884,12,59,27,1,0
Nickeil Alexander-Walker,24,UTA,SG,36,3,528,11,52,35,2,0
Nickeil Alexander-Walker,24,MIN,SG,23,0,356,13,71,16,1,0
Bismack Biyombo,30,PHO,C,61,14,874,0,0,0,1,99
Goran Dragić,36,2TM,PG,58,0,870,94,5,1,0,0
Goran Dragić,36,CHI,PG,51,0,787,100,0,0,0,0
Goran Dragić,36,MIL,PG,7,0,83,40,51,9,0,0
James Wiseman,21,2TM,C,45,22,867,0,0,0,0,100
James Wiseman,21,GSW,C,21,0,262,0,0,0,0,100
James Wiseman,21,DET,C,24,22,605,0,0,0,0,100
Théo Maledon,21,CHO,PG,44,7,854,100,0,0,0,0
Andre Drummond,29,CHI,C,67,0,849,0,0,0,0,100
Aaron Holiday,26,ATL,PG,63,6,845,61,39,0,0,0
Romeo Langford,23,SAS,SG,43,21,844,3,57,39,1,0
Terence Davis,25,SAC,SG,64,5,841,3,47,48,1,0
George Hill,36,2TM,SG,46,1,834,71,29,0,0,0
George Hill,36,MIL,PG,35,0,668,77,23,0,0,0
George Hill,36,IND,SG,11,1,166,48,52,0,0,0
Mark Williams,21,CHO,C,43,17,828,0,0,0,0,100
Robert Williams,25,BOS,C,35,20,824,0,0,1,46,53
Wesley Matthews,36,MIL,SF,52,0,820,1,29,56,13,1
Moses Moody,20,GSW,SG,63,3,817,0,47,51,2,0
Rudy Gay,36,UTA,PF,56,0,816,0,0,23,57,20
Ty Jerome,25,GSW,SG,45,2,816,21,61,18,0,0
Jeremiah Robinson-Earl,22,OKC,PF,43,20,814,0,0,10,42,47
Jericho Sims,24,NYK,C,52,16,812,0,0,0,17,83
Caleb Houstan,20,ORL,SF,51,4,812,2,34,53,11,1
Danuel House Jr.,29,PHI,SF,56,5,807,0,11,81,8,0
Landry Shamet,25,PHO,SG,40,9,807,41,59,0,0,0
Dario Šarić,28,2TM,C,57,12,806,0,0,0,60,40
Dario Šarić,28,PHO,PF,37,12,533,0,0,0,91,9
Dario Šarić,28,OKC,C,20,0,273,0,0,0,0,100
Luke Kornet,27,BOS,C,69,0,804,0,0,0,0,100
Christian Koloko,22,TOR,C,58,19,802,0,0,0,0,100
Khris Middleton,31,MIL,SF,33,19,801,0,20,63,16,0
JaMychal Green,32,GSW,PF,57,1,797,0,0,0,30,71
Thaddeus Young,34,TOR,PF,54,9,795,0,0,3,38,59
Bryce McGowens,20,CHO,SG,46,7,787,3,63,35,0,0
Josh Christopher,21,HOU,SG,64,2,786,5,81,14,0,0
Robert Covington,32,LAC,PF,48,0,779,0,0,21,73,6
Justise Winslow,26,POR,PF,29,11,776,0,10,62,28,1
Mo Bamba,24,2TM,C,49,7,769,0,0,0,0,100
Mo Bamba,24,ORL,C,40,6,681,0,0,0,0,100
Mo Bamba,24,LAL,C,9,1,88,0,0,0,0,100
Simone Fontecchio,27,UTA,SF,52,6,766,0,13,58,29,0
Miles McBride,22,NYK,PG,64,2,760,91,9,0,0,0
Paul Reed,23,PHI,C,69,2,755,0,0,0,1,99
John Wall,32,LAC,PG,34,3,755,79,21,0,0,0
R.J. Hampton,21,2TM,SG,47,3,750,43,43,14,0,0
R.J. Hampton,21,ORL,SG,26,0,361,85,14,1,0,0
R.J. Hampton,21,DET,SG,21,3,389,4,70,26,0,0
