Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Eddie Jones,25,LAL,SG,80,80,2998,1,70,28,0,0
Rod Strickland,30,WSB,PG,82,81,2997,95,5,0,0,0
Kevin Garnett,20,MIN,SF,77,77,2995,0,0,57,42,1
David Wesley,26,BOS,PG,74,73,2991,80,20,0,0,0
Dikembe Mutombo,30,ATL,C,80,80,2973,0,0,0,0,100
Antoine Walker,20,BOS,PF,82,68,2970,0,0,19,61,20
Reggie Miller,31,IND,SG,81,81,2966,7,84,9,0,0
Clarence Weatherspoon,26,PHI,SF,82,82,2949,0,0,50,49,1
Dale Ellis,36,DEN,SF,82,51,2940,0,20,79,1,0
Nick Van Exel,25,LAL,PG,79,79,2937,100,0,0,0,0
Joe Dumars,33,DET,SG,79,79,2923,17,83,0,0,0
John Stockton,34,UTA,PG,82,82,2896,100,0,0,0,0
Olden Polynice,32,SAC,C,82,82,2893,0,0,0,7,93
Patrick Ewing,34,NYK,C,78,78,2887,0,0,0,0,100
Charles Oakley,33,NYK,PF,80,80,2873,0,0,1,74,25
Terrell Brandon,26,CLE,PG,78,78,2868,100,0,0,0,0
Hakeem Olajuwon,34,HOU,C,78,78,2852,0,0,0,0,100
Vlade Divac,28,CHH,C,81,80,2840,0,0,0,0,100
Loy Vaught,28,LAC,PF,82,82,2838,0,0,0,69,31
Jim Jackson,26,2TM,SG,77,77,2831,2,52,45,1,0
Jim Jackson,26,DAL,SG,46,46,1676,3,87,10,0,0
Jim Jackson,26,NJN,SF,31,31,1155,0,2,96,2,0
Steve Smith,27,ATL,SG,72,72,2818,0,91,10,0,0
Chris Webber,23,WSB,PF,72,72,2806,0,0,0,45,55
Shareef Abdur-Rahim,20,VAN,PF,80,71,2802,0,0,35,64,0
Michael Finley,23,2TM,SF,83,54,2790,0,10,85,5,0
Michael Finley,23,PHO,SF,27,18,796,0,8,82,10,0
Michael Finley,23,DAL,SF,56,36,1994,0,11,86,3,0
Bryant Reeves,23,VAN,C,75,75,2777,0,0,0,0,100
Hersey Hawkins,30,SEA,SG,82,82,2755,0,88,12,0,0
Shawn Kemp,27,SEA,PF,81,75,2750,0,0,0,81,19
Chris Mullin,33,GSW,SF,79,63,2733,0,12,86,3,0
Mario Elie,33,HOU,SF,78,77,2687,0,35,65,0,0
Allan Houston,25,NYK,SG,81,81,2681,0,72,28,0,0
Otis Thorpe,34,DET,C,79,79,2661,0,0,0,31,69
Kevin Johnson,30,PHO,PG,70,70,2658,100,0,0,0,0
Rick Fox,27,BOS,SF,76,75,2650,0,4,55,40,1
Walt Williams,26,TOR,SF,73,73,2647,0,10,86,4,0
Danny Ferry,30,CLE,PF,82,48,2633,0,0,0,97,3
Rony Seikaly,31,ORL,C,74,68,2615,0,0,0,2,98
Larry Johnson,27,NYK,SF,76,76,2613,0,0,86,14,0
Ervin Johnson,29,DEN,C,82,82,2599,0,0,0,0,100
Jeff Hornacek,33,UTA,SG,82,82,2592,0,100,0,0,0
P.J. Brown,27,MIA,PF,80,71,2592,0,0,4,87,9
Dale Davis,27,IND,PF,80,76,2589,0,0,0,56,44
Tyrone Hill,28,CLE,C,74,70,2582,0,0,0,33,68
Antonio McDyess,22,DEN,PF,74,73,2565,0,0,0,68,32
Isaiah Rider,25,POR,SG,76,68,2563,0,94,6,0,0
Ray Allen,21,MIL,SG,82,81,2532,0,100,0,0,0
Michael Smith,24,SAC,PF,81,52,2526,0,0,1,86,13
Bryon Russell,26,UTA,SF,81,81,2525,0,4,96,0,0
Elden Campbell,28,LAL,PF,77,77,2516,0,0,0,73,27
Horace Grant,31,ORL,PF,67,67,2496,0,0,2,76,22
A.C. Green,33,2TM,PF,83,73,2492,0,0,4,92,4
A.C. Green,33,PHO,PF,27,19,548,0,0,6,83,11
A.C. Green,33,DAL,PF,56,54,1944,0,0,4,95,2
Rodney Rogers,25,LAC,SF,81,62,2480,0,0,98,2,0
Avery Johnson,31,SAS,PG,76,76,2472,100,0,0,0,0
Malik Sealy,26,LAC,SG,80,79,2456,0,99,1,0,0
Eric Williams,24,BOS,SG,72,67,2435,0,46,50,4,0
Popeye Jones,26,TOR,PF,79,61,2421,0,0,23,74,3
Calbert Cheaney,25,WSB,SG,79,79,2411,0,94,6,0,0
Matt Maloney,25,HOU,PG,82,82,2386,99,1,0,0,0
Bobby Phills,27,CLE,SG,69,65,2375,0,93,7,0,0
Antonio Davis,28,IND,PF,82,28,2335,0,0,9,80,12
Wesley Person,25,PHO,SG,80,42,2326,1,61,33,6,0
Stephon Marbury,19,MIN,PG,67,64,2324,99,1,0,0,0
Alonzo Mourning,26,MIA,C,66,65,2320,0,0,0,26,74
Sherman Douglas,30,MIL,PG,79,79,2316,100,0,0,0,0
Tyrone Corbin,34,ATL,SF,70,65,2305,0,2,98,1,0
Anthony Peeler,27,VAN,SG,72,57,2291,1,96,3,0,0
Shawn Bradley,24,2TM,C,73,70,2288,0,0,0,0,100
Shawn Bradley,24,NJN,C,40,38,1228,0,0,0,0,100
Shawn Bradley,24,DAL,C,33,32,1060,0,0,0,0,100
Todd Day,27,BOS,SG,81,27,2277,5,84,11,0,0
Clyde Drexler,34,HOU,SG,62,62,2271,0,97,2,0,0
Bob Sura,23,CLE,SG,82,23,2269,38,62,0,0,0
Vinny Del Negro,30,SAS,SG,72,53,2243,0,79,21,0,0
Anfernee Hardaway,25,ORL,PG,59,59,2221,63,37,1,0,0
Derek Harper,35,DAL,PG,75,29,2210,82,18,0,0,0
Gerald Wilkins,33,ORL,SG,80,26,2202,0,79,20,0,0
Bo Outlaw,25,LAC,PF,82,25,2195,0,0,23,67,10
Detlef Schrempf,34,SEA,SF,61,60,2192,0,0,76,24,0
Dennis Scott,28,ORL,SF,66,62,2166,0,1,89,10,0
Jamal Mashburn,24,2TM,SF,69,51,2164,0,0,70,30,0
Jamal Mashburn,24,DAL,SF,37,21,975,0,0,76,24,0
Jamal Mashburn,24,MIA,SF,32,30,1189,0,1,64,35,0
Nick Anderson,29,ORL,SG,63,61,2163,0,48,51,1,0
Hot Rod Williams,34,PHO,C,68,66,2137,0,0,0,2,98
Danny Manning,30,PHO,PF,77,17,2134,0,0,2,55,44
Mahmoud Abdul-Rauf,27,SAC,PG,75,51,2131,89,11,0,0,0
Voshon Lenard,23,MIA,SG,73,47,2111,2,95,3,0,0
Derrick Coleman,29,PHI,PF,57,54,2102,0,0,0,73,27
Dell Curry,32,CHH,SG,68,20,2078,1,99,1,0,0
Chris Childs,29,NYK,PG,65,61,2076,88,12,0,0,0
Vernon Maxwell,31,SAS,SG,72,31,2068,5,93,2,0,0
Travis Best,24,IND,PG,76,46,2064,100,0,0,0,0
Johnny Newman,33,MIL,SF,82,4,2060,0,65,34,0,0
Armen Gilliam,32,MIL,PF,80,25,2050,0,0,0,87,13
Sam Mitchell,33,MIN,SF,82,5,2044,0,0,95,5,0
John Starks,31,NYK,SG,77,1,2042,8,86,7,0,0
Charles Barkley,33,HOU,PF,53,53,2009,0,0,22,78,0
Derek Strong,28,ORL,PF,82,21,2004,0,0,17,80,3
LaPhonso Ellis,26,DEN,PF,55,49,2002,0,0,39,47,15
Terry Mills,29,DET,PF,79,5,1997,0,0,0,71,28
Billy Owens,27,SAC,SF,66,56,1995,0,2,92,6,0
Corliss Williamson,23,SAC,SF,79,31,1992,0,0,52,47,1
Sam Perkins,35,SEA,C,81,4,1976,0,0,0,7,93
Kevin Willis,34,HOU,PF,75,32,1964,0,0,0,58,42
Jason Kidd,23,2TM,PG,55,45,1964,39,60,1,0,0
Jason Kidd,23,DAL,PG,22,22,791,71,29,0,0,0
Jason Kidd,23,PHO,PG,33,23,1173,18,81,1,0,0
Tony Massenburg,29,NJN,PF,79,49,1954,0,0,1,91,9
Lee Mayberry,26,VAN,PG,80,38,1952,94,6,0,0,0
Dennis Rodman,35,CHI,PF,55,54,1947,0,0,0,78,22
Dominique Wilkins,37,SAS,SF,63,26,1945,0,3,54,42,1
Shaquille O'Neal,24,LAL,C,51,51,1941,0,0,0,0,100
Lorenzen Wright,21,LAC,C,77,51,1936,0,0,0,1,99
Doug West,29,MIN,SG,68,66,1920,0,92,8,0,0
Gary Trent,22,POR,PF,82,28,1918,0,0,17,80,3
Will Perdue,31,SAS,C,65,34,1918,0,0,0,4,97
Marcus Camby,22,TOR,C,63,38,1897,0,0,1,47,52
Rasheed Wallace,22,POR,PF,62,56,1892,0,0,0,89,11
Isaac Austin,27,MIA,C,82,17,1881,0,0,0,0,100
Muggsy Bogues,32,CHH,PG,65,65,1880,100,0,0,0,0
Mark Price,32,GSW,PG,70,49,1876,100,0,0,0,0
Brian Shaw,30,ORL,PG,77,31,1867,82,18,0,0,0
Greg Anthony,29,VAN,PG,65,44,1863,100,0,0,0,0
Steve Kerr,31,CHI,PG,82,0,1861,100,0,0,0,0
Gheorghe Mureșan,25,WSB,C,73,69,1849,0,0,0,0,100
Roy Rogers,23,VAN,PF,82,50,1848,0,0,0,66,34
Chris Dudley,31,POR,C,81,14,1840,0,0,0,7,93
Carl Herrera,30,SAS,PF,75,58,1837,0,0,6,88,6
Rex Chapman,29,PHO,SG,65,33,1833,3,64,32,0,0
Eric Montross,25,2TM,C,78,77,1828,0,0,0,0,100
Eric Montross,25,DAL,C,47,46,984,0,0,0,0,100
Eric Montross,25,NJN,C,31,31,844,0,0,0,0,100
Darrick Martin,25,LAC,PG,82,64,1820,100,0,0,0,0
Greg Ostertag,23,UTA,C,77,70,1818,0,0,0,0,100
Tracy Murray,25,WSB,SF,82,1,1814,0,9,90,1,0
Sasha Danilović,26,2TM,SG,56,42,1789,0,81,19,0,0
Sasha Danilović,26,MIA,SG,43,33,1351,0,79,21,0,0
Sasha Danilović,26,DAL,SG,13,9,438,0,86,14,0,0
Bryant Stith,26,DEN,SG,52,52,1788,0,96,4,0,0
Robert Pack,27,2TM,PG,54,42,1782,100,0,0,0,0
Robert Pack,27,NJN,PG,34,31,1185,100,0,0,0,0
Robert Pack,27,DAL,PG,20,11,597,100,0,0,0,0
Keith Askins,29,MIA,SF,78,30,1773,0,4,92,4,0
Jerome Kersey,34,LAL,SF,70,44,1766,0,0,84,16,0
Charlie Ward,26,NYK,PG,79,21,1763,99,1,0,0,0
Arvydas Sabonis,32,POR,C,69,68,1762,0,0,0,0,100
Tom Hammonds,29,DEN,PF,81,8,1758,0,0,32,63,4
Ron Harper,33,CHI,PG,76,74,1740,76,23,1,0,0
Sam Cassell,27,3TM,PG,61,44,1714,98,2,0,0,0
Sam Cassell,27,PHO,PG,22,9,539,94,7,0,0,0
Sam Cassell,27,DAL,PG,16,13,398,100,0,0,0,0
Sam Cassell,27,NJN,PG,23,22,777,100,0,0,0,0
Mark Davis,23,PHI,SF,75,17,1705,0,2,89,9,0
Dean Garrett,30,MIN,C,68,47,1665,0,0,0,0,100
Greg Anderson,32,SAS,C,82,48,1659,0,0,0,9,92
Aaron McKie,24,2TM,SG,83,11,1625,18,71,11,0,0
Aaron McKie,24,POR,SG,41,8,775,24,76,0,0,0
Aaron McKie,24,DET,SG,42,3,850,12,68,21,0,0
Marty Conlon,29,BOS,C,74,15,1614,0,0,1,37,62
Toni Kukoč,28,CHI,SF,57,15,1610,0,0,32,67,2
Harvey Grant,31,WSB,PF,78,25,1604,0,0,9,84,7
Elliot Perry,27,MIL,PG,82,3,1595,100,0,0,0,0
Terry Porter,33,MIN,PG,82,20,1568,50,50,1,0,0
Felton Spencer,29,2TM,C,73,65,1558,0,0,0,0,100
Felton Spencer,29,ORL,C,1,1,19,0,0,0,0,100
Felton Spencer,29,GSW,C,72,64,1539,0,0,0,0,100
Rik Smits,30,IND,C,52,52,1518,0,0,0,0,100
Buck Williams,36,NYK,PF,74,4,1496,0,0,4,87,8
George McCloud,29,2TM,SF,64,28,1493,0,19,77,4,0
George McCloud,29,DAL,SF,41,26,1207,0,18,78,4,0
George McCloud,29,LAL,SF,23,2,286,0,25,72,3,0
Jim McIlvaine,24,SEA,C,82,79,1477,0,0,0,0,100
Luc Longley,28,CHI,C,59,59,1472,0,0,0,0,100
Antoine Carr,35,UTA,PF,82,0,1460,0,0,25,68,7
Cory Alexander,23,SAS,PG,80,6,1454,94,6,0,0,0
Derrick McKey,30,IND,SF,50,49,1449,0,0,77,23,0
Byron Scott,35,LAL,SG,79,8,1440,6,94,0,0,0
Blue Edwards,31,VAN,SF,61,12,1439,0,12,87,0,0
Jayson Williams,28,NJN,PF,41,40,1432,0,0,0,52,48
Khalid Reeves,24,2TM,PG,63,30,1432,86,14,0,0,0
Khalid Reeves,24,NJN,PG,50,18,1048,81,19,0,0,0
Khalid Reeves,24,DAL,PG,13,12,384,99,1,0,0,0
Cedric Ceballos,27,2TM,SF,50,40,1426,0,2,86,12,0
Cedric Ceballos,27,LAL,SF,8,8,279,0,1,91,8,0
Cedric Ceballos,27,PHO,SF,42,32,1147,0,2,84,13,1
Jason Caffey,23,CHI,PF,75,19,1405,0,0,0,69,31
Carlos Rogers,25,TOR,PF,56,3,1397,0,0,17,61,22
Robert Horry,26,2TM,SF,54,29,1395,0,0,64,34,2
Robert Horry,26,PHO,SF,32,15,719,0,0,69,30,1
Robert Horry,26,LAL,SF,22,14,676,0,0,59,39,3
Sean Elliott,28,SAS,SF,39,39,1393,0,3,94,3,0
Tyus Edney,23,SAC,PG,70,20,1376,100,0,0,0,0
Monty Williams,25,SAS,SF,65,26,1345,0,0,65,32,4
Scott Williams,28,PHI,C,62,52,1317,0,0,0,0,100
James Robinson,26,MIN,PG,69,5,1309,50,50,0,0,0
Lamond Murray,23,LAC,SF,74,1,1295,0,0,63,37,0
Theo Ratliff,23,DET,C,76,38,1292,0,0,0,2,98
Tony Smith,28,CHH,PG,69,39,1291,54,46,0,0,0
Chris Gatling,29,2TM,PF,47,1,1283,0,0,0,70,30
Chris Gatling,29,DAL,PF,44,1,1191,0,0,0,71,29
Chris Gatling,29,NJN,PF,3,0,92,0,0,0,57,43
Dan Majerle,31,MIA,SF,36,26,1264,1,29,70,1,0
Ricky Pierce,37,2TM,SG,60,27,1250,0,97,2,0,0
Ricky Pierce,37,DEN,SG,33,10,600,0,97,3,0,0
Ricky Pierce,37,CHH,SG,27,17,650,1,98,2,0,0
Michael Cage,35,PHI,C,82,24,1247,0,0,0,0,100
Vitaly Potapenko,21,CLE,C,80,3,1238,0,0,0,0,100
Michael Curry,28,DET,SG,81,2,1217,2,53,44,1,0
Lawrence Moten,24,VAN,SG,67,18,1214,12,88,0,0,0
Eldridge Recasner,29,ATL,SG,71,4,1207,64,37,0,0,0
Andrew Lang,30,MIL,C,52,52,1194,0,0,0,0,100
Jalen Rose,24,IND,SF,66,6,1188,0,12,76,12,0
Anthony Goldwire,25,2TM,PG,60,30,1188,100,0,0,0,0
Anthony Goldwire,25,CHH,PG,33,9,576,100,0,0,0,0
Anthony Goldwire,25,DEN,PG,27,21,612,100,0,0,0,0
Bimbo Coles,28,GSW,PG,51,13,1183,83,17,0,0,0
Xavier McDaniel,33,NJN,PF,62,5,1170,0,0,13,86,1
Grant Long,30,DET,PF,65,24,1166,0,1,14,83,1
Travis Knight,22,LAL,C,71,14,1156,0,0,0,30,70
Oliver Miller,26,2TM,C,61,8,1152,0,0,0,1,99
Oliver Miller,26,DAL,C,42,0,836,0,0,0,1,99
Oliver Miller,26,TOR,C,19,8,316,0,0,0,3,97
Jaren Jackson,29,WSB,SG,75,0,1133,0,99,1,0,0
Chris Whitney,25,WSB,PG,82,1,1117,100,0,0,0,0
Duane Ferrell,31,IND,SF,62,18,1115,0,19,75,6,0
Kobe Bryant,18,LAL,SF,71,6,1103,0,30,65,5,0
Brent Barry,25,LAC,SG,59,0,1094,41,58,2,0,0
Howard Eisley,24,UTA,PG,82,0,1083,98,2,0,0,0
Shandon Anderson,23,UTA,SG,65,0,1066,0,92,8,0,0
Andrew DeClercq,23,GSW,C,71,1,1065,0,0,0,26,74
Pooh Richardson,30,LAC,PG,59,18,1065,99,1,0,0,0
George Lynch,26,VAN,SF,41,27,1059,0,0,82,18,0
Randy Brown,28,CHI,PG,72,3,1057,57,43,0,0,0
Brooks Thompson,26,2TM,PG,67,6,1055,48,52,0,0,0
Brooks Thompson,26,UTA,PG,2,0,8,24,77,0,0,0
Brooks Thompson,26,DEN,PG,65,6,1047,48,51,0,0,0
Terry Dehere,25,LAC,PG,73,3,1053,64,36,0,0,0
Erick Dampier,21,IND,C,72,21,1052,0,0,0,4,96
Matt Geiger,27,CHH,C,49,13,1044,0,0,0,37,63
Rex Walters,26,PHI,SG,59,16,1041,32,68,0,0,0
Matt Bullard,29,HOU,PF,71,12,1025,0,0,29,55,16
Donyell Marshall,23,GSW,SF,61,20,1022,0,1,62,35,2
B.J. Armstrong,29,GSW,PG,49,17,1020,61,39,0,0,0
Mark Bryant,31,PHO,PF,41,18,1018,0,0,14,77,9
Darrell Armstrong,28,ORL,PG,67,0,1010,100,0,0,0,0
Sharone Wright,24,TOR,C,60,28,1009,0,0,0,1,99
Corie Blount,28,LAL,PF,58,18,1009,0,0,8,87,5
Larry Stewart,28,SEA,SF,70,21,982,0,0,74,25,1
Randy Livingston,21,HOU,PG,64,0,981,73,27,0,0,0
Chris Morris,31,UTA,SF,73,1,977,0,9,90,1,0
Jon Barry,27,ATL,SG,58,8,965,15,83,3,0,0
Cherokee Parks,24,MIN,PF,76,0,961,0,0,0,15,85
Mark West,36,CLE,C,70,43,959,0,0,0,8,92
Kevin Gamble,31,SAC,SF,62,2,953,0,38,59,3,0
Todd Fuller,22,GSW,C,75,18,949,0,0,0,1,99
Henry James,31,ATL,PF,53,15,945,0,0,87,13,0
Jerome Allen,24,2TM,SG,76,1,943,72,25,2,0,0
Jerome Allen,24,IND,SG,51,1,692,95,5,0,0,0
Jerome Allen,24,DEN,SG,25,0,251,11,80,9,0,0
Stacey Augmon,28,2TM,SG,60,10,942,0,68,30,2,0
Stacey Augmon,28,DET,SG,20,3,292,0,46,51,3,0
Stacey Augmon,28,POR,SG,40,7,650,0,78,20,2,0
Scott Burrell,26,2TM,SF,57,2,939,0,36,59,4,0
Scott Burrell,26,CHH,SF,28,2,482,0,48,52,0,0
Scott Burrell,26,GSW,SF,29,0,457,0,23,67,9,0
David Wingate,33,SEA,SG,65,2,929,0,33,66,1,0
Derek Fisher,22,LAL,PG,80,3,921,99,1,0,0,0
Greg Foster,28,UTA,C,79,12,920,0,0,0,1,99
Adam Keefe,26,UTA,C,62,0,915,0,0,0,42,58
Eddie Johnson,37,2TM,SF,52,2,913,0,16,76,8,0
Eddie Johnson,37,IND,SF,28,0,306,0,10,76,14,0
Eddie Johnson,37,HOU,SF,24,2,607,0,19,76,5,0
Sam Mack,26,HOU,SF,52,10,904,0,14,86,1,0
Dino Radja,29,BOS,C,25,25,874,0,0,0,4,96
Tony Delk,23,CHH,PG,61,1,867,91,9,0,0,0
Othella Harrington,23,HOU,PF,57,1,860,0,0,15,74,12
Donald Royal,30,3TM,SF,62,4,858,0,9,55,36,0
Donald Royal,30,ORL,SF,1,1,29,0,0,100,0,0
Donald Royal,30,GSW,SF,36,1,509,0,1,44,55,0
Donald Royal,30,CHH,SF,25,2,320,0,23,68,9,0
Ivano Newbill,26,ATL,PF,72,2,850,0,0,1,86,14
Craig Ehlo,35,SEA,SG,62,0,848,0,23,75,2,0
Joe Kleine,35,3TM,C,59,10,848,0,0,0,1,99
Joe Kleine,35,PHO,C,23,10,365,0,0,0,0,100
Joe Kleine,35,LAL,C,8,0,30,0,0,0,27,73
Joe Kleine,35,NJN,C,28,0,453,0,0,0,0,100
Antonio Lang,24,CLE,PF,64,1,843,0,0,63,37,0
Vincent Askew,30,3TM,SG,43,0,838,6,46,48,0,0
Vincent Askew,30,NJN,SG,1,0,7,0,100,0,0,0
Vincent Askew,30,IND,SG,41,0,822,6,45,49,0,0
Vincent Askew,30,DEN,SG,1,0,9,0,100,0,0,0
Chris Carr,22,MIN,SG,55,10,830,0,84,16,0,0
Terry Cummings,35,SEA,PF,45,3,828,0,0,0,95,5
Lucious Harris,26,PHI,SG,54,3,813,6,91,3,0,0
Ed O'Bannon,24,2TM,SF,64,5,809,0,2,65,33,0
Ed O'Bannon,24,NJN,SF,45,5,634,0,2,58,40,0
Ed O'Bannon,24,DAL,SF,19,0,175,0,0,94,6,0
Nate McMillan,32,SEA,PG,37,2,798,28,72,0,0,0
John Wallace,22,NYK,SF,68,6,787,0,1,94,6,0
Bill Wennington,33,CHI,C,61,19,783,0,0,0,1,100
Wayman Tisdale,32,PHO,PF,53,15,778,0,0,20,73,6
Eric Snow,23,SEA,PG,67,0,775,100,0,0,0,0
Stojko Vranković,33,MIN,C,53,35,766,0,0,0,0,100
Kenny Smith,31,3TM,PG,48,3,765,84,16,0,0,0
Kenny Smith,31,DET,PG,9,0,64,59,41,0,0,0
Kenny Smith,31,ORL,PG,6,0,47,81,19,0,0,0
Kenny Smith,31,DEN,PG,33,3,654,86,14,0,0,0
Erick Strickland,23,DAL,SG,28,15,759,14,86,1,0,0
Chucky Brown,28,2TM,SF,70,1,757,0,3,79,18,0
Chucky Brown,28,PHO,SF,10,0,83,0,18,68,14,0
Chucky Brown,28,MIL,SF,60,1,674,0,1,80,19,0
Eric Piatkowski,26,LAC,SG,65,0,747,0,71,27,2,0
Clifford Rozier,24,2TM,C,42,29,737,0,0,0,3,97
Clifford Rozier,24,GSW,C,1,0,5,0,0,0,0,100
Clifford Rozier,24,TOR,C,41,29,732,0,0,0,4,97
Sean Rooks,27,LAL,C,69,3,735,0,0,0,38,62
Don MacLean,27,PHI,SF,37,2,733,0,0,10,79,11
Dana Barros,29,BOS,PG,24,8,708,100,0,0,0,0
Loren Meyer,24,2TM,PF,54,33,708,0,0,0,75,25
Loren Meyer,24,DAL,PF,19,16,259,0,0,0,91,9
Loren Meyer,24,PHO,PF,35,17,449,0,0,0,66,34
Jud Buechler,28,CHI,SF,76,0,703,0,19,78,3,0
Steve Nash,22,PHO,PG,65,2,684,68,31,1,0,0
Chris Robinson,22,VAN,SG,41,6,681,0,59,41,0,0
Brett Szabo,28,BOS,C,70,24,662,0,0,0,15,85
Pete Chilcutt,28,VAN,PF,54,1,662,0,0,10,78,13
John Crotty,27,MIA,PG,48,0,659,66,34,0,0,0
Doug Overton,27,PHI,PG,61,4,634,83,17,0,0,0
Bobby Hurley,25,SAC,PG,49,12,632,96,4,0,0,0
Jamie Feick,22,2TM,C,41,0,624,0,0,1,79,20
Jamie Feick,22,CHH,C,3,0,10,0,0,0,65,36
Jamie Feick,22,SAS,PF,38,0,614,0,0,1,79,20
Hubert Davis,26,TOR,SG,36,0,623,17,82,1,0,0
Brian Grant,24,SAC,PF,24,15,607,0,0,0,67,33
Samaki Walker,20,DAL,PF,43,12,602,0,0,2,76,22
Ray Owes,24,GSW,PF,57,1,592,0,0,6,84,10
Duane Causwell,28,SAC,C,46,8,581,0,0,0,0,100
Fred Hoiberg,24,IND,SG,47,0,572,9,86,5,0,0
Dontonio Wingfield,22,POR,SF,47,0,569,0,0,91,9,0
Adrian Caldwell,30,2TM,PF,45,0,569,0,0,0,10,90
Adrian Caldwell,30,NJN,PF,18,0,204,0,0,0,24,77
Adrian Caldwell,30,PHI,PF,27,0,365,0,0,0,2,98
Aaron Williams,25,2TM,C,33,1,563,0,0,76,23,2
Aaron Williams,25,DEN,C,1,0,10,0,0,0,0,100
Aaron Williams,25,VAN,PF,32,1,553,0,0,77,23,0
Donny Marshall,24,CLE,SF,56,0,548,0,5,77,18,0
Greg Minor,25,BOS,SF,23,15,547,1,18,69,13,0
Danny Schayes,37,ORL,PF,45,6,540,0,0,0,13,87
Joe Wolf,32,MIL,C,56,7,525,0,0,0,1,99
Malik Rose,22,CHH,PF,54,1,525,0,0,0,72,28
Dee Brown,28,BOS,PG,21,2,522,88,12,0,0,0
Lionel Simmons,28,SAC,SF,41,0,521,0,35,55,10,0
Alton Lister,38,BOS,C,53,2,516,0,0,0,0,100
Rumeal Robinson,30,3TM,PG,54,3,508,73,27,0,0,0
Rumeal Robinson,30,LAL,PG,15,3,126,9,91,0,0,0
Rumeal Robinson,30,PHO,PG,12,0,87,81,19,0,0,0
Rumeal Robinson,30,POR,PG,27,0,295,99,1,0,0,0
Alan Henderson,24,ATL,PF,30,0,501,0,0,11,89,1
Acie Earl,26,2TM,C,47,0,500,0,0,2,24,74
Acie Earl,26,TOR,C,38,0,457,0,0,2,23,75
Acie Earl,26,MIL,C,9,0,43,0,0,0,35,65
Shawn Respert,24,2TM,SG,41,0,495,41,59,0,0,0
Shawn Respert,24,MIL,SG,14,0,83,44,56,0,0,0
Shawn Respert,24,TOR,SG,27,0,412,41,59,0,0,0
Kevin Edwards,31,NJN,PG,32,0,477,94,6,0,0,0
Mitchell Butler,26,POR,SG,49,1,465,1,79,20,0,0
Don Reid,23,DET,PF,47,14,462,0,0,3,87,10
Jermaine O'Neal,18,POR,PF,45,0,458,0,0,0,51,49
Melvin Booker,24,2TM,PG,21,4,430,97,3,0,0,0
Melvin Booker,24,DEN,PG,5,0,21,95,5,0,0,0
Melvin Booker,24,GSW,PG,16,4,409,97,3,0,0,0
Stephen Howard,26,2TM,SF,49,0,418,0,0,22,78,0
Stephen Howard,26,SAS,SF,7,0,69,0,0,0,100,0
Stephen Howard,26,UTA,SF,42,0,349,0,0,26,74,0
Robert Parish,43,CHI,C,43,3,406,0,0,0,0,100
Reggie Slater,26,TOR,PF,26,0,406,0,8,65,27,0
Dickey Simpkins,24,CHI,PF,48,0,395,0,0,0,28,72
Brent Price,28,HOU,PG,25,0,390,100,0,0,0,0
Greg Dreiling,34,DAL,C,40,3,389,0,0,0,0,100
