Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Carmelo Anthony,21,DEN,SF,80,80,2941,0.0,0.0,86.0,14.0,0.0
Andre Miller,29,DEN,PG,82,82,2937,57.0,36.0,8.0,0.0,0.0
Chauncey Billups,29,DET,PG,81,81,2925,94.0,6.0,0.0,0.0,0.0
Mike James,30,TOR,PG,79,79,2925,91.0,9.0,0.0,0.0,0.0
Brad Miller,29,SAC,C,79,79,2923,0.0,0.0,0.0,0.0,100.0
Stephen Jackson,27,IND,SG,81,81,2910,0.0,51.0,48.0,1.0,0.0
Vince Carter,29,NJN,SG,79,79,2906,0.0,83.0,17.0,0.0,0.0
Tayshaun Prince,25,DET,SF,82,82,2898,0.0,0.0,99.0,1.0,0.0
Chris Webber,32,PHI,PF,75,75,2893,0.0,0.0,0.0,81.0,19.0
Dwyane Wade,24,MIA,SG,75,75,2892,2.0,87.0,12.0,0.0,0.0
Ben Wallace,31,DET,C,82,82,2890,0.0,0.0,0.0,2.0,98.0
Jason Richardson,25,GSW,SG,75,75,2877,1.0,68.0,31.0,0.0,0.0
Rashard Lewis,26,SEA,SF,78,77,2876,0.0,1.0,88.0,11.0,1.0
Boris Diaw,23,PHO,PF,81,70,2874,0.0,0.0,2.0,52.0,46.0
Shane Battier,27,MEM,SF,81,81,2839,0.0,0.0,63.0,37.0,0.0
Richard Hamilton,27,DET,SG,80,80,2825,0.0,99.0,1.0,0.0,0.0
Chris Paul,20,NOK,PG,78,78,2808,60.0,41.0,0.0,0.0,0.0
Jason Terry,28,DAL,PG,80,80,2798,93.0,8.0,0.0,0.0,0.0
Steve Nash,31,PHO,PG,79,79,2796,87.0,13.0,0.0,0.0,0.0
Tim Duncan,29,SAS,PF,80,80,2784,0.0,0.0,0.0,71.0,29.0
Al Harrington,25,ATL,PF,76,76,2782,0.0,0.0,20.0,73.0,7.0
Rasheed Wallace,31,DET,PF,80,80,2780,0.0,0.0,0.0,74.0,26.0
Smush Parker,24,LAL,PG,82,82,2773,100.0,0.0,0.0,0.0,0.0
Bruce Bowen,34,SAS,SF,82,82,2755,0.0,0.0,88.0,12.0,0.0
Chris Bosh,21,TOR,C,70,70,2751,0.0,0.0,0.0,19.0,81.0
Wally Szczerbiak,28,2TM,SF,72,71,2729,0.0,0.0,84.0,15.0,0.0
Wally Szczerbiak,28,MIN,SF,40,40,1555,0.0,0.0,79.0,21.0,0.0
Wally Szczerbiak,28,BOS,SF,32,31,1174,0.0,1.0,92.0,7.0,1.0
Tony Parker,23,SAS,PG,80,80,2715,92.0,8.0,0.0,0.0,0.0
Caron Butler,25,WAS,SF,75,54,2708,0.0,33.0,61.0,6.0,0.0
Sam Cassell,36,LAC,PG,78,75,2653,100.0,0.0,0.0,0.0,0.0
DeShawn Stevenson,24,ORL,SG,82,82,2648,0.0,85.0,15.0,0.0,0.0
Luke Ridnour,24,SEA,PG,79,77,2625,99.0,1.0,0.0,0.0,0.0
Hedo Türkoğlu,26,ORL,SF,78,59,2615,0.0,0.0,90.0,10.0,0.0
Luol Deng,20,CHI,SF,78,56,2604,0.0,1.0,90.0,10.0,0.0
Andrei Kirilenko,24,UTA,SF,69,63,2604,0.0,1.0,72.0,27.0,0.0
Peja Stojaković,28,2TM,SF,71,71,2601,0.0,1.0,93.0,7.0,0.0
Peja Stojaković,28,SAC,SF,31,31,1147,0.0,0.0,96.0,4.0,0.0
Peja Stojaković,28,IND,SF,40,40,1454,0.0,1.0,90.0,9.0,0.0
Derek Fisher,31,GSW,PG,82,36,2589,96.0,4.0,0.0,0.0,0.0
Mike Dunleavy,25,GSW,SF,81,68,2578,0.0,0.0,69.0,30.0,1.0
Kyle Korver,24,PHI,SF,82,43,2563,0.0,5.0,75.0,19.0,0.0
Chris Kaman,23,LAC,C,78,78,2560,0.0,0.0,0.0,0.0,100.0
Josh Smith,20,ATL,SF,80,73,2559,0.0,2.0,81.0,17.0,0.0
T.J. Ford,22,MIL,PG,72,70,2557,100.0,0.0,0.0,0.0,0.0
Jamal Crawford,25,NYK,SG,79,27,2555,18.0,74.0,8.0,0.0,0.0
Zach Randolph,24,POR,PF,74,71,2545,0.0,0.0,0.0,86.0,14.0
Bobby Simmons,25,MIL,SF,75,74,2538,0.0,0.0,87.0,13.0,0.0
Juwan Howard,32,HOU,PF,80,80,2537,0.0,0.0,0.0,90.0,9.0
David West,25,NOK,PF,74,74,2526,0.0,0.0,0.0,90.0,10.0
Troy Murphy,25,GSW,PF,74,74,2516,0.0,0.0,0.0,74.0,26.0
Trenton Hassell,26,MIN,SG,77,67,2514,0.0,71.0,27.0,1.0,0.0
Udonis Haslem,25,MIA,PF,81,80,2491,0.0,0.0,0.0,90.0,10.0
Ben Gordon,22,CHI,SG,80,47,2482,1.0,83.0,15.0,1.0,0.0
Nenad Krstić,22,NJN,PF,80,80,2469,0.0,0.0,0.0,57.0,43.0
Jamaal Magloire,27,MIL,C,82,82,2465,0.0,0.0,0.0,0.0,100.0
Zaza Pachulia,21,ATL,C,78,78,2452,0.0,0.0,0.0,0.0,100.0
Eddie Jones,34,MEM,SG,75,75,2437,0.0,95.0,5.0,0.0,0.0
Rafer Alston,29,HOU,PG,63,63,2431,98.0,2.0,0.0,0.0,0.0
Delonte West,22,BOS,PG,71,71,2418,97.0,3.0,0.0,0.0,0.0
Raymond Felton,21,CHA,PG,80,54,2406,55.0,45.0,0.0,0.0,0.0
Steve Francis,28,2TM,SG,70,60,2393,59.0,41.0,0.0,0.0,0.0
Steve Francis,28,ORL,PG,46,45,1734,67.0,33.0,0.0,0.0,0.0
Steve Francis,28,NYK,SG,24,15,659,38.0,61.0,1.0,0.0,0.0
P.J. Brown,36,NOK,C,75,73,2380,0.0,0.0,0.0,5.0,95.0
David Wesley,35,HOU,SG,71,59,2372,39.0,60.0,1.0,0.0,0.0
Charlie Villanueva,21,TOR,PF,81,36,2361,0.0,0.0,16.0,62.0,22.0
Eric Snow,32,CLE,PG,82,82,2351,69.0,31.0,0.0,0.0,0.0
Brevin Knight,30,CHA,PG,69,67,2351,100.0,0.0,0.0,0.0,0.0
Andrew Bogut,21,MIL,PF,82,77,2348,0.0,0.0,0.0,80.0,20.0
Luther Head,23,HOU,SG,80,27,2310,8.0,70.0,22.0,0.0,0.0
Deron Williams,21,UTA,PG,80,47,2307,70.0,30.0,0.0,0.0,0.0
Gary Payton,37,MIA,PG,81,25,2305,70.0,30.0,0.0,0.0,0.0
Kenny Thomas,28,SAC,PF,82,55,2293,0.0,0.0,3.0,95.0,2.0
Antonio Daniels,30,WAS,SG,80,17,2283,14.0,84.0,2.0,0.0,0.0
Zydrunas Ilgauskas,30,CLE,C,78,78,2283,0.0,0.0,0.0,0.0,100.0
Mike Miller,25,MEM,SG,74,9,2268,0.0,46.0,54.0,0.0,0.0
Josh Childress,22,ATL,SF,74,10,2249,0.0,46.0,52.0,2.0,0.0
Mark Blount,30,2TM,C,81,55,2240,0.0,0.0,0.0,0.0,100.0
Mark Blount,30,BOS,C,39,25,1083,0.0,0.0,0.0,0.0,100.0
Mark Blount,30,MIN,C,42,30,1157,0.0,0.0,0.0,0.0,100.0
Andrés Nocioni,26,CHI,PF,82,43,2239,0.0,0.0,42.0,56.0,1.0
Tony Battie,29,ORL,C,82,82,2215,0.0,0.0,0.0,9.0,91.0
Metta World Peace,26,2TM,SF,56,56,2207,0.0,0.0,94.0,5.0,0.0
Metta World Peace,26,IND,SF,16,16,603,0.0,0.0,89.0,11.0,0.0
Metta World Peace,26,SAC,SF,40,40,1604,0.0,1.0,96.0,3.0,0.0
Antoine Walker,29,MIA,PF,82,19,2199,0.0,0.0,33.0,66.0,0.0
Stephon Marbury,28,NYK,PG,60,60,2193,78.0,22.0,0.0,0.0,0.0
Drew Gooden,24,CLE,PF,79,79,2174,0.0,0.0,0.0,71.0,29.0
Primož Brezec,26,CHA,C,79,79,2165,0.0,0.0,0.0,0.0,100.0
Chris Duhon,23,CHI,PG,74,38,2155,89.0,11.0,0.0,0.0,0.0
Tyson Chandler,23,CHI,C,79,50,2121,0.0,0.0,0.0,1.0,100.0
Ronald Murray,26,2TM,SG,76,27,2112,30.0,67.0,2.0,0.0,0.0
Ronald Murray,26,SEA,SG,48,2,1085,53.0,46.0,1.0,0.0,0.0
Ronald Murray,26,CLE,SG,28,25,1027,6.0,90.0,4.0,0.0,0.0
Marko Jarić,27,MIN,PG,75,49,2102,68.0,30.0,2.0,0.0,0.0
Desmond Mason,28,NOK,SF,70,55,2102,0.0,1.0,88.0,11.0,0.0
Damon Jones,29,CLE,PG,82,7,2089,97.0,3.0,0.0,0.0,0.0
Jumaine Jones,26,CHA,PF,76,42,2089,0.0,0.0,33.0,56.0,11.0
Donyell Marshall,32,CLE,PF,81,0,2077,0.0,0.0,2.0,97.0,1.0
John Salmons,26,PHI,SG,82,24,2059,10.0,81.0,9.0,0.0,0.0
Michael Finley,32,SAS,SG,77,18,2038,0.0,43.0,53.0,4.0,0.0
Raef LaFrentz,29,BOS,PF,82,63,2033,0.0,0.0,0.0,62.0,38.0
Speedy Claxton,27,NOK,PG,71,3,2019,100.0,0.0,0.0,0.0,0.0
Jalen Rose,33,2TM,SG,72,45,1983,1.0,24.0,72.0,3.0,0.0
Jalen Rose,33,TOR,SF,46,22,1236,0.0,8.0,88.0,4.0,0.0
Jalen Rose,33,NYK,SG,26,23,747,2.0,52.0,46.0,0.0,0.0
Anthony Johnson,31,IND,PG,75,53,1981,99.0,1.0,0.0,0.0,0.0
Kwame Brown,23,LAL,C,72,49,1978,0.0,0.0,0.0,20.0,81.0
Vladimir Radmanović,25,2TM,PF,77,27,1974,0.0,0.0,26.0,66.0,8.0
Vladimir Radmanović,25,SEA,PF,47,16,1089,0.0,0.0,6.0,81.0,14.0
Vladimir Radmanović,25,LAC,PF,30,11,885,0.0,0.0,52.0,48.0,1.0
Baron Davis,26,GSW,PG,54,48,1971,53.0,47.0,0.0,0.0,0.0
Shareef Abdur-Rahim,29,SAC,PF,72,30,1961,0.0,0.0,0.0,70.0,30.0
Marvin Williams,19,ATL,PF,79,7,1952,0.0,0.0,1.0,71.0,28.0
Jared Jeffries,24,WAS,PF,77,77,1951,0.0,0.0,5.0,87.0,8.0
Yao Ming,25,HOU,C,57,57,1949,0.0,0.0,0.0,0.0,100.0
Matt Harpring,29,UTA,SF,71,32,1944,0.0,28.0,71.0,1.0,0.0
Erick Dampier,30,DAL,C,82,36,1934,0.0,0.0,0.0,1.0,99.0
Juan Dixon,27,POR,SG,76,42,1920,28.0,71.0,1.0,0.0,0.0
Josh Howard,25,DAL,SF,59,58,1915,0.0,4.0,92.0,5.0,0.0
James Posey,29,MIA,SF,67,63,1914,0.0,3.0,97.0,0.0,0.0
Kevin Martin,22,SAC,SG,72,41,1913,5.0,80.0,15.0,0.0,0.0
Keith Bogans,25,2TM,SG,72,31,1912,0.0,46.0,54.0,0.0,0.0
Keith Bogans,25,CHA,SG,39,9,848,0.0,91.0,9.0,0.0,0.0
Keith Bogans,25,HOU,SF,33,22,1064,0.0,10.0,90.0,1.0,0.0
Jason Collins,27,NJN,C,71,70,1895,0.0,0.0,0.0,0.0,100.0
Gerald Wallace,23,CHA,SF,55,52,1895,0.0,1.0,69.0,29.0,2.0
Brendan Haywood,26,WAS,C,79,70,1879,0.0,0.0,0.0,0.0,100.0
Rasual Butler,26,NOK,SF,79,20,1875,0.0,31.0,67.0,2.0,0.0
Jason Williams,30,MIA,PG,59,56,1874,100.0,0.0,0.0,0.0,0.0
Eddy Curry,23,NYK,C,72,69,1865,0.0,0.0,0.0,0.0,100.0
Clifford Robinson,39,NJN,PF,80,13,1863,0.0,0.0,0.0,73.0,27.0
Marcus Camby,31,DEN,C,56,54,1857,0.0,0.0,0.0,26.0,74.0
Fred Jones,26,IND,SG,68,2,1837,0.0,89.0,11.0,0.0,0.0
Adonal Foyle,30,GSW,C,77,72,1824,0.0,0.0,0.0,0.0,100.0
Manu Ginóbili,28,SAS,SG,65,56,1813,0.0,83.0,17.0,0.0,0.0
Shaquille O'Neal,33,MIA,C,59,58,1806,0.0,0.0,0.0,0.0,100.0
Jermaine O'Neal,27,IND,PF,51,47,1802,0.0,0.0,0.0,45.0,55.0
Ruben Patterson,30,2TM,SG,71,22,1792,0.0,37.0,60.0,4.0,0.0
Ruben Patterson,30,POR,SF,45,2,1056,0.0,16.0,80.0,4.0,0.0
Ruben Patterson,30,DEN,SG,26,20,736,0.0,67.0,31.0,3.0,0.0
Jameer Nelson,23,ORL,PG,62,33,1784,97.0,3.0,0.0,0.0,0.0
Steve Blake,25,POR,PG,68,57,1781,85.0,15.0,0.0,0.0,0.0
Bobby Jackson,32,MEM,PG,71,15,1775,86.0,14.0,0.0,0.0,0.0
James Jones,25,PHO,SF,75,24,1772,0.0,5.0,84.0,12.0,0.0
Marquis Daniels,25,DAL,SG,62,29,1766,3.0,63.0,34.0,0.0,0.0
Danny Granger,22,IND,SF,78,17,1765,0.0,0.0,27.0,71.0,2.0
Samuel Dalembert,24,PHI,C,66,52,1761,0.0,0.0,0.0,0.0,100.0
Greg Buckner,29,DEN,SG,73,27,1758,0.0,73.0,26.0,2.0,0.0
Tracy McGrady,26,HOU,SF,47,47,1745,0.0,0.0,91.0,10.0,0.0
Antonio McDyess,31,DET,PF,82,0,1733,0.0,0.0,0.0,97.0,3.0
Jarron Collins,27,UTA,C,79,41,1730,0.0,0.0,0.0,0.0,100.0
Chucky Atkins,31,2TM,PG,71,41,1713,80.0,20.0,0.0,0.0,0.0
Chucky Atkins,31,WAS,SG,28,2,552,39.0,62.0,0.0,0.0,0.0
Chucky Atkins,31,MEM,PG,43,39,1161,100.0,0.0,0.0,0.0,0.0
Devin Brown,27,UTA,SG,81,14,1711,0.0,79.0,21.0,0.0,0.0
Matt Bonner,25,TOR,PF,78,6,1710,0.0,0.0,25.0,73.0,2.0
Lorenzen Wright,30,MEM,C,78,58,1689,0.0,0.0,0.0,1.0,99.0
Bonzi Wells,29,SAC,SG,52,41,1684,4.0,95.0,1.0,0.0,0.0
Sebastian Telfair,20,POR,PG,68,30,1641,100.0,0.0,0.0,0.0,0.0
Jarrett Jack,22,POR,SG,79,4,1599,16.0,80.0,4.0,0.0,0.0
Leandro Barbosa,23,PHO,SG,57,11,1592,6.0,93.0,1.0,0.0,0.0
Joey Graham,23,TOR,SF,80,24,1581,0.0,19.0,77.0,4.0,0.0
Jeff Foster,29,IND,C,63,37,1581,0.0,0.0,0.0,32.0,68.0
Francisco Elson,29,DEN,C,72,54,1579,0.0,0.0,0.0,0.0,100.0
Earl Watson,26,2TM,PG,70,10,1578,53.0,47.0,0.0,0.0,0.0
Earl Watson,26,DEN,PG,46,10,975,50.0,50.0,0.0,0.0,0.0
Earl Watson,26,SEA,PG,24,0,603,58.0,42.0,0.0,0.0,0.0
Channing Frye,22,NYK,C,65,14,1572,0.0,0.0,0.0,39.0,61.0
Šarūnas Jasikevičius,29,IND,PG,75,15,1557,58.0,40.0,1.0,0.0,0.0
Kenyon Martin,28,DEN,PF,56,49,1546,0.0,0.0,0.0,68.0,32.0
Nate Robinson,21,NYK,PG,72,26,1544,100.0,0.0,0.0,0.0,0.0
Devean George,28,LAL,SF,71,5,1542,0.0,14.0,82.0,4.0,0.0
Earl Boykins,29,DEN,PG,60,0,1542,100.0,0.0,0.0,0.0,0.0
Chris Mihm,26,LAL,C,59,56,1541,0.0,0.0,0.0,1.0,100.0
Brian Cook,25,LAL,PF,81,46,1535,0.0,0.0,63.0,32.0,5.0
Mo Williams,23,MIL,PG,58,12,1531,61.0,39.0,0.0,0.0,0.0
Chris Wilcox,23,2TM,C,77,24,1529,0.0,0.0,0.0,72.0,28.0
Chris Wilcox,23,LAC,C,48,1,657,0.0,0.0,0.0,39.0,61.0
Chris Wilcox,23,SEA,PF,29,23,872,0.0,0.0,1.0,96.0,3.0
Damien Wilkins,26,SEA,SF,82,12,1525,0.0,22.0,76.0,2.0,0.0
Shaun Livingston,20,LAC,PG,61,14,1525,59.0,41.0,0.0,0.0,0.0
Jerry Stackhouse,31,DAL,SG,55,11,1525,0.0,46.0,50.0,3.0,0.0
Rasho Nesterović,29,SAS,C,80,51,1515,0.0,0.0,0.0,0.0,100.0
Quinton Ross,24,LAC,SF,67,45,1515,0.0,92.0,8.0,0.0,0.0
DeSagana Diop,24,DAL,C,81,45,1510,0.0,0.0,0.0,1.0,99.0
Marcus Banks,24,2TM,PG,58,29,1497,98.0,2.0,0.0,0.0,0.0
Marcus Banks,24,BOS,PG,18,1,269,97.0,3.0,0.0,0.0,0.0
Marcus Banks,24,MIN,PG,40,28,1228,99.0,2.0,0.0,0.0,0.0
Viktor Khryapa,23,POR,SF,69,53,1492,0.0,0.0,64.0,32.0,4.0
José Calderón,24,TOR,SG,64,11,1487,49.0,50.0,1.0,0.0,0.0
Sasha Vujačić,21,LAL,PG,82,4,1449,72.0,29.0,0.0,0.0,0.0
Eduardo Nájera,29,DEN,PF,64,3,1449,0.0,0.0,5.0,87.0,8.0
Nick Collison,25,SEA,PF,66,27,1448,0.0,0.0,1.0,56.0,43.0
Quentin Richardson,25,NYK,SF,55,43,1442,0.0,41.0,58.0,1.0,0.0
Eddie House,27,PHO,PG,81,0,1421,99.0,1.0,0.0,0.0,0.0
Kurt Thomas,33,PHO,C,53,50,1411,0.0,0.0,0.0,1.0,99.0
Joel Przybilla,26,POR,C,56,52,1395,0.0,0.0,0.0,0.0,100.0
Reggie Evans,25,2TM,PF,67,25,1393,0.0,0.0,2.0,77.0,21.0
Reggie Evans,25,SEA,PF,41,23,788,0.0,0.0,3.0,90.0,7.0
Reggie Evans,25,DEN,PF,26,2,605,0.0,0.0,0.0,60.0,40.0
Nazr Mohammed,28,SAS,C,80,30,1389,0.0,0.0,0.0,12.0,88.0
Milt Palacio,27,UTA,PG,71,18,1376,82.0,19.0,0.0,0.0,0.0
Ryan Gomes,23,BOS,PF,61,33,1376,0.0,1.0,27.0,69.0,3.0
Rashad McCants,21,MIN,SG,79,12,1362,0.0,85.0,15.0,0.0,0.0
Eddie Griffin,23,MIN,C,70,27,1359,0.0,0.0,0.0,15.0,85.0
Melvin Ely,27,CHA,PF,57,22,1348,0.0,0.0,0.0,59.0,41.0
Stromile Swift,26,HOU,C,66,5,1344,0.0,0.0,0.0,61.0,39.0
Luke Walton,25,LAL,SF,69,6,1333,0.0,2.0,65.0,34.0,0.0
Kendrick Perkins,21,BOS,C,68,40,1332,0.0,0.0,0.0,18.0,82.0
Darius Songaila,27,CHI,PF,62,7,1329,0.0,0.0,0.0,81.0,19.0
Steven Hunter,24,PHI,C,69,35,1312,0.0,0.0,0.0,9.0,91.0
Kirk Snyder,22,NOK,SG,68,45,1310,6.0,92.0,3.0,0.0,0.0
Bernard Robinson,25,CHA,SF,66,18,1303,0.0,14.0,76.0,9.0,0.0
Alonzo Mourning,35,MIA,C,65,20,1302,0.0,0.0,0.0,1.0,99.0
Francisco García,24,SAC,SF,67,11,1301,0.0,37.0,62.0,1.0,0.0
Theo Ratliff,32,POR,C,55,19,1301,0.0,0.0,0.0,1.0,99.0
Darius Miles,24,POR,SF,40,23,1286,0.0,2.0,78.0,20.0,1.0
Charlie Bell,26,MIL,SG,59,6,1283,24.0,72.0,4.0,0.0,0.0
Johan Petro,20,SEA,C,68,41,1282,0.0,0.0,0.0,0.0,100.0
Larry Hughes,27,CLE,SG,36,31,1281,1.0,86.0,13.0,0.0,0.0
Matt Carroll,25,CHA,SG,78,6,1275,1.0,83.0,16.0,0.0,0.0
Devin Harris,22,DAL,PG,56,4,1275,53.0,47.0,0.0,0.0,0.0
Brent Barry,34,SAS,SG,74,5,1259,3.0,91.0,6.0,0.0,0.0
Adrian Griffin,31,DAL,SG,52,45,1245,2.0,85.0,13.0,0.0,0.0
Salim Stoudamire,23,ATL,SG,61,1,1236,81.0,19.0,0.0,0.0,0.0
Orien Greene,23,BOS,PG,80,5,1235,75.0,25.0,0.0,0.0,0.0
Jacque Vaughn,30,NJN,SG,80,6,1234,36.0,62.0,2.0,0.0,0.0
Tyronn Lue,28,ATL,PG,51,10,1234,100.0,0.0,0.0,0.0,0.0
Keith McLeod,26,UTA,PG,66,32,1232,100.0,0.0,0.0,0.0,0.0
Mike Sweetney,23,CHI,C,66,44,1222,0.0,0.0,0.0,29.0,72.0
Maurice Taylor,29,NYK,PF,67,13,1210,0.0,0.0,0.0,85.0,15.0
Carlos Arroyo,26,2TM,PG,77,0,1194,64.0,35.0,0.0,0.0,0.0
Carlos Arroyo,26,DET,PG,50,0,600,100.0,0.0,0.0,0.0,0.0
Carlos Arroyo,26,ORL,SG,27,0,594,29.0,71.0,1.0,0.0,0.0
Robert Horry,35,SAS,PF,63,3,1182,0.0,0.0,0.0,96.0,4.0
Mickaël Piétrus,23,GSW,SF,52,18,1179,0.0,20.0,73.0,7.0,0.0
Travis Outlaw,21,POR,PF,69,11,1153,0.0,0.0,21.0,68.0,12.0
Austin Croshere,30,IND,PF,50,26,1148,0.0,0.0,0.0,93.0,8.0
Maurice Evans,27,DET,SG,80,1,1139,0.0,59.0,41.0,0.0,0.0
Keyon Dooling,25,ORL,PG,50,7,1137,59.0,41.0,1.0,0.0,0.0
David Lee,22,NYK,SF,67,14,1129,0.0,0.0,57.0,42.0,1.0
Jamaal Tinsley,27,IND,PG,42,27,1122,85.0,15.0,0.0,0.0,0.0
Etan Thomas,27,WAS,C,71,9,1121,0.0,0.0,0.0,2.0,98.0
Malik Rose,31,NYK,PF,72,35,1119,0.0,0.0,19.0,79.0,2.0
Kareem Rush,25,CHA,SG,47,25,1111,0.0,63.0,36.0,1.0,0.0
Keith Van Horn,30,DAL,SF,53,0,1090,0.0,0.0,30.0,69.0,1.0
Martell Webster,19,POR,SF,61,18,1070,0.0,33.0,55.0,11.0,0.0
Kevin Ollie,33,PHI,SG,70,23,1069,42.0,58.0,0.0,0.0,0.0
Al Jefferson,21,BOS,PF,59,7,1062,0.0,0.0,0.0,43.0,57.0
Derek Anderson,31,2TM,SG,43,11,1047,14.0,53.0,31.0,2.0,0.0
Derek Anderson,31,HOU,SG,20,8,582,0.0,45.0,51.0,3.0,0.0
Derek Anderson,31,MIA,SG,23,3,465,32.0,62.0,7.0,0.0,0.0
David Harrison,23,IND,C,67,17,1034,0.0,0.0,0.0,0.0,100.0
Ike Diogu,22,GSW,PF,69,14,1031,0.0,0.0,2.0,85.0,12.0
Marc Jackson,31,2TM,C,64,10,1027,0.0,0.0,0.0,2.0,98.0
Marc Jackson,31,NJN,C,37,0,433,0.0,0.0,0.0,5.0,95.0
Marc Jackson,31,NOK,C,27,10,594,0.0,0.0,0.0,0.0,100.0
Carlos Boozer,24,UTA,PF,33,19,1025,0.0,0.0,0.0,89.0,12.0
Toni Kukoč,37,MIL,PF,65,0,1018,0.0,0.0,12.0,87.0,1.0
Qyntel Woods,24,NYK,SF,49,16,1013,0.0,4.0,94.0,2.0,0.0
Michael Ruffin,29,WAS,C,76,4,1010,0.0,0.0,0.0,46.0,54.0
Andris Biedriņš,19,GSW,C,68,2,1000,0.0,0.0,0.0,0.0,100.0
Trevor Ariza,20,2TM,SF,57,10,999,0.0,11.0,88.0,1.0,0.0
Trevor Ariza,20,NYK,SF,36,10,709,0.0,15.0,85.0,0.0,0.0
Trevor Ariza,20,ORL,SF,21,0,290,0.0,1.0,94.0,5.0,0.0
Justin Reed,24,2TM,SF,72,6,997,0.0,1.0,47.0,51.0,1.0
Justin Reed,24,BOS,SF,32,0,291,0.0,3.0,73.0,23.0,2.0
Justin Reed,24,MIN,SF,40,6,706,0.0,0.0,36.0,62.0,1.0
J.R. Smith,20,NOK,SG,55,25,989,0.0,92.0,8.0,0.0,0.0
Robert Swift,20,SEA,C,47,20,987,0.0,0.0,0.0,1.0,99.0
Nick Van Exel,34,SAS,PG,65,2,986,100.0,0.0,0.0,0.0,0.0
Royal Ivey,24,ATL,PG,73,66,978,100.0,0.0,0.0,0.0,0.0
Tony Allen,24,BOS,PG,51,9,978,21.0,74.0,5.0,0.0,0.0
Daniel Ewing,22,LAC,SG,66,5,971,29.0,67.0,5.0,0.0,0.0
Dahntay Jones,25,MEM,SF,71,4,967,0.0,13.0,82.0,5.0,0.0
Gordan Giriček,28,UTA,SG,37,36,956,0.0,79.0,21.0,0.0,0.0
Dikembe Mutombo,39,HOU,C,64,23,955,0.0,0.0,0.0,0.0,100.0
Brian Skinner,29,2TM,C,65,5,944,0.0,0.0,0.0,10.0,90.0
Brian Skinner,29,SAC,PF,38,0,429,0.0,0.0,0.0,19.0,82.0
Brian Skinner,29,POR,C,27,5,515,0.0,0.0,0.0,3.0,97.0
Corey Maggette,26,LAC,SF,32,13,943,0.0,13.0,84.0,3.0,0.0
Antonio Davis,37,2TM,PF,44,39,940,0.0,0.0,0.0,92.0,8.0
Antonio Davis,37,NYK,PF,36,31,749,0.0,0.0,0.0,92.0,8.0
Antonio Davis,37,TOR,C,8,8,191,0.0,0.0,0.0,95.0,5.0
Brian Scalabrine,27,BOS,PF,71,1,938,0.0,0.0,8.0,76.0,16.0
Pat Garrity,29,ORL,PF,57,0,938,0.0,0.0,0.0,97.0,3.0
