Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Raef LaFrentz,25,DEN,C,51,51,1668,0,0,0,0,100
Raef LaFrentz,25,DAL,C,27,25,787,0,0,1,77,23
Dale Davis,32,POR,C,78,77,2447,0,0,0,1,99
Jamaal Tinsley,23,IND,PG,80,78,2442,94,6,0,0,0
Kenny Anderson,31,BOS,PG,76,76,2430,100,0,0,0,0
Shaquille O'Neal,29,LAL,C,67,66,2422,0,0,0,0,100
Vlade Divac,33,SAC,C,80,80,2420,0,0,0,0,100
Desmond Mason,24,SEA,SF,75,20,2420,0,6,89,5,0
Pat Garrity,25,ORL,PF,80,43,2406,0,0,1,80,19
Vince Carter,25,TOR,SG,60,60,2385,0,70,29,0,0
Mark Jackson,36,NYK,PG,82,82,2367,100,0,0,0,0
Chauncey Billups,25,MIN,PG,82,54,2355,98,2,0,0,0
Bonzi Wells,25,POR,SG,74,69,2348,0,66,33,1,0
Glenn Robinson,29,MIL,SF,66,63,2346,0,15,73,12,0
Steve Francis,24,HOU,PG,57,56,2343,61,39,0,0,0
Lamond Murray,28,CLE,SF,71,68,2312,0,1,83,16,0
David Robinson,36,SAS,C,78,78,2303,0,0,0,0,100
Rod Strickland,35,MIA,PG,76,64,2294,83,16,1,0,0
Rick Fox,32,LAL,SF,82,82,2289,0,2,98,1,0
Chucky Atkins,27,DET,PG,79,62,2285,100,0,0,0,0
Tony Parker,19,SAS,PG,77,72,2267,100,0,0,0,0
Brad Miller,25,2TM,C,76,75,2263,0,0,0,9,91
Brad Miller,25,CHI,C,48,47,1391,0,0,0,15,85
Brad Miller,25,IND,C,28,28,872,0,0,0,0,100
Brian Grant,29,MIA,PF,72,72,2256,0,0,0,78,22
Moochie Norris,28,HOU,PG,82,26,2249,100,0,0,0,0
James Posey,25,DEN,SF,73,63,2238,0,1,43,54,2
Trenton Hassell,22,CHI,SG,78,47,2237,0,74,26,0,0
Jason Williams,26,MEM,PG,65,65,2236,90,10,0,0,0
Darius Miles,20,LAC,SF,82,6,2227,0,1,61,38,0
Eric Snow,28,PHI,PG,61,61,2225,76,24,1,0,0
Rasho Nesterović,25,MIN,C,82,82,2218,0,0,0,2,98
Danny Fortson,25,GSW,PF,77,76,2216,0,0,1,91,8
Steve Smith,32,SAS,SG,77,76,2211,0,56,44,0,0
Horace Grant,36,ORL,C,76,76,2210,0,0,0,31,69
Richard Hamilton,23,WAS,SG,63,57,2203,9,81,10,0,0
Keon Clark,26,TOR,C,81,31,2185,0,0,0,30,70
Antonio Daniels,26,SAS,SG,82,13,2175,9,72,19,0,0
Chris Whitney,30,WAS,PG,82,81,2171,100,0,0,0,0
Nazr Mohammed,24,ATL,C,82,73,2168,0,0,0,21,79
Elden Campbell,33,CHH,PF,77,74,2156,0,0,0,74,26
Quentin Richardson,21,LAC,SG,81,0,2152,0,69,31,0,0
Andrei Kirilenko,20,UTA,SF,82,40,2151,0,1,71,28,1
Jumaine Jones,22,CLE,PF,81,36,2142,0,0,15,82,3
Robert Horry,31,LAL,PF,81,23,2140,0,0,0,98,2
Mike Miller,21,ORL,SF,63,53,2123,0,17,74,10,0
Michael Jordan,38,WAS,SF,60,53,2093,0,18,77,4,0
Derrick Coleman,34,PHI,PF,58,58,2080,0,0,0,77,23
Chris Webber,28,SAC,PF,54,54,2071,0,0,0,91,9
Anthony Peeler,32,MIN,SG,82,0,2060,8,92,1,0,0
Larry Hughes,23,GSW,SG,73,56,2049,53,44,2,0,0
Bryon Russell,31,UTA,SG,66,40,1998,0,73,27,0,0
Scottie Pippen,36,POR,SF,62,60,1996,0,0,87,13,0
Morris Peterson,24,TOR,SF,63,56,1988,0,26,72,1,0
Tim Thomas,24,MIL,SF,74,22,1987,0,0,50,49,1
Jon Barry,32,DET,SG,82,6,1985,1,99,1,0,0
Derek Fisher,27,LAL,PG,70,35,1974,99,1,0,0,0
Hedo Türkoğlu,22,SAC,SF,80,10,1970,0,0,67,32,1
Marcus Fizer,23,CHI,PF,76,20,1963,0,0,3,76,21
Ricky Davis,22,CLE,SF,82,8,1954,0,30,68,2,0
Bo Outlaw,30,2TM,PF,83,36,1928,0,0,5,65,30
Bo Outlaw,30,ORL,PF,10,0,160,0,0,44,53,3
Bo Outlaw,30,PHO,PF,73,36,1768,0,0,2,66,32
Joe Smith,26,MIN,C,72,63,1922,0,0,0,69,31
Popeye Jones,31,WAS,PF,79,40,1920,0,0,1,94,5
Richard Jefferson,21,NJN,SF,79,9,1917,0,1,96,3,0
Kelvin Cato,27,HOU,C,75,73,1917,0,0,0,0,100
Joe Johnson,20,2TM,SG,77,60,1916,0,37,60,3,0
Joe Johnson,20,BOS,SG,48,33,1003,0,15,85,1,0
Joe Johnson,20,PHO,SG,29,27,913,0,61,33,6,0
Michael Curry,33,DET,SG,82,75,1912,0,79,21,0,0
Lee Nailon,26,CHH,SF,79,41,1912,0,1,79,20,0
Eddie Griffin,19,HOU,PF,73,24,1896,0,0,0,63,37
Scot Pollard,26,SAC,C,80,29,1881,0,0,0,36,64
Rodney Rogers,30,2TM,SF,77,8,1880,0,2,35,59,4
Rodney Rogers,30,PHO,SF,50,7,1254,0,0,13,82,6
Rodney Rogers,30,BOS,SF,27,1,626,0,7,80,13,0
Grant Long,35,MEM,PF,66,56,1868,0,0,88,12,0
Derek Anderson,27,POR,SG,70,27,1860,17,78,5,0,0
Jacque Vaughn,26,ATL,PG,82,16,1856,100,0,0,0,0
Troy Hudson,25,ORL,PG,81,4,1854,59,40,0,0,0
George McCloud,34,DEN,SF,69,26,1830,4,31,53,13,0
Jim Jackson,31,MIA,SF,55,19,1825,0,10,88,2,0
Tony Battie,25,BOS,C,74,73,1819,0,0,0,1,99
Stromile Swift,22,MEM,PF,68,14,1805,0,0,10,68,22
Jeff Foster,25,IND,C,82,48,1786,0,0,0,14,86
Bob Sura,28,GSW,PG,78,5,1780,57,43,0,0,0
Rodney Buford,24,MEM,SG,63,21,1769,2,86,12,0,0
Ruben Patterson,26,POR,SF,75,13,1765,0,16,72,12,0
Devean George,24,LAL,SF,82,1,1759,0,0,88,12,0
Bobby Jackson,28,SAC,PG,81,3,1750,99,1,0,0,0
Donyell Marshall,28,UTA,SF,58,42,1750,0,3,90,6,0
Eric Williams,29,BOS,SF,74,30,1747,0,2,74,24,0
Travis Best,29,2TM,PG,74,21,1747,100,0,0,0,0
Travis Best,29,IND,PG,44,3,954,100,0,0,0,0
Travis Best,29,CHI,PG,30,18,793,100,0,0,0,0
Erick Dampier,26,GSW,C,73,46,1740,0,0,0,0,100
Clarence Weatherspoon,31,NYK,PF,56,41,1728,0,0,0,98,2
DerMarr Johnson,21,ATL,SF,72,46,1727,0,26,73,1,0
Malik Rose,27,SAS,PF,82,1,1725,0,0,5,95,1
Kevin Ollie,29,2TM,PG,81,17,1723,92,8,0,0,0
Kevin Ollie,29,CHI,PG,52,17,1146,93,7,0,0,0
Kevin Ollie,29,IND,PG,29,0,577,89,11,0,0,0
Eric Piatkowski,31,LAC,SG,71,64,1718,0,41,58,1,0
Ron Mercer,25,2TM,SG,53,41,1716,0,39,60,1,0
Ron Mercer,25,CHI,SG,40,40,1503,0,38,62,0,0
Ron Mercer,25,IND,SG,13,1,213,0,44,50,7,0
Vin Baker,30,SEA,C,55,41,1710,0,0,0,19,81
Corliss Williamson,28,DET,SF,78,7,1701,0,1,67,32,0
Bruce Bowen,30,SAS,SF,59,59,1699,0,9,91,0,0
Ryan Bowen,26,DEN,SF,75,21,1686,0,8,61,30,1
LaPhonso Ellis,31,MIA,SF,66,14,1684,0,0,37,62,0
Voshon Lenard,28,DEN,SG,71,19,1665,14,80,6,0,0
Ervin Johnson,34,MIL,C,81,9,1660,0,0,0,0,100
Chris Mihm,22,CLE,C,74,60,1659,0,0,0,11,90
Samaki Walker,25,LAL,PF,69,63,1655,0,0,0,60,40
Jonathan Bender,21,IND,SF,78,17,1647,0,13,72,15,0
Erick Strickland,28,BOS,PG,79,4,1643,48,52,0,0,0
Metta World Peace,22,2TM,SF,55,50,1642,0,16,77,7,0
Metta World Peace,22,CHI,SF,27,26,823,0,0,88,12,0
Metta World Peace,22,IND,SF,28,24,819,0,32,66,2,0
Jerome Williams,28,TOR,PF,68,32,1641,0,0,64,36,0
Calbert Cheaney,30,DEN,SG,68,47,1631,14,54,32,0,0
Lindsey Hunter,31,LAL,PG,82,47,1616,100,0,0,0,0
Corey Maggette,22,LAC,SG,63,52,1615,0,99,1,0,0
Jamal Mashburn,29,CHH,SF,40,40,1601,0,7,80,13,0
Tim Hardaway,35,2TM,PG,68,16,1601,99,1,0,0,0
Tim Hardaway,35,DAL,PG,54,2,1276,98,2,0,0,0
Tim Hardaway,35,DEN,PG,14,14,325,100,0,0,0,0
Shandon Anderson,28,NYK,SG,82,6,1596,0,53,46,1,0
Jake Tsakalidis,22,PHO,C,67,47,1582,0,0,0,0,100
Chris Childs,34,TOR,PG,69,4,1576,100,0,0,0,0
Othella Harrington,28,NYK,PF,77,4,1563,0,0,0,73,27
Lucious Harris,31,NJN,SG,74,0,1553,0,93,7,0,0
Jamaal Magloire,23,CHH,C,82,8,1549,0,0,0,0,100
Aaron Williams,30,NJN,PF,82,13,1546,0,0,5,76,20
Speedy Claxton,23,PHI,PG,67,18,1528,100,0,0,0,0
Greg Anthony,34,2TM,PG,60,38,1514,100,0,0,0,0
Greg Anthony,34,CHI,PG,36,35,961,100,0,0,0,0
Greg Anthony,34,MIL,PG,24,3,553,100,0,0,0,0
Todd MacCulloch,26,NJN,C,62,61,1502,0,0,0,0,100
Tyrone Nesby,26,WAS,SF,70,9,1498,1,10,66,23,0
Toni Kukoč,33,ATL,SF,59,9,1494,0,2,90,8,0
Adonal Foyle,26,GSW,C,79,36,1485,0,0,0,5,96
Aaron McKie,29,PHI,SG,48,16,1471,0,44,54,2,0
Tyronn Lue,24,WAS,PG,71,0,1458,91,9,0,0,0
Troy Murphy,21,GSW,PF,82,4,1448,0,0,2,70,29
Tony Delk,28,2TM,SG,63,17,1447,38,62,0,0,0
Tony Delk,28,PHO,SG,41,1,877,38,62,0,0,0
Tony Delk,28,BOS,SG,22,16,570,39,61,0,0,0
Christian Laettner,32,WAS,PF,57,48,1441,0,0,1,65,34
Jarron Collins,23,UTA,C,70,68,1440,0,0,0,1,99
Corie Blount,33,PHI,PF,72,21,1426,0,0,1,89,10
Michael Redd,22,MIL,SG,67,8,1417,3,75,22,1,0
Kendall Gill,33,MIA,SG,65,49,1410,4,90,6,0,0
Fred Hoiberg,29,CHI,SG,79,8,1408,6,91,3,0,0
Jason Collins,23,NJN,C,77,9,1407,0,0,0,4,96
Tyson Chandler,19,CHI,C,71,31,1389,0,0,2,54,45
Adrian Griffin,27,DAL,SG,58,34,1383,0,73,25,2,0
Charles Oakley,38,CHI,PF,57,36,1383,0,0,6,93,1
Hakeem Olajuwon,39,TOR,C,61,37,1378,0,0,0,0,100
Hanno Möttölä,25,ATL,C,82,14,1371,0,0,0,0,100
Eduardo Nájera,25,DAL,PF,62,11,1357,0,1,53,45,2
Avery Johnson,36,2TM,PG,68,13,1352,100,0,0,0,0
Avery Johnson,36,DEN,PG,51,13,1200,100,0,0,0,0
Avery Johnson,36,DAL,PG,17,0,152,100,0,0,0,0
Jahidi White,25,WAS,C,71,69,1346,0,0,0,3,97
Vitaly Potapenko,26,BOS,C,79,9,1343,0,0,0,3,97
Zydrunas Ilgauskas,26,CLE,C,62,23,1329,0,0,0,0,100
Courtney Alexander,24,WAS,SG,56,28,1325,2,41,56,1,0
Stacey Augmon,33,CHH,SG,77,3,1319,1,58,40,1,0
Al Harrington,21,IND,PF,44,1,1313,0,0,41,58,1
Scott Padgett,25,UTA,PF,75,1,1295,0,0,21,74,5
Terry Porter,38,SAS,PG,72,0,1294,91,9,0,0,0
Austin Croshere,26,IND,PF,76,1,1286,0,0,12,70,17
Monty Williams,30,ORL,SF,68,19,1284,0,5,78,16,0
Ira Newble,27,ATL,SF,42,35,1273,0,84,17,0,0
Brendan Haywood,22,WAS,C,62,2,1266,0,0,0,0,100
Lorenzen Wright,26,MEM,C,43,33,1251,0,0,0,71,29
Tony Massenburg,34,MEM,PF,73,31,1247,0,0,6,89,5
Chris Mills,32,GSW,SF,66,0,1237,0,7,89,4,0
Shawn Kemp,32,POR,PF,75,5,1232,0,0,0,49,51
Hubert Davis,31,WAS,SG,51,17,1231,17,78,5,0,0
Eddie House,23,MIA,PG,64,3,1230,100,0,0,0,0
Vladimir Radmanović,21,SEA,PF,61,16,1230,0,0,5,77,19
Darvin Ham,28,MIL,SF,70,2,1208,0,21,70,9,0
Dan Majerle,36,PHO,SG,65,1,1180,2,43,54,2,0
Željko Rebrača,29,DET,C,74,4,1179,0,0,0,0,100
Predrag Drobnjak,26,SEA,C,64,12,1174,0,0,0,20,80
Dion Glover,23,ATL,SG,55,25,1156,1,62,37,0,0
Gilbert Arenas,20,GSW,PG,47,30,1155,96,4,0,0,0
Brevin Knight,26,MEM,PG,53,11,1151,100,0,0,0,0
Eddy Curry,19,CHI,C,72,31,1150,0,0,0,0,100
Charles Smith,26,SAS,SG,60,22,1141,21,79,1,0,0
Gary Trent,27,MIN,PF,64,10,1140,0,0,46,53,1
DeShawn Stevenson,20,UTA,SG,67,23,1134,12,86,3,0,0
Tom Gugliotta,32,PHO,PF,44,40,1129,0,0,0,63,37
Joel Przybilla,22,MIL,C,71,62,1128,0,0,0,0,100
Walt Williams,31,HOU,SF,48,25,1117,0,1,78,21,0
Terence Morris,23,HOU,SF,68,12,1110,0,1,71,28,0
Greg Ostertag,28,UTA,C,74,14,1107,0,0,0,0,100
Brian Skinner,25,CLE,PF,65,8,1107,0,0,0,65,35
Damon Jones,25,DET,PG,67,0,1083,98,2,0,0,0
Óscar Torres,25,HOU,SG,65,13,1075,0,45,53,2,0
Charlie Ward,31,NYK,PG,63,0,1058,94,7,0,0,0
Anthony Carter,26,MIA,PG,46,18,1050,70,30,0,0,0
Marcus Camby,27,NYK,C,29,29,1007,0,0,0,5,95
Lamar Odom,22,LAC,SF,29,25,999,0,0,59,41,0
Art Long,29,SEA,PF,63,27,989,0,0,6,74,20
Earl Watson,22,SEA,PG,64,0,964,100,0,0,0,0
Terrell Brandon,31,MIN,PG,32,28,962,100,0,0,0,0
Jerome James,26,SEA,C,56,40,949,0,0,0,0,100
John Starks,36,UTA,SG,66,1,929,10,90,0,0,0
Patrick Ewing,39,ORL,C,65,4,901,0,0,0,0,100
Jake Voskuhl,24,PHO,C,59,34,900,0,0,0,0,100
George Lynch,31,CHH,SF,45,18,893,0,48,48,5,0
Raja Bell,25,PHI,SG,74,12,890,1,60,38,1,0
Dell Curry,37,TOR,SG,56,4,886,6,83,11,0,0
Greg Buckner,25,DAL,SG,44,16,885,1,80,19,0,0
Vladimir Stepania,25,MIA,C,67,4,884,0,0,0,1,99
Will Solomon,23,MEM,SG,62,4,872,38,61,1,0,0
Kevin Willis,39,HOU,PF,52,5,865,0,0,0,0,100
Zendon Hamilton,26,DEN,PF,54,15,848,0,0,1,45,54
Donnell Harvey,21,2TM,PF,47,4,841,0,2,27,67,4
Donnell Harvey,21,DAL,PF,18,0,162,0,10,52,34,4
Donnell Harvey,21,DEN,PF,29,4,679,0,0,21,76,4
Kwame Brown,19,WAS,PF,57,3,817,0,0,2,60,38
Tyrone Hill,33,CLE,PF,26,26,810,0,0,0,74,26
Chris Gatling,34,MIA,PF,54,1,809,0,0,0,95,5
John Crotty,32,UTA,PG,41,0,802,86,14,0,0,0
Danny Ferry,35,SAS,SF,50,2,799,0,0,91,9,0
Milt Palacio,23,2TM,PG,69,1,790,92,8,0,0,0
Milt Palacio,23,BOS,PG,41,0,518,99,1,0,0,0
Milt Palacio,23,PHO,SG,28,1,272,78,22,0,0,0
Derrick McKey,35,PHI,SF,41,1,784,0,0,45,54,1
Steve Kerr,36,POR,PG,65,0,775,46,54,0,0,0
Bryce Drew,27,CHH,PG,61,0,774,100,0,0,0,0
Emanual Davis,33,ATL,PG,28,20,774,85,16,0,0,0
Earl Boykins,25,LAC,PG,68,2,761,100,0,0,0,0
Shawn Bradley,29,DAL,C,53,16,757,0,0,0,0,100
Scott Williams,33,DEN,PF,41,16,737,0,0,0,46,54
Stanislav Medvedenko,22,LAL,C,71,6,729,0,0,0,22,78
Sean Rooks,32,LAC,C,61,2,728,0,0,0,14,86
Sam Mitchell,38,MIN,SF,74,10,726,0,45,49,5,0
Johnny Newman,38,DAL,SF,47,17,724,2,56,41,1,0
Lawrence Funderburke,31,SAC,PF,56,1,722,0,0,0,88,12
Walter McCarty,27,BOS,PF,56,0,718,0,0,5,67,29
Don Reid,28,ORL,PF,68,5,714,0,0,7,82,11
Mitch Richmond,36,LAL,SG,64,2,709,15,80,5,0,0
Michael Doleac,24,CLE,C,42,15,705,0,0,0,44,56
Bimbo Coles,33,CLE,PG,47,1,693,100,0,0,0,0
Jud Buechler,33,2TM,SF,66,2,684,0,54,44,2,0
Jud Buechler,33,PHO,SF,6,0,54,0,32,68,0,0
Jud Buechler,33,ORL,SF,60,2,630,0,56,42,3,0
Robert Traylor,24,CHH,PF,61,1,678,0,0,4,77,19
Bryant Stith,31,CLE,SG,50,5,665,2,88,11,0,0
Eric Montross,30,TOR,C,49,24,655,0,0,0,0,100
Mark Strickland,31,ATL,SF,46,10,654,0,5,77,18,0
Eddie Robinson,25,CHI,SF,29,12,653,0,28,70,2,0
Mark Madsen,26,LAL,PF,59,5,650,0,0,0,71,29
Dalibor Bagarić,21,CHI,C,50,0,638,0,0,0,9,91
Andrew DeClercq,28,ORL,C,61,14,633,0,0,0,22,79
Brian Shaw,35,LAL,PG,58,0,631,38,61,1,0,0
Etan Thomas,23,WAS,C,47,0,618,0,0,0,28,72
Howard Eisley,29,NYK,PG,39,0,609,100,1,0,0,0
A.J. Guyton,23,CHI,PG,45,6,607,98,3,0,0,0
Glen Rice,34,HOU,SF,20,20,606,0,4,93,3,0
Shammond Williams,26,SEA,SG,50,2,603,22,78,1,0,0
Wang Zhizhi,24,DAL,C,55,0,600,0,0,0,13,87
Rafer Alston,25,MIL,PG,50,7,600,95,5,0,0,0
Mookie Blaylock,34,GSW,PG,35,0,599,100,0,0,0,0
John Amaechi,31,UTA,PF,54,0,586,0,0,0,14,86
Cal Bowdler,24,ATL,PF,52,0,585,0,0,1,41,58
Dana Barros,34,DET,PG,29,20,582,100,0,0,0,0
Felipe López,27,MIN,SG,67,0,581,3,59,38,0,0
Kenny Satterfield,20,DEN,PG,36,4,560,98,2,0,0,0
Danny Manning,35,DAL,PF,41,10,552,0,0,9,73,18
Rusty LaRue,28,UTA,PG,33,0,542,90,10,0,0,0
Rick Brunson,29,POR,PG,59,2,520,52,47,1,0,0
Loren Woods,23,MIN,C,60,0,516,0,0,0,0,100
Steven Hunter,20,ORL,C,53,21,516,0,0,0,6,95
Grant Hill,29,ORL,SF,14,14,512,0,2,80,18,0
Vonteego Cummings,25,PHI,PG,58,1,501,60,41,0,0,0
Marc Jackson,27,2TM,C,39,0,495,0,0,0,13,87
Marc Jackson,27,GSW,C,17,0,169,0,0,0,1,99
Marc Jackson,27,MIN,C,22,0,326,0,0,0,20,81
John Wallace,27,PHO,SF,46,0,490,0,5,12,68,15
Quincy Lewis,24,UTA,SG,36,19,490,0,93,7,0,0
Jamal Crawford,21,CHI,PG,23,6,481,98,2,0,0,0
Trajan Langdon,25,CLE,SG,44,0,477,59,39,2,0,0
Tracy Murray,30,TOR,SF,40,3,473,0,6,90,4,0
Alton Ford,20,PHO,PF,53,0,452,0,0,0,29,71
Tariq Abdul-Wahad,27,2TM,SG,24,12,441,0,63,36,1,0
Tariq Abdul-Wahad,27,DEN,SG,20,12,417,0,64,35,1,0
Tariq Abdul-Wahad,27,DAL,SG,4,0,24,0,47,53,0,0
Dan Langhi,24,HOU,SF,34,8,434,0,0,62,37,1
Gerald Wallace,19,SAC,SF,54,1,430,0,32,60,8,0
Travis Knight,27,NYK,C,49,0,429,0,0,0,8,92
Mark Pope,29,MIL,PF,45,12,426,0,0,2,37,62
Alan Henderson,29,ATL,PF,26,1,422,0,0,0,32,69
Mark Blount,26,BOS,C,44,0,415,0,0,0,0,100
Mengke Bateer,26,DEN,C,27,10,408,0,0,0,0,100
Tierre Brown,22,HOU,SG,40,1,403,81,18,1,0,0
Eddie Gill,23,MEM,PG,23,5,384,100,0,0,0,0
Carlos Arroyo,22,2TM,PG,37,1,371,80,20,0,0,0
Carlos Arroyo,22,TOR,PG,17,0,96,100,0,0,0,0
Carlos Arroyo,22,DEN,PG,20,1,275,73,27,0,0,0
Anthony Johnson,27,NJN,SG,34,0,366,86,14,0,0,0
Jason Collier,24,HOU,C,25,2,365,0,0,0,0,100
Matt Bullard,34,CHH,PF,31,0,350,0,1,32,67,0
Bobby Simmons,21,WAS,SF,30,3,343,0,2,80,14,4
Tremaine Fowlkes,25,LAC,SF,22,17,343,0,0,99,1,0
Chris Dudley,36,POR,C,43,2,327,0,0,0,3,97
Antonis Fotsis,20,MEM,PF,28,1,320,0,0,14,67,19
Sean Marks,26,MIA,C,21,6,319,0,0,0,23,77
Isaac Austin,32,MEM,C,21,8,307,0,0,0,78,22
Evan Eschmeyer,26,DAL,C,31,6,299,0,0,4,55,41
Derrick Dial,26,2TM,SG,32,0,299,88,12,0,0,0
Derrick Dial,26,NJN,SG,25,0,249,96,4,0,0,0
Derrick Dial,26,TOR,SG,7,0,50,49,51,0,0,0
Brian Scalabrine,23,NJN,PF,28,0,290,0,0,0,63,37
Jason Caffey,28,MIL,PF,23,0,283,0,0,4,43,53
Jermaine Jackson,25,TOR,SG,24,0,280,18,64,18,1,0
Calvin Booth,25,SEA,C,15,15,279,0,0,0,57,44
Chris Andersen,23,DEN,C,24,1,262,0,0,0,31,69
William Avery,22,MIN,PG,28,0,258,100,0,0,0,0
Shawnelle Scott,29,DEN,C,21,10,252,0,0,0,53,48
Robert Pack,32,MIN,PG,16,0,252,100,0,0,0,0
Felton Spencer,34,NYK,C,32,8,248,0,0,0,0,100
Ruben Boumtje-Boumtje,23,POR,C,33,1,245,0,0,0,0,100
Kedrick Brown,20,BOS,SF,29,5,245,0,20,80,0,0
Zach Randolph,20,POR,PF,41,0,238,0,0,0,40,60
Antonio McDyess,27,DEN,PF,10,10,236,0,0,0,87,13
Cherokee Parks,29,SAS,C,42,1,234,0,0,0,31,69
Erick Barkley,23,POR,PG,19,4,228,97,3,0,0,0
Stephen Jackson,23,SAS,SF,23,1,227,0,4,96,0,0
Olumide Oyedeji,20,SEA,C,36,1,221,0,0,1,64,36
Nick Anderson,34,MEM,SG,15,0,219,0,63,36,1,0
Mikki Moore,26,DET,C,30,0,217,0,0,0,34,66
Mark Bryant,36,SAS,PF,30,3,206,0,0,0,75,25
