Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Olden Polynice,34,SEA,C,48,47,1481,0,0,0,7,93
Shawn Kemp,29,CLE,PF,42,42,1475,0,0,0,64,36
Elden Campbell,30,2TM,C,49,33,1459,0,0,0,15,85
Elden Campbell,30,LAL,C,17,1,325,0,0,0,55,45
Elden Campbell,30,CHH,C,32,32,1134,0,0,0,4,96
Cuttino Mobley,23,HOU,PG,49,37,1456,72,27,1,0,0
Dickey Simpkins,26,CHI,C,50,35,1448,0,0,0,15,85
Jeff Hornacek,35,UTA,SG,48,48,1435,0,100,0,0,0
Juwan Howard,25,WAS,SF,36,36,1430,0,0,40,59,1
Joe Smith,23,MIN,C,43,42,1418,0,0,0,50,50
Danny Fortson,22,DEN,PF,50,38,1417,0,0,1,88,11
Erick Dampier,23,GSW,C,50,50,1414,0,0,0,0,100
Rasheed Wallace,24,POR,PF,49,18,1414,0,0,23,77,0
John Stockton,36,UTA,PG,50,50,1410,100,0,0,0,0
Chris Mills,29,GSW,SF,47,24,1395,0,37,63,0,0
Vitaly Potapenko,23,2TM,C,50,44,1394,0,0,0,2,98
Vitaly Potapenko,23,CLE,C,17,12,467,0,0,0,6,94
Vitaly Potapenko,23,BOS,C,33,32,927,0,0,0,0,100
Isaiah Rider,27,POR,SG,47,41,1385,0,98,2,0,0
Mark Jackson,33,IND,PG,49,49,1382,97,3,0,0,0
Grant Long,32,ATL,PF,50,13,1380,0,0,39,57,4
Hubert Davis,28,DAL,SG,50,21,1378,27,69,5,0,0
Dee Brown,30,TOR,PG,49,0,1377,100,0,0,0,0
Dale Davis,29,IND,PF,50,50,1374,0,0,0,69,31
Corliss Williamson,25,SAC,SF,50,50,1374,0,5,95,0,0
Terry Porter,35,MIA,PG,50,1,1365,40,60,0,0,0
Gary Trent,24,DAL,PF,45,23,1362,0,0,34,63,3
Arvydas Sabonis,34,POR,C,50,48,1349,0,0,0,0,100
Sam Mitchell,35,MIN,SF,50,20,1344,0,62,38,0,0
Wesley Person,27,CLE,SG,45,42,1342,0,92,8,0,0
Greg Ostertag,25,UTA,C,48,48,1340,0,0,0,0,100
Lamond Murray,25,LAC,SF,50,13,1317,0,1,67,33,0
George Lynch,28,PHI,SF,43,43,1315,0,0,83,17,0
Steve Smith,29,ATL,SG,36,36,1314,0,93,7,0,0
Patrick Ewing,36,NYK,C,38,38,1300,0,0,0,0,100
Chris Childs,31,NYK,PG,48,0,1297,63,37,0,0,0
Shawn Bradley,26,DAL,C,49,33,1294,0,0,0,0,100
Mario Elie,35,SAS,SG,47,37,1291,0,75,26,0,0
Tyrone Nesby,23,LAC,SF,50,36,1288,1,28,71,0,0
Michael Olowokandi,23,LAC,C,45,36,1279,0,0,0,1,99
Bimbo Coles,30,GSW,PG,48,32,1272,99,1,0,0,0
Antonio Davis,30,IND,PF,49,1,1271,0,0,24,70,6
Rik Smits,32,IND,C,49,49,1271,0,0,0,0,100
Steve Nash,24,DAL,PG,40,40,1269,94,6,0,0,0
Calbert Cheaney,27,WAS,SG,50,18,1266,0,16,83,1,0
Isaac Austin,29,ORL,C,49,49,1259,0,0,0,1,99
Donyell Marshall,25,GSW,SF,48,20,1250,0,0,38,62,0
George McCloud,31,PHO,SF,48,16,1245,0,58,41,0,0
Eric Piatkowski,28,LAC,SG,49,38,1242,0,98,2,0,0
Jalen Rose,26,IND,SF,49,1,1238,0,33,67,0,0
Latrell Sprewell,28,NYK,SF,37,4,1233,0,15,84,1,0
Dale Ellis,38,SEA,SF,48,5,1232,0,23,75,1,0
Ben Wallace,24,WAS,C,46,16,1231,0,0,0,2,98
Felipe López,24,VAN,SG,47,32,1218,0,99,1,0,0
Terrell Brandon,28,2TM,PG,36,34,1217,100,0,0,0,0
Terrell Brandon,28,MIL,PG,15,14,505,100,0,0,0,0
Terrell Brandon,28,MIN,PG,21,20,712,100,0,0,0,0
Kevin Willis,36,TOR,C,42,38,1216,0,0,0,0,100
Tariq Abdul-Wahad,24,SAC,SG,49,49,1205,0,96,4,0,0
Mark Bryant,33,CHI,PF,45,29,1204,0,0,0,75,25
Bryant Stith,28,DEN,SG,46,32,1194,0,23,77,0,0
Chucky Brown,30,CHH,PF,48,21,1192,0,0,23,76,1
Jerry Stackhouse,24,DET,SG,42,9,1188,11,84,5,0,0
Brevin Knight,23,CLE,PG,39,38,1186,100,0,0,0,0
Danny Manning,32,PHO,PF,50,5,1184,0,0,10,60,30
Rex Chapman,31,PHO,SG,38,35,1183,8,92,0,0,0
Kurt Thomas,26,NYK,PF,50,44,1182,0,0,0,94,6
Brent Barry,27,CHI,SG,37,30,1181,15,73,12,0,0
Chris Mullin,35,IND,SF,50,50,1179,0,12,88,0,0
Derrick Coleman,31,CHH,PF,37,29,1178,0,0,0,54,46
Bison Dele,29,DET,C,49,48,1177,0,0,0,0,100
Jim Jackson,28,POR,SG,49,9,1175,0,80,20,0,0
Vin Baker,27,SEA,PF,34,31,1162,0,0,1,66,33
Dana Barros,31,BOS,PG,50,16,1156,100,0,0,0,0
Jerome Williams,25,DET,PF,50,10,1154,0,0,1,97,2
Michael Curry,30,MIL,SF,50,4,1146,0,6,83,11,0
Tony Massenburg,31,VAN,PF,43,35,1143,0,0,0,68,32
Alan Henderson,26,ATL,SF,38,37,1142,0,0,71,29,0
Randy Brown,30,CHI,PG,39,32,1139,100,0,0,0,0
Lorenzen Wright,23,LAC,C,48,15,1135,0,0,0,18,82
Derek Fisher,24,LAL,PG,50,21,1131,100,0,0,0,0
Tony Battie,22,BOS,C,50,15,1121,0,0,0,27,73
Derek Harper,37,LAL,PG,45,29,1120,96,4,0,0,0
Cherokee Parks,26,VAN,C,48,41,1118,0,0,0,21,79
Joe Dumars,35,DET,SG,38,38,1116,28,72,0,0,0
Matt Harpring,22,ORL,SF,50,22,1114,0,8,90,2,0
Ron Harper,35,CHI,SG,35,35,1107,0,52,48,0,0
Tracy McGrady,19,TOR,SF,49,2,1106,0,7,83,10,0
Tyrone Hill,30,2TM,PF,38,23,1104,0,0,3,76,21
Tyrone Hill,30,MIL,PF,17,17,517,0,0,0,60,40
Tyrone Hill,30,PHI,PF,21,6,587,0,0,6,90,4
Andrew DeClercq,25,2TM,C,47,32,1102,0,0,0,5,95
Andrew DeClercq,25,BOS,C,14,1,258,0,0,0,22,78
Andrew DeClercq,25,CLE,C,33,31,844,0,0,0,0,100
Michael Smith,26,VAN,PF,48,10,1098,0,0,2,97,1
Vinny Del Negro,32,MIL,PG,48,7,1093,83,18,0,0,0
Sam Mack,28,2TM,SF,44,15,1083,0,78,22,0,0
Sam Mack,28,VAN,SF,19,15,577,0,79,22,0,0
Sam Mack,28,HOU,SF,25,0,506,0,77,23,0,0
Shandon Anderson,25,UTA,SG,50,2,1072,0,84,16,0,0
Tyrone Corbin,36,ATL,SF,47,6,1066,0,43,57,0,0
Danny Ferry,32,CLE,PF,50,10,1058,0,0,0,78,23
Antawn Jamison,22,GSW,SF,47,24,1058,0,1,98,1,0
Jud Buechler,30,DET,SF,50,0,1056,0,43,57,1,0
Dean Garrett,32,MIN,C,49,37,1054,0,0,0,0,100
Alvin Williams,24,TOR,PG,50,45,1051,76,24,0,0,0
Walt Williams,28,POR,SF,48,16,1044,0,0,95,5,0
Travis Best,26,IND,PG,49,0,1043,100,0,0,0,0
Clarence Weatherspoon,28,MIA,SF,49,3,1040,0,0,47,52,1
Howard Eisley,26,UTA,PG,50,0,1038,94,6,0,0,0
J.R. Reid,30,2TM,PF,41,26,1029,0,0,1,81,18
J.R. Reid,30,CHH,PF,16,16,556,0,0,1,97,2
J.R. Reid,30,LAL,PF,25,10,473,0,0,0,63,37
Ervin Johnson,31,MIL,C,50,7,1027,0,0,0,0,100
Peja Stojaković,21,SAC,SF,48,1,1025,0,0,89,11,0
Jayson Williams,30,NJN,C,30,30,1020,0,0,0,17,83
Terry Cummings,37,GSW,PF,50,0,1011,0,0,1,75,24
Kenny Anderson,28,BOS,PG,34,33,1010,99,1,0,0,0
Vernon Maxwell,33,SAC,SG,46,1,1007,37,62,1,0,0
Chuck Person,34,CHH,SF,50,21,990,0,0,78,21,0
Larry Hughes,20,PHI,PG,50,1,988,54,46,0,0,0
Glen Rice,31,LAL,SF,27,25,985,0,21,79,0,0
Derek Anderson,24,CLE,SG,38,13,978,32,68,0,0,0
Rodney Rogers,27,LAC,SF,47,7,968,0,23,59,18,0
Aaron McKie,26,PHI,SG,50,4,959,1,34,65,1,0
Dirk Nowitzki,20,DAL,PF,47,24,958,0,0,4,70,25
Johnny Newman,35,CLE,SF,50,2,949,0,3,94,4,0
Marcus Camby,24,NYK,C,46,0,945,0,0,0,58,42
Rick Fox,29,LAL,SF,44,1,944,0,3,92,5,0
Bobby Jackson,25,MIN,PG,50,12,941,90,10,0,0,0
Darrick Martin,27,LAC,PG,37,25,941,100,0,0,0,0
Lawrence Funderburke,28,SAC,PF,47,2,936,0,0,0,96,4
Don Reid,25,DET,PF,47,30,935,0,0,0,71,29
Luc Longley,30,PHO,C,39,39,933,0,0,0,0,100
A.C. Green,35,DAL,PF,50,35,924,0,1,62,38,0
Othella Harrington,25,HOU,PF,41,10,903,0,0,3,67,31
Kornél Dávid,27,CHI,SF,50,6,902,0,0,20,74,5
Anthony Johnson,24,ATL,PG,49,2,885,70,31,0,0,0
Jason Caffey,25,GSW,PF,35,32,876,0,0,0,75,25
Stacey Augmon,30,POR,SF,48,21,874,0,7,92,1,0
Dell Curry,34,MIL,SG,42,0,864,5,91,4,0,0
Jaren Jackson,31,SAS,SG,47,13,861,0,93,7,0,0
Jamal Mashburn,26,MIA,SF,24,23,855,0,0,56,44,0
Jamie Feick,24,2TM,C,28,16,852,0,0,0,14,86
Jamie Feick,24,MIL,C,2,0,3,0,0,0,100,0
Jamie Feick,24,NJN,PF,26,16,849,0,0,0,14,86
Bo Outlaw,27,ORL,PF,31,22,851,0,0,71,29,0
Sherman Douglas,32,LAC,PG,30,19,842,97,3,0,0,0
Bob Sura,25,CLE,PG,50,6,841,86,14,0,0,0
Haywoode Workman,33,MIL,PG,29,29,815,100,0,0,0,0
John Wallace,24,TOR,SF,48,3,812,0,0,24,74,2
Tim Thomas,21,2TM,SF,50,26,812,0,0,31,65,4
Tim Thomas,21,PHI,SF,17,0,188,0,1,65,34,0
Tim Thomas,21,MIL,SF,33,26,624,0,0,20,75,5
Anthony Peeler,29,MIN,SG,28,28,810,0,98,2,0,0
Greg Anthony,31,POR,PG,50,0,806,91,9,0,0,0
Brent Price,30,HOU,PG,40,6,806,100,0,0,0,0
Harvey Grant,33,PHI,PF,47,10,798,0,1,39,57,3
Sam Perkins,37,IND,PF,48,0,789,0,0,0,19,81
Robert Traylor,21,MIL,C,49,43,786,0,0,0,5,95
Chris Crawford,23,ATL,PF,42,30,784,0,0,0,97,2
Michael Doleac,21,ORL,C,49,0,780,0,0,0,0,100
Eric Williams,26,DEN,SF,38,8,780,0,1,92,8,0
Cory Alexander,25,DEN,PG,36,4,778,54,46,0,0,0
Chris Gatling,31,2TM,C,48,3,775,0,0,0,55,45
Chris Gatling,31,NJN,C,18,2,281,0,0,0,43,57
Chris Gatling,31,MIL,C,30,1,494,0,0,0,62,38
Greg Minor,27,BOS,SG,44,7,765,0,93,7,0,0
Eric Washington,24,DEN,SG,38,6,761,0,65,35,0,0
Robert Horry,28,LAL,PF,38,5,744,0,0,11,87,2
Dennis Scott,30,2TM,SF,36,9,738,0,12,82,6,0
Dennis Scott,30,NYK,SF,15,0,206,0,0,95,5,0
Dennis Scott,30,MIN,SF,21,9,532,0,17,76,6,0
Jon Barry,29,SAC,SG,43,0,736,1,77,22,0,0
Steve Kerr,33,SAS,PG,44,0,734,59,41,0,0,0
Rusty LaRue,25,CHI,PG,43,6,732,85,15,0,0,0
Malik Sealy,28,MIN,SF,31,7,731,0,27,68,5,0
Johnny Taylor,24,DEN,SF,36,9,724,0,0,62,38,0
Tom Hammonds,31,MIN,PF,49,0,716,0,0,32,65,3
Muggsy Bogues,34,GSW,PG,36,5,714,100,0,0,0,0
Eldridge Recasner,31,CHH,PG,44,2,708,44,56,0,0,0
Scott Burrell,28,NJN,SF,32,10,706,0,9,79,12,0
Bryant Reeves,25,VAN,C,25,14,702,0,0,0,0,100
Jerome Kersey,36,SAS,SF,45,0,699,0,3,85,12,0
Pete Chilcutt,30,VAN,PF,46,0,697,0,0,3,30,66
Derek Strong,30,ORL,PF,44,0,695,0,0,3,91,6
Chris Dudley,33,NYK,C,46,16,685,0,0,0,11,89
Armen Gilliam,34,MIL,PF,34,5,668,0,0,0,74,26
Walter McCarty,24,BOS,PF,32,4,659,0,0,6,87,8
Dennis Rodman,37,LAL,PF,23,11,657,0,0,10,90,0
Tracy Murray,27,WAS,SF,36,0,653,0,1,84,14,0
Adam Keefe,28,UTA,PF,44,0,642,0,0,75,26,0
Tony Delk,25,GSW,PG,36,13,630,71,29,0,0,0
Cory Carr,23,CHI,SG,42,7,624,21,65,15,0,0
Antonio Daniels,23,SAS,PG,47,0,614,50,50,0,0,0
Adonal Foyle,23,GSW,C,44,0,614,0,0,0,37,64
Malik Rose,24,SAS,PF,47,0,608,0,0,0,94,6
Lucious Harris,28,NJN,SG,36,5,602,10,66,25,0,0
John Thomas,23,TOR,C,39,11,593,0,0,0,17,84
DeJuan Wheat,25,VAN,PG,46,0,590,100,0,0,0,0
Terry Davis,31,WAS,C,37,34,578,0,0,0,1,99
Eric Montross,27,DET,C,46,2,577,0,0,0,0,100
Samaki Walker,22,DAL,PF,39,2,568,0,0,23,59,18
Erick Strickland,25,DAL,SG,33,2,567,68,31,1,0,0
Ricky Davis,19,CHH,SG,46,1,557,2,59,40,0,0
Kelvin Cato,24,POR,C,43,0,545,0,0,0,6,95
Thurl Bailey,37,UTA,PF,43,0,543,0,0,0,67,33
LaPhonso Ellis,28,ATL,PF,20,20,539,0,0,0,94,5
Pat Garrity,22,PHO,PF,39,9,538,0,0,13,79,8
Chris Morris,33,PHO,SF,44,2,535,0,28,68,4,0
Corie Blount,30,2TM,PF,34,3,530,0,0,0,96,4
Corie Blount,30,LAL,PF,14,3,162,0,0,0,100,0
Corie Blount,30,CLE,PF,20,0,368,0,0,0,94,6
Travis Knight,24,LAL,C,37,23,525,0,0,0,76,24
Troy Hudson,22,LAC,PG,25,6,524,100,0,0,0,0
Rex Walters,28,MIA,SG,33,13,506,16,77,7,0,0
James Robinson,28,2TM,PG,31,0,506,33,64,3,0,0
James Robinson,28,LAC,PG,14,0,280,2,93,5,0,0
James Robinson,28,MIN,PG,17,0,226,72,28,0,0,0
Mark West,38,ATL,C,49,0,499,0,0,0,4,96
Bruce Bowen,27,BOS,SF,30,1,494,0,39,61,0,0
Loy Vaught,30,DET,PF,37,10,481,0,0,0,74,26
Charles Jones,23,CHI,SG,29,5,476,53,43,5,0,0
Chris Anstey,24,DAL,C,41,4,470,0,0,0,21,80
Brad Miller,22,CHH,C,38,0,469,0,0,0,0,100
Robert Pack,29,DAL,PG,25,0,468,100,0,0,0,0
Todd Fuller,24,UTA,C,42,2,462,0,0,0,2,99
Greg Foster,30,UTA,PF,42,1,458,0,0,0,29,71
Aaron Williams,27,SEA,PF,40,2,458,0,1,10,71,19
Bill Wennington,35,CHI,C,38,3,451,0,0,0,0,100
Billy Owens,29,SEA,SF,21,19,451,0,25,65,11,0
Will Perdue,33,SAS,C,37,1,445,0,0,0,3,97
Chris Carr,24,2TM,SG,39,4,445,0,30,64,6,0
Chris Carr,24,MIN,SG,11,2,81,0,81,20,0,0
Chris Carr,24,NJN,SG,28,2,364,0,19,74,7,0
Chris Whitney,27,WAS,PG,39,1,441,100,0,0,0,0
Bryce Drew,24,HOU,PG,34,0,441,90,11,0,0,0
Keith Booth,24,CHI,SF,39,4,432,0,15,80,5,0
Jeff McInnis,24,WAS,PG,35,6,427,89,12,0,0,0
Mitchell Butler,28,CLE,SG,31,1,418,2,89,9,0,0
Keith Askins,31,MIA,SF,33,13,415,0,7,92,1,0
Matt Bullard,31,HOU,PF,41,0,413,0,0,0,52,48
Keon Clark,23,DEN,C,28,0,409,0,0,0,16,84
Hot Rod Williams,36,DAL,C,25,11,403,0,0,1,14,86
Eric Murdock,30,NJN,PG,15,8,401,100,0,0,0,0
Mark Hendrickson,24,NJN,PF,22,6,399,0,0,0,99,1
Michael Stewart,23,TOR,C,42,2,394,0,0,0,26,74
Raef LaFrentz,22,DEN,C,12,12,387,0,0,0,0,100
Andrew Lang,32,CHI,C,21,13,386,0,0,0,2,98
John Crotty,29,2TM,PG,27,0,382,100,0,0,0,0
John Crotty,29,POR,PG,3,0,19,100,0,0,0,0
John Crotty,29,SEA,PG,24,0,363,100,0,0,0,0
Tim Legler,32,WAS,SG,30,0,377,0,94,6,0,0
Joe Kleine,37,PHO,C,31,5,374,0,0,0,2,98
Bill Curley,26,MIN,PF,35,7,372,0,0,21,72,7
Charles Shackleford,32,CHH,C,32,4,367,0,0,0,18,82
Don MacLean,29,SEA,PF,17,10,365,0,0,16,79,5
B.J. Armstrong,31,2TM,PG,32,1,358,76,24,0,0,0
B.J. Armstrong,31,CHH,PG,10,1,178,62,38,0,0,0
B.J. Armstrong,31,ORL,PG,22,0,180,91,10,0,0,0
Mark Strickland,28,MIA,PF,32,1,357,0,0,16,74,9
Cedric Ceballos,29,DAL,SF,13,5,352,0,71,28,1,0
Roshown McLeod,23,ATL,SF,34,0,348,0,1,96,3,0
Damon Jones,22,2TM,PG,24,0,344,61,39,0,0,0
Damon Jones,22,NJN,PG,11,0,131,60,40,0,0,0
Damon Jones,22,BOS,PG,13,0,213,61,38,0,0,0
Eric Riley,28,BOS,C,35,11,337,0,0,0,0,100
Ed Gray,23,ATL,SG,30,3,337,2,90,9,0,0
Christian Laettner,29,DET,PF,16,0,337,0,0,0,32,68
J.R. Henderson,22,VAN,SF,30,0,331,0,29,70,0,0
Jelani McCoy,21,SEA,C,26,0,331,0,0,0,34,66
Corey Benjamin,20,CHI,PG,31,1,320,30,64,7,0,0
Charles Smith,23,LAC,SG,23,10,317,2,98,0,0,0
Sean Rooks,29,LAL,C,36,0,315,0,0,0,24,76
Vladimir Stepania,22,SEA,C,23,6,313,0,0,0,0,100
Jermaine O'Neal,20,POR,PF,36,1,311,0,0,0,59,42
Carl Herrera,32,2TM,PF,28,0,307,0,0,0,92,8
Carl Herrera,32,VAN,PF,4,0,42,0,0,0,100,0
Carl Herrera,32,DEN,PF,24,0,265,0,0,0,90,10
Reggie Jordan,31,MIN,SG,27,1,296,17,80,3,0,0
Doug West,31,VAN,SG,14,2,294,0,87,13,0,0
Terry Dehere,27,2TM,SG,26,0,291,6,93,0,0,0
Terry Dehere,27,SAC,PG,4,0,20,79,21,0,0,0
Terry Dehere,27,VAN,SG,22,0,271,1,99,0,0,0
Elliot Perry,29,2TM,PG,35,0,290,100,0,0,0,0
Elliot Perry,29,MIL,PG,5,0,47,100,0,0,0,0
Elliot Perry,29,NJN,PG,30,0,243,100,0,0,0,0
Andrae Patterson,23,MIN,PF,35,0,284,0,0,24,54,23
Blue Edwards,33,MIA,SF,24,0,283,0,32,68,1,0
Randell Jackson,23,WAS,PF,27,8,271,0,0,7,73,21
Jim McIlvaine,26,NJN,C,22,1,269,0,0,0,0,100
Reggie Slater,28,TOR,PF,30,0,263,0,0,9,72,20
Scot Pollard,23,SAC,C,16,5,259,0,0,0,66,34
Brian Skinner,22,LAC,PF,21,0,258,0,0,8,85,7
Dominique Wilkins,39,ORL,SF,27,2,252,0,0,90,10,0
Anthony Miller,27,HOU,PF,29,0,249,0,0,16,66,19
Toby Bailey,23,PHO,SG,27,10,249,2,94,4,0,0
Austin Croshere,23,IND,PF,27,0,249,0,0,11,86,3
Derrick McKey,32,IND,SF,13,0,244,0,0,64,36,0
Doug Overton,29,3TM,PG,24,1,244,81,19,0,0,0
Doug Overton,29,ORL,PG,6,0,33,99,1,0,0,0
Doug Overton,29,NJN,PG,8,1,174,78,22,0,0,0
Doug Overton,29,PHI,PG,10,0,37,81,19,0,0,0
Gerald Brown,23,PHO,SG,33,0,236,68,32,0,0,0
Earl Boykins,22,2TM,PG,22,0,221,100,0,0,0,0
Earl Boykins,22,NJN,PG,5,0,51,100,0,0,0,0
Earl Boykins,22,CLE,PG,17,0,170,100,0,0,0,0
Popeye Jones,28,BOS,PF,18,2,206,0,0,13,71,16
Marlon Garnett,23,BOS,PG,24,0,205,62,38,0,0,0
Michael Hawkins,26,SAC,PG,24,0,203,100,0,0,0,0
Ryan Stack,23,CLE,PF,18,0,199,0,0,0,19,81
Sam Cassell,29,2TM,PG,8,3,199,82,18,0,0,0
Sam Cassell,29,NJN,PG,4,3,100,85,15,0,0,0
Sam Cassell,29,MIL,PG,4,0,99,79,21,0,0,0
Jahidi White,22,WAS,PF,20,0,191,0,0,0,49,51
Voshon Lenard,25,MIA,SG,12,2,190,5,67,28,0,0
Tyronn Lue,21,LAL,PG,15,0,188,100,0,0,0,0
Matt Maloney,27,HOU,PG,15,7,186,87,11,2,0,0
Jeff Sheppard,24,ATL,SG,18,5,185,10,89,0,0,0
Drew Barry,25,SEA,SG,17,0,183,13,85,1,0,0
Corey Beck,27,2TM,PG,24,0,180,98,2,0,0,0
Corey Beck,27,DET,PG,8,0,30,93,7,0,0,0
Corey Beck,27,CHH,PG,16,0,150,99,1,0,0,0
Zydrunas Ilgauskas,23,CLE,C,5,5,171,0,0,0,0,100
Charles O'Bannon,23,DET,SG,18,1,165,13,74,13,0,0
William Cunningham,24,2TM,C,16,6,162,0,0,0,0,100
William Cunningham,24,TOR,C,1,0,1,0,0,0,0,100
William Cunningham,24,NJN,C,15,6,161,0,0,0,0,100
Al Harrington,18,IND,PF,21,0,160,0,0,33,66,1
Felton Spencer,31,GSW,C,26,0,159,0,0,0,0,100
Rodrick Rhodes,25,2TM,SF,13,1,156,0,75,25,0,0
Rodrick Rhodes,25,HOU,SF,3,0,33,0,39,61,0,0
Rodrick Rhodes,25,VAN,SG,10,1,123,0,85,15,0,0
Antoine Carr,37,HOU,PF,18,0,152,0,0,13,41,45
Rashard Lewis,19,SEA,SF,20,7,145,0,61,37,2,0
Brian Evans,25,2TM,SF,16,0,145,0,7,88,5,0
Brian Evans,25,NJN,SF,11,0,121,0,2,96,2,0
Brian Evans,25,MIN,SF,5,0,24,0,34,50,16,0
Ruben Patterson,23,LAL,SF,24,2,144,0,47,53,0,0
Danny Schayes,39,ORL,C,19,1,143,0,0,0,5,95
Moochie Norris,25,SEA,PG,12,0,140,100,0,0,0,0
