Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%
Tim Duncan,32,SAS,C,75,75,2524,0,0,0,0,100
Marc Gasol,24,MEM,C,82,75,2521,0,0,0,0,100
Rodney Stuckey,22,DET,PG,79,65,2517,49,51,0,0,0
Nenê,26,DEN,C,77,76,2510,0,0,0,2,98
Mike Conley,21,MEM,PG,82,61,2508,100,0,0,0,0
Deron Williams,24,UTA,PG,68,68,2505,94,6,0,0,0
Brook Lopez,20,NJN,C,82,75,2501,0,0,0,0,100
Roger Mason,28,SAS,SG,82,71,2496,10,87,3,0,0
Randy Foye,25,MIN,SG,70,61,2494,29,66,5,0,0
Devin Harris,25,NJN,PG,69,69,2494,100,0,0,0,0
Jason Terry,31,DAL,SG,74,11,2491,3,89,8,0,0
Luis Scola,28,HOU,PF,82,82,2488,0,0,1,95,5
Steve Nash,34,PHO,PG,74,74,2484,99,1,0,0,0
Troy Murphy,28,IND,PF,73,73,2482,0,0,0,84,16
Jamal Crawford,28,2TM,PG,65,65,2479,56,39,5,0,0
Jamal Crawford,28,NYK,SG,11,11,392,0,66,34,0,0
Jamal Crawford,28,GSW,PG,54,54,2087,66,34,0,0,0
Shawn Marion,30,2TM,SF,69,68,2470,0,1,81,18,0
Shawn Marion,30,MIA,SF,42,41,1516,0,1,76,23,0
Shawn Marion,30,TOR,SF,27,27,954,0,1,90,9,0
Tony Parker,26,SAS,PG,72,71,2456,100,0,0,0,0
Andrea Bargnani,23,TOR,PF,78,59,2453,0,0,9,77,14
Metta World Peace,29,HOU,SF,69,55,2452,0,0,87,13,0
Rafer Alston,32,2TM,PG,77,76,2447,90,10,0,0,0
Rafer Alston,32,HOU,PG,48,48,1591,84,16,0,0,0
Rafer Alston,32,ORL,PG,29,28,856,100,0,0,0,0
Grant Hill,36,PHO,SF,82,68,2445,0,8,81,12,0
Derek Fisher,34,LAL,PG,82,82,2441,100,0,0,0,0
Danny Granger,25,IND,SF,67,66,2424,0,0,69,31,0
Josh Smith,23,ATL,PF,69,69,2421,0,0,1,94,6
Jason Richardson,28,2TM,SG,72,71,2410,0,83,17,0,0
Jason Richardson,28,CHA,SG,14,14,491,0,74,26,0,0
Jason Richardson,28,PHO,SG,58,57,1919,0,85,15,0,0
Mehmet Okur,29,UTA,C,72,72,2409,0,0,0,5,95
Kelenna Azubuike,25,GSW,SF,74,51,2375,3,31,58,8,1
Mike Miller,28,MIN,SF,73,47,2356,0,29,70,1,0
Stephen Jackson,30,GSW,SF,59,59,2339,1,12,61,26,0
Michael Finley,35,SAS,SF,81,77,2336,0,0,79,21,0
José Calderón,27,TOR,PG,68,68,2333,98,2,0,0,0
Lamar Odom,29,LAL,PF,78,32,2316,0,0,0,96,4
Raja Bell,32,2TM,SG,67,66,2315,0,94,6,0,0
Raja Bell,32,PHO,SG,22,22,712,0,94,6,0,0
Raja Bell,32,CHA,SG,45,44,1603,0,94,6,0,0
Anderson Varejão,26,CLE,PF,81,42,2306,0,0,0,57,43
Jason Thompson,22,SAC,PF,82,56,2303,0,0,3,67,30
Paul Millsap,23,UTA,PF,76,38,2290,0,0,0,86,14
Richard Hamilton,30,DET,SG,67,51,2279,0,80,20,0,0
Carmelo Anthony,24,DEN,SF,66,66,2277,0,3,95,2,0
Beno Udrih,26,SAC,PG,73,72,2270,80,20,0,0,0
Spencer Hawes,20,SAC,C,77,51,2259,0,0,0,0,100
T.J. Ford,25,IND,PG,74,49,2258,100,0,0,0,0
Kendrick Perkins,24,BOS,C,76,76,2253,0,0,0,0,100
Shaquille O'Neal,36,PHO,C,75,75,2252,0,0,0,0,100
Baron Davis,29,LAC,PG,65,60,2248,90,10,0,0,0
Travis Outlaw,24,POR,SF,81,6,2246,0,0,66,34,0
J.R. Smith,23,DEN,SG,81,18,2245,2,85,13,0,0
Al Horford,22,ATL,C,67,67,2242,0,0,0,19,81
Nate Robinson,24,NYK,PG,74,11,2209,100,0,0,0,0
Steve Blake,28,POR,PG,69,69,2188,100,0,0,0,0
Tyrus Thomas,22,CHI,PF,79,61,2175,0,0,3,86,11
Ramon Sessions,22,MIL,PG,79,39,2173,67,33,0,0,0
Delonte West,25,CLE,SG,64,64,2152,10,88,3,0,0
James Posey,32,NOH,SG,75,0,2140,0,69,30,0,0
Rasheed Wallace,34,DET,C,66,63,2123,0,0,0,13,87
Luc Mbah a Moute,22,MIL,PF,82,52,2114,0,0,26,71,3
Kenyon Martin,31,DEN,PF,66,66,2111,0,0,0,90,10
Brad Miller,32,2TM,C,70,43,2100,0,0,0,25,75
Brad Miller,32,SAC,C,43,43,1354,0,0,0,39,61
Brad Miller,32,CHI,C,27,0,746,0,0,0,1,99
Charlie Villanueva,24,MIL,PF,78,47,2095,0,0,0,71,29
Sebastian Telfair,23,MIN,PG,75,43,2095,100,0,0,0,0
Marvin Williams,22,ATL,SF,61,59,2093,0,0,66,34,1
Allen Iverson,33,2TM,SG,57,53,2093,96,4,0,0,0
Allen Iverson,33,DEN,SG,3,3,123,36,64,0,0,0
Allen Iverson,33,DET,PG,54,50,1970,100,0,0,0,0
Peja Stojaković,31,NOH,SF,61,59,2089,0,0,70,28,1
Matt Barnes,28,PHO,PF,77,40,2082,0,0,46,53,2
Keyon Dooling,28,NJN,PG,77,18,2074,58,43,0,0,0
Dominic McGuire,23,WAS,SF,79,57,2072,0,7,84,8,0
Jamario Moon,28,2TM,SF,80,60,2068,0,2,87,11,1
Jamario Moon,28,TOR,SF,54,39,1379,0,1,84,14,1
Jamario Moon,28,MIA,SF,26,21,689,0,4,92,4,0
Kevin Love,20,MIN,C,81,37,2048,0,0,0,41,59
Samuel Dalembert,27,PHI,C,82,82,2036,0,0,0,0,100
Luke Ridnour,27,MIL,PG,72,50,2033,97,3,0,0,0
Shane Battier,30,HOU,SG,60,59,2031,0,48,48,4,0
Hakim Warrick,26,MEM,PF,82,7,2029,0,0,0,92,7
Jermaine O'Neal,30,2TM,C,68,61,2027,0,0,0,40,60
Jermaine O'Neal,30,TOR,C,41,34,1216,0,0,0,66,34
Jermaine O'Neal,30,MIA,C,27,27,811,0,0,0,1,99
Michael Beasley,20,MIA,PF,81,19,2009,0,0,0,52,48
Trevor Ariza,23,LAL,SF,82,20,1999,0,4,94,2,0
Aaron Brooks,24,HOU,PG,80,35,1998,100,0,0,0,0
Rudy Fernández,23,POR,SG,78,4,1993,5,93,2,0,0
Andrés Nocioni,29,2TM,PF,76,18,1991,0,1,34,62,3
Andrés Nocioni,29,CHI,PF,53,2,1278,0,0,22,74,4
Andrés Nocioni,29,SAC,SF,23,16,713,0,2,54,42,3
Ronald Murray,29,ATL,SG,80,2,1975,34,65,1,0,0
Francisco García,27,SAC,SF,65,36,1975,0,38,56,6,0
Joel Przybilla,29,POR,C,82,43,1952,0,0,0,0,100
Amar'e Stoudemire,26,PHO,PF,53,53,1948,0,0,0,64,36
Kevin Martin,25,SAC,SG,51,46,1947,5,80,16,0,0
Courtney Lee,23,ORL,SG,77,42,1939,2,90,8,0,0
Joakim Noah,23,CHI,C,80,55,1938,0,0,0,15,85
Matt Bonner,28,SAS,PF,81,67,1928,0,0,0,78,22
Marcus Camby,34,LAC,C,62,55,1925,0,0,0,24,77
Lou Williams,22,PHI,SG,81,0,1919,49,51,0,0,0
D.J. Augustin,21,CHA,PG,72,12,1908,100,0,0,0,0
Quentin Richardson,28,NYK,SG,72,51,1894,1,54,45,1,0
C.J. Watson,24,GSW,PG,77,18,1883,100,0,0,0,0
Kyle Korver,27,UTA,SF,78,2,1874,0,60,36,3,0
Antonio McDyess,34,DET,PF,62,30,1866,0,0,0,94,6
Andris Biedriņš,22,GSW,C,62,58,1863,0,0,0,0,100
Maurice Evans,30,ATL,SF,80,25,1840,0,8,82,10,0
Nick Young,23,WAS,SG,82,5,1837,2,92,7,0,0
Erick Dampier,33,DAL,C,80,80,1836,0,0,0,0,100
Al Jefferson,24,MIN,C,50,50,1836,0,0,0,6,94
Daequan Cook,21,MIA,SF,75,4,1833,0,48,52,0,0
Jarvis Hayes,27,NJN,SF,74,1,1832,0,0,59,41,0
Jason Kapono,27,TOR,SG,80,12,1831,0,68,32,0,0
Nick Collison,28,OKC,C,71,40,1831,0,0,0,27,73
Andrei Kirilenko,27,UTA,PF,67,10,1831,0,0,49,49,2
Willie Green,27,PHI,SG,81,60,1828,0,93,7,0,0
Jeff Foster,32,IND,C,74,26,1828,0,0,0,29,72
Linas Kleiza,24,DEN,SF,82,7,1824,0,0,58,41,1
Brandon Rush,23,IND,SG,75,19,1803,0,53,45,1,0
Daniel Gibson,22,CLE,PG,75,0,1795,50,51,0,0,0
Anthony Carter,33,DEN,PG,78,5,1787,97,3,0,0,0
Charlie Bell,29,MIL,SG,70,23,1783,2,91,7,0,0
Earl Watson,29,OKC,PG,68,18,1776,94,6,0,0,0
Kevin Garnett,32,BOS,PF,57,57,1772,0,0,2,88,10
Zydrunas Ilgauskas,33,CLE,C,65,65,1765,0,0,0,0,100
Zach Randolph,27,2TM,PF,50,45,1757,0,0,0,56,44
Zach Randolph,27,NYK,C,11,11,388,0,0,0,0,100
Zach Randolph,27,LAC,PF,39,34,1369,0,0,0,72,28
Bobby Simmons,28,NJN,SF,71,44,1729,0,9,80,11,0
Leandro Barbosa,26,PHO,SG,70,11,1705,37,63,0,0,0
Andray Blatche,22,WAS,C,71,36,1703,0,0,2,14,84
Marquis Daniels,28,IND,SF,54,43,1700,0,33,61,6,0
Ronny Turiaf,26,GSW,C,79,26,1696,0,0,0,15,85
Kyle Lowry,22,2TM,PG,77,21,1679,95,5,0,0,0
Kyle Lowry,22,MEM,PG,49,21,1071,98,2,0,0,0
Kyle Lowry,22,HOU,PG,28,0,608,88,12,0,0,0
Luol Deng,23,CHI,SF,49,46,1665,0,1,87,12,0
Josh Howard,28,DAL,SF,52,51,1663,0,6,94,1,0
Mike James,33,2TM,PG,61,50,1649,94,6,0,0,0
Mike James,33,NOH,PG,8,0,74,100,0,0,0,0
Mike James,33,WAS,PG,53,50,1575,93,7,0,0,0
Glen Davis,23,BOS,C,76,16,1637,0,0,0,35,65
C.J. Miles,21,UTA,SG,72,72,1623,1,97,1,0,0
J.J. Barea,24,DAL,SG,79,15,1600,62,39,0,0,0
Corey Maggette,29,GSW,PF,51,19,1588,0,1,23,72,5
Brandon Bass,23,DAL,C,81,0,1574,0,0,0,28,72
Antoine Wright,24,DAL,SF,65,53,1552,0,40,60,0,0
Joey Graham,26,TOR,SF,78,10,1541,0,11,67,22,0
Wally Szczerbiak,31,CLE,SF,74,5,1527,0,17,79,4,0
Darius Songaila,30,WAS,C,77,29,1521,0,0,1,47,51
Anthony Morrow,23,GSW,SG,67,17,1515,6,61,31,2,0
Bruce Bowen,37,SAS,SF,80,10,1506,0,39,55,6,0
Fred Jones,29,LAC,SF,52,21,1495,0,36,59,5,0
Bobby Jackson,35,SAC,PG,71,10,1484,99,1,0,0,0
Anthony Johnson,34,ORL,PG,80,12,1481,100,0,0,0,0
Eddie House,30,BOS,PG,81,0,1479,100,0,0,0,0
Larry Hughes,30,2TM,SF,55,20,1479,3,60,37,0,0
Larry Hughes,30,CHI,SF,30,6,792,2,44,54,0,0
Larry Hughes,30,NYK,SG,25,14,687,4,79,17,0,0
Zaza Pachulia,24,ATL,C,77,26,1473,0,0,0,0,100
Carl Landry,25,HOU,PF,69,0,1467,0,0,0,68,32
Darrell Arthur,20,MEM,PF,76,64,1464,0,0,0,81,19
Craig Smith,25,MIN,PF,74,31,1460,0,0,4,92,4
Chris Andersen,30,DEN,C,71,1,1460,0,0,0,33,67
Nicolas Batum,20,POR,SF,79,76,1454,0,1,98,1,0
Thabo Sefolosha,24,2TM,SF,66,36,1453,0,40,57,3,0
Thabo Sefolosha,24,CHI,SF,43,14,735,0,25,69,5,0
Thabo Sefolosha,24,OKC,SG,23,22,718,0,55,44,1,0
Andrew Bynum,21,LAL,C,50,50,1446,0,0,0,0,100
Tyson Chandler,26,NOH,C,45,45,1445,0,0,0,0,100
Vladimir Radmanović,28,2TM,SF,78,31,1445,0,0,70,29,1
Vladimir Radmanović,28,LAL,SF,46,28,771,0,0,91,9,0
Vladimir Radmanović,28,CHA,SF,32,3,674,0,0,47,51,2
Dahntay Jones,28,DEN,SG,79,71,1426,0,72,27,1,0
Yi Jianlian,21,NJN,PF,61,52,1421,0,0,0,90,10
Jason Maxiell,25,DET,C,78,4,1408,0,0,0,42,58
Kurt Thomas,36,SAS,PF,79,10,1404,0,0,0,77,23
Kirk Hinrich,28,CHI,SG,51,4,1339,5,76,20,0,0
Mickaël Piétrus,26,ORL,SG,54,25,1329,0,44,56,0,0
Greg Oden,21,POR,C,61,39,1314,0,0,0,1,100
Ben Wallace,34,CLE,PF,56,53,1314,0,0,0,96,5
Ryan Anderson,20,NJN,PF,66,30,1312,0,0,1,84,15
Jared Jeffries,27,NYK,SF,56,36,1310,0,2,59,35,4
Jameer Nelson,26,ORL,PG,42,42,1309,100,0,0,0,0
Sasha Vujačić,24,LAL,SG,80,0,1293,3,81,16,0,0
Keith Bogans,28,2TM,SG,65,15,1272,0,59,40,1,0
Keith Bogans,28,ORL,SG,36,15,787,0,77,23,0,0
Keith Bogans,28,MIL,SG,29,0,485,0,31,67,3,0
George Hill,22,SAS,PG,77,7,1270,77,23,0,0,0
Drew Gooden,27,3TM,PF,51,28,1264,0,0,0,36,64
Drew Gooden,27,CHI,PF,31,27,918,0,0,0,38,62
Drew Gooden,27,SAC,PF,1,0,26,0,0,0,58,42
Drew Gooden,27,SAS,PF,19,1,320,0,0,0,29,71
Marreese Speights,21,PHI,C,79,2,1263,0,0,0,16,84
Tim Thomas,31,3TM,PF,64,6,1247,0,0,4,67,29
Tim Thomas,31,LAC,PF,10,5,220,0,0,1,98,1
Tim Thomas,31,NYK,PF,36,1,773,0,0,0,54,46
Tim Thomas,31,CHI,PF,18,0,254,0,0,18,82,0
Arron Afflalo,23,DET,SG,74,8,1234,0,55,45,0,0
Leon Powe,25,BOS,PF,70,7,1227,0,0,9,91,1
Sergio Rodríguez,22,POR,PG,80,13,1225,99,1,0,0,0
Von Wafer,23,HOU,SG,63,11,1225,0,62,37,0,0
Rasho Nesterović,32,IND,C,70,19,1214,0,0,0,0,100
Michael Redd,29,MIL,SG,33,32,1203,0,77,22,1,0
Tony Battie,32,ORL,PF,77,3,1202,0,0,0,72,28
Mikki Moore,33,2TM,C,70,20,1202,0,0,7,79,14
Mikki Moore,33,SAC,PF,46,20,746,0,0,11,86,3
Mikki Moore,33,BOS,C,24,0,456,0,0,0,68,32
Rodney Carney,24,MIN,SG,67,6,1199,0,65,35,0,0
Carlos Boozer,27,UTA,PF,37,37,1197,0,0,0,59,41
Jordan Farmar,22,LAL,PG,65,0,1192,100,0,0,0,0
Manu Ginóbili,31,SAS,SG,44,7,1181,0,58,42,0,0
Tracy McGrady,29,HOU,SG,35,35,1181,0,75,25,0,0
Javaris Crittenton,21,2TM,SG,63,10,1174,73,26,0,0,0
Javaris Crittenton,21,MEM,SG,7,0,44,3,97,0,0,0
Javaris Crittenton,21,WAS,PG,56,10,1130,76,24,0,0,0
Luke Walton,28,LAL,SF,65,34,1166,0,0,93,7,0
Kyle Weaver,22,OKC,SG,56,19,1166,1,86,13,1,0
Quinton Ross,27,MEM,SF,68,7,1164,0,26,71,3,0
Steve Novak,25,LAC,PF,71,3,1161,0,0,21,76,4
Jared Dudley,23,2TM,SF,68,7,1155,0,8,65,26,1
Jared Dudley,23,CHA,SF,20,7,427,0,0,35,63,2
Jared Dudley,23,PHO,SF,48,0,728,0,12,83,5,0
JaVale McGee,21,WAS,C,75,14,1143,0,0,0,0,100
Nenad Krstić,25,OKC,C,46,29,1141,0,0,0,0,100
Reggie Evans,28,PHI,PF,79,7,1137,0,0,0,81,19
Anthony Randolph,19,GSW,PF,63,22,1129,0,0,5,61,35
Andrew Bogut,24,MIL,C,36,33,1124,0,0,0,0,100
JJ Redick,24,ORL,SG,64,5,1111,12,88,0,0,0
Joe Smith,33,2TM,C,57,3,1102,0,0,0,33,67
Joe Smith,33,OKC,C,36,3,691,0,0,0,42,58
Joe Smith,33,CLE,C,21,0,411,0,0,0,18,82
Rashad McCants,24,2TM,SG,58,3,1101,28,69,3,0,0
Rashad McCants,24,MIN,SG,34,2,636,43,56,2,0,0
Rashad McCants,24,SAC,SG,24,1,465,8,88,5,0,0
Trenton Hassell,29,NJN,SF,53,31,1094,0,15,80,6,0
Hilton Armstrong,24,NOH,C,70,29,1092,0,0,0,0,100
Desmond Mason,31,OKC,SG,39,19,1064,0,78,21,1,0
Sasha Pavlović,25,CLE,SF,66,12,1053,0,64,36,0,0
Chris Wilcox,26,2TM,C,62,6,1049,0,0,0,41,59
Chris Wilcox,26,OKC,C,37,6,719,0,0,0,58,43
Chris Wilcox,26,NYK,C,25,0,330,0,0,0,5,95
Joel Anthony,26,MIA,C,65,28,1048,0,0,0,5,95
Lou Amundson,26,PHO,PF,76,0,1044,0,0,5,71,24
DeSagana Diop,27,2TM,C,75,1,1036,0,0,0,0,100
DeSagana Diop,27,DAL,C,34,0,452,0,0,0,0,100
DeSagana Diop,27,CHA,C,41,1,584,0,0,0,0,100
Ime Udoka,31,SAS,SF,67,3,1035,0,14,61,25,0
Darko Miličić,23,MEM,C,61,15,1034,0,0,0,17,83
Antonio Daniels,33,2TM,PG,74,9,1021,91,9,0,0,0
Antonio Daniels,33,WAS,PG,13,5,288,95,5,0,0,0
Antonio Daniels,33,NOH,PG,61,4,733,89,11,0,0,0
Roy Hibbert,22,IND,C,70,42,1009,0,0,0,0,100
Kwame Brown,26,DET,C,58,30,999,0,0,0,0,100
Josh Boone,24,NJN,C,62,7,995,0,0,0,0,100
Francisco Elson,32,MIL,C,59,23,977,0,0,0,2,98
Chris Quinn,25,MIA,PG,66,0,962,100,0,0,0,0
Dan Gadzuric,30,MIL,C,67,26,941,0,0,0,2,98
Brevin Knight,33,UTA,PG,74,0,938,100,0,0,0,0
Bobby Brown,24,2TM,PG,68,2,931,44,55,0,0,0
Bobby Brown,24,SAC,SG,47,1,675,33,66,1,0,0
Bobby Brown,24,MIN,PG,21,1,256,74,27,0,0,0
Chris Kaman,26,LAC,C,31,24,921,0,0,0,0,100
Elton Brand,29,PHI,PF,29,23,920,0,0,0,74,26
Amir Johnson,21,DET,PF,62,24,911,0,0,1,78,21
Brian Cardinal,31,MIN,PF,64,4,909,0,0,3,65,32
Monta Ellis,23,GSW,SG,25,25,892,36,60,5,0,0
Roko Ukić,24,TOR,PG,72,0,890,85,15,0,0,0
Mardy Collins,24,2TM,PG,48,14,890,47,41,12,0,0
Mardy Collins,24,NYK,SG,9,0,75,0,23,75,2,0
Mardy Collins,24,LAC,PG,39,14,815,51,43,6,0,0
Tony Allen,27,BOS,SG,46,2,887,0,81,19,0,0
DeShawn Stevenson,27,WAS,SG,32,25,886,22,76,1,0,0
James Singleton,27,DAL,PF,62,6,884,0,0,21,79,1
Marco Belinelli,22,GSW,SG,42,23,882,7,81,12,0,0
Greg Buckner,32,MEM,SF,63,0,878,1,45,53,1,0
Devin Brown,30,NOH,SG,63,5,869,25,74,1,0,0
Royal Ivey,27,PHI,SG,71,0,861,2,89,8,0,0
Chuck Hayes,25,HOU,C,71,1,858,0,0,0,21,79
Brent Barry,37,HOU,SG,56,1,857,1,91,8,0,0
Yakhouba Diawara,26,MIA,SF,63,21,851,0,6,76,18,0
Kevin Ollie,36,MIN,PG,50,21,850,81,18,2,0,0
Brian Skinner,32,LAC,PF,51,21,843,0,0,0,73,27
Sean Marks,33,NOH,C,60,5,838,0,0,0,20,81
Juan Dixon,30,WAS,PG,50,6,816,100,0,0,0,0
Will Bynum,26,DET,PG,57,1,803,87,13,0,0,0
Marcin Gortat,24,ORL,PF,63,3,794,0,0,0,9,91
Ricky Davis,29,LAC,SG,36,9,785,6,48,44,2,0
Renaldo Balkman,24,DEN,PF,53,10,780,0,0,5,87,8
Julian Wright,21,NOH,SF,54,19,772,0,0,58,41,0
DeAndre Jordan,20,LAC,C,53,13,771,0,0,0,6,94
Mike Taylor,23,LAC,PG,51,5,771,100,0,0,0,0
Channing Frye,25,POR,PF,63,1,746,0,0,0,79,21
Ronnie Price,25,UTA,PG,52,17,738,89,11,0,0,0
Goran Dragić,22,PHO,PG,55,1,728,97,3,0,0,0
Donté Greene,20,SAC,SF,55,4,725,0,0,65,32,3
Travis Diener,26,IND,PG,55,0,719,94,6,0,0,0
Joe Alexander,22,MIL,SF,59,0,716,0,4,60,35,1
Aaron Gray,24,CHI,C,56,18,715,0,0,0,0,100
Will Solomon,30,2TM,PG,53,9,712,100,0,0,0,0
Will Solomon,30,TOR,PG,39,9,544,100,0,0,0,0
Will Solomon,30,SAC,PG,14,0,168,100,0,0,0,0
Adam Morrison,24,2TM,SF,52,5,711,0,0,52,46,1
Adam Morrison,24,CHA,SF,44,5,667,0,0,49,49,1
Adam Morrison,24,LAL,SF,8,0,44,0,0,100,0,0
Jamaal Magloire,30,MIA,C,55,12,709,0,0,0,0,100
Devean George,31,DAL,SF,43,17,708,0,1,98,2,0
J.J. Hickson,20,CLE,C,62,0,705,0,0,0,12,88
Josh Powell,26,LAL,PF,60,1,703,0,0,4,93,4
Matt Harpring,32,UTA,SG,63,2,693,0,77,22,2,0
Brandan Wright,21,GSW,PF,39,23,688,0,0,0,81,19
Stephen Graham,26,IND,SG,52,6,684,0,76,24,0,0
Fabricio Oberto,33,SAS,C,54,11,677,0,0,0,32,68
Solomon Jones,24,ATL,C,63,0,675,0,0,0,37,63
Jerryd Bayless,20,POR,PG,53,0,655,71,29,0,0,0
Damien Wilkins,29,OKC,SG,41,14,636,0,71,26,3,0
Walter Herrmann,29,DET,SF,59,0,630,0,0,78,22,0
James Jones,28,MIA,SF,40,1,630,0,4,86,11,0
Matt Carroll,28,2TM,SG,55,10,616,1,67,32,0,0
Matt Carroll,28,CHA,SG,34,10,475,0,61,39,0,0
Matt Carroll,28,DAL,SG,21,0,141,5,85,11,0,0
Robin Lopez,20,PHO,C,60,7,614,0,0,0,0,100
Marko Jarić,30,MEM,SG,53,0,605,23,59,19,0,0
Chris Douglas-Roberts,22,NJN,SG,44,3,585,21,69,10,0,0
Malik Allen,30,MIL,PF,49,3,579,0,0,0,56,44
Theo Ratliff,35,PHI,C,46,0,579,0,0,0,34,66
Kosta Koufos,19,UTA,C,48,7,565,0,0,0,7,93
Acie Law,24,ATL,PG,55,1,560,88,13,0,0,0
Johan Petro,23,2TM,C,49,22,559,0,0,0,0,100
Johan Petro,23,OKC,C,22,12,342,0,0,0,0,100
Johan Petro,23,DEN,C,27,10,217,0,0,0,0,100
Tyronn Lue,31,2TM,PG,44,0,521,100,0,0,0,0
Tyronn Lue,31,MIL,PG,30,0,392,100,0,0,0,0
Tyronn Lue,31,ORL,PG,14,0,129,100,0,0,0,0
Morris Peterson,31,NOH,SG,43,9,515,0,94,6,0,0
Shelden Williams,25,2TM,PF,45,0,512,0,0,4,58,37
Shelden Williams,25,SAC,PF,30,0,305,0,0,7,83,9
Shelden Williams,25,MIN,PF,15,0,207,0,0,0,21,79
Brian Scalabrine,30,BOS,C,39,8,504,0,0,6,53,41
Luther Head,26,2TM,PG,32,4,498,38,58,4,0,0
Luther Head,26,HOU,PG,22,4,322,24,69,7,0,0
Luther Head,26,MIA,SG,10,0,176,62,38,0,0,0
Mike Dunleavy,28,IND,SG,18,14,495,0,42,53,5,0
