Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
DAL,82,242.4,39.0,84.5,0.462,7.6,20.1,0.37799999999999995,31.5,64.5,0.488,19.6,24.3,0.8059999999999999,11.2,31.3,42.5,22.1,7.1,4.8,12.1,22.5,105.2,True
SAC,82,240.9,39.8,85.4,0.467,5.2,14.1,0.36700000000000005,34.6,71.3,0.486,19.7,26.3,0.7509999999999999,12.4,33.0,45.3,23.9,9.0,4.6,13.8,19.0,104.6,True
LAL,82,241.2,38.4,83.4,0.461,6.2,17.5,0.354,32.2,65.9,0.489,18.2,26.1,0.6990000000000001,12.5,31.8,44.3,23.0,7.6,5.8,12.7,22.2,101.3,True
ORL,82,241.8,37.6,84.1,0.44799999999999995,7.6,20.2,0.373,30.1,63.8,0.47100000000000003,17.6,23.4,0.754,11.5,29.8,41.2,22.0,8.1,4.7,13.6,20.7,100.5,True
MIN,82,241.5,38.7,84.0,0.461,4.8,12.8,0.37799999999999995,33.9,71.2,0.47600000000000003,17.1,21.4,0.7979999999999999,12.9,31.2,44.2,24.3,6.4,5.2,13.4,21.2,99.3,True
GSW,82,241.2,36.6,85.2,0.429,3.9,12.1,0.322,32.7,73.1,0.447,20.6,28.6,0.722,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23.0,97.7,False
OKC,82,241.8,38.2,81.5,0.469,6.0,15.8,0.37799999999999995,32.2,65.7,0.49,15.4,20.4,0.755,11.8,28.5,40.3,23.5,8.5,4.4,13.7,21.1,97.7,True
MIL,82,242.7,37.1,80.2,0.462,7.2,19.3,0.375,29.9,60.9,0.49,16.1,21.5,0.748,10.3,31.2,41.4,22.5,7.3,4.7,14.1,21.8,97.5,False
IND,82,242.7,35.8,80.2,0.446,4.9,14.6,0.33899999999999997,30.9,65.7,0.47,20.3,26.3,0.772,11.3,31.3,42.7,23.0,8.0,5.3,15.2,22.9,96.8,True
SAS,82,242.1,35.5,77.6,0.45799999999999996,5.3,14.8,0.36200000000000004,30.2,62.8,0.48,20.3,27.4,0.742,11.1,31.3,42.4,20.0,7.6,6.5,14.4,19.2,96.7,True
POR,82,241.8,36.6,81.4,0.45,5.7,16.1,0.354,31.0,65.3,0.474,17.7,23.2,0.763,13.2,29.8,43.0,23.5,8.6,4.5,14.3,19.7,96.6,True
BOS,82,241.8,34.8,82.1,0.424,8.5,23.7,0.359,26.3,58.4,0.45,18.3,23.9,0.764,10.9,31.3,42.2,21.0,9.7,3.6,13.6,21.7,96.4,True
BRK,82,241.8,37.1,83.1,0.446,4.9,14.6,0.33799999999999997,32.2,68.6,0.469,17.1,23.3,0.735,12.7,30.7,43.3,24.3,8.7,6.0,14.5,21.1,96.2,True
UTA,82,241.8,35.0,77.7,0.45,3.4,10.3,0.33299999999999996,31.6,67.5,0.46799999999999997,22.6,29.6,0.763,13.5,28.6,42.2,24.4,9.1,6.4,16.5,24.0,96.0,True
LAC,82,241.5,36.2,81.3,0.445,5.0,14.0,0.35600000000000004,31.2,67.3,0.46399999999999997,18.3,24.7,0.7390000000000001,13.2,30.2,43.4,20.9,6.2,6.6,14.8,19.8,95.7,False
CLE,82,242.1,36.0,80.3,0.44799999999999995,4.7,12.5,0.377,31.2,67.8,0.461,18.6,24.1,0.772,11.8,30.3,42.1,23.1,7.0,5.7,14.6,21.4,95.3,False
PHO,82,241.8,37.8,84.6,0.447,4.4,13.4,0.327,33.4,71.2,0.469,15.2,19.9,0.767,13.1,29.6,42.7,22.4,8.1,4.9,14.7,21.8,95.1,False
DET,82,240.0,34.7,76.8,0.452,6.9,18.4,0.376,27.8,58.4,0.475,18.0,23.8,0.7559999999999999,9.9,28.9,38.7,21.5,7.9,6.9,14.5,20.7,94.3,True
ATL,82,241.2,35.4,80.6,0.439,5.2,14.6,0.354,30.2,66.0,0.45799999999999996,18.1,23.7,0.765,11.6,29.8,41.5,20.2,8.1,4.3,15.5,20.8,94.0,False
CHO,82,240.9,35.3,80.2,0.44,4.2,12.1,0.348,31.1,68.1,0.456,19.1,25.7,0.745,12.9,30.5,43.5,21.5,8.0,5.6,14.0,21.3,93.9,True
WAS,82,240.6,35.8,81.3,0.441,3.7,9.6,0.38799999999999996,32.1,71.7,0.44799999999999995,17.4,22.8,0.765,12.9,29.2,42.0,20.9,7.0,4.3,13.0,21.5,92.8,False
HOU,82,243.7,34.6,80.8,0.428,6.0,18.0,0.335,28.5,62.8,0.455,17.1,23.1,0.741,12.5,29.4,41.9,18.1,6.5,5.4,14.1,18.0,92.3,False
DEN,82,241.5,35.5,83.8,0.424,5.2,15.7,0.32899999999999996,30.4,68.1,0.446,15.9,21.4,0.7440000000000001,13.6,28.2,41.8,22.2,7.5,5.6,14.7,22.8,92.2,False
NYK,82,241.5,34.4,79.5,0.43200000000000005,5.8,16.4,0.353,28.6,63.1,0.45299999999999996,17.1,21.8,0.787,10.7,30.0,40.7,21.0,6.8,3.5,14.5,22.0,91.6,False
TOR,82,240.9,35.6,82.0,0.434,4.7,13.5,0.349,30.9,68.5,0.451,15.5,20.9,0.7390000000000001,13.6,28.5,42.1,21.7,8.4,5.5,14.3,21.6,91.4,True
PHI,82,240.6,34.2,78.5,0.436,2.6,8.7,0.299,31.6,69.8,0.45299999999999996,20.0,25.7,0.779,13.3,30.9,44.2,20.0,8.6,4.4,15.3,20.1,91.0,True
