Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
DAL,82,242.4,38.3,82.4,0.46399999999999997,6.8,18.3,0.37200000000000005,31.5,64.2,0.491,18.6,22.8,0.816,10.2,31.5,41.7,23.4,7.6,5.5,12.9,19.1,102.0,True
LAL,82,241.8,38.3,83.8,0.457,6.5,19.0,0.341,31.9,64.8,0.49200000000000005,18.5,24.2,0.765,11.9,32.5,44.3,21.1,7.5,4.9,13.4,19.4,101.7,True
ATL,82,242.1,38.8,82.9,0.46799999999999997,6.4,17.7,0.36,32.4,65.2,0.49700000000000005,17.7,23.3,0.759,11.8,29.9,41.7,21.8,7.2,5.0,12.0,19.9,101.7,True
OKC,82,241.5,37.4,80.8,0.462,5.1,15.0,0.34,32.3,65.9,0.49,21.7,27.0,0.805,11.7,31.8,43.5,20.0,8.0,5.9,15.0,21.3,101.5,True
SAS,82,241.2,38.4,81.2,0.473,6.8,18.9,0.358,31.7,62.3,0.508,17.8,24.0,0.74,10.8,32.0,42.8,22.3,6.3,4.6,13.6,20.4,101.4,True
IND,82,240.3,36.8,83.2,0.44299999999999995,8.0,23.1,0.348,28.8,60.1,0.479,19.1,24.6,0.775,9.6,31.9,41.5,21.1,7.1,5.4,15.0,22.5,100.8,False
NOP,82,241.8,38.8,83.4,0.46399999999999997,7.0,19.2,0.363,31.8,64.3,0.495,15.8,20.3,0.778,10.4,29.9,40.3,22.3,7.6,3.7,13.5,19.6,100.2,False
SAC,82,242.4,38.3,84.1,0.456,5.9,16.9,0.349,32.5,67.2,0.483,17.4,24.0,0.726,11.9,30.7,42.6,20.5,6.9,4.5,15.0,22.3,100.0,False
BOS,82,241.2,37.1,76.8,0.483,6.1,17.5,0.348,31.0,59.3,0.523,19.0,25.5,0.746,8.7,29.9,38.6,23.5,8.5,4.9,14.9,22.1,99.2,True
MIN,82,241.2,37.9,84.4,0.449,4.9,14.4,0.341,33.0,70.0,0.47100000000000003,17.5,23.5,0.746,11.7,31.2,42.9,19.8,7.3,3.7,16.3,20.7,98.2,False
POR,82,242.1,36.3,78.7,0.461,6.0,16.9,0.354,30.3,61.8,0.49,19.6,24.8,0.79,11.1,29.1,40.2,20.4,6.4,4.3,12.3,20.9,98.1,True
MIL,82,243.7,37.2,85.3,0.436,7.9,22.1,0.35600000000000004,29.3,63.2,0.46399999999999997,15.4,20.4,0.755,11.8,31.2,43.0,21.2,7.1,4.7,13.2,22.2,97.7,True
PHI,82,241.5,37.6,81.8,0.46,5.8,16.8,0.34299999999999997,31.9,64.9,0.491,16.7,22.0,0.7559999999999999,11.5,29.5,41.0,21.0,8.1,5.4,14.5,20.5,97.7,False
CHI,82,242.7,37.6,83.2,0.451,4.3,13.0,0.33,33.3,70.2,0.474,18.0,23.9,0.754,11.4,33.1,44.5,20.8,6.5,5.8,14.3,20.1,97.5,True
MIA,82,242.4,36.4,79.5,0.45799999999999996,6.0,17.4,0.34600000000000003,30.4,62.1,0.489,17.7,23.5,0.752,10.7,31.1,41.8,18.9,7.4,5.6,13.2,20.9,96.5,True
WAS,82,241.8,36.7,81.7,0.449,5.3,14.9,0.353,31.4,66.8,0.47100000000000003,17.6,23.1,0.762,11.8,30.0,41.8,19.0,6.0,5.1,14.9,21.4,96.2,False
LAC,82,240.3,36.6,80.5,0.455,5.9,17.8,0.332,30.7,62.7,0.49,16.6,22.8,0.73,11.3,30.5,41.8,22.1,6.5,5.7,15.7,19.3,95.7,False
CHO,82,242.4,34.9,76.9,0.45299999999999996,5.6,16.2,0.34600000000000003,29.2,60.7,0.48200000000000004,20.0,26.6,0.7509999999999999,10.5,30.4,40.8,20.2,7.7,5.4,15.7,19.5,95.3,True
DET,82,241.2,35.9,80.5,0.445,4.6,14.5,0.314,31.3,66.0,0.474,17.7,24.4,0.728,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,94.0,False
BRK,82,241.2,34.3,79.9,0.429,4.6,14.5,0.318,29.7,65.5,0.45399999999999996,19.2,24.6,0.78,10.9,28.8,39.7,18.8,7.0,4.8,14.4,20.0,92.4,False
