Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
UTA,82,241.8,38.2,75.8,0.504,4.1,11.0,0.37,34.1,64.8,0.526,22.7,29.5,0.769,10.8,29.4,40.2,26.8,9.1,5.1,15.4,24.2,103.1,True
CHI,82,240.6,40.0,84.4,0.473,6.4,17.1,0.373,33.6,67.3,0.499,16.8,22.5,0.747,15.1,30.0,45.1,26.1,8.7,4.0,13.5,19.7,103.1,True
PHO,82,242.1,38.3,81.8,0.469,6.4,17.4,0.369,31.9,64.4,0.496,19.7,25.9,0.7609999999999999,11.2,29.0,40.1,25.2,8.1,3.9,14.4,21.1,102.8,True
OKC,82,241.2,36.5,78.2,0.467,6.8,19.3,0.353,29.7,58.9,0.504,21.0,28.0,0.752,12.3,27.7,40.0,23.5,11.0,4.7,15.0,22.0,100.9,True
BOS,82,242.7,37.4,85.0,0.44,5.7,16.2,0.35100000000000003,31.7,68.7,0.461,20.1,26.8,0.75,13.4,26.7,40.0,21.9,9.9,3.8,16.4,23.4,100.6,False
HOU,82,242.1,37.0,79.1,0.46799999999999997,8.2,22.4,0.365,28.9,56.6,0.509,18.3,24.3,0.755,11.3,31.3,42.6,24.5,8.4,4.2,16.6,19.6,100.6,True
PHI,82,241.2,36.6,83.5,0.43799999999999994,5.3,16.5,0.319,31.3,67.0,0.46799999999999997,21.7,29.9,0.725,15.5,28.7,44.2,20.7,8.3,4.8,17.5,21.1,100.2,False
LAL,82,243.0,36.8,81.0,0.45399999999999996,6.7,18.3,0.36700000000000005,30.1,62.7,0.48,19.7,28.4,0.6920000000000001,13.3,29.4,42.8,22.5,9.0,7.0,14.9,22.2,100.0,True
GSW,82,242.7,36.5,80.1,0.456,5.9,16.6,0.353,30.7,63.5,0.483,20.7,26.6,0.778,13.2,27.5,40.8,22.2,7.5,4.4,17.2,21.8,99.6,False
WAS,82,242.1,39.1,81.4,0.48,4.0,12.2,0.331,35.1,69.2,0.507,17.1,24.1,0.7070000000000001,12.3,29.5,41.8,23.4,8.7,4.9,15.7,22.1,99.4,True
POR,82,242.1,36.6,78.8,0.46399999999999997,6.1,17.1,0.358,30.5,61.8,0.493,19.7,27.6,0.713,12.9,30.4,43.3,20.9,7.8,5.3,16.5,23.5,99.0,True
CHO,82,241.5,36.4,77.3,0.47100000000000003,7.2,16.9,0.428,29.2,60.5,0.483,18.8,24.2,0.777,11.1,28.0,39.1,24.6,7.3,4.3,14.7,20.8,98.9,True
DEN,82,243.0,35.8,81.5,0.439,7.8,20.9,0.37200000000000005,28.0,60.7,0.462,18.5,24.3,0.7609999999999999,12.1,29.9,42.0,23.0,6.1,5.9,16.6,21.8,97.8,False
LAC,82,243.0,36.5,81.7,0.446,5.8,16.3,0.354,30.7,65.3,0.469,18.5,25.3,0.731,13.3,27.3,40.7,20.3,8.9,5.4,16.0,24.0,97.2,True
BRK,82,241.2,36.5,86.5,0.42200000000000004,5.9,16.7,0.353,30.6,69.8,0.439,18.3,24.8,0.74,17.2,29.0,46.2,21.0,8.3,5.9,15.7,22.7,97.2,False
SAC,82,242.1,36.6,80.6,0.45399999999999996,5.0,12.9,0.391,31.5,67.7,0.466,18.2,25.2,0.723,13.4,28.1,41.5,21.9,7.2,4.4,16.2,23.7,96.4,False
MIN,82,241.2,35.8,78.5,0.456,4.5,13.3,0.33899999999999997,31.3,65.2,0.48,20.0,26.6,0.7509999999999999,11.7,28.1,39.7,22.9,7.5,6.8,15.2,22.2,96.1,True
TOR,82,241.8,35.3,80.9,0.43700000000000006,7.2,19.8,0.363,28.1,61.1,0.461,17.6,24.5,0.72,13.8,27.5,41.3,20.9,8.8,6.3,16.4,23.0,95.5,False
NYK,82,242.1,35.1,75.9,0.46299999999999997,5.7,15.8,0.363,29.4,60.2,0.489,19.3,25.8,0.748,11.9,30.7,42.5,22.1,7.7,4.6,17.8,24.8,95.4,True
IND,82,243.0,34.8,76.3,0.456,5.2,13.8,0.381,29.5,62.5,0.47200000000000003,20.6,28.5,0.722,12.5,29.1,41.7,21.3,7.1,4.8,16.3,24.1,95.4,False
MIL,82,240.6,36.2,76.9,0.47100000000000003,4.0,11.2,0.35200000000000004,32.2,65.6,0.491,19.0,25.7,0.741,11.6,27.6,39.2,19.6,7.7,4.2,15.7,23.1,95.3,False
MIA,82,241.5,34.4,76.0,0.45299999999999996,8.3,22.7,0.364,26.1,53.3,0.491,17.7,24.7,0.7190000000000001,11.7,29.3,41.0,21.2,7.9,5.4,15.9,23.4,94.8,True
ATL,82,241.5,34.3,76.9,0.446,8.0,22.4,0.359,26.3,54.5,0.48100000000000004,18.2,23.8,0.763,12.5,28.7,41.1,19.0,8.5,5.2,15.0,19.4,94.8,True
DET,82,241.8,34.5,74.3,0.46399999999999997,7.1,18.3,0.38799999999999996,27.4,56.0,0.488,18.1,24.3,0.745,10.5,28.0,38.4,19.0,7.7,3.5,12.7,20.1,94.2,True
ORL,82,242.1,34.6,79.2,0.43700000000000006,6.9,20.3,0.341,27.7,59.0,0.47,18.0,24.1,0.746,13.1,27.1,40.1,20.6,8.5,4.4,15.2,20.0,94.1,True
DAL,82,241.5,34.3,78.7,0.436,5.2,16.0,0.327,29.1,62.6,0.46399999999999997,16.8,23.4,0.7170000000000001,12.7,27.6,40.3,20.3,8.0,4.3,16.1,21.9,90.6,False
SAS,82,240.6,34.5,77.9,0.442,4.6,14.4,0.32,29.9,63.5,0.47,16.9,23.5,0.7190000000000001,13.4,26.0,39.4,20.3,7.9,5.3,15.2,21.5,90.5,False
MEM,82,241.2,34.4,78.7,0.43700000000000006,5.4,15.5,0.349,29.0,63.2,0.45799999999999996,15.0,21.1,0.7090000000000001,12.5,26.3,38.8,22.7,8.0,5.7,15.9,21.4,89.2,False
CLE,82,242.1,33.0,72.8,0.45299999999999996,5.9,15.7,0.376,27.1,57.2,0.474,15.6,21.6,0.723,11.1,26.3,37.4,20.9,8.0,3.8,14.5,23.0,87.5,False
