Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
Dalano Banton,PG,22,TOR,64,1,10.9,1.3,3.2,.411,0.2,0.8,.255,1.1,2.4,.464,.443,0.4,0.7,.591,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,3.2,10.0,.463,.252,.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,-0.4,0.8,0.4,.030,-3.5,0.4,-3.1,-0.2,925258.0
Cat Barber,PG,27,ATL,3,0,4.3,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,0.0,1.3,.000,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.0,-11.2,.000,.000,1.000,8.5,16.7,12.6,26.7,0.0,0.0,14.8,22.7,-0.1,0.0,-0.1,-0.450,-15.8,-7.6,-23.5,-0.1,
Harrison Barnes,PF,29,SAC,77,77,33.6,5.1,10.8,.469,1.8,4.7,.394,3.2,6.2,.525,.554,4.4,5.4,.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,15.7,.623,.432,.495,3.4,14.9,9.1,10.5,1.0,0.5,10.4,18.8,5.0,1.0,6.0,.112,1.5,-1.3,0.2,1.4,20284091.0
Scottie Barnes,PF,20,TOR,74,74,35.4,6.2,12.6,.492,0.8,2.6,.301,5.4,10.0,.543,.524,2.1,2.9,.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,16.3,.552,.207,.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19.0,3.7,2.9,6.6,.122,0.5,0.4,0.9,1.9,7280520.0
RJ Barrett,SF,21,NYK,70,70,34.5,7.0,17.1,.408,2.0,5.8,.342,5.0,11.3,.442,.466,4.1,5.8,.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0,13.7,.511,.338,.340,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,0.1,2.2,2.3,.046,-0.3,-1.3,-1.6,0.2,8623920.0
Will Barton,SG,31,DEN,71,71,32.1,5.5,12.6,.438,2.2,6.1,.365,3.3,6.6,.504,.525,1.4,1.8,.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,14.7,13.4,.548,.480,.142,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,1.2,1.9,3.2,.067,0.4,-0.9,-0.5,0.9,15625000.0
Paris Bass,SF,26,PHO,2,0,3.5,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,1.0,1.0,1.000,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0,13.9,.436,.333,.333,31.5,29.9,30.6,0.0,6.9,0.0,22.5,54.6,0.0,0.0,0.0,-0.170,-11.2,-1.2,-12.4,0.0,
Charles Bassey,C,21,PHI,23,0,7.3,1.3,2.0,.638,0.0,0.2,.000,1.3,1.9,.698,.638,0.4,0.5,.750,1.0,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3.0,21.5,.660,.085,.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,0.4,0.3,0.8,.220,-0.4,2.1,1.7,0.2,925258.0
Keita Bates-Diop,SF,26,SAS,59,14,16.2,2.3,4.5,.517,0.3,0.9,.309,2.0,3.5,.572,.549,0.8,1.0,.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1.0,5.7,12.4,.578,.209,.232,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,0.6,1.0,1.6,.080,-2.1,-0.5,-2.6,-0.1,1729217.0
Nicolas Batum,PF,33,LAC,59,54,24.8,3.0,6.6,.463,1.8,4.6,.400,1.2,2.0,.607,.602,0.4,0.6,.658,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4,8.3,13.5,.608,.698,.098,2.2,15.8,9.2,9.7,1.9,2.4,9.0,13.3,1.6,2.1,3.7,.123,0.5,1.8,2.3,1.6,3170029.0
Kent Bazemore,SF,32,LAL,39,14,14.0,1.2,3.6,.324,0.7,2.1,.363,0.4,1.5,.271,.428,0.3,0.4,.765,0.3,1.4,1.8,0.9,0.6,0.2,0.5,1.8,3.4,6.0,.451,.576,.122,2.6,11.0,6.8,8.1,2.2,1.5,12.5,13.2,-0.4,0.5,0.1,.006,-5.1,0.8,-4.3,-0.3,1669178.0
Darius Bazley,PF,21,OKC,69,53,27.9,4.0,9.4,.422,1.2,3.9,.297,2.8,5.5,.511,.484,1.7,2.5,.688,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,10.8,12.6,.515,.414,.262,3.7,19.8,11.6,7.7,1.5,3.4,11.1,18.3,-0.5,2.2,1.8,.044,-2.1,0.3,-1.8,0.1,2513040.0
Bradley Beal,SG,28,WAS,40,40,36.0,8.7,19.3,.451,1.6,5.3,.300,7.1,14.0,.508,.492,4.2,5.1,.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,17.5,.539,.272,.263,3.0,11.4,7.3,30.8,1.2,0.9,13.6,30.8,0.6,0.7,1.4,.046,2.0,-1.2,0.8,1.0,33724200.0
Malik Beasley,SG,25,MIN,79,18,25.0,4.2,10.8,.391,3.0,8.1,.377,1.2,2.7,.432,.532,0.6,0.8,.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1,11.9,.544,.749,.071,1.4,11.2,6.2,8.5,1.0,0.6,4.7,19.4,1.7,1.2,2.9,.069,0.7,-1.5,-0.7,0.7,14491964.0
Jordan Bell,C,27,CHI,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,29.9,,,,56.6,0.0,28.1,0.0,24.4,0.0,,0.0,0.0,0.0,0.0,.600,-8.1,10.8,2.7,0.0,
DeAndre' Bembry,SF,27,TOT,56,20,18.3,2.2,3.9,.561,0.3,0.6,.417,1.9,3.3,.589,.595,0.4,0.6,.600,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2.0,5.1,11.9,.601,.163,.158,4.6,12.5,8.6,8.6,2.3,2.2,11.6,11.2,1.1,1.1,2.2,.104,-2.2,1.5,-0.7,0.3,518021.0
DeAndre' Bembry,SF,27,BRK,48,20,19.8,2.5,4.4,.568,0.3,0.8,.417,2.2,3.7,.599,.603,0.4,0.7,.600,0.8,2.4,3.2,1.3,1.0,0.5,0.6,2.2,5.8,12.4,.609,.169,.164,4.5,12.8,8.7,8.5,2.4,2.4,11.6,11.7,1.1,1.1,2.1,.108,-2.0,1.6,-0.4,0.4,518021.0
DeAndre' Bembry,SF,27,MIL,8,0,9.6,0.4,1.0,.375,0.0,0.0,,0.4,1.0,.375,.375,0.0,0.0,,0.5,0.9,1.4,0.8,0.3,0.0,0.1,1.1,0.8,4.8,.375,.000,.000,5.6,9.4,7.6,9.4,1.2,0.0,11.1,5.0,0.0,0.1,0.1,.053,-4.4,0.5,-3.9,0.0,518021.0
Dāvis Bertāns,PF,29,TOT,56,0,14.4,1.8,4.9,.360,1.4,4.1,.335,0.4,0.8,.489,.500,0.6,0.7,.900,0.2,1.9,2.1,0.6,0.3,0.2,0.3,1.5,5.6,9.4,.531,.836,.145,1.7,14.3,8.0,5.5,1.0,1.3,6.1,17.3,0.2,0.7,0.9,.053,-1.7,-0.9,-2.6,-0.1,
Dāvis Bertāns,PF,29,WAS,34,0,14.7,1.8,5.0,.351,1.4,4.2,.319,0.4,0.8,.519,.485,0.8,0.9,.933,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.6,5.7,8.3,.527,.842,.175,1.3,12.0,6.7,4.4,1.1,1.0,7.1,17.6,0.0,0.3,0.3,.025,-2.5,-1.3,-3.8,-0.2,
Dāvis Bertāns,PF,29,DAL,22,0,13.9,1.8,4.7,.375,1.4,3.9,.360,0.4,0.8,.444,.524,0.4,0.5,.800,0.3,2.3,2.5,0.7,0.3,0.3,0.2,1.4,5.3,11.2,.540,.827,.096,2.2,18.2,10.2,7.1,1.0,1.8,4.4,16.7,0.2,0.4,0.6,.098,-0.4,-0.3,-0.7,0.1,
Patrick Beverley,PG,33,MIN,58,54,25.4,3.1,7.5,.406,1.4,4.2,.343,1.6,3.3,.485,.501,1.7,2.3,.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2,14.8,.539,.555,.305,4.4,13.2,8.7,24.5,2.2,3.4,12.9,16.1,2.3,1.7,4.1,.132,0.6,2.1,2.7,1.7,14320988.0
Saddiq Bey,SF,22,DET,82,82,33.0,5.5,13.9,.396,2.6,7.4,.346,2.9,6.4,.454,.489,2.6,3.1,.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,14.0,.529,.537,.224,4.1,14.1,8.8,13.8,1.3,0.5,7.1,21.3,2.4,1.6,4.0,.071,0.9,-1.2,-0.3,1.2,2824320.0
Khem Birch,C,29,TOR,55,28,18.0,1.8,3.6,.485,0.0,0.3,.000,1.8,3.4,.522,.485,1.0,1.3,.746,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9,4.5,13.2,.534,.070,.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,1.5,1.1,2.6,.126,-1.7,0.4,-1.3,0.2,6350000.0
Goga Bitadze,C,22,IND,50,16,14.6,2.6,5.0,.520,0.5,1.6,.288,2.2,3.4,.628,.565,1.3,1.9,.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0,18.0,.595,.317,.373,11.9,15.3,13.5,11.2,1.4,5.0,13.6,19.9,1.3,0.6,1.9,.122,-0.2,-0.6,-0.8,0.2,3098400.0
Bismack Biyombo,C,29,PHO,36,3,14.1,2.4,4.0,.593,0.0,0.0,,2.4,4.0,.593,.593,1.1,2.0,.535,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9,5.8,17.3,.596,.000,.490,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,0.9,0.9,1.8,.170,-1.7,0.4,-1.3,0.1,863368.0
Nemanja Bjelica,C,33,GSW,71,0,16.1,2.3,4.8,.468,0.8,2.1,.362,1.5,2.7,.549,.547,0.8,1.1,.728,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,6.1,14.2,.573,.436,.237,6.1,21.5,14.1,19.8,1.8,2.2,18.7,17.8,1.0,2.1,3.0,.128,-0.9,2.3,1.4,1.0,1669178.0
Eric Bledsoe,PG,32,LAC,54,29,25.2,3.6,8.7,.421,0.9,3.0,.313,2.7,5.6,.479,.475,1.6,2.2,.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9,12.5,.514,.348,.250,2.2,11.6,7.1,24.1,2.5,1.2,18.3,20.5,-0.5,1.8,1.3,.047,-2.1,1.3,-0.8,0.4,18125000.0
Keljin Blevins,SF,26,POR,31,1,11.3,1.1,3.6,.306,0.7,2.3,.292,0.4,1.3,.333,.401,0.2,0.4,.545,0.5,0.9,1.5,0.6,0.4,0.0,0.5,0.9,3.1,4.8,.410,.649,.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,-0.6,0.1,-0.5,-0.066,-5.6,-2.9,-8.5,-0.6,
Bogdan Bogdanović,SG,29,ATL,63,27,29.3,5.4,12.6,.431,2.7,7.3,.368,2.7,5.3,.516,.537,1.5,1.8,.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,15.4,.562,.578,.145,1.7,13.0,7.4,15.5,1.8,0.7,7.7,21.6,2.5,1.2,3.7,.095,1.5,-0.2,1.3,1.5,
Bojan Bogdanović,PF,32,UTA,69,69,30.9,6.1,13.4,.455,2.6,6.8,.387,3.5,6.7,.524,.552,3.2,3.8,.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7,18.1,15.7,.599,.504,.280,3.1,11.8,7.6,8.7,0.8,0.0,10.2,23.7,3.6,1.6,5.2,.118,1.6,-1.6,0.0,1.1,
Bol Bol,PF,22,DEN,14,0,5.8,1.1,1.9,.556,0.1,0.3,.250,1.0,1.6,.609,.574,0.1,0.4,.400,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4,13.5,.565,.148,.185,5.7,21.4,13.8,9.1,0.6,2.2,12.0,18.0,0.0,0.1,0.1,.065,-0.5,-0.4,-1.0,0.0,2161152.0
Leandro Bolmaro,SF,21,MIN,35,2,6.9,0.5,1.5,.315,0.1,0.5,.278,0.3,1.0,.333,.361,0.3,0.4,.846,0.5,0.8,1.2,0.6,0.2,0.0,0.4,0.7,1.4,5.4,.419,.333,.241,6.9,12.3,9.6,11.0,1.2,0.0,17.9,12.6,-0.1,0.2,0.0,.004,-5.1,-0.7,-5.8,-0.2,2353320.0
Isaac Bonga,SF,22,TOR,15,0,4.6,0.2,0.9,.231,0.1,0.3,.250,0.1,0.6,.222,.269,0.3,0.5,.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8,8.7,.363,.308,.615,6.0,5.0,5.5,7.3,5.8,2.8,10.8,11.5,-0.1,0.1,0.1,.060,-5.4,5.0,-0.4,0.0,1669178.0
