Player,Age,Tm,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
James Harden,34,LAC,PG,6,6,40.3,6.7,14.8,.449,3.0,7.8,.383,3.7,7.0,.524,.551,4.8,5.3,.906,0.5,4.0,4.5,8.0,1.0,1.0,2.3,2.2,21.2,18.6,.612,.594,.418,1.6,14.8,8.4,33.6,1.5,2.1,16.0,20.6,5.9,2.5,8.4,.163,3.8,0.3,4.1,3.8,35640000.0
James Harden,34,LAC,PG,6,6,40.3,6.7,14.8,.449,3.0,7.8,.383,3.7,7.0,.524,.551,4.8,5.3,.906,0.5,4.0,4.5,8.0,1.0,1.0,2.3,2.2,21.2,18.6,.612,.594,.418,1.6,14.8,8.4,33.6,1.5,2.1,16.0,20.6,5.9,2.5,8.4,.163,3.8,0.3,4.1,3.8,35640000.0
Jamal Murray,26,DEN,PG,12,12,38.5,8.3,20.8,.402,1.9,6.1,.315,6.4,14.7,.438,.448,2.0,2.2,.923,0.8,3.6,4.3,5.6,0.8,0.5,2.6,2.3,20.6,20.7,.586,.346,.187,2.6,11.6,7.2,31.2,1.5,1.8,10.5,27.9,3.8,2.1,5.9,.153,4.5,-0.4,4.1,2.9,33833400.0
Jamal Murray,26,DEN,PG,12,12,38.5,8.3,20.8,.402,1.9,6.1,.315,6.4,14.7,.438,.448,2.0,2.2,.923,0.8,3.6,4.3,5.6,0.8,0.5,2.6,2.3,20.6,20.7,.586,.346,.187,2.6,11.6,7.2,31.2,1.5,1.8,10.5,27.9,3.8,2.1,5.9,.153,4.5,-0.4,4.1,2.9,33833400.0
Paul George,33,LAC,PF,6,6,37.0,6.5,15.8,.411,3.0,8.2,.367,3.5,7.7,.457,.505,3.5,4.2,.840,0.5,6.3,6.8,4.8,1.2,0.5,2.3,3.7,19.5,19.3,.613,.476,.235,1.7,15.3,8.8,16.1,2.2,1.3,10.1,26.6,4.4,2.8,7.3,.140,2.9,0.2,3.2,3.3,45640084.0
Paul George,33,LAC,PF,6,6,37.0,6.5,15.8,.411,3.0,8.2,.367,3.5,7.7,.457,.505,3.5,4.2,.840,0.5,6.3,6.8,4.8,1.2,0.5,2.3,3.7,19.5,19.3,.613,.476,.235,1.7,15.3,8.8,16.1,2.2,1.3,10.1,26.6,4.4,2.8,7.3,.140,2.9,0.2,3.2,3.3,45640084.0
Karl-Anthony Towns,28,MIN,PF,16,16,32.6,6.8,14.5,.466,1.9,5.2,.361,4.9,9.3,.523,.530,3.7,4.3,.855,2.2,6.8,9.0,2.6,0.8,0.2,1.7,3.4,19.1,18.8,.625,.344,.307,5.5,22.6,14.4,15.1,1.0,1.8,14.1,27.4,2.6,3.6,6.3,.148,1.6,0.9,2.5,2.3,36016200.0
Karl-Anthony Towns,28,MIN,PF,16,16,32.6,6.8,14.5,.466,1.9,5.2,.361,4.9,9.3,.523,.530,3.7,4.3,.855,2.2,6.8,9.0,2.6,0.8,0.2,1.7,3.4,19.1,18.8,.625,.344,.307,5.5,22.6,14.4,15.1,1.0,1.8,14.1,27.4,2.6,3.6,6.3,.148,1.6,0.9,2.5,2.3,36016200.0
Franz Wagner,22,ORL,SF,7,7,37.0,6.0,14.7,.408,1.3,4.9,.265,4.7,9.9,.478,.451,5.6,6.3,.886,1.4,5.4,6.9,4.4,0.7,1.3,1.3,2.9,18.9,17.6,.575,.305,.291,3.6,15.7,9.6,18.8,1.6,1.1,10.0,25.7,3.1,3.2,6.4,.131,0.9,0.3,1.2,1.9,5508720.0
Tyrese Haliburton,23,IND,PG,15,15,34.8,7.0,14.3,.488,3.5,9.3,.379,3.5,5.0,.693,.612,1.1,1.3,.850,0.8,4.0,4.8,8.2,1.3,0.7,2.1,0.9,18.7,23.3,.605,.510,.217,1.8,12.0,6.9,44.9,1.8,1.7,12.2,24.6,7.6,1.5,9.0,.195,7.3,-0.4,6.9,5.0,5808435.0
Jalen Williams,22,OKC,PF,10,10,37.7,7.5,16.0,.469,1.5,3.9,.385,6.0,12.1,.496,.516,2.2,2.7,.815,1.3,5.5,6.8,5.4,1.7,0.5,1.9,2.1,18.7,19.1,.621,.243,.223,1.9,11.8,7.1,21.3,1.7,1.9,10.1,23.7,4.5,2.7,7.3,.157,2.0,0.3,2.3,2.4,4558680.0
Donte DiVincenzo,27,NYK,SG,13,13,35.8,6.2,14.7,.419,3.5,8.2,.425,2.7,6.5,.412,.537,2.0,2.3,.867,1.0,3.0,4.0,2.6,1.2,0.9,1.2,2.2,17.8,16.0,.597,.702,.114,3.0,11.2,7.1,13.7,2.3,1.4,9.7,21.3,3.6,3.0,6.6,.135,2.5,0.9,3.4,3.2,10960000.0
CJ McCollum,32,NOP,PG,4,4,37.0,7.8,18.5,.419,1.8,7.3,.241,6.0,11.3,.533,.466,0.5,0.5,1.000,0.5,4.3,4.8,4.8,1.8,0.8,4.0,3.5,17.8,17.9,.592,.528,.132,2.0,12.6,7.4,21.4,1.4,1.9,9.0,24.7,3.5,2.4,5.9,.132,3.3,-0.3,3.1,2.8,35802469.0
CJ McCollum,32,NOP,PG,4,4,37.0,7.8,18.5,.419,1.8,7.3,.241,6.0,11.3,.533,.466,0.5,0.5,1.000,0.5,4.3,4.8,4.8,1.8,0.8,4.0,3.5,17.8,17.9,.592,.528,.132,2.0,12.6,7.4,21.4,1.4,1.9,9.0,24.7,3.5,2.4,5.9,.132,3.3,-0.3,3.1,2.8,35802469.0
Brook Lopez,35,MIL,C,6,6,33.3,7.3,12.5,.587,1.7,3.8,.435,5.7,8.7,.654,.653,1.3,2.5,.533,1.8,2.5,4.3,1.8,0.0,1.3,1.5,1.7,17.7,14.8,.608,.535,.177,5.4,13.0,9.3,7.1,0.9,6.7,8.8,16.0,3.1,2.8,5.9,.117,0.2,0.8,1.0,1.8,25000000.0
Jarrett Allen,25,CLE,C,4,4,31.8,6.3,9.3,.676,0.0,0.0,,6.3,9.3,.676,.676,4.5,6.5,.692,3.8,10.0,13.8,1.3,1.3,1.0,1.3,2.0,17.0,21.8,.664,.007,.383,11.3,25.8,18.7,13.2,1.1,3.0,11.2,19.4,6.8,3.9,10.7,.210,2.1,0.9,3.0,3.1,20000000.0
Myles Turner,27,IND,C,17,17,32.4,6.2,12.1,.517,2.3,5.1,.453,3.9,7.0,.563,.612,2.2,2.9,.760,1.5,5.1,6.6,2.1,0.5,1.5,1.9,2.6,17.0,19.3,.626,.356,.349,6.2,22.9,14.5,6.4,0.9,5.5,9.4,23.4,3.6,2.2,5.8,.134,1.0,-0.1,0.9,1.5,20975000.0
Tyler Herro,24,MIA,SG,5,5,37.0,6.0,15.6,.385,3.0,8.6,.349,3.0,7.0,.429,.481,1.8,2.0,.900,0.0,3.6,3.6,5.4,0.4,0.0,2.8,2.0,16.8,15.7,.558,.453,.151,1.5,16.5,8.9,22.4,1.1,0.2,10.6,27.8,0.4,1.6,2.0,.068,1.5,-0.7,0.8,1.0,27000000.0
Austin Reaves,25,LAL,SG,5,5,34.8,6.0,12.6,.476,1.4,5.2,.269,4.6,7.4,.622,.532,3.4,3.8,.895,1.0,2.8,3.8,3.6,1.4,0.6,0.8,1.6,16.8,15.5,.613,.447,.289,2.5,11.9,7.4,23.5,1.2,0.8,14.1,20.3,3.9,2.0,5.9,.108,0.9,-0.4,0.4,1.6,12015150.0
Derrick White,29,BOS,SG,19,19,35.6,5.7,12.7,.452,3.4,8.5,.404,2.3,4.2,.550,.587,1.8,2.0,.921,1.0,3.3,4.3,4.1,0.9,1.2,0.8,2.3,16.7,16.9,.611,.590,.181,2.4,11.3,7.0,21.2,1.5,3.2,11.0,18.6,5.2,3.3,8.5,.171,2.4,1.4,3.8,3.5,18357143.0
Bradley Beal,30,PHO,SG,4,4,38.5,6.5,14.8,.441,2.5,5.8,.435,4.0,9.0,.444,.525,1.0,1.3,.800,1.5,1.3,2.8,4.5,0.8,0.3,3.3,3.8,16.5,16.3,.607,.320,.182,3.6,10.8,7.4,22.5,1.4,1.3,14.2,22.7,2.4,1.5,3.9,.107,0.9,-0.6,0.4,1.1,46741590.0
Bradley Beal,30,PHO,SG,4,4,38.5,6.5,14.8,.441,2.5,5.8,.435,4.0,9.0,.444,.525,1.0,1.3,.800,1.5,1.3,2.8,4.5,0.8,0.3,3.3,3.8,16.5,16.3,.607,.320,.182,3.6,10.8,7.4,22.5,1.4,1.3,14.2,22.7,2.4,1.5,3.9,.107,0.9,-0.6,0.4,1.1,46741590.0
Bobby Portis,28,MIL,PF,6,6,31.2,7.3,15.2,.484,0.5,2.0,.250,6.8,13.2,.519,.500,1.3,2.2,.615,2.7,8.7,11.3,1.0,0.5,0.2,1.5,2.2,16.5,17.5,.581,.268,.135,7.9,24.8,16.6,7.8,1.6,1.4,8.6,22.9,2.1,2.6,4.7,.112,0.0,-0.8,-0.8,0.6,11710818.0
Ivica Zubac,26,LAC,C,6,6,32.0,7.0,11.7,.600,0.0,0.0,,7.0,11.7,.600,.600,2.2,3.3,.650,3.0,6.3,9.3,1.0,0.8,0.5,1.3,3.5,16.2,19.3,.671,.000,.320,12.8,26.2,19.7,7.5,0.6,4.2,11.8,16.4,4.5,2.3,6.8,.182,0.8,0.0,0.8,1.3,10933333.0
Evan Mobley,22,CLE,PF,12,12,35.2,6.8,12.2,.555,0.4,1.5,.278,6.3,10.7,.594,.572,2.1,3.0,.694,2.5,6.8,9.3,2.3,0.8,2.2,1.8,2.8,16.0,20.1,.626,.107,.310,8.2,25.9,17.2,15.9,1.5,4.2,12.5,20.6,2.8,2.7,5.5,.174,0.9,2.0,2.9,1.9,8882760.0
Michael Porter Jr.,25,DEN,SF,12,12,36.9,5.7,12.2,.466,2.8,6.8,.407,2.9,5.4,.538,.579,1.7,2.2,.769,0.7,6.2,6.8,1.1,0.9,0.8,1.5,2.3,15.8,15.5,.601,.513,.102,4.7,19.3,12.2,6.7,0.8,1.8,7.5,20.7,3.1,3.1,6.2,.115,1.2,-1.2,0.1,1.3,33386850.0
Michael Porter Jr.,25,DEN,SF,12,12,36.9,5.7,12.2,.466,2.8,6.8,.407,2.9,5.4,.538,.579,1.7,2.2,.769,0.7,6.2,6.8,1.1,0.9,0.8,1.5,2.3,15.8,15.5,.601,.513,.102,4.7,19.3,12.2,6.7,0.8,1.8,7.5,20.7,3.1,3.1,6.2,.115,1.2,-1.2,0.1,1.3,33386850.0
Darius Garland,24,CLE,PG,12,12,36.0,6.1,14.3,.427,2.1,5.9,.352,4.0,8.3,.480,.500,1.4,1.8,.810,0.1,3.5,3.6,5.8,1.1,0.2,2.3,2.8,15.7,14.5,.560,.423,.208,1.8,7.1,4.5,29.4,1.9,0.3,16.1,25.3,0.7,2.0,2.7,.067,0.2,-1.2,-1.0,0.5,34005250.0
Darius Garland,24,CLE,PG,12,12,36.0,6.1,14.3,.427,2.1,5.9,.352,4.0,8.3,.480,.500,1.4,1.8,.810,0.1,3.5,3.6,5.8,1.1,0.2,2.3,2.8,15.7,14.5,.560,.423,.208,1.8,7.1,4.5,29.4,1.9,0.3,16.1,25.3,0.7,2.0,2.7,.067,0.2,-1.2,-1.0,0.5,34005250.0
Chet Holmgren,21,OKC,C,10,10,34.5,5.9,11.9,.496,1.3,5.0,.260,4.6,6.9,.667,.550,2.5,3.3,.758,1.4,5.8,7.2,2.1,0.7,2.5,1.9,2.6,15.6,20.4,.632,.366,.289,6.2,23.1,15.0,11.6,1.1,7.3,10.9,21.6,4.6,4.4,8.9,.178,1.8,1.5,3.4,3.3,10386000.0
OG Anunoby,26,NYK,SF,9,9,36.0,6.2,12.3,.505,1.8,4.3,.410,4.4,8.0,.556,.577,0.9,1.4,.615,0.8,5.2,6.0,1.1,0.9,1.0,1.1,1.7,15.1,13.0,.591,.406,.168,3.2,11.1,7.1,6.2,2.5,2.7,12.1,16.8,0.5,1.1,1.6,.097,-1.3,1.8,0.6,0.5,18642857.0
Andrew Nembhard,24,IND,PG,17,17,32.6,6.0,10.7,.560,1.7,3.5,.483,4.3,7.2,.598,.640,1.2,1.5,.769,0.8,2.5,3.3,5.5,0.4,0.2,1.4,3.3,14.9,11.3,.573,.328,.107,2.4,7.0,4.7,20.0,1.8,0.3,15.6,16.0,1.3,0.7,2.0,.057,-1.6,-0.5,-2.2,-0.1,2131905.0
Alec Burks,32,NYK,SG,6,0,20.2,4.2,8.3,.500,2.0,4.7,.429,2.2,3.7,.591,.620,4.5,5.3,.844,0.7,2.7,3.3,1.0,0.2,0.2,0.0,1.0,14.8,6.5,.420,.509,.202,2.9,11.6,7.2,9.2,1.1,0.3,8.3,26.9,-0.6,0.3,-0.4,-0.055,-4.9,-3.0,-7.8,-0.5,10489600.0
Jalen Suggs,22,ORL,SG,7,7,33.1,4.7,11.7,.402,2.0,6.9,.292,2.7,4.9,.559,.488,3.3,4.3,.767,1.6,3.6,5.1,3.3,1.3,0.4,2.9,2.6,14.7,14.1,.602,.539,.218,2.8,10.6,6.6,15.0,2.6,2.2,14.4,19.7,1.5,3.2,4.7,.112,-0.6,1.6,1.0,1.5,7252080.0
Josh Hart,28,NYK,SF,13,13,42.2,5.1,11.5,.440,1.7,4.5,.373,3.4,7.0,.484,.513,2.7,3.7,.729,2.8,8.7,11.5,4.5,1.0,0.8,2.6,3.2,14.5,11.8,.522,.380,.169,5.3,22.8,14.0,16.3,1.4,0.8,13.9,13.5,2.0,3.6,5.7,.100,-1.3,1.4,0.0,1.4,12960000.0
Jonas Valančiūnas,31,NOP,C,4,4,22.5,5.5,10.5,.524,0.0,0.3,.000,5.5,10.3,.537,.524,3.5,4.3,.824,4.5,6.5,11.0,1.3,0.5,0.0,2.5,2.3,14.5,19.8,.619,.167,.285,10.9,30.6,20.9,13.3,0.8,3.5,12.1,20.8,3.9,3.1,7.1,.177,0.7,0.5,1.2,1.6,
Aaron Gordon,28,DEN,PF,12,12,37.1,5.8,9.8,.585,0.9,2.3,.407,4.8,7.6,.637,.631,1.9,2.3,.821,3.0,4.3,7.3,4.4,0.8,0.6,1.5,2.3,14.3,16.8,.607,.193,.376,8.6,13.9,11.4,15.2,1.2,1.7,11.2,17.8,4.5,2.6,7.1,.148,1.2,0.1,1.3,1.9,22266182.0
Brandon Ingram,26,NOP,SF,4,4,36.3,4.8,13.8,.345,0.5,2.0,.250,4.3,11.8,.362,.364,4.3,4.8,.895,0.3,4.3,4.5,3.3,1.0,1.3,2.3,2.0,14.3,18.2,.578,.238,.302,2.3,14.7,8.6,26.7,1.2,1.9,12.4,27.2,2.7,2.4,5.1,.117,1.4,-0.3,1.2,1.7,33833400.0
Brandon Ingram,26,NOP,SF,4,4,36.3,4.8,13.8,.345,0.5,2.0,.250,4.3,11.8,.362,.364,4.3,4.8,.895,0.3,4.3,4.5,3.3,1.0,1.3,2.3,2.0,14.3,18.2,.578,.238,.302,2.3,14.7,8.6,26.7,1.2,1.9,12.4,27.2,2.7,2.4,5.1,.117,1.4,-0.3,1.2,1.7,33833400.0
D'Angelo Russell,27,LAL,PG,5,5,37.0,5.6,14.6,.384,2.8,8.8,.318,2.8,5.8,.483,.479,0.2,0.4,.500,0.2,2.6,2.8,4.2,0.8,0.2,1.8,1.2,14.2,16.0,.588,.505,.178,1.3,8.9,5.3,27.6,1.3,1.3,11.8,23.0,3.3,1.8,5.1,.099,1.7,-0.8,0.9,1.8,17307693.0
Jrue Holiday,33,BOS,PG,19,19,37.9,5.1,10.2,.503,1.8,4.6,.402,3.3,5.6,.585,.593,1.1,1.2,.955,1.9,4.2,6.1,4.4,1.1,0.6,1.5,2.1,13.2,14.4,.597,.467,.104,4.2,13.2,8.9,19.3,1.3,2.1,14.7,16.3,3.3,3.0,6.3,.133,1.0,1.1,2.1,2.4,36861707.0
Jrue Holiday,33,BOS,PG,19,19,37.9,5.1,10.2,.503,1.8,4.6,.402,3.3,5.6,.585,.593,1.1,1.2,.955,1.9,4.2,6.1,4.4,1.1,0.6,1.5,2.1,13.2,14.4,.597,.467,.104,4.2,13.2,8.9,19.3,1.3,2.1,14.7,16.3,3.3,3.0,6.3,.133,1.0,1.1,2.1,2.4,36861707.0
Kelly Oubre Jr.,28,PHI,SF,6,6,37.3,5.2,10.7,.484,1.5,3.8,.391,3.7,6.8,.537,.555,1.3,1.8,.727,1.5,2.5,4.0,1.7,1.8,1.2,1.3,4.0,13.2,13.5,.535,.370,.264,5.0,13.5,9.2,7.3,1.8,2.1,8.2,22.4,0.6,2.4,3.0,.070,-1.5,-0.7,-2.3,-0.1,2019706.0
Herbert Jones,25,NOP,SF,4,4,35.3,4.0,10.3,.390,2.0,6.0,.333,2.0,4.3,.471,.488,3.0,3.0,1.000,1.5,3.5,5.0,2.5,1.3,0.3,2.8,3.8,13.0,13.2,.636,.464,.269,3.6,9.4,6.5,11.3,2.2,2.6,12.4,14.1,3.3,3.0,6.3,.131,-0.9,1.5,0.6,1.6,12015150.0
P.J. Washington,25,DAL,PF,22,22,35.7,4.5,10.6,.427,2.1,6.1,.348,2.4,4.5,.535,.528,1.8,2.5,.709,1.5,5.1,6.6,1.4,0.7,0.8,1.5,3.0,13.0,11.0,.522,.560,.169,3.7,17.1,10.5,6.2,1.7,2.5,8.5,16.3,0.0,1.1,1.1,.056,-1.8,0.7,-1.2,0.2,16847826.0
Jaime Jaquez Jr.,22,MIA,SF,4,4,30.8,5.3,13.0,.404,0.8,3.3,.231,4.5,9.8,.462,.433,1.5,1.8,.857,0.5,2.8,3.3,3.0,0.8,0.5,1.8,1.5,12.8,12.9,.574,.290,.251,4.4,11.0,7.6,13.9,1.8,0.9,12.4,18.7,1.4,2.7,4.0,.092,-2.2,0.3,-1.9,0.1,3510600.0
Norman Powell,30,LAC,SG,6,0,29.8,4.3,10.2,.426,2.2,4.8,.448,2.2,5.3,.406,.533,2.0,2.5,.800,0.5,2.3,2.8,0.3,0.5,0.0,1.2,3.3,12.8,13.9,.626,.500,.224,0.9,9.8,5.5,5.9,1.1,1.0,7.3,20.0,2.8,1.3,4.1,.099,0.4,-1.2,-0.8,0.6,18000000.0
Kristaps Porziņģis,28,BOS,C,7,4,23.6,4.0,8.6,.467,1.4,4.1,.345,2.6,4.4,.581,.550,2.9,3.1,.909,0.6,3.9,4.4,1.1,0.7,1.6,0.7,2.1,12.3,23.2,.647,.390,.402,6.5,19.1,13.1,10.0,1.2,5.8,9.1,25.1,4.9,3.0,7.9,.226,3.5,1.6,5.1,3.0,
Jaden McDaniels,23,MIN,SF,16,16,33.6,4.5,8.8,.514,1.5,3.5,.429,3.0,5.3,.571,.600,1.7,2.2,.771,1.8,2.1,3.8,1.1,0.9,1.1,1.1,3.4,12.2,9.4,.571,.406,.126,3.2,8.7,6.0,6.8,1.5,1.8,11.6,15.7,0.3,3.1,3.4,.077,-3.3,0.7,-2.6,-0.3,3901399.0
Rudy Gobert,31,MIN,C,15,15,34.1,4.3,6.9,.615,0.0,0.0,,4.3,6.9,.615,.615,3.5,5.3,.671,2.7,7.1,9.8,1.6,0.9,1.0,1.5,3.7,12.1,19.3,.675,.005,.635,13.1,29.2,21.5,5.6,1.0,5.5,13.1,15.4,5.8,5.8,11.6,.216,0.1,1.7,1.8,2.5,41000000.0
Rudy Gobert,31,MIN,C,15,15,34.1,4.3,6.9,.615,0.0,0.0,,4.3,6.9,.615,.615,3.5,5.3,.671,2.7,7.1,9.8,1.6,0.9,1.0,1.5,3.7,12.1,19.3,.675,.005,.635,13.1,29.2,21.5,5.6,1.0,5.5,13.1,15.4,5.8,5.8,11.6,.216,0.1,1.7,1.8,2.5,41000000.0
Kawhi Leonard,32,LAC,SF,2,2,29.5,5.5,12.0,.458,0.0,2.5,.000,5.5,9.5,.579,.458,1.0,1.5,.667,1.5,6.5,8.0,2.0,2.0,0.5,2.0,1.5,12.0,23.2,.626,.289,.246,4.2,15.6,10.1,16.9,2.4,2.3,8.5,26.5,6.0,2.9,8.9,.184,4.8,0.6,5.5,4.4,45640084.0
Kawhi Leonard,32,LAC,SF,2,2,29.5,5.5,12.0,.458,0.0,2.5,.000,5.5,9.5,.579,.458,1.0,1.5,.667,1.5,6.5,8.0,2.0,2.0,0.5,2.0,1.5,12.0,23.2,.626,.289,.246,4.2,15.6,10.1,16.9,2.4,2.3,8.5,26.5,6.0,2.9,8.9,.184,4.8,0.6,5.5,4.4,45640084.0
T.J. McConnell,31,IND,PG,17,0,20.5,5.3,10.9,.486,0.4,1.5,.269,4.9,9.4,.522,.505,0.8,0.9,.867,0.6,2.4,3.1,5.1,0.9,0.1,1.2,1.5,11.8,20.9,.586,.074,.105,3.2,13.6,8.4,41.8,2.6,0.5,14.8,23.7,2.8,1.1,3.9,.143,2.9,0.1,3.0,1.6,8700000.0
Mike Conley,36,MIN,PG,15,15,31.6,4.1,9.7,.428,2.0,5.1,.395,2.1,4.6,.464,.531,1.3,1.9,.714,0.7,3.2,3.9,5.7,1.4,0.2,1.3,2.5,11.6,15.8,.627,.629,.174,2.0,9.0,5.6,28.4,2.0,0.7,12.8,16.0,5.0,3.3,8.2,.180,2.0,1.4,3.4,3.0,24360000.0
Caleb Martin,28,MIA,SF,5,5,35.2,4.2,9.0,.467,2.2,5.0,.440,2.0,4.0,.500,.589,1.0,1.0,1.000,1.0,2.6,3.6,1.4,0.6,0.0,0.6,2.8,11.6,10.8,.531,.415,.177,4.7,13.5,9.1,11.8,1.3,1.6,11.3,17.3,0.2,2.2,2.4,.066,-2.2,0.2,-2.0,0.0,6802950.0
Trey Murphy III,23,NOP,SF,4,4,42.0,4.5,12.0,.375,2.5,7.5,.333,2.0,4.5,.444,.479,0.0,0.0,,0.8,5.8,6.5,2.3,1.3,1.5,2.0,3.0,11.5,16.3,.612,.717,.243,2.8,15.5,9.2,10.2,1.5,1.6,4.7,18.6,3.4,2.0,5.4,.154,2.5,0.0,2.5,1.9,3359280.0
Naz Reid,24,MIN,C,16,0,22.6,4.1,8.9,.458,1.6,4.3,.362,2.5,4.6,.548,.546,1.4,1.9,.710,0.6,3.1,3.7,1.0,0.5,0.8,0.9,2.0,11.1,16.0,.595,.479,.174,4.4,19.3,12.2,8.3,1.6,3.3,10.8,23.1,1.1,3.8,4.9,.120,0.4,1.1,1.5,1.7,12950400.0
Miles McBride,23,NYK,PG,13,2,26.7,4.2,9.5,.435,1.9,5.2,.368,2.2,4.3,.518,.536,0.8,0.9,.833,0.5,1.7,2.2,1.9,0.5,0.2,0.8,2.3,11.0,13.1,.590,.586,.110,2.6,5.9,4.2,12.2,1.9,0.5,5.9,16.4,2.4,1.3,3.6,.131,-0.4,0.4,-0.1,0.6,1836096.0
Obi Toppin,25,IND,PF,17,0,20.2,4.3,7.9,.541,1.2,3.3,.357,3.1,4.6,.671,.615,1.1,1.5,.760,0.6,3.8,4.4,1.7,0.4,0.4,0.8,1.2,10.9,16.5,.677,.437,.173,5.6,15.4,10.5,9.4,1.3,2.0,10.0,16.8,3.6,1.1,4.8,.132,1.8,-0.3,1.5,1.5,6803012.0
Luguentz Dort,24,OKC,SF,10,10,35.0,3.3,9.1,.363,2.5,6.4,.391,0.8,2.7,.296,.500,1.6,1.9,.842,1.9,2.7,4.6,2.0,1.3,0.2,1.1,4.2,10.7,11.1,.593,.603,.236,3.8,10.0,7.0,6.3,1.5,1.9,9.3,15.4,2.0,2.5,4.6,.097,-1.4,-0.2,-1.6,0.2,15277778.0
Aaron Nesmith,24,IND,SF,17,17,32.9,3.6,8.3,.433,1.3,4.6,.278,2.3,3.6,.629,.511,2.0,2.2,.919,1.1,3.8,4.9,2.2,0.6,0.5,1.4,3.9,10.5,12.8,.631,.526,.216,3.6,12.0,7.8,6.6,1.5,2.0,8.4,16.0,2.8,1.3,4.1,.098,-0.3,-0.2,-0.5,0.8,5634257.0
Caris LeVert,29,CLE,SG,11,1,25.3,4.0,9.3,.431,0.5,3.0,.182,3.5,6.3,.551,.461,1.5,2.4,.654,0.7,2.9,3.6,2.3,0.8,0.5,1.3,1.3,10.1,14.6,.524,.405,.245,2.3,13.7,8.0,25.7,1.9,1.6,11.4,23.1,1.0,2.6,3.6,.088,-0.6,0.8,0.2,1.1,15384616.0
Max Strus,27,CLE,SF,12,12,36.2,3.5,8.6,.408,2.1,6.0,.347,1.4,2.6,.548,.529,0.4,0.4,1.000,0.7,4.7,5.3,2.9,0.8,0.0,1.3,3.4,9.5,11.7,.553,.658,.133,3.4,13.5,8.5,17.3,1.4,1.2,12.7,17.4,1.2,2.6,3.9,.083,-1.1,0.5,-0.6,0.8,14487684.0
Nikola Jović,20,MIA,PF,5,5,25.6,3.2,7.2,.444,1.8,4.4,.409,1.4,2.8,.500,.569,1.2,1.4,.857,0.4,6.2,6.6,2.2,1.0,0.6,1.2,1.8,9.4,12.8,.583,.580,.167,3.1,21.3,12.1,14.7,1.4,1.5,12.2,17.1,0.6,1.3,1.9,.103,-0.9,1.3,0.3,0.5,
Terance Mann,27,LAC,SG,6,6,31.2,3.2,7.7,.413,1.7,3.7,.455,1.5,4.0,.375,.522,1.3,1.3,1.000,2.8,2.2,5.0,1.8,0.0,0.0,0.8,3.2,9.3,12.0,.615,.414,.193,5.4,9.7,7.7,8.5,1.1,0.7,8.2,13.6,3.0,1.2,4.2,.106,-0.8,-0.7,-1.5,0.2,10576923.0
Al Horford,37,BOS,C,19,15,30.3,3.5,7.3,.478,1.8,5.0,.368,1.6,2.3,.721,.605,0.4,0.6,.636,1.8,5.2,7.0,2.1,0.8,0.8,0.6,1.5,9.2,15.0,.650,.616,.072,5.3,19.7,12.8,12.3,1.1,3.1,10.0,12.0,3.5,2.7,6.2,.172,1.7,2.0,3.6,2.5,10000000.0
Derrick Jones Jr.,26,DAL,SF,22,22,29.4,3.5,7.3,.481,1.1,3.0,.369,2.4,4.3,.558,.556,1.0,1.4,.733,1.5,2.0,3.5,1.2,0.5,1.0,0.8,2.5,9.1,11.7,.592,.483,.275,5.0,10.3,7.7,5.5,1.4,2.5,10.5,14.9,1.5,1.6,3.1,.083,-1.3,-0.3,-1.5,0.2,2019706.0
Daniel Gafford,25,DAL,PF,22,22,20.2,3.5,5.6,.634,0.0,0.0,,3.5,5.6,.634,.634,1.9,3.0,.631,1.9,3.6,5.5,0.7,0.3,1.5,0.9,1.7,9.0,25.0,.769,.000,.301,11.3,23.9,17.6,11.1,1.6,7.9,11.7,16.4,2.2,1.1,3.3,.257,2.5,3.4,5.9,1.3,12402000.0
Tobias Harris,31,PHI,PF,6,6,36.3,3.7,8.5,.431,1.0,3.0,.333,2.7,5.5,.485,.490,0.7,0.7,1.000,1.5,5.7,7.2,1.5,0.2,0.5,0.5,1.8,9.0,16.5,.576,.271,.224,3.7,17.7,10.6,13.8,1.5,1.8,8.2,20.7,3.2,2.7,5.9,.121,1.0,-0.1,0.9,1.7,39270150.0
Tobias Harris,31,PHI,PF,6,6,36.3,3.7,8.5,.431,1.0,3.0,.333,2.7,5.5,.485,.490,0.7,0.7,1.000,1.5,5.7,7.2,1.5,0.2,0.5,0.5,1.8,9.0,16.5,.576,.271,.224,3.7,17.7,10.6,13.8,1.5,1.8,8.2,20.7,3.2,2.7,5.9,.121,1.0,-0.1,0.9,1.7,39270150.0
Naji Marshall,26,NOP,SF,4,0,21.0,3.0,7.0,.429,1.5,3.8,.400,1.5,3.3,.462,.536,1.5,1.5,1.000,0.8,2.0,2.8,1.3,0.5,0.5,0.5,2.3,9.0,12.7,.576,.409,.234,4.8,16.4,10.6,13.6,1.9,0.9,13.8,16.3,1.0,1.6,2.6,.100,-1.3,0.5,-0.7,0.4,1930681.0
