Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
Junior Bridgeman,SF,27,MIL,77,,28.8,7.0,14.3,.487,0.0,0.3,.143,6.9,14.0,.494,.489,2.8,3.1,.884,1.0,2.7,3.8,3.0,1.1,0.4,1.9,2.4,16.8,17.1,.534,.019,.219,4.0,10.2,7.2,15.1,1.8,0.7,11.0,24.0,3.9,2.8,6.7,.146,1.3,-0.2,1.1,1.7,
Allan Bristow,SF,29,UTA,82,,24.4,3.3,7.5,.444,0.1,0.2,.278,3.2,7.2,.449,.448,2.0,2.4,.838,1.3,4.0,5.2,4.7,0.8,0.0,2.1,2.3,8.7,14.9,.511,.029,.324,6.0,18.5,12.3,27.0,1.5,0.1,19.7,18.7,1.4,1.3,2.7,.065,0.3,-0.5,-0.2,0.9,
Dave Britton,PG,22,WSB,2,,4.5,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,1.0,1.0,1.5,0.5,0.0,1.0,1.0,2.0,18.0,.667,.000,.000,0.0,23.5,11.7,49.4,5.2,0.0,40.0,22.3,0.0,0.0,0.0,.093,-4.4,0.4,-4.0,0.0,
Michael Brooks,SF,22,SDC,82,,30.2,6.0,12.4,.479,0.0,0.1,.000,6.0,12.3,.482,.479,2.8,3.9,.706,2.6,2.8,5.4,2.5,1.2,0.4,2.0,2.9,14.7,15.8,.519,.006,.314,9.4,11.4,10.4,12.3,1.9,0.7,12.3,21.7,3.2,1.7,4.9,.095,0.9,-0.9,0.0,1.2,
Fred Brown,SG,32,SEA,78,,25.5,6.5,13.3,.488,0.3,0.8,.359,6.2,12.4,.496,.499,2.2,2.7,.832,0.7,1.6,2.2,3.0,1.1,0.2,1.7,1.8,15.5,18.3,.535,.062,.201,3.0,6.6,4.8,19.9,2.1,0.4,10.4,25.8,3.5,1.8,5.2,.127,2.1,-0.1,2.0,2.0,
Lewis Brown,C,25,WSB,2,,2.5,0.0,1.5,.000,0.0,0.0,,0.0,1.5,.000,.000,1.0,2.5,.400,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,1.0,-18.6,.192,.000,1.667,20.9,21.2,21.0,0.0,0.0,0.0,16.1,49.8,-0.1,0.0,-0.1,-0.667,-5.3,-0.4,-5.7,0.0,
Rickey Brown,C,22,GSW,45,,12.9,1.8,3.6,.512,0.0,0.0,,1.8,3.6,.512,.512,0.4,0.5,.762,1.2,2.5,3.7,0.5,0.2,0.3,0.7,2.3,4.0,10.9,.531,.000,.130,9.8,22.1,15.9,4.8,0.7,1.4,15.3,13.8,0.5,0.4,0.9,.075,-2.2,-0.6,-2.9,-0.1,
Joe Bryant,PF,26,SDC,82,,28.8,4.6,9.6,.479,0.0,0.2,.133,4.6,9.5,.486,.480,2.4,3.0,.791,1.8,3.6,5.4,2.3,0.9,0.4,2.1,3.2,11.6,12.8,.530,.019,.308,6.9,15.2,10.9,11.1,1.5,0.8,16.4,18.6,1.7,1.7,3.4,.069,-1.1,-0.6,-1.7,0.2,
Quinn Buckner,PG,26,MIL,82,,29.1,5.7,11.7,.493,0.0,0.1,.167,5.7,11.6,.495,.493,1.8,2.5,.734,1.1,2.6,3.6,4.7,2.4,0.0,2.9,3.3,13.3,15.1,.522,.006,.212,4.2,9.5,6.9,21.6,3.8,0.1,18.4,21.1,1.4,4.0,5.4,.108,-0.9,1.7,0.8,1.7,
Tom Burleson,C,28,ATL,31,,11.7,1.3,3.2,.414,0.0,0.0,,1.3,3.2,.414,.414,0.6,1.3,.488,1.4,1.6,3.0,0.4,0.3,0.6,0.8,2.4,3.3,8.5,.436,.000,.414,13.7,16.0,14.9,4.6,1.1,3.1,17.0,16.1,-0.2,0.3,0.2,.021,-4.4,-0.6,-4.9,-0.3,
Don Buse,SG,30,IND,58,,18.9,2.0,4.9,.397,0.3,1.0,.328,1.6,3.9,.415,.430,0.9,1.1,.769,0.3,1.1,1.4,2.4,1.3,0.1,0.7,1.1,5.1,11.7,.471,.202,.226,1.8,6.7,4.2,16.4,3.2,0.4,10.7,12.9,0.9,1.2,2.0,.089,-1.2,1.7,0.5,0.7,
Marty Byrnes,SF,24,DAL,72,,18.9,3.0,6.3,.479,0.1,0.3,.450,2.9,6.0,.480,.489,1.7,2.2,.764,1.0,1.4,2.5,1.6,0.4,0.2,0.8,1.8,7.8,13.6,.539,.044,.348,6.0,8.9,7.4,12.8,1.0,0.7,10.5,17.9,2.1,0.2,2.3,.081,0.6,-1.2,-0.6,0.5,
Mack Calvin,PG,33,CLE,21,,6.1,0.6,1.9,.333,0.0,0.2,.200,0.6,1.6,.353,.346,1.2,1.7,.714,0.1,0.5,0.6,1.3,0.2,0.0,0.8,0.6,2.5,11.0,.478,.128,.897,1.6,9.1,5.2,27.4,1.9,0.0,23.8,22.4,-0.1,0.1,0.0,-0.010,-3.2,-1.0,-4.1,-0.1,
Austin Carr,SG,32,TOT,47,,14.0,1.9,5.0,.372,0.0,0.1,.000,1.9,4.8,.383,.372,0.7,1.1,.630,0.5,0.8,1.3,1.2,0.3,0.0,0.9,1.1,4.4,6.2,.403,.030,.231,3.5,6.4,4.9,11.7,1.1,0.2,13.7,18.4,-0.9,0.5,-0.4,-0.029,-4.3,-0.4,-4.7,-0.6,
Austin Carr,SG,32,DAL,8,,9.6,0.9,3.5,.250,0.0,0.0,,0.9,3.5,.250,.250,0.3,0.5,.500,0.5,0.6,1.1,1.1,0.1,0.0,1.1,1.3,2.0,-1.9,.269,.000,.143,5.7,7.7,6.6,16.3,0.6,0.0,23.2,21.0,-0.4,0.0,-0.4,-0.236,-5.8,-1.5,-7.3,-0.2,
Austin Carr,SG,32,WSB,39,,14.9,2.1,5.3,.388,0.0,0.2,.000,2.1,5.1,.402,.388,0.8,1.3,.640,0.5,0.9,1.3,1.3,0.4,0.1,0.8,1.1,4.9,7.2,.421,.034,.243,3.2,6.2,4.7,11.1,1.1,0.2,12.3,18.0,-0.5,0.5,0.0,-0.001,-4.1,-0.2,-4.4,-0.3,
Kenny Carr,PF,25,CLE,81,,32.3,5.8,11.3,.511,0.0,0.0,.000,5.8,11.3,.513,.511,3.6,5.0,.714,3.2,7.1,10.3,2.4,0.9,0.5,2.9,3.7,15.2,17.0,.560,.004,.446,10.5,25.6,17.6,10.2,1.4,0.9,17.4,20.4,3.3,2.6,5.8,.107,0.4,-0.4,0.0,1.3,
M.L. Carr,SF,30,BOS,41,7,16.0,2.4,5.3,.449,0.0,0.3,.071,2.3,4.9,.475,.451,1.3,1.6,.791,0.6,1.4,2.0,1.4,0.7,0.4,1.1,1.8,6.0,11.6,.505,.065,.310,4.7,9.5,7.2,11.3,2.2,1.5,16.1,18.2,0.2,0.9,1.1,.082,-1.6,1.2,-0.4,0.3,
Joe Barry Carroll,C,22,GSW,82,,35.6,7.5,15.3,.491,0.0,0.0,.000,7.5,15.3,.492,.491,3.8,5.4,.716,3.3,5.9,9.3,1.4,0.6,1.5,3.0,3.8,18.9,16.4,.534,.002,.351,10.3,18.7,14.4,5.8,0.8,2.3,14.4,23.0,3.7,2.0,5.7,.094,0.0,-1.3,-1.3,0.5,
Butch Carter,SF,22,LAL,54,,12.4,2.1,4.6,.462,0.1,0.2,.300,2.1,4.4,.468,.468,1.3,1.8,.737,0.6,0.6,1.2,1.0,0.4,0.0,0.9,1.8,5.6,10.7,.521,.040,.385,5.8,4.7,5.2,9.9,1.6,0.1,14.8,20.2,0.5,0.5,0.9,.067,-2.8,-1.3,-4.1,-0.4,
Reggie Carter,SG,23,NYK,60,,8.9,1.0,3.0,.330,0.0,0.1,.000,1.0,2.9,.335,.330,0.9,1.2,.739,0.5,0.7,1.2,1.3,0.4,0.0,0.6,1.1,2.8,8.8,.404,.017,.385,6.2,8.6,7.4,18.3,2.0,0.2,15.4,18.7,-0.4,0.5,0.1,.010,-3.3,-0.3,-3.7,-0.2,
Bill Cartwright,C,23,NYK,82,,35.7,7.5,13.6,.554,0.0,0.0,.000,7.5,13.6,.554,.554,5.0,6.3,.788,2.0,5.5,7.5,1.4,0.6,1.0,2.4,3.2,20.1,18.4,.611,.001,.463,6.1,18.3,12.0,5.6,0.8,1.6,12.9,21.5,6.9,3.1,10.0,.164,1.6,-0.5,1.1,2.3,
Harvey Catchings,PF,29,MIL,77,,21.2,1.7,3.9,.447,0.0,0.0,,1.7,3.9,.447,.447,0.8,1.2,.641,2.0,4.1,6.1,1.3,0.4,2.4,1.4,3.7,4.2,10.4,.480,.000,.307,10.7,21.0,16.0,7.0,0.9,6.3,23.6,10.7,0.0,3.2,3.1,.092,-3.0,2.9,-0.1,0.8,
Maurice Cheeks*,PG,24,PHI,81,81,29.8,3.8,7.2,.534,0.0,0.1,.375,3.8,7.1,.536,.536,1.7,2.2,.787,0.8,2.2,3.0,6.9,2.4,0.5,2.1,2.9,9.4,16.4,.579,.014,.306,3.3,7.5,5.5,29.5,3.7,0.9,20.9,13.9,4.0,4.5,8.5,.169,0.9,3.1,4.0,3.7,
Phil Chenier,SG,30,GSW,9,,9.1,1.2,3.7,.333,0.1,0.3,.333,1.1,3.3,.333,.348,0.7,0.7,1.000,0.1,0.8,0.9,0.8,0.0,0.0,0.4,1.1,3.2,5.6,.407,.091,.182,1.3,9.6,5.4,11.1,0.0,0.0,10.1,19.2,0.0,0.0,0.0,-0.016,-4.1,-1.1,-5.2,-0.1,
Jim Chones,PF,31,LAL,82,,31.2,4.6,9.2,.503,0.0,0.0,.000,4.6,9.1,.506,.503,1.5,2.4,.653,2.2,5.8,8.0,1.9,0.5,1.2,1.9,4.0,10.8,11.8,.528,.005,.257,8.1,19.1,13.9,7.4,0.7,2.0,16.0,15.6,1.5,3.2,4.7,.088,-2.0,-0.1,-2.1,-0.1,
Art Collins,SG,26,ATL,29,,13.6,1.2,3.4,.354,0.0,0.1,.000,1.2,3.3,.361,.354,0.8,1.2,.667,0.7,0.8,1.4,0.9,0.4,0.0,1.1,1.2,3.2,4.3,.409,.020,.364,5.4,6.5,6.0,8.6,1.3,0.2,21.8,15.4,-0.6,0.2,-0.4,-0.054,-4.4,-1.4,-5.8,-0.4,
Don Collins,SF,22,TOT,81,,22.8,4.4,10.0,.444,0.0,0.1,.000,4.4,9.9,.447,.444,2.6,3.4,.776,1.6,1.7,3.3,2.3,1.3,0.3,2.1,3.2,11.5,14.5,.500,.007,.335,7.8,8.5,8.1,15.7,2.7,0.8,15.8,24.6,0.6,2.0,2.6,.068,-0.9,0.5,-0.5,0.7,
Don Collins,SF,22,ATL,47,,25.2,4.9,11.3,.434,0.0,0.1,.000,4.9,11.2,.436,.434,2.9,3.4,.846,2.0,1.9,4.0,2.4,1.5,0.2,2.3,3.5,12.7,15.0,.496,.006,.306,9.2,8.9,9.1,15.4,2.8,0.6,15.1,24.8,0.7,1.0,1.8,.072,-0.5,-0.1,-0.6,0.4,
Don Collins,SF,22,WSB,34,,19.4,3.8,8.3,.463,0.0,0.1,.000,3.8,8.2,.468,.463,2.2,3.2,.673,1.0,1.4,2.4,2.2,1.0,0.4,2.0,2.7,9.8,13.6,.507,.011,.391,5.2,7.7,6.4,16.2,2.5,1.1,16.9,24.1,-0.1,0.9,0.8,.062,-1.7,1.5,-0.2,0.3,
Doug Collins,SG,29,PHI,12,12,27.4,5.2,10.5,.492,0.0,0.0,,5.2,10.5,.492,.492,2.0,2.4,.828,0.5,1.9,2.4,3.5,0.6,0.3,1.8,1.9,12.3,13.1,.533,.000,.230,2.1,7.1,4.8,17.6,1.0,0.7,13.7,19.7,0.3,0.4,0.7,.105,-0.6,-0.3,-0.9,0.1,
Darwin Cook,SG,22,NJN,81,,24.4,4.7,10.1,.468,0.1,0.3,.240,4.7,9.8,.475,.471,1.6,2.2,.733,1.2,1.7,2.9,3.7,1.7,0.4,2.2,2.4,11.2,15.0,.503,.031,.220,5.3,8.2,6.7,21.9,3.2,1.0,16.4,21.4,0.6,2.1,2.7,.065,-0.2,1.1,0.9,1.4,
Jeff Cook,SF,24,PHO,79,,27.7,3.6,7.8,.464,0.0,0.1,.000,3.6,7.7,.468,.464,1.3,2.0,.645,2.2,3.8,5.9,2.5,1.0,0.7,1.8,3.0,8.5,11.2,.491,.008,.252,8.7,14.7,11.7,11.8,1.7,1.4,17.6,14.8,0.6,3.8,4.5,.098,-1.5,1.2,-0.3,1.0,
Michael Cooper,SG,24,LAL,81,,32.4,4.0,8.1,.491,0.0,0.2,.211,3.9,7.8,.499,.494,1.4,1.8,.785,1.5,2.7,4.1,4.1,1.6,1.0,2.0,3.1,9.4,12.2,.530,.029,.228,5.3,8.4,6.9,15.2,2.4,1.6,18.6,13.5,2.0,3.0,5.0,.092,-0.6,1.5,0.9,1.9,
Wayne Cooper,C,24,UTA,71,,20.0,3.0,6.6,.452,0.0,0.0,.333,3.0,6.6,.453,.453,0.9,1.3,.689,2.3,3.9,6.2,0.7,0.3,0.7,1.1,3.1,6.9,12.2,.479,.006,.191,13.6,21.9,17.8,5.3,0.6,2.1,13.1,17.8,0.5,1.0,1.5,.051,-2.5,-2.0,-4.5,-0.9,
Dave Corzine,C,24,SAS,82,,23.9,4.5,9.1,.490,0.0,0.0,.000,4.5,9.1,.492,.490,1.5,2.1,.714,2.8,5.0,7.8,1.4,0.5,1.2,1.6,2.6,10.5,16.5,.520,.004,.234,13.2,21.7,17.7,8.4,1.0,2.7,13.7,19.3,2.6,2.5,5.1,.125,0.3,-0.7,-0.4,0.8,
Charlie Criss,PG,32,ATL,66,,25.9,3.3,7.3,.454,0.0,0.3,.048,3.3,7.0,.472,.455,2.8,3.2,.864,0.4,1.1,1.5,4.3,0.9,0.0,2.0,1.3,9.5,13.0,.540,.043,.441,1.7,5.0,3.4,23.8,1.7,0.1,18.8,17.3,1.8,0.7,2.5,.070,0.1,-1.2,-1.2,0.4,
Geoff Crompton,C,25,POR,6,,5.5,0.7,1.3,.500,0.0,0.0,,0.7,1.3,.500,.500,0.2,0.8,.200,1.2,1.8,3.0,0.3,0.0,0.3,0.8,0.7,1.5,11.0,.441,.000,.625,23.0,36.4,29.7,7.4,0.0,3.3,32.9,18.3,-0.1,0.1,0.0,-0.029,-4.1,-0.4,-4.4,0.0,
Pat Cummings,C,24,MIL,74,,14.6,3.4,6.2,.539,0.0,0.0,.000,3.4,6.2,.541,.539,1.3,1.9,.707,1.3,2.6,3.9,0.8,0.4,0.3,1.5,2.6,8.0,15.2,.570,.004,.304,10.2,19.4,14.9,8.0,1.3,1.0,17.9,23.0,1.0,1.7,2.7,.121,-1.4,-0.6,-2.0,0.0,
Earl Cureton,C,23,PHI,52,6,10.2,1.8,3.9,.454,0.0,0.0,.000,1.8,3.9,.456,.454,0.6,1.2,.516,1.0,2.0,3.0,0.5,0.4,0.4,0.6,1.3,4.2,13.8,.470,.005,.312,11.4,20.0,16.0,6.4,1.8,2.4,11.1,20.0,0.1,1.1,1.2,.109,-1.9,0.4,-1.5,0.1,
Bob Dandridge*,SF,33,WSB,23,,23.7,4.4,10.3,.426,0.0,0.0,.000,4.4,10.3,.428,.426,1.2,1.7,.718,0.8,2.8,3.6,2.6,0.7,0.4,1.4,2.3,10.0,11.6,.452,.004,.165,3.6,12.4,8.0,15.5,1.4,0.9,11.5,21.2,-0.2,0.7,0.5,.044,-2.2,0.8,-1.4,0.1,
Adrian Dantley*,SF,25,UTA,80,,42.7,11.4,20.3,.559,0.0,0.1,.286,11.3,20.3,.560,.559,7.9,9.8,.806,2.4,4.0,6.4,4.0,1.4,0.2,3.5,3.1,30.7,24.3,.622,.004,.482,6.5,10.5,8.5,16.3,1.6,0.3,12.5,28.4,12.3,1.3,13.6,.191,5.7,-1.4,4.3,5.4,
Brad Davis,PG,25,DAL,56,,30.1,4.1,7.3,.561,0.1,0.3,.176,4.1,7.0,.578,.565,2.9,3.6,.799,0.5,2.2,2.7,6.9,0.9,0.2,2.2,2.8,11.2,16.4,.626,.041,.498,1.9,8.5,5.1,33.9,1.5,0.4,19.8,15.4,3.8,0.4,4.2,.119,1.4,-0.9,0.5,1.1,
Johnny Davis,PG,25,IND,76,,33.4,5.6,12.1,.465,0.1,0.4,.121,5.6,11.6,.477,.467,3.1,3.9,.796,0.7,1.5,2.2,6.3,1.3,0.2,2.2,2.4,14.4,15.2,.522,.036,.326,2.3,5.0,3.7,26.4,1.8,0.3,13.7,19.2,4.1,1.6,5.7,.107,0.7,-1.0,-0.3,1.1,
Monti Davis,PF,22,TOT,2,,5.0,0.5,2.5,.200,0.0,0.0,,0.5,2.5,.200,.200,0.5,2.5,.200,1.0,1.0,2.0,0.0,0.0,0.5,0.0,0.0,1.5,4.5,.208,.000,1.000,21.9,22.0,22.5,0.0,0.0,5.7,0.0,30.0,-0.1,0.0,-0.1,-0.311,-4.7,-0.4,-5.1,0.0,
Monti Davis,PF,22,PHI,1,,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,44.2,1.000,.000,.000,0.0,50.9,27.3,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,.455,-4.4,0.1,-4.4,0.0,
