Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
Carmelo Anthony,SF,19,DEN,82,82,36.5,7.6,17.9,.426,0.8,2.6,.322,6.8,15.3,.444,.449,5.0,6.4,.777,2.2,3.8,6.1,2.8,1.2,0.5,3.0,2.7,21.0,17.6,.509,.146,.358,6.8,12.1,9.4,13.8,1.7,1.0,12.7,28.5,3.7,2.4,6.1,.098,1.6,-1.6,0.1,1.6,
Robert Archibald,C-PF,23,TOT,32,3,8.0,0.3,1.0,.273,0.0,0.0,,0.3,1.0,.273,.273,0.4,1.0,.452,0.7,1.0,1.6,0.4,0.4,0.1,0.3,1.6,1.0,5.6,.343,.000,.939,9.4,14.0,11.7,7.9,3.0,0.9,17.7,10.7,-0.2,0.4,0.2,.039,-6.7,2.2,-4.5,-0.1,
Robert Archibald,PF,23,PHO,1,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.0,2.0,.500,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-5.1,.266,.000,2.000,0.0,19.1,9.5,22.2,0.0,0.0,34.7,21.7,0.0,0.0,0.0,-0.285,-11.1,-2.0,-13.2,0.0,
Robert Archibald,PF,23,ORL,1,0,4.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,2.0,.000,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,20.6,.347,.000,1.000,0.0,29.0,14.2,0.0,13.2,0.0,0.0,32.6,0.0,0.0,0.0,-0.080,0.1,5.5,5.6,0.0,
Robert Archibald,C,23,TOR,30,3,8.2,0.3,1.0,.267,0.0,0.0,,0.3,1.0,.267,.267,0.4,0.9,.481,0.7,1.0,1.7,0.4,0.4,0.1,0.3,1.6,1.0,5.6,.346,.000,.900,9.8,13.6,11.7,7.7,2.9,0.9,17.7,10.0,-0.2,0.4,0.2,.049,-6.7,2.3,-4.4,-0.1,
Gilbert Arenas,PG,22,WAS,55,52,37.6,6.5,16.6,.392,2.3,6.1,.375,4.2,10.6,.401,.460,4.3,5.8,.748,1.0,3.6,4.6,5.0,1.9,0.2,4.1,3.2,19.6,16.0,.512,.364,.347,2.9,11.1,6.9,25.5,2.6,0.4,17.7,27.4,1.1,1.5,2.6,.061,1.1,-1.0,0.1,1.1,
Brandon Armstrong,SG,23,NJN,56,0,7.8,1.2,3.1,.371,0.3,0.9,.365,0.8,2.2,.374,.426,0.0,0.1,.500,0.2,0.6,0.8,0.3,0.2,0.0,0.4,0.9,2.7,5.5,.427,.297,.023,3.3,8.4,5.8,5.7,1.5,0.4,12.0,21.7,-0.8,0.5,-0.3,-0.030,-5.5,-2.0,-7.5,-0.6,995000.0
Darrell Armstrong,PG,35,NOH,79,22,28.4,3.7,9.3,.395,1.7,5.4,.315,2.0,3.9,.508,.487,1.6,1.8,.854,0.8,2.1,2.9,3.9,1.7,0.2,2.0,1.9,10.6,15.6,.525,.583,.196,3.1,8.5,5.7,24.3,3.2,0.5,16.2,19.4,2.8,2.5,5.3,.114,1.3,1.1,2.4,2.5,
Carlos Arroyo,PG,24,UTA,71,71,28.3,4.8,10.8,.441,0.5,1.6,.325,4.2,9.2,.462,.466,2.5,3.2,.804,0.6,2.0,2.6,5.0,0.9,0.1,2.2,2.3,12.6,16.8,.517,.152,.293,2.5,9.0,5.7,34.6,1.7,0.2,15.2,23.7,3.5,1.2,4.7,.112,2.0,-1.1,0.9,1.5,
Chucky Atkins,PG,29,TOT,64,24,24.1,3.0,7.6,.397,1.3,3.8,.336,1.7,3.8,.457,.480,1.1,1.5,.753,0.1,1.3,1.5,3.5,0.7,0.0,1.4,1.6,8.4,12.1,.511,.498,.200,0.7,6.2,3.5,24.7,1.5,0.1,14.9,18.5,1.5,1.3,2.7,.085,-0.3,-0.9,-1.1,0.3,3900000.0
Chucky Atkins,PG,29,DET,40,0,18.8,2.2,5.9,.374,1.1,3.3,.323,1.2,2.6,.438,.464,0.8,1.1,.721,0.2,1.1,1.2,2.4,0.5,0.0,1.2,1.5,6.2,10.1,.490,.553,.183,0.9,6.4,3.7,21.9,1.4,0.1,15.9,18.8,0.3,1.0,1.2,.079,-1.3,-0.3,-1.6,0.1,3900000.0
Chucky Atkins,PG,29,BOS,24,24,33.0,4.3,10.4,.418,1.6,4.6,.351,2.7,5.8,.471,.496,1.8,2.3,.778,0.1,1.8,1.9,5.3,1.1,0.0,1.8,1.8,12.0,14.0,.530,.446,.217,0.4,5.9,3.2,27.3,1.7,0.1,13.9,18.2,1.2,0.3,1.5,.091,0.7,-1.4,-0.7,0.3,3900000.0
Stacey Augmon,SF,35,NOH,69,24,20.5,2.1,5.0,.412,0.0,0.1,.143,2.1,4.9,.418,.414,1.6,2.0,.791,0.8,1.8,2.5,1.2,0.8,0.2,1.1,1.7,5.8,10.0,.486,.020,.401,4.1,10.1,7.0,10.0,2.1,0.8,15.7,15.6,0.4,1.3,1.6,.056,-3.1,0.3,-2.8,-0.3,2400000.0
Vin Baker,PF,32,TOT,54,33,24.3,3.9,8.0,.481,0.0,0.1,.333,3.8,7.9,.483,.483,2.1,2.9,.726,2.1,3.1,5.2,1.2,0.5,0.6,1.4,3.0,9.8,14.8,.530,.007,.363,10.0,14.4,12.2,9.0,1.1,1.9,13.3,20.1,1.7,1.1,2.8,.101,-1.0,-1.1,-2.1,0.0,13500000.0
Vin Baker,PF,32,BOS,37,33,27.0,4.5,9.0,.505,0.0,0.0,.000,4.5,9.0,.506,.505,2.2,3.0,.732,2.1,3.6,5.7,1.5,0.6,0.6,1.4,2.6,11.3,16.1,.547,.003,.336,8.9,15.0,12.0,9.8,1.1,1.8,12.0,19.7,1.7,0.8,2.5,.119,0.1,-1.0,-0.8,0.3,13500000.0
Vin Baker,PF,32,NYK,17,0,18.4,2.4,5.8,.404,0.1,0.1,.500,2.3,5.7,.402,.409,1.9,2.6,.711,2.1,2.0,4.1,0.7,0.4,0.5,1.5,3.6,6.6,10.5,.476,.020,.455,13.5,12.4,12.9,6.4,1.2,2.2,17.4,21.3,0.0,0.3,0.3,.043,-4.5,-1.7,-6.2,-0.3,13500000.0
Marcus Banks,PG,22,BOS,81,2,17.1,2.2,5.5,.400,0.3,1.1,.314,1.9,4.4,.421,.431,1.2,1.6,.756,0.4,1.3,1.6,2.2,1.1,0.2,1.5,2.1,5.9,11.0,.480,.195,.296,2.5,8.4,5.5,21.3,3.3,0.7,20.0,20.5,-0.6,1.4,0.7,.026,-3.4,0.4,-3.0,-0.4,
Leandro Barbosa,PG,21,PHO,70,46,21.4,3.0,6.7,.447,1.2,3.0,.395,1.8,3.7,.488,.535,0.7,0.9,.770,0.3,1.4,1.8,2.4,1.3,0.1,1.7,2.6,7.9,12.7,.553,.447,.130,1.7,7.6,4.7,18.0,3.2,0.3,19.5,18.6,0.9,1.0,1.9,.061,-1.3,0.5,-0.8,0.5,
Matt Barnes,SF,23,LAC,38,9,19.1,1.7,3.6,.457,0.1,0.3,.154,1.6,3.3,.488,.464,1.1,1.6,.705,1.4,2.6,4.0,1.3,0.7,0.1,1.2,2.0,4.5,10.6,.519,.094,.442,8.3,15.5,11.9,10.6,2.0,0.3,21.1,12.8,0.4,0.3,0.7,.045,-1.4,-0.7,-2.2,0.0,
Dana Barros,SG,36,BOS,1,0,11.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,17.8,.773,.000,.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.1,0.0,0.1,.256,-1.7,-4.7,-6.4,0.0,
Brent Barry,SG,32,SEA,59,53,30.6,3.6,7.2,.504,1.9,4.3,.452,1.7,3.0,.577,.637,1.5,1.9,.827,0.4,3.1,3.5,5.8,1.4,0.3,2.4,2.1,10.8,18.3,.668,.590,.258,1.4,11.9,6.7,30.5,2.5,0.7,22.6,15.8,4.9,0.7,5.7,.151,3.2,0.1,3.2,2.4,5400000.0
Jon Barry,SG,34,DEN,57,9,19.3,2.1,5.2,.404,0.9,2.4,.370,1.2,2.8,.434,.490,1.1,1.2,.845,0.4,1.7,2.2,2.6,1.0,0.1,0.9,1.2,6.2,14.6,.535,.465,.239,2.5,10.2,6.3,20.6,2.7,0.5,13.9,15.2,1.7,1.1,2.8,.122,0.8,1.2,2.0,1.1,
Mengke Bateer,C,28,TOR,7,0,5.7,0.6,1.0,.571,0.0,0.0,,0.6,1.0,.571,.571,0.0,0.0,,0.7,0.4,1.1,0.1,0.1,0.0,0.3,1.4,1.1,7.2,.571,.000,.000,14.3,8.7,11.5,4.4,1.4,0.0,22.2,10.9,0.0,0.0,0.1,.090,-5.6,0.3,-5.3,0.0,
Tony Battie,C,27,TOT,73,7,20.2,2.3,5.3,.443,0.0,0.1,.222,2.3,5.1,.448,.445,0.9,1.2,.742,1.6,3.3,4.9,0.8,0.4,0.9,0.9,2.2,5.6,11.9,.482,.023,.232,9.0,18.1,13.6,6.4,0.9,3.3,13.0,14.8,0.8,1.4,2.3,.074,-2.2,-0.1,-2.4,-0.1,4400000.0
Tony Battie,C,27,BOS,23,6,21.8,2.4,5.1,.479,0.0,0.0,1.000,2.4,5.0,.474,.483,1.0,1.4,.697,1.7,3.4,5.1,0.9,0.3,0.9,1.0,2.4,5.9,11.7,.517,.009,.282,9.1,17.7,13.5,6.9,0.8,3.1,15.4,14.1,0.4,0.5,0.8,.081,-2.1,-0.4,-2.4,-0.1,4400000.0
Tony Battie,C,27,CLE,50,1,19.5,2.3,5.3,.427,0.0,0.2,.125,2.3,5.2,.436,.429,0.9,1.1,.768,1.6,3.2,4.8,0.7,0.4,0.9,0.8,2.1,5.4,12.0,.466,.030,.210,8.9,18.3,13.6,6.1,1.0,3.4,11.8,15.2,0.4,1.0,1.4,.070,-2.3,0.0,-2.3,-0.1,4400000.0
Shane Battier,SF,25,MEM,79,1,24.6,3.1,6.9,.446,0.8,2.4,.349,2.2,4.5,.496,.506,1.5,2.1,.732,1.3,2.5,3.8,1.3,1.3,0.7,0.7,2.4,8.5,15.3,.544,.343,.302,5.9,11.8,8.8,8.4,2.7,2.2,8.3,15.5,3.5,2.3,5.9,.145,1.1,1.5,2.6,2.3,2533000.0
Lonny Baxter,C-PF,25,TOT,62,5,12.4,1.7,3.4,.493,0.0,0.0,.333,1.6,3.3,.495,.495,0.7,1.2,.579,1.0,2.0,3.0,0.3,0.3,0.5,0.6,2.0,4.0,12.6,.518,.014,.364,9.4,18.5,13.9,4.8,1.2,2.8,13.6,17.2,0.5,1.0,1.5,.094,-3.3,0.1,-3.2,-0.2,
Lonny Baxter,PF,25,CHI,14,1,10.5,1.9,3.5,.551,0.1,0.1,1.000,1.9,3.4,.542,.561,0.4,0.6,.625,0.8,1.7,2.5,0.4,0.1,0.4,0.8,2.2,4.3,12.4,.571,.020,.163,8.0,18.3,13.0,6.5,0.4,3.0,17.3,19.3,0.1,0.1,0.2,.070,-4.0,-0.7,-4.7,-0.1,
Lonny Baxter,C,25,TOR,36,4,13.5,1.7,3.6,.469,0.0,0.0,.000,1.7,3.5,.472,.469,0.8,1.6,.536,1.2,2.2,3.4,0.3,0.4,0.5,0.6,1.9,4.2,12.6,.491,.008,.438,9.9,18.8,14.3,3.8,1.6,2.7,12.6,17.4,0.2,0.8,1.0,.095,-3.5,0.3,-3.1,-0.1,
Lonny Baxter,PF,25,WAS,12,0,11.0,1.3,2.7,.500,0.0,0.1,.000,1.3,2.6,.516,.500,0.8,1.0,.750,0.9,1.7,2.6,0.4,0.2,0.4,0.4,1.9,3.4,12.9,.550,.031,.375,9.1,17.5,13.2,6.6,0.8,2.7,11.8,14.2,0.2,0.1,0.3,.116,-1.9,0.0,-1.9,0.0,
Jerome Beasley,PF,23,MIA,2,0,2.5,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,5.9,.333,.000,.000,0.0,23.6,11.7,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,-0.117,-1.8,-3.4,-5.2,0.0,
Raja Bell,SG,27,UTA,82,4,24.6,4.0,9.8,.409,0.8,2.0,.373,3.3,7.8,.418,.447,2.4,3.0,.786,0.7,2.2,2.9,1.3,0.8,0.2,1.4,3.2,11.2,12.7,.500,.206,.308,3.6,11.3,7.4,10.2,1.7,0.5,10.8,23.6,2.2,1.5,3.7,.088,-1.2,-0.8,-2.0,0.0,
Troy Bell,PG,23,MEM,6,0,5.7,0.7,3.0,.222,0.0,0.7,.000,0.7,2.3,.286,.222,0.5,0.5,1.000,0.5,0.2,0.7,0.7,0.2,0.0,1.0,1.0,1.8,-4.5,.285,.222,.167,9.9,3.4,6.6,18.7,1.5,0.0,23.7,33.5,-0.2,0.0,-0.2,-0.326,-13.0,-6.5,-19.6,-0.2,
Jonathan Bender,SF,23,IND,21,0,12.9,2.4,5.0,.472,0.4,1.0,.409,2.0,4.0,.488,.514,1.9,2.2,.830,0.4,1.5,1.9,0.4,0.2,0.5,1.6,1.1,7.0,15.7,.584,.208,.443,3.9,13.7,8.7,6.5,1.0,3.1,20.7,27.8,0.1,0.4,0.5,.087,-0.8,-0.7,-1.5,0.0,4278000.0
Travis Best,PG,31,DAL,61,1,12.5,1.0,2.8,.372,0.0,0.3,.150,1.0,2.5,.401,.381,0.7,0.8,.870,0.3,0.8,1.1,1.8,0.5,0.1,0.5,1.1,2.8,10.1,.445,.116,.267,2.4,7.5,4.9,19.5,2.1,0.4,14.7,12.9,0.5,0.2,0.7,.044,-2.8,-0.2,-3.0,-0.2,
Mike Bibby,PG,25,SAC,82,82,36.3,6.4,14.3,.450,1.8,4.6,.392,4.6,9.7,.479,.514,3.7,4.5,.815,0.8,2.6,3.4,5.4,1.4,0.2,2.1,1.8,18.4,19.3,.564,.323,.319,2.6,7.8,5.3,24.5,1.9,0.4,11.6,22.9,8.0,1.3,9.3,.151,3.4,-1.0,2.4,3.3,
Chauncey Billups,PG,27,DET,78,78,35.4,5.0,12.8,.394,1.7,4.3,.388,3.4,8.5,.396,.459,5.2,5.9,.878,0.4,3.1,3.5,5.7,1.1,0.1,2.4,2.3,16.9,18.6,.550,.336,.462,1.5,10.0,5.8,29.3,1.7,0.2,13.6,23.5,7.1,4.2,11.3,.198,3.1,0.5,3.6,3.9,
Steve Blake,PG,23,WAS,75,14,18.6,2.1,5.4,.386,1.0,2.7,.371,1.1,2.7,.400,.478,0.7,0.9,.821,0.2,1.3,1.6,2.8,0.8,0.1,1.7,1.3,5.9,10.9,.509,.496,.165,1.4,8.2,4.7,25.8,2.1,0.4,22.7,17.9,0.1,0.7,0.7,.026,-1.5,-1.2,-2.7,-0.2,
Corie Blount,PF-C,35,TOT,62,3,16.9,1.9,4.1,.455,0.0,0.0,.000,1.9,4.0,.460,.455,0.2,0.4,.556,1.6,2.9,4.4,0.9,0.8,0.4,0.7,2.2,4.0,11.9,.462,.012,.107,10.1,19.1,14.5,9.0,2.5,1.7,14.0,13.3,0.3,1.6,1.9,.085,-2.5,1.0,-1.4,0.1,
Corie Blount,PF,35,CHI,46,3,16.4,2.1,4.5,.471,0.0,0.1,.000,2.1,4.4,.478,.471,0.3,0.5,.542,1.7,2.8,4.5,1.0,0.8,0.4,0.8,1.9,4.5,13.9,.478,.015,.117,10.7,19.3,14.9,10.3,2.6,1.9,13.9,14.9,0.3,1.1,1.4,.091,-1.5,1.0,-0.5,0.3,
Corie Blount,C,35,TOR,16,0,18.4,1.1,2.9,.383,0.0,0.0,,1.1,2.9,.383,.383,0.1,0.2,.667,1.4,2.9,4.3,0.6,0.7,0.3,0.5,3.1,2.4,6.9,.393,.000,.064,8.6,18.5,13.5,5.6,2.1,1.2,14.2,9.3,-0.1,0.5,0.4,.069,-5.0,1.3,-3.8,-0.1,
Mark Blount,C,28,BOS,82,73,29.3,4.2,7.4,.566,0.0,0.0,,4.2,7.4,.566,.566,1.9,2.7,.719,2.5,4.7,7.2,0.9,1.0,1.3,1.8,3.1,10.3,16.0,.601,.000,.366,10.1,17.9,14.0,5.4,1.7,3.4,17.6,16.1,3.7,2.9,6.5,.131,-0.6,0.1,-0.5,0.9,
Keith Bogans,SF,23,ORL,73,36,24.5,2.5,6.2,.403,0.9,2.6,.358,1.6,3.7,.434,.477,0.9,1.4,.631,1.5,2.9,4.3,1.3,0.6,0.1,1.0,1.8,6.8,11.0,.499,.412,.227,6.6,13.7,10.1,8.7,1.4,0.4,13.1,14.5,1.3,0.0,1.3,.034,-0.5,-2.0,-2.4,-0.2,
Calvin Booth,C,27,SEA,71,35,17.0,1.9,4.1,.466,0.0,0.0,.000,1.9,4.1,.469,.466,1.1,1.3,.798,1.2,2.7,3.9,0.4,0.2,1.4,0.6,2.1,4.9,13.6,.521,.007,.324,8.5,18.8,13.7,3.7,0.8,6.3,12.0,14.4,1.3,0.9,2.2,.088,-2.2,0.3,-1.8,0.0,5446000.0
Carlos Boozer,PF,22,CLE,75,75,34.6,6.3,12.0,.523,0.0,0.1,.167,6.3,11.9,.526,.524,2.9,3.8,.768,3.1,8.4,11.4,2.0,1.0,0.7,1.8,2.7,15.5,20.8,.567,.007,.317,9.8,26.8,18.3,10.3,1.5,1.5,11.6,20.0,6.1,3.4,9.4,.174,2.4,-0.2,2.1,2.7,
Curtis Borchardt,C,23,UTA,16,0,16.1,1.4,3.5,.393,0.0,0.1,.000,1.4,3.4,.400,.393,0.9,1.1,.778,0.8,2.6,3.4,0.9,0.3,0.9,1.1,2.5,3.6,7.9,.454,.018,.321,6.2,20.0,13.0,9.8,0.9,4.6,22.0,14.8,-0.2,0.3,0.1,.026,-4.4,1.4,-3.0,-0.1,
Chris Bosh*,C,19,TOR,75,63,33.5,4.4,9.5,.459,0.1,0.2,.357,4.3,9.3,.461,.463,2.7,3.8,.701,2.5,4.9,7.4,1.0,0.8,1.4,1.4,2.9,11.5,15.1,.513,.020,.404,8.7,16.9,12.8,5.8,1.3,3.1,11.3,18.3,2.5,3.8,6.2,.119,-1.2,0.5,-0.8,0.8,
Ruben Boumtje-Boumtje,C,25,POR,9,0,2.9,0.1,0.6,.200,0.0,0.0,,0.1,0.6,.200,.200,0.2,0.2,1.000,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.2,0.4,3.4,.340,.000,.400,0.0,4.5,2.3,5.6,0.0,2.9,0.0,10.7,0.0,0.0,0.0,-0.014,-4.4,-1.4,-5.8,0.0,
Bruce Bowen,SF,32,SAS,82,82,32.0,2.6,6.1,.420,0.9,2.6,.363,1.6,3.5,.462,.497,0.8,1.4,.579,0.5,2.5,3.1,1.4,1.0,0.4,1.1,2.0,6.9,8.2,.512,.422,.227,1.9,8.8,5.4,6.7,1.7,0.9,14.0,11.3,0.8,4.6,5.4,.098,-2.6,2.2,-0.5,1.0,
Ryan Bowen,PF,28,DEN,52,1,7.5,0.3,1.0,.340,0.0,0.0,,0.3,1.0,.340,.340,0.2,0.2,.833,0.8,0.9,1.7,0.3,0.3,0.3,0.1,0.9,0.9,9.9,.395,.000,.226,11.1,14.0,12.5,6.4,2.4,2.9,9.3,7.2,0.3,0.5,0.8,.097,-2.1,1.8,-0.3,0.2,
Earl Boykins,SG,27,DEN,82,3,22.5,3.9,9.3,.419,0.7,2.1,.322,3.2,7.3,.447,.455,1.7,2.0,.877,0.5,1.2,1.7,3.6,0.6,0.0,1.2,1.0,10.2,16.2,.501,.223,.211,2.5,6.3,4.4,27.3,1.4,0.1,10.7,22.2,3.3,0.8,4.1,.105,2.0,-1.5,0.5,1.2,
Michael Bradley,C-PF,24,TOT,16,1,6.1,0.4,0.9,.467,0.0,0.0,,0.4,0.9,.467,.467,0.1,0.1,.500,0.4,1.1,1.4,0.1,0.2,0.0,0.4,0.9,0.9,4.1,.472,.000,.133,7.0,19.8,13.4,1.6,1.6,0.0,30.6,10.8,-0.1,0.1,0.0,-0.015,-7.6,-2.3,-9.9,-0.2,1292000.0
Michael Bradley,PF,24,TOR,5,0,7.6,0.2,0.6,.333,0.0,0.0,,0.2,0.6,.333,.333,0.2,0.4,.500,0.2,2.0,2.2,0.2,0.2,0.0,0.6,1.2,0.6,1.3,.387,.000,.667,3.0,30.5,16.7,4.1,1.5,0.0,43.6,8.8,-0.1,0.1,0.0,-0.020,-9.3,0.7,-8.6,-0.1,1292000.0
Michael Bradley,C,24,ATL,11,1,5.5,0.5,1.1,.500,0.0,0.0,,0.5,1.1,.500,.500,0.0,0.0,,0.5,0.6,1.1,0.0,0.2,0.0,0.4,0.7,1.1,5.8,.500,.000,.000,9.5,13.1,11.3,0.0,1.8,0.0,25.0,12.1,0.0,0.0,0.0,-0.012,-6.5,-4.1,-10.7,-0.1,1292000.0
Shawn Bradley,C,31,DAL,66,5,11.7,1.3,2.8,.473,0.0,0.0,.000,1.3,2.8,.476,.473,0.6,0.7,.837,1.1,1.5,2.6,0.3,0.5,1.1,0.3,2.0,3.3,15.6,.523,.005,.261,9.9,14.6,12.2,3.6,2.2,7.1,7.5,12.8,1.5,0.9,2.3,.145,-1.5,1.6,0.1,0.4,5194000.0
Torraye Braggs,PF,27,TOT,15,0,10.3,1.1,2.2,.485,0.0,0.0,,1.1,2.2,.485,.485,0.5,0.8,.667,1.2,1.4,2.6,0.5,0.3,0.1,0.9,1.9,2.7,9.5,.522,.000,.364,14.3,15.3,14.9,7.8,1.4,1.0,25.4,15.8,0.0,0.2,0.2,.070,-4.7,0.7,-4.0,-0.1,
Torraye Braggs,PF,27,HOU,11,0,12.0,1.2,2.5,.464,0.0,0.0,,1.2,2.5,.464,.464,0.7,1.1,.667,1.4,1.7,3.1,0.5,0.4,0.2,1.1,1.9,3.1,9.8,.511,.000,.429,14.2,16.1,15.2,7.7,1.7,1.2,26.5,16.4,0.0,0.2,0.2,.066,-4.4,1.2,-3.3,0.0,
Torraye Braggs,PF,27,WAS,4,0,5.5,0.8,1.3,.600,0.0,0.0,,0.8,1.3,.600,.600,0.0,0.0,,0.8,0.5,1.3,0.3,0.0,0.0,0.3,2.0,1.5,7.7,.600,.000,.000,14.9,10.5,12.7,8.1,0.0,0.0,16.7,12.1,0.0,0.0,0.0,.094,-6.7,-1.9,-8.6,0.0,
Elton Brand,PF,24,LAC,69,68,38.7,7.0,14.2,.493,0.0,0.0,.000,7.0,14.2,.493,.493,6.0,7.7,.773,3.9,6.4,10.3,3.3,0.9,2.2,2.8,3.3,20.0,23.2,.567,.001,.542,11.4,19.1,15.2,16.0,1.3,4.2,13.7,23.4,7.9,1.8,9.7,.174,4.0,0.0,4.0,4.0,6364000.0
J.R. Bremer,PG,23,TOT,36,2,12.3,1.2,4.4,.272,0.5,2.1,.257,0.7,2.3,.286,.332,0.4,0.6,.650,0.3,0.8,1.0,1.4,0.5,0.1,0.7,0.9,3.3,6.2,.354,.468,.127,2.3,6.7,4.5,18.1,2.1,0.6,12.6,19.4,-0.7,0.3,-0.5,-0.053,-4.3,-0.9,-5.2,-0.4,
