Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
LAL,18,240.0,44.8,85.8,0.522,2.4,6.6,0.361,42.4,79.2,0.535,28.6,36.4,0.785,13.0,31.9,44.9,28.3,7.9,6.4,14.6,22.7,120.6,False
MIL,12,248.3,44.1,92.8,0.475,1.8,7.0,0.262,42.3,85.8,0.49200000000000005,28.2,35.4,0.795,13.3,26.4,39.8,24.8,9.8,4.7,12.0,28.1,118.2,False
DAL,4,240.0,43.8,89.0,0.49200000000000005,0.5,6.3,0.08,43.3,82.8,0.523,28.5,38.0,0.75,15.3,29.5,44.8,22.0,6.8,4.3,14.8,24.8,116.5,False
BOS,23,243.3,42.6,84.5,0.504,2.3,6.7,0.33799999999999997,40.3,77.8,0.518,25.6,31.7,0.809,11.5,29.7,41.1,27.1,5.4,5.0,14.2,23.3,113.1,False
PHI,5,245.0,43.0,86.8,0.495,1.0,4.0,0.25,42.0,82.8,0.507,25.4,32.8,0.774,14.4,30.2,44.6,25.2,7.0,8.0,17.2,27.0,112.4,False
SEA,14,245.4,43.1,93.6,0.461,2.1,6.7,0.319,41.0,86.9,0.47200000000000003,21.7,29.0,0.7490000000000001,17.4,26.7,44.1,27.1,8.6,5.6,14.1,29.4,110.1,False
HOU,10,247.5,41.1,83.3,0.493,0.8,4.3,0.18600000000000003,40.3,79.0,0.51,26.7,34.6,0.772,14.1,29.4,43.5,25.2,6.2,7.2,18.1,25.8,109.7,False
DET,15,240.0,43.1,86.5,0.499,0.9,3.0,0.311,42.2,83.5,0.506,22.1,29.7,0.7440000000000001,14.7,29.9,44.6,23.7,6.9,4.9,13.6,25.4,109.3,False
POR,4,240.0,40.3,86.3,0.467,1.0,3.8,0.267,39.3,82.5,0.47600000000000003,27.3,35.5,0.768,15.3,27.3,42.5,22.8,8.5,3.8,15.3,26.5,108.8,False
DEN,3,240.0,44.3,101.7,0.436,1.3,6.0,0.222,43.0,95.7,0.449,18.3,28.0,0.655,15.3,29.3,44.7,26.7,7.3,3.7,14.7,29.3,108.3,False
GSW,10,240.0,42.2,89.4,0.47200000000000003,2.2,5.1,0.431,40.0,84.3,0.474,20.5,25.4,0.807,14.5,24.2,38.7,25.1,10.2,4.6,15.6,26.9,107.1,False
UTA,5,240.0,37.6,82.6,0.455,2.6,6.4,0.406,35.0,76.2,0.45899999999999996,23.0,30.2,0.762,14.4,28.2,42.6,21.8,9.4,8.6,17.6,23.2,100.8,False
ATL,9,240.0,37.2,78.1,0.47700000000000004,0.8,3.4,0.226,36.4,74.7,0.488,24.9,33.1,0.752,14.3,28.0,42.3,26.0,6.6,6.0,15.2,29.0,100.1,False
CHI,3,240.0,35.3,81.0,0.436,2.3,5.3,0.43799999999999994,33.0,75.7,0.436,25.0,29.3,0.852,13.0,25.0,38.0,21.3,5.7,4.3,11.7,25.3,98.0,False
IND,4,240.0,34.5,72.0,0.479,0.8,4.5,0.16699999999999998,33.8,67.5,0.5,25.3,36.5,0.6920000000000001,9.8,28.8,38.5,21.3,5.0,1.5,14.8,28.0,95.0,False
WSB,3,240.0,35.3,87.0,0.406,1.0,4.3,0.231,34.3,82.7,0.415,19.3,25.3,0.763,14.0,28.0,42.0,15.3,8.0,4.7,16.7,20.3,91.0,False
