Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
LAL,16,241.6,44.8,91.9,0.48700000000000004,0.2,1.1,0.16699999999999998,44.6,90.8,0.491,20.9,26.3,0.7979999999999999,16.9,32.9,49.9,29.1,10.1,6.1,19.1,24.0,110.6,False
PHO,8,243.1,44.6,91.3,0.489,1.9,7.0,0.268,42.8,84.3,0.507,18.5,24.0,0.7709999999999999,13.0,27.8,40.8,30.9,9.0,5.4,16.3,22.9,109.6,False
SAS,3,240.0,40.3,87.3,0.462,1.0,3.7,0.273,39.3,83.7,0.47,22.0,28.3,0.7759999999999999,13.7,25.7,39.3,22.7,7.3,4.0,13.7,26.0,103.7,False
PHI,18,240.0,39.7,84.1,0.473,0.4,2.6,0.17,39.3,81.4,0.48200000000000004,22.9,29.6,0.7759999999999999,12.1,30.4,42.6,26.0,9.5,8.9,16.7,22.9,102.8,False
BOS,9,240.0,41.3,86.2,0.479,1.3,5.4,0.245,40.0,80.8,0.495,18.4,24.2,0.7609999999999999,13.3,29.4,42.8,23.7,8.1,4.2,16.4,24.8,102.4,False
MIL,7,247.1,40.6,88.9,0.457,1.4,4.1,0.345,39.1,84.7,0.462,19.7,27.6,0.715,13.9,28.0,41.9,24.1,8.9,5.7,17.0,26.9,102.3,False
SEA,15,245.0,40.9,89.9,0.455,1.1,3.9,0.276,39.8,86.0,0.46299999999999997,19.4,25.3,0.768,16.6,29.1,45.7,25.3,8.9,3.5,18.2,24.0,102.2,False
HOU,7,240.0,41.1,86.9,0.474,1.0,4.7,0.212,40.1,82.1,0.489,18.9,23.4,0.805,14.6,28.1,42.7,25.1,6.3,4.7,17.3,24.6,102.1,False
POR,3,248.3,42.0,89.0,0.47200000000000003,0.7,4.3,0.154,41.3,84.7,0.488,15.7,22.0,0.7120000000000001,15.3,25.0,40.3,14.7,7.7,4.0,17.0,24.7,100.3,False
WSB,2,240.0,40.5,90.0,0.45,3.5,9.5,0.368,37.0,80.5,0.46,15.5,21.0,0.738,13.5,27.5,41.0,24.0,6.5,5.0,18.0,28.0,100.0,False
KCK,3,240.0,41.7,90.7,0.46,2.0,4.0,0.5,39.7,86.7,0.45799999999999996,14.0,22.7,0.618,16.7,29.3,46.0,23.3,8.3,2.0,15.7,19.3,99.3,False
ATL,5,240.0,36.4,81.2,0.44799999999999995,0.2,1.4,0.14300000000000002,36.2,79.8,0.45399999999999996,23.8,32.0,0.7440000000000001,15.0,26.4,41.4,19.4,8.6,5.6,16.4,29.6,96.8,False
