Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
SAS,14,240.0,37.9,78.9,0.48100000000000004,9.4,22.6,0.41600000000000004,28.5,56.2,0.507,16.7,22.9,0.731,8.6,32.0,40.6,22.9,6.5,4.6,14.3,20.4,102.0,False
OKC,20,240.0,37.2,80.0,0.465,6.8,19.2,0.355,30.4,60.8,0.5,20.1,24.5,0.82,9.3,30.5,39.8,18.0,8.7,6.9,11.6,22.4,101.3,False
MIA,23,242.2,35.0,76.0,0.46,6.8,19.7,0.34700000000000003,28.1,56.4,0.499,20.6,27.7,0.7440000000000001,10.2,30.3,40.4,17.5,7.3,5.0,13.0,20.6,97.3,False
DEN,7,240.0,38.4,89.3,0.43,5.3,19.0,0.278,33.1,70.3,0.47200000000000003,14.6,20.3,0.718,15.4,32.3,47.7,20.9,7.0,6.9,11.1,21.0,96.7,False
LAL,12,240.0,35.2,83.2,0.423,5.3,17.3,0.304,29.9,65.9,0.45399999999999996,18.4,23.7,0.778,14.2,30.7,44.8,18.8,5.8,7.8,12.5,19.7,94.0,False
DAL,4,240.0,31.5,78.0,0.40399999999999997,8.0,21.5,0.37200000000000005,23.5,56.5,0.41600000000000004,22.3,26.8,0.8320000000000001,10.5,30.0,40.5,15.5,8.0,3.5,14.5,20.8,93.3,False
MEM,7,243.6,32.6,76.3,0.42700000000000005,3.4,11.9,0.289,29.1,64.4,0.452,22.9,30.7,0.7440000000000001,13.4,29.3,42.7,16.3,7.1,4.9,15.4,23.3,91.4,False
IND,11,242.3,33.7,79.5,0.424,5.7,17.9,0.32,28.0,61.5,0.455,17.7,23.0,0.7709999999999999,12.4,31.6,44.0,16.3,6.9,5.5,15.1,22.0,90.9,False
LAC,11,242.3,34.5,75.3,0.45799999999999996,6.2,16.4,0.37799999999999995,28.3,58.9,0.48,15.8,23.7,0.667,8.7,28.1,36.8,17.3,9.5,6.5,14.7,24.1,90.9,False
BOS,20,243.8,33.8,77.2,0.43799999999999994,4.7,16.3,0.285,29.2,60.9,0.479,17.3,21.6,0.799,8.0,31.9,39.9,19.8,8.2,4.9,13.0,21.7,89.5,False
UTA,4,240.0,32.8,85.8,0.382,2.3,11.3,0.2,30.5,74.5,0.409,18.5,26.3,0.705,16.0,32.5,48.5,16.8,6.5,6.8,13.5,20.3,86.3,False
PHI,13,240.0,32.1,78.1,0.41100000000000003,4.0,13.2,0.304,28.1,64.9,0.43200000000000005,17.5,24.4,0.7190000000000001,10.8,31.0,41.8,18.2,7.6,5.3,11.5,18.7,85.7,False
CHI,6,240.0,34.0,80.7,0.42100000000000004,4.3,12.7,0.342,29.7,68.0,0.436,12.0,18.5,0.649,11.5,35.3,46.8,22.5,5.2,6.7,14.3,20.5,84.3,False
ORL,5,245.0,31.0,77.8,0.39799999999999996,8.4,24.6,0.341,22.6,53.2,0.425,13.4,19.0,0.705,9.8,28.6,38.4,17.2,6.0,4.4,14.0,19.0,83.8,False
NYK,5,240.0,30.6,73.4,0.41700000000000004,5.0,18.2,0.275,25.6,55.2,0.46399999999999997,16.6,21.8,0.7609999999999999,12.4,28.0,40.4,12.6,6.0,2.2,18.4,24.2,82.8,False
ATL,6,244.2,31.8,79.3,0.401,5.8,18.8,0.31,26.0,60.5,0.43,12.7,16.2,0.784,10.0,32.5,42.5,17.5,5.5,3.3,15.3,19.8,82.2,False
