Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
PHO,24,244.2,38.8,82.1,0.47200000000000003,4.2,11.5,0.361,34.6,70.6,0.49,23.1,30.7,0.753,12.4,29.0,41.4,23.5,7.6,8.0,13.7,22.6,104.8,False
IND,4,246.3,37.0,75.0,0.493,4.0,10.3,0.39,33.0,64.8,0.51,24.8,31.5,0.7859999999999999,9.5,26.5,36.0,24.0,6.0,4.0,15.5,25.3,102.8,False
CHO,9,253.9,40.3,86.6,0.466,1.4,5.3,0.271,38.9,81.2,0.479,20.3,28.3,0.718,14.3,27.2,41.6,24.0,10.1,4.9,16.2,22.4,102.4,False
CHI,19,243.9,39.8,82.3,0.484,4.2,9.6,0.434,35.6,72.7,0.49,18.6,25.6,0.727,13.2,26.8,40.0,24.3,8.6,4.4,12.5,23.3,102.4,False
SAS,10,242.5,39.3,83.9,0.46799999999999997,2.3,7.9,0.29100000000000004,37.0,76.0,0.48700000000000004,19.8,26.4,0.75,12.8,31.5,44.3,25.3,6.3,6.3,14.0,26.6,100.7,False
BOS,4,252.5,42.3,89.8,0.47100000000000003,1.8,7.0,0.25,40.5,82.8,0.489,14.3,17.3,0.826,14.5,27.0,41.5,21.8,4.5,6.3,14.8,21.8,100.5,False
SEA,19,241.3,38.6,84.6,0.456,3.5,10.4,0.34,35.1,74.3,0.473,19.4,25.2,0.772,16.1,25.9,41.9,22.4,9.1,5.8,13.8,23.6,100.2,False
NYK,15,246.7,38.1,79.6,0.478,3.2,9.3,0.345,34.9,70.3,0.496,19.7,28.0,0.7020000000000001,14.8,29.3,44.1,24.9,8.0,4.3,17.8,26.1,99.0,False
HOU,12,242.1,37.4,78.4,0.47700000000000004,5.3,14.3,0.374,32.1,64.2,0.5,17.6,22.8,0.773,11.3,30.2,41.5,24.8,8.4,7.2,17.7,19.8,97.8,False
POR,4,246.3,36.5,89.8,0.40700000000000003,2.8,9.0,0.306,33.8,80.8,0.418,21.5,29.8,0.723,17.8,28.8,46.5,19.3,6.8,5.8,13.0,25.3,97.3,False
LAL,5,245.0,39.2,89.6,0.43799999999999994,4.0,12.0,0.33299999999999996,35.2,77.6,0.45399999999999996,14.6,23.2,0.629,15.6,29.0,44.6,23.8,9.0,6.2,13.2,22.6,97.0,False
CLE,9,240.0,36.6,78.7,0.465,3.1,8.9,0.35,33.4,69.8,0.479,17.6,21.9,0.802,11.9,26.8,38.7,23.9,8.2,5.4,15.6,19.1,93.8,False
NJN,5,240.0,37.8,79.6,0.475,3.0,8.2,0.366,34.8,71.4,0.48700000000000004,15.0,18.8,0.7979999999999999,11.0,28.0,39.0,21.8,8.4,6.4,17.0,20.8,93.6,False
ATL,3,240.0,35.7,83.3,0.428,3.3,12.0,0.278,32.3,71.3,0.45299999999999996,18.7,26.3,0.7090000000000001,15.3,23.3,38.7,16.3,8.0,3.7,15.3,23.3,93.3,False
LAC,5,240.0,37.4,88.2,0.424,2.4,5.6,0.429,35.0,82.6,0.424,15.0,23.2,0.647,14.6,28.2,42.8,23.6,11.0,4.2,13.6,23.0,92.2,False
UTA,5,240.0,34.0,77.4,0.439,2.0,6.4,0.313,32.0,71.0,0.451,17.2,23.6,0.7290000000000001,14.0,27.0,41.0,20.8,6.0,4.8,14.0,21.6,87.2,False
