Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
DEN,5,240.0,48.0,94.8,0.506,2.0,7.4,0.27,46.0,87.4,0.526,23.8,27.6,0.862,13.2,28.8,42.0,27.0,8.4,4.6,15.2,28.4,121.8,False
LAL,21,244.8,47.8,89.5,0.534,1.0,3.5,0.284,46.8,86.0,0.544,20.6,28.6,0.7190000000000001,13.1,29.9,43.0,30.3,8.2,6.8,16.0,27.0,117.1,False
DET,5,245.0,41.8,89.8,0.465,0.4,1.8,0.222,41.4,88.0,0.47,28.2,36.2,0.779,16.4,28.2,44.6,21.4,8.8,4.8,16.6,26.6,112.2,False
BOS,23,243.3,41.3,87.4,0.473,0.9,2.7,0.33899999999999997,40.4,84.7,0.47700000000000004,27.3,34.9,0.784,15.5,28.4,43.9,23.0,8.6,5.3,16.0,26.4,110.9,False
UTA,11,242.3,41.2,85.3,0.483,1.9,5.3,0.36200000000000004,39.3,80.0,0.491,26.5,33.8,0.782,13.2,30.3,43.5,23.9,6.6,6.1,17.1,24.1,110.7,False
POR,5,240.0,40.2,84.2,0.47700000000000004,0.6,2.4,0.25,39.6,81.8,0.484,28.8,37.4,0.77,15.8,24.2,40.0,21.8,7.2,2.6,14.0,26.8,109.8,False
PHO,17,242.9,43.5,87.3,0.498,0.9,2.9,0.32,42.5,84.4,0.504,21.1,27.6,0.764,13.6,29.5,43.2,27.1,7.8,4.8,16.1,27.2,109.0,False
NYK,12,242.1,41.2,84.5,0.48700000000000004,0.4,2.0,0.20800000000000002,40.8,82.5,0.494,23.8,31.8,0.7509999999999999,14.8,27.2,41.9,23.7,8.1,4.5,18.3,29.2,106.6,False
PHI,5,240.0,39.2,81.2,0.483,0.6,3.0,0.2,38.6,78.2,0.494,24.8,28.4,0.873,11.8,25.6,37.4,20.2,8.2,7.4,22.0,27.8,103.8,False
KCK,3,240.0,40.0,93.7,0.42700000000000005,1.7,5.0,0.33299999999999996,38.3,88.7,0.43200000000000005,21.3,27.3,0.78,16.3,25.7,42.0,26.0,6.0,3.7,14.0,25.7,103.0,False
MIL,16,240.0,37.8,78.4,0.48200000000000004,1.3,4.7,0.28,36.5,73.8,0.495,25.6,33.9,0.755,12.4,30.3,42.6,22.2,7.2,5.0,18.2,29.4,102.5,False
DAL,10,245.0,39.7,90.1,0.441,0.5,3.0,0.16699999999999998,39.2,87.1,0.45,21.8,26.1,0.835,15.9,27.3,43.2,21.7,5.7,3.6,13.1,21.5,101.7,False
NJN,11,240.0,37.5,84.5,0.445,1.0,3.9,0.256,36.5,80.5,0.45399999999999996,25.1,36.5,0.687,16.6,26.8,43.5,22.0,9.9,5.2,17.5,26.9,101.2,False
SEA,5,245.0,41.8,88.2,0.474,0.8,4.0,0.2,41.0,84.2,0.48700000000000004,12.6,17.6,0.716,12.2,32.0,44.2,24.6,6.0,4.6,11.8,25.6,97.0,False
WSB,4,246.3,38.8,79.8,0.486,1.0,4.3,0.235,37.8,75.5,0.5,15.3,18.0,0.847,10.0,27.8,37.8,24.8,5.3,3.8,15.3,25.3,93.8,False
ATL,5,240.0,34.0,80.8,0.42100000000000004,0.4,2.2,0.182,33.6,78.6,0.42700000000000005,25.2,31.8,0.792,13.6,24.4,38.0,20.6,7.8,4.6,16.2,25.4,93.6,False
