Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
SAS,11,242.3,50.2,99.1,0.506,1.9,5.4,0.35600000000000004,48.3,93.7,0.515,18.7,24.9,0.752,15.5,35.9,51.4,33.4,7.9,7.1,17.3,25.5,121.0,False
DEN,8,246.3,47.1,98.3,0.48,0.6,2.8,0.22699999999999998,46.5,95.5,0.48700000000000004,22.0,27.8,0.7929999999999999,13.1,33.6,46.8,31.5,6.5,4.5,16.8,25.1,116.9,False
PHO,3,248.3,45.7,102.0,0.44799999999999995,0.3,2.7,0.125,45.3,99.3,0.456,19.0,25.0,0.76,16.3,34.0,50.3,26.3,8.7,8.3,13.3,25.7,110.7,False
LAL,15,241.7,44.9,89.8,0.5,0.5,2.5,0.18899999999999997,44.5,87.3,0.509,19.3,25.8,0.7490000000000001,14.3,28.6,42.9,29.9,9.4,7.5,17.3,25.2,109.7,False
POR,7,243.6,42.3,87.1,0.485,0.7,1.6,0.455,41.6,85.6,0.486,20.6,28.3,0.727,13.4,28.0,41.4,28.3,6.7,4.0,16.1,23.1,105.9,False
PHI,13,241.9,41.8,84.6,0.494,0.1,0.8,0.1,41.7,83.8,0.49700000000000005,22.2,30.7,0.722,15.5,29.4,44.9,24.2,9.3,6.8,18.1,23.2,105.8,False
NYK,6,240.0,39.7,82.2,0.483,1.2,3.2,0.368,38.5,79.0,0.48700000000000004,23.3,30.5,0.765,12.7,26.2,38.8,22.7,7.3,4.2,17.0,25.8,103.8,False
NJN,2,240.0,42.0,90.0,0.467,0.5,4.0,0.125,41.5,86.0,0.483,18.5,25.0,0.74,17.0,26.0,43.0,26.0,9.0,5.5,16.5,28.5,103.0,False
MIL,9,242.8,40.8,87.7,0.465,0.6,2.3,0.23800000000000002,40.2,85.3,0.47100000000000003,19.4,26.4,0.735,17.0,28.6,45.6,21.9,8.6,6.8,16.3,23.6,101.6,False
SEA,2,240.0,39.5,97.5,0.405,0.0,3.0,0.0,39.5,94.5,0.418,17.5,25.0,0.7,20.5,33.5,54.0,21.5,5.5,3.5,11.5,26.5,96.5,False
BOS,7,240.0,38.9,88.6,0.439,0.6,3.6,0.16,38.3,85.0,0.45,17.7,23.1,0.765,14.3,30.4,44.7,25.9,6.7,3.6,15.7,23.4,96.0,False
ATL,3,240.0,36.0,82.3,0.43700000000000006,0.3,1.3,0.25,35.7,81.0,0.44,17.3,23.7,0.732,11.0,30.3,41.3,21.3,4.3,6.7,16.0,22.7,89.7,False
