Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
PHO,8,246.3,43.1,88.8,0.486,3.6,9.8,0.37200000000000005,39.5,79.0,0.5,28.6,34.8,0.8240000000000001,12.9,28.1,41.0,27.4,7.5,5.0,14.4,25.6,118.5,False
GSW,4,240.0,42.5,88.0,0.483,4.3,11.8,0.36200000000000004,38.3,76.3,0.502,27.8,38.5,0.721,13.8,22.5,36.3,23.3,10.3,4.8,12.3,27.3,117.0,False
POR,21,246.0,40.4,83.8,0.48200000000000004,3.7,10.5,0.353,36.7,73.3,0.5,25.5,33.9,0.7509999999999999,13.9,28.7,42.6,25.8,8.8,4.6,15.5,26.3,110.0,False
IND,3,248.3,37.0,80.7,0.45899999999999996,6.7,15.0,0.444,30.3,65.7,0.462,27.0,34.3,0.7859999999999999,9.3,25.7,35.0,23.3,8.7,4.0,13.3,27.7,107.7,False
BOS,10,245.0,44.2,88.6,0.499,0.6,3.1,0.19399999999999998,43.6,85.5,0.51,18.1,23.6,0.767,14.2,28.0,42.2,24.9,7.3,5.3,11.7,22.0,107.1,False
SEA,9,240.0,39.4,81.2,0.486,3.2,11.0,0.293,36.2,70.2,0.516,23.4,29.7,0.79,14.4,26.0,40.4,20.4,6.6,6.2,16.1,26.4,105.6,False
CLE,17,241.5,38.5,79.8,0.483,3.0,8.7,0.345,35.5,71.1,0.5,23.5,28.4,0.828,11.9,29.2,41.1,26.4,7.4,6.1,14.2,20.4,103.6,False
SAS,3,240.0,41.0,84.3,0.486,3.3,8.0,0.41700000000000004,37.7,76.3,0.493,18.0,27.0,0.667,14.0,24.0,38.0,17.7,7.7,8.7,15.7,24.0,103.3,False
UTA,16,241.6,37.0,77.1,0.48,1.8,6.1,0.29600000000000004,35.2,71.0,0.496,27.1,33.5,0.8079999999999999,12.6,26.8,39.3,22.9,7.4,4.8,14.2,22.1,102.9,False
NJN,4,240.0,42.0,95.3,0.441,3.0,10.3,0.293,39.0,85.0,0.45899999999999996,14.8,20.8,0.711,16.0,24.8,40.8,25.8,10.8,7.8,13.3,28.3,101.8,False
CHI,22,241.1,38.7,79.5,0.48700000000000004,2.5,6.6,0.37200000000000005,36.3,73.0,0.49700000000000005,20.5,27.8,0.735,13.0,26.9,39.9,24.1,7.8,5.5,13.5,23.6,100.4,False
MIA,3,240.0,36.0,79.7,0.452,5.7,12.7,0.447,30.3,67.0,0.45299999999999996,21.7,29.7,0.73,11.0,22.0,33.0,20.0,7.0,3.0,14.7,22.7,99.3,False
LAC,5,240.0,39.0,81.2,0.48,1.4,5.4,0.259,37.6,75.8,0.496,18.8,26.6,0.7070000000000001,13.4,27.2,40.6,22.2,6.0,5.6,13.0,25.8,98.2,False
LAL,4,246.3,33.5,77.8,0.431,2.3,5.0,0.45,31.3,72.8,0.43,25.3,32.5,0.777,11.0,22.8,33.8,20.0,9.0,3.8,15.5,25.5,94.5,False
NYK,12,242.1,34.1,78.3,0.435,2.3,8.8,0.255,31.8,69.5,0.45799999999999996,19.8,26.7,0.7440000000000001,15.5,27.8,43.3,22.8,6.3,4.2,13.8,25.0,90.3,False
DET,5,245.0,31.6,75.4,0.419,2.4,7.8,0.308,29.2,67.6,0.43200000000000005,19.2,25.2,0.762,10.8,26.0,36.8,21.6,5.8,4.6,15.2,23.4,84.8,False
