Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
PHO,4,240.0,37.5,86.0,0.436,3.8,13.0,0.28800000000000003,33.8,73.0,0.462,20.0,26.3,0.762,14.5,27.0,41.5,21.8,5.0,4.3,11.0,21.5,98.8,False
ORL,12,240.0,38.1,76.3,0.499,6.2,18.2,0.33899999999999997,31.9,58.1,0.5489999999999999,15.9,27.2,0.586,12.7,25.1,37.8,21.5,6.7,3.3,13.3,22.3,98.3,False
HOU,8,243.1,36.4,82.4,0.442,7.6,22.9,0.33299999999999996,28.8,59.5,0.483,17.4,23.6,0.735,9.1,29.4,38.5,24.1,10.0,5.0,13.8,21.1,97.8,False
CHI,18,241.4,35.3,79.7,0.44299999999999995,6.2,20.2,0.306,29.1,59.6,0.489,20.7,28.0,0.738,16.3,27.3,43.6,22.7,9.5,3.9,14.4,24.8,97.4,False
UTA,18,242.8,35.4,75.4,0.469,5.4,12.7,0.428,29.9,62.7,0.47700000000000004,19.0,26.9,0.7070000000000001,11.3,27.3,38.7,25.2,7.6,5.7,13.2,25.3,95.2,False
LAL,4,240.0,34.5,82.3,0.419,8.0,23.0,0.348,26.5,59.3,0.447,17.8,23.5,0.755,12.3,33.5,45.8,22.0,5.8,4.0,16.0,19.8,94.8,False
SAS,10,240.0,34.6,73.4,0.47100000000000003,5.3,11.7,0.45299999999999996,29.3,61.7,0.475,19.7,27.7,0.711,11.1,27.7,38.8,21.3,7.6,5.2,13.8,21.3,94.2,False
SEA,21,242.4,33.2,70.5,0.47100000000000003,7.0,19.0,0.37,26.1,51.5,0.508,20.7,27.4,0.755,9.2,28.8,38.0,20.2,8.0,4.5,17.7,24.8,94.1,False
ATL,10,242.5,33.6,75.7,0.444,7.6,20.6,0.369,26.0,55.1,0.47200000000000003,17.9,24.4,0.7340000000000001,12.6,23.3,35.9,19.8,8.4,5.3,14.0,22.2,92.7,False
POR,5,245.0,30.2,76.8,0.39299999999999996,6.6,17.2,0.384,23.6,59.6,0.396,22.6,34.2,0.6609999999999999,13.8,27.8,41.6,16.8,6.0,3.8,14.0,28.0,89.6,False
DET,3,240.0,32.7,72.0,0.45399999999999996,5.0,16.7,0.3,27.7,55.3,0.5,18.7,24.7,0.757,12.0,23.7,35.7,14.3,2.7,1.7,13.3,24.7,89.0,False
NYK,8,243.1,32.0,69.3,0.462,6.4,16.1,0.395,25.6,53.1,0.48200000000000004,18.3,26.3,0.695,8.6,28.4,37.0,18.6,6.5,3.8,17.8,20.3,88.6,False
SAC,4,240.0,32.0,74.0,0.43200000000000005,4.5,16.0,0.281,27.5,58.0,0.474,19.3,28.5,0.675,12.3,30.0,42.3,18.8,8.8,4.8,19.5,25.3,87.8,False
IND,5,245.0,32.4,73.6,0.44,3.4,11.4,0.298,29.0,62.2,0.466,18.8,24.4,0.77,14.0,28.2,42.2,17.2,8.4,3.2,18.6,23.2,87.0,False
MIA,3,240.0,30.3,72.0,0.42100000000000004,7.3,23.3,0.314,23.0,48.7,0.473,15.7,22.3,0.701,11.3,24.7,36.0,17.0,7.0,1.7,21.0,27.7,83.7,False
CLE,3,240.0,31.3,74.0,0.423,5.3,21.0,0.254,26.0,53.0,0.491,11.7,15.0,0.778,11.7,25.3,37.0,19.7,6.3,4.7,13.3,21.0,79.7,False
