Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
SAS,7,240.0,42.6,86.9,0.49,0.3,1.7,0.16699999999999998,42.3,85.1,0.49700000000000005,22.3,29.9,0.746,14.3,28.0,42.3,25.7,5.9,6.7,15.3,24.7,107.7,False
MIL,7,240.0,41.7,87.3,0.478,0.4,1.6,0.273,41.3,85.7,0.48200000000000004,23.1,30.3,0.764,17.7,25.6,43.3,27.0,10.1,5.3,17.0,27.9,107.0,False
POR,3,256.7,44.7,92.0,0.486,0.3,1.3,0.25,44.3,90.7,0.489,15.7,23.3,0.6709999999999999,14.0,32.0,46.0,21.7,10.3,5.3,17.7,20.3,105.3,False
PHI,16,240.0,39.8,81.8,0.48700000000000004,0.1,1.0,0.063,39.8,80.8,0.49200000000000005,24.6,31.9,0.773,12.8,28.1,40.9,24.3,8.2,8.6,18.3,26.3,104.3,False
CHI,6,244.2,41.3,88.2,0.469,0.5,3.8,0.13,40.8,84.3,0.484,20.3,26.7,0.763,16.5,28.0,44.5,20.8,7.8,5.0,16.5,25.0,103.5,False
BOS,17,240.0,41.2,85.7,0.48,0.6,2.6,0.222,40.6,83.1,0.489,20.4,27.1,0.754,14.5,29.9,44.4,22.8,7.5,6.6,16.3,24.7,103.4,False
LAL,3,240.0,39.3,85.0,0.46299999999999997,0.0,1.3,0.0,39.3,83.7,0.47,22.7,33.0,0.687,14.3,36.7,51.0,24.0,7.0,5.7,14.3,23.0,101.3,False
HOU,21,240.0,39.0,85.5,0.456,0.4,1.5,0.25,38.6,84.0,0.46,19.7,26.2,0.7509999999999999,14.7,26.0,40.8,22.6,8.3,5.4,14.1,22.2,98.0,False
NYK,2,252.5,37.5,85.5,0.439,0.5,5.0,0.1,37.0,80.5,0.46,21.5,31.5,0.6829999999999999,15.5,26.0,41.5,18.5,10.0,2.0,21.0,28.5,97.0,False
IND,2,240.0,37.5,91.0,0.41200000000000003,1.0,3.0,0.33299999999999996,36.5,88.0,0.415,20.5,28.5,0.7190000000000001,18.5,28.0,46.5,23.0,11.0,2.5,19.5,25.5,96.5,False
KCK,15,243.3,36.9,79.3,0.466,0.9,3.2,0.271,36.1,76.1,0.474,16.9,23.6,0.718,11.9,27.7,39.5,23.5,8.8,4.3,16.8,23.3,91.7,False
PHO,7,240.0,36.0,80.1,0.449,0.9,2.3,0.375,35.1,77.9,0.451,18.9,27.4,0.688,14.1,31.1,45.3,19.0,7.1,3.7,16.4,23.9,91.7,False
