Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
OKC,17,247.4,35.3,79.7,0.44299999999999995,6.3,19.9,0.316,29.0,59.8,0.485,25.6,31.4,0.816,13.1,32.9,45.9,17.6,6.8,7.6,15.4,25.0,102.5,False
MEM,13,249.6,36.7,84.0,0.43700000000000006,3.8,12.1,0.318,32.8,71.9,0.457,21.4,28.2,0.76,12.5,30.6,43.1,18.8,8.0,6.0,13.1,23.6,98.6,False
DAL,21,241.2,34.5,74.9,0.461,8.8,22.2,0.39399999999999996,25.7,52.6,0.489,20.5,25.4,0.809,9.7,28.7,38.4,20.1,7.1,4.1,12.9,20.1,98.2,False
DEN,5,240.0,32.6,77.0,0.423,6.8,18.4,0.37,25.8,58.6,0.44,25.4,36.0,0.706,7.4,30.6,38.0,17.6,6.6,3.6,12.2,23.8,97.4,False
BOS,9,242.8,35.8,76.9,0.465,7.4,16.0,0.465,28.3,60.9,0.465,15.7,20.1,0.779,8.9,30.1,39.0,21.0,7.3,4.2,15.7,21.9,94.7,False
SAS,6,244.2,33.7,77.2,0.436,5.3,18.2,0.294,28.3,59.0,0.48,21.7,28.5,0.76,10.2,31.5,41.7,17.8,7.3,5.8,14.3,21.5,94.3,False
LAL,10,240.0,34.7,77.8,0.446,4.8,16.6,0.289,29.9,61.2,0.489,19.0,24.5,0.7759999999999999,12.6,28.3,40.9,18.9,6.9,5.1,12.5,20.6,93.2,False
MIA,21,242.4,32.6,73.3,0.445,5.9,17.9,0.331,26.7,55.4,0.48200000000000004,21.6,27.8,0.777,10.1,30.9,41.0,16.5,7.3,6.0,13.9,19.2,92.8,False
CHI,16,241.6,34.0,80.6,0.42200000000000004,6.3,19.2,0.32899999999999996,27.7,61.4,0.451,18.2,23.2,0.784,13.4,30.2,43.6,20.1,7.3,6.6,13.6,21.3,92.5,False
NYK,4,240.0,32.0,83.0,0.386,8.3,23.8,0.34700000000000003,23.8,59.3,0.401,18.5,24.8,0.747,14.5,26.0,40.5,16.8,6.5,6.8,15.3,18.8,90.8,False
IND,5,240.0,32.8,80.2,0.409,5.8,15.4,0.377,27.0,64.8,0.41700000000000004,18.8,24.4,0.77,13.0,25.4,38.4,16.0,8.2,5.6,15.2,23.0,90.2,False
NOP,6,240.0,32.8,71.8,0.457,4.5,14.0,0.321,28.3,57.8,0.49,19.2,25.8,0.742,7.7,25.8,33.5,20.2,7.2,3.0,12.8,23.7,89.3,False
ORL,6,240.0,31.0,75.8,0.409,6.2,23.5,0.262,24.8,52.3,0.475,20.5,27.8,0.737,11.8,30.5,42.3,14.5,6.5,4.0,12.8,21.5,88.7,False
POR,6,240.0,33.2,73.2,0.45299999999999996,5.0,16.7,0.3,28.2,56.5,0.499,16.8,21.5,0.7829999999999999,9.2,28.5,37.7,17.0,5.7,5.2,11.5,20.8,88.2,False
PHI,5,240.0,33.8,81.6,0.414,6.4,16.4,0.39,27.4,65.2,0.42,12.6,17.4,0.7240000000000001,10.6,30.0,40.6,20.4,6.4,3.6,10.6,20.4,86.6,False
ATL,12,240.0,32.9,75.8,0.434,4.5,13.9,0.32299999999999995,28.4,61.9,0.45899999999999996,15.9,21.9,0.726,9.0,28.2,37.2,18.1,6.3,5.0,12.4,20.3,86.3,False
