Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
LAL,23,241.1,37.3,80.4,0.465,5.4,15.4,0.349,32.0,65.0,0.49200000000000005,19.7,31.6,0.623,13.2,30.1,43.3,21.8,6.6,6.1,12.2,25.3,99.8,False
IND,23,241.1,35.0,78.9,0.44299999999999995,7.1,18.8,0.379,27.8,60.0,0.46299999999999997,21.0,25.4,0.8270000000000001,10.1,30.4,40.5,20.3,5.4,4.7,11.6,23.4,98.1,False
SAC,5,240.0,33.6,81.0,0.415,6.6,17.4,0.379,27.0,63.6,0.425,22.6,30.0,0.753,11.8,29.4,41.2,16.8,6.8,3.6,12.0,22.0,96.4,False
MIL,5,240.0,37.8,82.6,0.45799999999999996,3.6,11.6,0.31,34.2,71.0,0.48200000000000004,16.8,22.0,0.764,11.4,31.4,42.8,20.6,6.6,5.6,11.8,25.0,96.0,False
PHI,10,242.5,34.2,80.0,0.428,3.9,12.3,0.317,30.3,67.7,0.44799999999999995,21.9,29.5,0.742,13.5,28.9,42.4,19.1,6.5,4.5,12.7,22.6,94.2,False
OKC,5,240.0,34.8,79.6,0.43700000000000006,7.0,16.4,0.42700000000000005,27.8,63.2,0.44,16.6,23.2,0.716,12.4,28.6,41.0,19.8,8.2,3.4,14.6,21.8,93.2,False
POR,16,240.0,32.4,73.1,0.444,5.4,14.6,0.37200000000000005,27.0,58.5,0.462,22.2,28.3,0.785,9.8,28.4,38.2,19.3,7.4,3.8,12.7,25.3,92.5,False
CHO,4,246.3,32.3,75.0,0.43,4.5,15.0,0.3,27.8,60.0,0.46299999999999997,22.3,27.0,0.8240000000000001,13.5,30.5,44.0,22.8,8.3,5.8,15.5,22.0,91.3,False
UTA,10,240.0,33.1,74.6,0.444,4.6,12.3,0.374,28.5,62.3,0.457,17.5,23.7,0.738,10.3,30.0,40.3,23.6,6.9,5.4,14.9,25.0,88.3,False
PHO,9,240.0,33.4,82.2,0.40700000000000003,4.7,16.8,0.278,28.8,65.4,0.44,15.8,22.6,0.7,13.9,31.0,44.9,21.0,8.1,6.2,15.3,27.4,87.3,False
MIN,4,240.0,34.3,76.5,0.44799999999999995,3.0,9.8,0.308,31.3,66.8,0.46799999999999997,13.8,17.5,0.7859999999999999,10.3,24.8,35.0,23.5,6.0,4.0,11.8,23.8,85.3,False
NYK,16,241.6,31.2,72.4,0.431,4.5,11.4,0.39299999999999996,26.7,60.9,0.43799999999999994,17.6,23.0,0.764,8.1,30.4,38.4,14.6,6.5,4.1,11.8,22.9,84.4,False
TOR,3,240.0,27.7,74.0,0.374,4.3,15.7,0.27699999999999997,23.3,58.3,0.4,24.0,31.0,0.774,13.0,29.7,42.7,19.0,9.0,4.3,14.3,26.0,83.7,False
MIA,10,242.5,30.9,73.7,0.419,4.7,14.9,0.315,26.2,58.8,0.446,16.7,24.2,0.69,10.5,32.9,43.4,19.1,7.2,5.1,13.9,26.0,83.2,False
SAS,4,240.0,28.3,76.0,0.37200000000000005,3.0,11.0,0.273,25.3,65.0,0.38799999999999996,22.3,30.5,0.73,12.3,34.0,46.3,15.0,8.8,7.5,16.3,20.8,81.8,False
DET,3,240.0,28.0,69.3,0.40399999999999997,4.3,11.7,0.371,23.7,57.7,0.41,19.3,27.0,0.716,6.0,28.3,34.3,14.7,6.0,1.7,17.0,24.7,79.7,False
