Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
GSW,3,240.0,47.0,90.7,0.518,5.0,14.7,0.341,42.0,76.0,0.5529999999999999,17.0,24.3,0.6990000000000001,13.7,24.7,38.3,31.3,6.0,8.0,14.7,26.7,116.0,False
PHO,10,242.5,39.9,88.5,0.451,6.1,17.2,0.355,33.8,71.3,0.474,20.5,27.8,0.737,14.4,30.3,44.7,23.5,8.0,4.2,12.0,19.4,106.4,False
POR,4,240.0,41.0,92.0,0.446,3.0,10.5,0.28600000000000003,38.0,81.5,0.466,18.8,24.0,0.7809999999999999,16.3,28.8,45.0,23.5,8.8,4.5,11.5,20.5,103.8,False
HOU,23,241.1,36.4,79.0,0.461,6.5,17.8,0.363,30.0,61.1,0.49,17.8,23.2,0.767,10.1,31.3,41.4,24.8,7.3,6.2,14.4,21.6,97.1,False
SEA,5,250.0,33.0,78.8,0.419,3.4,10.0,0.34,29.6,68.8,0.43,25.6,37.0,0.6920000000000001,13.8,29.0,42.8,19.0,8.8,5.2,12.6,27.0,95.0,False
CLE,3,248.3,33.7,77.7,0.433,5.3,12.7,0.42100000000000004,28.3,65.0,0.436,22.0,30.3,0.725,15.3,22.3,37.7,20.3,7.3,1.0,14.3,22.3,94.7,False
DEN,12,250.4,33.0,76.8,0.43,4.0,11.5,0.348,29.0,65.3,0.444,24.3,34.1,0.7140000000000001,13.7,31.0,44.7,18.9,6.2,9.9,16.7,25.5,94.3,False
UTA,16,244.7,34.9,80.1,0.436,2.3,7.8,0.29600000000000004,32.6,72.3,0.451,22.1,28.7,0.769,13.6,28.6,42.2,23.1,7.8,4.5,11.6,25.1,94.3,False
CHI,10,242.5,35.1,75.6,0.46399999999999997,3.5,10.2,0.34299999999999997,31.6,65.4,0.483,19.9,26.0,0.765,12.4,26.9,39.3,21.8,8.1,4.7,14.2,23.7,93.6,False
ORL,3,240.0,32.3,76.3,0.424,6.7,18.3,0.364,25.7,58.0,0.44299999999999995,20.3,30.3,0.67,16.0,24.0,40.0,19.7,6.3,7.7,19.0,22.3,91.7,False
ATL,11,240.0,34.9,80.1,0.436,2.8,8.9,0.316,32.1,71.2,0.451,17.7,24.0,0.7390000000000001,14.0,26.5,40.5,23.9,8.2,5.3,13.9,24.9,90.4,False
IND,16,240.0,33.3,74.7,0.445,3.7,9.7,0.381,29.6,65.0,0.455,20.1,27.8,0.7240000000000001,13.4,27.1,40.5,21.7,9.2,4.2,17.8,24.8,90.3,False
MIA,5,240.0,32.6,78.8,0.414,3.4,12.8,0.266,29.2,66.0,0.442,21.2,29.4,0.721,15.4,28.2,43.6,14.4,7.2,4.0,16.4,23.2,89.8,False
NYK,25,241.0,32.4,75.8,0.428,4.4,13.3,0.331,28.0,62.5,0.449,19.5,26.6,0.731,14.1,27.4,41.6,20.3,8.1,5.4,16.5,25.5,88.8,False
SAS,4,240.0,33.5,83.8,0.4,3.0,9.8,0.308,30.5,74.0,0.41200000000000003,18.0,25.0,0.72,16.5,27.0,43.5,18.3,7.0,6.0,12.0,23.3,88.0,False
NJN,4,246.3,26.8,75.0,0.35700000000000004,3.3,12.5,0.26,23.5,62.5,0.376,29.8,37.5,0.7929999999999999,14.0,29.3,43.3,15.8,7.3,7.8,17.3,26.3,86.5,False
