Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
PHO,10,242.5,39.2,81.2,0.483,6.4,18.5,0.34600000000000003,32.8,62.7,0.523,26.2,32.9,0.7959999999999999,12.5,32.7,45.2,21.7,6.4,3.2,12.7,24.6,111.0,False
HOU,22,242.3,38.6,79.9,0.483,8.6,22.0,0.391,30.0,57.9,0.518,21.2,28.1,0.754,9.6,29.5,39.1,25.2,7.6,5.8,12.0,24.8,107.0,False
UTA,5,240.0,36.4,75.0,0.485,6.2,13.8,0.449,30.2,61.2,0.493,25.0,34.4,0.727,10.2,25.8,36.0,24.0,8.0,3.6,12.8,27.0,104.0,False
ORL,21,241.2,37.2,77.3,0.48200000000000004,8.5,21.4,0.396,28.8,55.9,0.514,19.5,29.1,0.669,12.8,27.4,40.2,23.2,7.3,5.2,14.6,23.9,102.4,False
POR,3,240.0,38.3,80.0,0.479,5.3,14.3,0.37200000000000005,33.0,65.7,0.503,19.7,31.7,0.621,11.3,24.7,36.0,21.3,6.0,3.0,11.0,28.7,101.7,False
IND,17,241.5,33.9,73.9,0.45899999999999996,5.5,15.4,0.36,28.4,58.6,0.485,25.2,32.8,0.77,13.4,28.1,41.4,20.6,5.5,3.4,15.7,27.0,98.6,False
SAS,15,243.3,35.4,79.1,0.447,4.0,11.9,0.335,31.4,67.2,0.467,23.7,31.1,0.76,13.4,31.5,44.9,21.5,7.1,5.1,14.7,22.8,98.5,False
CHI,10,242.5,37.0,79.9,0.46299999999999997,6.1,15.5,0.39399999999999996,30.9,64.4,0.48,18.3,25.0,0.732,12.5,26.7,39.2,23.9,7.6,4.2,13.9,26.4,98.4,False
SEA,4,240.0,35.8,80.5,0.444,7.5,18.0,0.41700000000000004,28.3,62.5,0.452,18.3,24.0,0.76,14.5,27.3,41.8,26.0,9.3,5.3,14.8,25.8,97.3,False
NYK,11,242.3,33.5,69.5,0.48100000000000004,7.2,17.0,0.42200000000000004,26.3,52.5,0.5,19.2,27.9,0.687,9.7,27.0,36.7,22.7,7.0,6.3,16.5,27.6,93.3,False
DEN,3,240.0,33.3,77.7,0.429,4.3,17.7,0.245,29.0,60.0,0.483,22.0,28.0,0.7859999999999999,14.0,27.0,41.0,20.0,6.0,7.0,17.3,35.0,93.0,False
CHO,4,246.3,31.5,74.3,0.424,5.3,16.8,0.313,26.3,57.5,0.457,24.3,30.0,0.8079999999999999,13.5,23.8,37.3,21.3,6.0,5.0,15.8,23.5,92.5,False
LAL,10,245.0,32.5,78.2,0.41600000000000004,6.5,20.0,0.325,26.0,58.2,0.447,19.2,27.3,0.703,12.4,26.6,39.0,19.9,7.4,7.3,14.5,24.4,90.7,False
ATL,3,240.0,29.7,75.7,0.392,7.3,22.3,0.32799999999999996,22.3,53.3,0.419,22.7,31.0,0.731,12.3,26.7,39.0,14.7,8.3,2.7,13.0,28.3,89.3,False
BOS,4,240.0,31.8,79.0,0.402,5.3,14.0,0.375,26.5,65.0,0.408,17.5,23.5,0.745,16.5,26.0,42.5,20.3,5.3,4.5,17.5,25.0,86.3,False
CLE,4,240.0,27.3,66.8,0.408,6.3,15.0,0.41700000000000004,21.0,51.8,0.406,21.8,29.3,0.7440000000000001,7.3,21.5,28.8,17.5,10.0,2.8,15.3,21.5,82.5,False
