Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Made_Playoffs
SEA,12,244.2,36.8,82.8,0.444,8.3,21.8,0.38299999999999995,28.4,61.1,0.465,23.3,28.5,0.816,13.9,28.8,42.8,23.4,10.1,4.1,13.6,23.5,105.1,False
HOU,16,241.6,35.3,77.1,0.45799999999999996,8.9,24.5,0.36200000000000004,26.4,52.6,0.503,21.8,28.4,0.767,12.3,29.3,41.5,23.1,7.7,4.4,15.2,21.9,101.3,False
PHO,5,245.0,34.4,82.6,0.41600000000000004,10.2,29.0,0.35200000000000004,24.2,53.6,0.451,21.2,27.8,0.763,10.0,30.4,40.4,22.8,8.2,5.2,16.2,22.0,100.2,False
MIN,3,240.0,40.0,88.7,0.451,6.3,16.7,0.38,33.7,72.0,0.46799999999999997,13.3,18.0,0.741,14.0,24.7,38.7,24.0,7.7,4.0,9.3,23.3,99.7,False
UTA,20,241.3,33.7,74.5,0.452,5.0,13.5,0.36700000000000005,28.7,61.0,0.47,23.9,30.4,0.785,11.4,30.4,41.8,21.8,7.4,4.9,13.3,24.8,96.1,False
CHO,3,240.0,36.3,80.3,0.452,6.3,17.0,0.373,30.0,63.3,0.474,16.7,20.7,0.8059999999999999,12.7,24.3,37.0,18.3,6.7,3.0,13.3,21.0,95.7,False
LAL,9,242.8,32.2,72.1,0.447,4.9,15.2,0.321,27.3,56.9,0.48,25.9,35.0,0.74,11.2,27.7,38.9,20.6,6.8,6.1,13.3,26.8,95.2,False
WSB,3,240.0,34.0,71.7,0.474,4.3,10.3,0.419,29.7,61.3,0.484,22.7,29.0,0.782,11.3,24.3,35.7,17.0,4.7,6.3,18.7,25.7,95.0,False
CHI,19,240.0,34.7,80.2,0.43200000000000005,6.1,19.2,0.319,28.6,61.1,0.46799999999999997,17.1,23.2,0.735,14.9,28.6,43.5,20.7,8.5,4.8,12.4,24.3,92.5,False
LAC,3,240.0,32.7,75.0,0.436,6.0,18.0,0.33299999999999996,26.7,57.0,0.46799999999999997,21.0,28.7,0.733,10.3,23.0,33.3,16.3,6.3,4.3,12.0,29.0,92.3,False
NYK,10,240.0,34.3,73.5,0.467,5.5,14.8,0.37200000000000005,28.8,58.7,0.491,17.1,22.2,0.77,9.7,29.8,39.5,21.1,8.6,3.5,15.7,23.4,91.2,False
POR,4,240.0,32.8,73.0,0.449,4.5,17.0,0.265,28.3,56.0,0.504,19.8,27.3,0.725,11.8,25.3,37.0,19.8,5.5,4.3,15.5,28.8,89.8,False
ATL,10,240.0,30.9,70.8,0.436,6.9,21.9,0.315,24.0,48.9,0.491,20.3,26.1,0.778,11.0,29.0,40.0,15.4,4.5,4.3,16.1,19.9,89.0,False
MIA,17,240.0,29.5,72.1,0.409,8.4,23.8,0.35100000000000003,21.2,48.3,0.43799999999999994,18.5,26.8,0.6920000000000001,11.1,30.2,41.3,17.2,6.7,5.1,16.2,22.6,85.9,False
DET,5,240.0,32.4,74.8,0.433,5.6,17.0,0.32899999999999996,26.8,57.8,0.46399999999999997,15.2,19.8,0.768,8.6,23.2,31.8,13.6,7.0,2.4,9.6,20.2,85.6,False
ORL,5,240.0,29.8,73.0,0.408,5.8,18.0,0.322,24.0,55.0,0.436,18.8,25.2,0.746,9.6,28.0,37.6,13.2,6.4,5.2,12.4,19.0,84.2,False
