Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
NOP,82,241.8,34.7,78.6,0.441,5.4,15.9,0.341,29.3,62.7,0.467,17.2,22.9,0.75,11.9,30.2,42.1,21.8,7.5,5.2,15.6,21.1,91.9,True
POR,82,243.7,36.0,80.1,0.45,5.1,14.9,0.341,30.9,65.2,0.475,14.9,19.7,0.753,12.4,28.0,40.3,23.3,8.0,4.8,13.7,18.7,92.0,False
NYK,82,242.4,34.0,79.2,0.429,5.1,15.0,0.33799999999999997,28.9,64.2,0.45,20.5,26.8,0.763,11.6,29.8,41.4,20.4,8.2,4.7,13.8,19.5,93.5,True
GSW,82,242.1,36.0,80.9,0.445,5.0,13.5,0.374,30.9,67.4,0.45899999999999996,17.1,22.9,0.746,12.0,30.9,42.8,21.5,8.1,5.1,14.0,22.0,94.0,False
LAL,82,242.1,35.6,81.0,0.44,5.1,15.2,0.337,30.5,65.8,0.46399999999999997,18.0,24.0,0.7490000000000001,11.2,31.2,42.4,20.8,7.5,3.8,15.3,24.7,94.3,True
MEM,82,242.4,34.9,79.9,0.436,4.5,13.3,0.33799999999999997,30.4,66.6,0.456,20.0,26.2,0.764,13.4,30.6,44.0,20.4,8.2,5.6,17.0,23.1,94.3,True
CLE,82,242.1,36.0,82.4,0.43700000000000006,5.3,14.2,0.371,30.8,68.3,0.451,18.2,24.3,0.7490000000000001,11.8,30.2,42.0,21.7,7.7,5.3,13.1,20.2,95.5,False
CHI,82,241.8,35.1,80.6,0.436,5.4,15.1,0.355,29.8,65.6,0.45399999999999996,20.4,27.3,0.748,12.3,32.7,45.0,23.0,8.5,5.4,15.2,20.5,96.0,False
DEN,82,240.6,36.8,81.2,0.45299999999999996,4.6,12.9,0.35600000000000004,32.2,68.4,0.47100000000000003,17.9,24.6,0.728,12.9,30.1,42.9,23.5,8.1,5.8,17.1,23.1,96.1,True
BOS,82,240.3,35.3,80.8,0.43700000000000006,6.8,18.7,0.36200000000000004,28.5,62.1,0.45899999999999996,19.4,26.3,0.736,13.0,30.8,43.8,23.0,8.8,5.0,17.1,22.2,96.7,True
MIL,82,241.2,37.0,81.9,0.452,5.6,15.8,0.35200000000000004,31.4,66.1,0.475,17.4,23.6,0.7390000000000001,12.0,30.7,42.7,22.8,7.5,5.0,14.2,22.9,97.0,True
WAS,82,241.8,37.3,82.2,0.45399999999999996,5.2,15.1,0.342,32.2,67.1,0.479,17.6,22.9,0.7709999999999999,12.8,30.7,43.5,24.0,9.6,5.5,16.1,21.7,97.4,False
ATL,82,242.7,36.2,82.2,0.44,5.9,16.4,0.358,30.3,65.8,0.461,19.2,25.3,0.76,12.8,30.3,43.1,22.0,8.9,5.1,14.0,20.7,97.5,False
SAC,82,241.2,38.3,84.4,0.45399999999999996,5.0,14.7,0.33899999999999997,33.3,69.7,0.478,16.3,21.7,0.7490000000000001,13.2,30.7,43.9,21.3,7.9,5.0,14.9,22.2,97.8,True
OKC,82,241.5,36.3,80.8,0.45,5.9,17.0,0.349,30.4,63.8,0.47700000000000004,19.1,24.7,0.774,13.0,29.6,42.7,21.1,7.7,4.7,14.8,20.2,97.8,False
PHO,82,240.6,36.3,81.4,0.446,5.8,16.8,0.349,30.4,64.6,0.47100000000000003,19.5,25.5,0.765,12.7,31.1,43.8,21.5,7.9,5.3,15.9,19.4,97.9,False
LAC,82,241.5,37.5,81.5,0.46,5.5,15.3,0.36,32.0,66.2,0.483,18.8,25.4,0.741,12.6,28.8,41.4,22.9,8.5,5.3,13.7,22.7,99.4,False
DAL,82,241.5,38.2,83.2,0.45899999999999996,6.5,17.9,0.363,31.7,65.3,0.486,17.8,23.9,0.746,12.3,31.2,43.5,23.6,7.1,4.7,15.1,20.6,100.8,True
ORL,82,241.8,38.6,83.0,0.466,6.0,15.9,0.377,32.7,67.1,0.48700000000000004,17.8,24.0,0.742,13.1,31.3,44.4,24.4,7.6,5.5,13.5,20.6,101.1,False
