Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
ATL,82,241.2,38.3,83.8,0.45799999999999996,0.6,2.2,0.251,37.8,81.6,0.46299999999999997,24.4,31.9,0.765,15.4,28.5,43.9,21.4,8.3,6.8,20.2,26.5,101.6,True
POR,82,241.2,40.8,85.5,0.478,0.7,2.3,0.29600000000000004,40.2,83.2,0.483,20.9,27.8,0.752,13.9,28.8,42.6,24.5,9.2,4.8,17.7,22.9,103.3,True
SEA,82,241.8,41.6,90.5,0.45899999999999996,0.7,2.9,0.24600000000000002,40.8,87.6,0.466,20.0,26.2,0.764,14.7,29.4,44.0,24.6,8.9,4.8,18.5,24.4,103.8,True
PHI,82,242.1,42.0,92.2,0.455,0.9,3.4,0.271,41.1,88.8,0.46299999999999997,20.0,26.2,0.765,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9,True
KCK,82,241.5,40.6,85.3,0.47600000000000003,0.5,2.1,0.23800000000000002,40.1,83.2,0.48200000000000004,23.2,30.5,0.763,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9,True
BOS,82,242.4,41.9,89.2,0.47,0.9,3.2,0.28600000000000003,41.0,86.0,0.47700000000000004,20.9,27.1,0.77,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7,True
MIL,82,241.5,42.1,91.3,0.462,0.9,3.7,0.249,41.2,87.6,0.47100000000000003,20.9,27.7,0.753,16.6,28.0,44.5,26.3,8.7,4.4,20.0,23.3,106.1,True
PHO,82,240.9,43.5,91.2,0.47600000000000003,1.2,3.6,0.337,42.2,87.6,0.48200000000000004,19.4,25.8,0.752,14.8,29.8,44.7,24.7,10.8,4.7,20.3,25.0,107.5,True
GSW,82,242.4,41.9,85.1,0.493,0.9,2.7,0.32899999999999996,41.0,82.4,0.498,23.2,31.0,0.7490000000000001,12.9,31.3,44.1,25.5,8.8,4.4,18.1,21.8,108.0,False
UTA,82,241.5,43.4,87.6,0.496,0.8,2.6,0.318,42.6,85.0,0.501,20.8,26.9,0.772,14.1,27.9,42.0,24.4,8.7,4.9,15.5,21.7,108.4,False
LAL,82,242.4,45.4,96.6,0.47,1.0,3.3,0.285,44.5,93.3,0.47700000000000004,17.4,23.0,0.759,16.0,27.3,43.3,28.3,9.7,4.7,17.3,22.7,109.2,True
NJN,82,241.5,42.4,90.6,0.469,0.7,2.5,0.27899999999999997,41.7,88.0,0.474,23.9,31.4,0.7609999999999999,15.7,31.7,47.3,26.7,10.4,6.3,20.6,24.9,109.5,False
WSB,82,242.4,44.1,94.8,0.465,0.7,2.6,0.262,43.4,92.2,0.47100000000000003,20.7,26.6,0.777,14.6,32.6,47.2,25.9,9.0,6.3,14.9,23.2,109.5,True
CHI,82,242.7,43.7,88.1,0.496,0.7,2.4,0.271,43.1,85.6,0.503,22.1,28.8,0.768,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2,False
HOU,82,243.0,44.6,90.0,0.496,0.7,2.6,0.27,43.9,87.4,0.502,20.7,26.3,0.7879999999999999,15.7,28.3,44.0,27.1,9.5,5.2,19.5,25.0,110.6,True
SDC,82,240.9,45.8,91.6,0.5,0.5,2.3,0.23,45.2,89.3,0.507,19.7,25.4,0.773,14.9,30.3,45.2,24.5,9.3,5.0,17.0,23.0,111.7,False
IND,82,242.1,45.0,92.0,0.489,0.7,2.8,0.24600000000000002,44.4,89.2,0.49700000000000005,21.1,28.0,0.7559999999999999,17.0,31.1,48.1,28.3,9.0,5.7,21.4,24.7,111.9,False
DEN,82,241.8,45.6,92.6,0.49200000000000005,0.9,2.6,0.327,44.7,90.0,0.49700000000000005,20.7,27.3,0.76,14.6,31.5,46.1,27.9,9.9,5.5,17.5,24.8,112.7,False
CLE,82,243.0,46.5,92.8,0.501,0.8,2.7,0.29100000000000004,45.7,90.1,0.507,20.1,26.2,0.765,15.0,32.2,47.2,26.9,8.6,6.0,20.3,24.8,113.8,False
NYK,82,241.2,45.2,91.4,0.495,0.7,2.4,0.278,44.5,89.0,0.501,24.0,31.2,0.77,15.8,29.7,45.4,26.1,9.9,4.8,20.7,24.9,115.1,False
DET,82,241.2,46.9,94.6,0.496,0.7,2.5,0.27699999999999997,46.2,92.1,0.502,22.7,29.3,0.773,16.1,31.4,47.5,28.1,10.7,5.7,19.3,22.8,117.2,False
SAS,82,240.9,48.8,97.5,0.5,1.1,3.5,0.306,47.7,94.0,0.507,21.1,27.8,0.758,15.2,30.1,45.4,30.9,10.1,5.6,18.5,26.7,119.7,True
