Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
PHI,82,240.9,36.5,79.1,0.462,7.1,19.5,0.36700000000000005,29.4,59.7,0.493,17.1,21.9,0.782,11.4,27.9,39.3,21.9,7.0,4.9,15.6,21.8,97.3,True
MIA,82,243.4,35.6,78.2,0.455,7.2,18.5,0.389,28.4,59.7,0.47600000000000003,19.6,25.4,0.7709999999999999,10.9,30.9,41.9,20.1,6.4,4.1,15.2,19.9,98.0,True
LAL,82,241.2,37.2,83.2,0.447,7.1,20.7,0.345,30.0,62.5,0.48100000000000004,17.7,23.5,0.753,11.7,29.8,41.5,22.6,7.7,4.8,15.5,22.1,99.3,True
MEM,82,241.5,36.8,77.8,0.473,6.5,18.4,0.355,30.3,59.4,0.51,19.2,24.9,0.77,10.3,29.6,39.9,21.2,7.7,5.4,14.6,21.8,99.3,False
DAL,82,241.5,37.5,82.3,0.455,6.3,16.8,0.375,31.1,65.5,0.475,18.6,23.3,0.7979999999999999,10.8,30.6,41.4,19.6,7.2,4.1,13.0,20.1,99.8,True
MIL,82,241.2,34.8,76.0,0.45799999999999996,6.9,18.1,0.37799999999999995,28.0,57.9,0.483,23.9,30.2,0.7909999999999999,10.1,30.8,41.0,21.1,7.5,4.6,16.5,22.5,100.4,False
BRK,82,241.8,36.0,77.9,0.462,7.3,18.7,0.391,28.7,59.1,0.485,21.2,27.8,0.762,10.6,30.8,41.4,21.9,6.9,4.8,13.5,20.5,100.5,False
DEN,82,240.6,36.2,82.2,0.44,7.3,20.0,0.366,28.8,62.1,0.46399999999999997,21.2,27.2,0.782,12.1,29.2,41.2,21.4,7.9,5.5,15.4,23.7,100.9,True
UTA,82,242.4,36.8,79.4,0.46399999999999997,6.5,18.0,0.361,30.3,61.3,0.494,20.8,27.2,0.763,11.1,29.2,40.3,20.0,8.0,5.2,16.1,24.0,100.9,True
TOR,82,241.5,38.7,83.3,0.465,7.7,20.9,0.36700000000000005,31.0,62.3,0.498,16.8,21.5,0.784,10.9,31.0,41.9,23.0,6.4,4.7,13.3,20.1,101.9,False
CHI,82,243.0,38.3,83.7,0.45799999999999996,5.9,17.1,0.34700000000000003,32.4,66.6,0.486,19.9,25.3,0.7859999999999999,12.4,30.4,42.8,21.0,7.6,5.5,14.4,20.8,102.5,True
MIN,82,241.5,37.9,80.0,0.474,6.5,17.3,0.377,31.4,62.7,0.5,20.3,26.2,0.778,9.9,31.0,40.9,21.5,7.4,5.9,12.5,20.0,102.7,False
OKC,82,241.5,39.4,82.9,0.475,6.4,17.5,0.364,33.0,65.4,0.505,17.9,23.5,0.7609999999999999,10.8,30.4,41.2,21.6,8.5,5.0,13.9,20.2,103.1,False
WAS,82,240.3,38.6,80.1,0.48200000000000004,8.2,21.2,0.387,30.4,58.8,0.516,18.1,23.9,0.759,11.4,30.4,41.8,24.6,7.2,5.3,13.9,20.0,103.5,False
LAC,82,242.4,39.2,83.0,0.473,6.5,17.5,0.375,32.7,65.5,0.499,18.9,24.8,0.76,11.7,32.4,44.1,23.8,8.0,5.0,13.3,19.6,103.9,False
IND,82,241.8,38.3,83.7,0.45799999999999996,6.9,18.5,0.375,31.4,65.2,0.48100000000000004,22.6,29.6,0.764,11.1,33.0,44.1,21.1,7.7,5.4,14.0,20.6,106.2,False
PHO,82,240.9,40.0,85.7,0.467,7.6,19.9,0.38299999999999995,32.3,65.7,0.49200000000000005,19.9,25.7,0.775,12.1,28.7,40.8,21.2,8.6,4.5,14.2,22.9,107.5,False
NYK,82,241.5,41.2,85.9,0.48,7.0,19.8,0.35100000000000003,34.2,66.0,0.518,18.5,24.4,0.758,11.6,34.5,46.1,21.6,8.0,5.3,14.5,19.4,107.8,False
SAC,82,242.7,40.0,82.8,0.483,7.1,17.4,0.406,32.9,65.4,0.504,22.2,29.4,0.7559999999999999,12.4,31.6,44.0,21.9,8.6,5.2,14.4,21.2,109.3,False
GSW,82,242.4,41.5,88.7,0.46799999999999997,7.1,18.7,0.38,34.4,70.0,0.491,22.3,28.6,0.779,14.2,32.9,47.1,24.1,7.9,5.0,15.0,23.5,112.3,False
