Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
SAS,82,241.5,33.1,77.5,0.426,3.9,10.7,0.36700000000000005,29.1,66.8,0.436,18.3,23.8,0.768,10.9,29.3,40.2,16.9,7.2,5.1,15.1,23.1,88.4,True
DET,82,243.4,34.0,79.2,0.43,5.0,14.8,0.33799999999999997,29.0,64.4,0.451,16.4,21.8,0.7509999999999999,11.3,28.3,39.6,19.7,7.4,4.5,13.8,22.6,89.5,True
HOU,82,242.1,33.2,78.3,0.423,5.5,16.4,0.33799999999999997,27.6,62.0,0.446,19.2,25.8,0.742,10.9,29.8,40.7,20.7,7.4,4.1,13.3,21.6,91.0,True
MEM,82,240.3,32.7,75.8,0.43200000000000005,5.2,14.8,0.35100000000000003,27.5,61.0,0.452,20.5,26.6,0.7709999999999999,12.1,29.1,41.2,19.9,7.5,5.8,15.9,22.6,91.1,True
IND,82,242.7,33.8,76.6,0.44,4.8,13.1,0.365,29.0,63.6,0.456,20.0,26.9,0.743,11.9,29.5,41.3,18.8,6.7,4.9,13.9,23.0,92.2,True
BRK,82,242.7,33.0,75.2,0.439,5.9,16.1,0.368,27.1,59.1,0.45899999999999996,20.9,28.1,0.7440000000000001,10.7,30.5,41.2,20.3,7.3,4.9,15.6,22.9,92.9,True
CHI,82,241.8,33.7,79.9,0.42200000000000004,5.1,15.2,0.33399999999999996,28.6,64.7,0.44299999999999995,20.9,28.1,0.7440000000000001,11.9,30.8,42.7,20.9,8.4,5.3,15.5,23.3,93.4,True
MIA,82,243.7,34.9,81.8,0.42700000000000005,5.4,15.5,0.348,29.6,66.3,0.446,19.8,26.0,0.76,11.2,29.2,40.5,19.8,7.5,3.2,13.2,24.6,95.0,True
MIN,82,240.9,36.2,82.6,0.43799999999999994,5.7,15.7,0.363,30.5,66.9,0.456,17.2,22.9,0.752,12.6,28.8,41.4,21.7,6.6,3.9,11.7,19.9,95.3,False
NOP,82,243.0,34.7,76.8,0.452,6.0,16.4,0.36700000000000005,28.7,60.4,0.475,20.0,25.9,0.775,11.5,30.3,41.9,21.2,7.7,5.5,14.2,21.1,95.5,False
CLE,82,242.1,35.5,78.6,0.452,5.1,13.7,0.376,30.4,64.9,0.46799999999999997,19.5,26.0,0.75,11.4,28.3,39.8,21.2,6.7,5.1,14.8,21.6,95.7,False
