Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
LAC,82,244.3,35.8,80.7,0.444,5.9,16.1,0.368,29.9,64.6,0.462,19.0,24.9,0.762,12.0,27.5,39.5,21.1,7.8,4.8,13.7,23.6,96.5,False
OKC,82,240.9,35.8,77.8,0.45899999999999996,5.7,16.1,0.35700000000000004,30.0,61.8,0.486,19.4,25.9,0.7490000000000001,11.3,26.5,37.9,20.7,6.2,4.8,13.2,23.8,96.6,True
DAL,82,240.6,35.9,81.9,0.43799999999999994,5.5,16.7,0.33,30.4,65.2,0.466,19.5,25.9,0.754,13.1,30.1,43.2,20.9,7.1,4.9,15.6,23.2,96.8,True
POR,82,240.6,37.3,83.4,0.447,5.4,15.6,0.34299999999999997,31.9,67.8,0.47100000000000003,17.0,22.6,0.755,14.0,28.2,42.2,23.5,8.5,5.0,13.4,20.4,96.9,False
UTA,82,241.2,33.3,72.7,0.45799999999999996,5.9,15.8,0.375,27.4,56.9,0.48100000000000004,24.7,32.4,0.764,10.5,27.2,37.7,19.4,7.9,5.8,14.4,25.1,97.3,False
DEN,82,240.9,36.0,80.6,0.447,5.6,16.4,0.345,30.3,64.2,0.47200000000000003,19.9,26.7,0.746,11.9,29.8,41.7,21.7,7.8,5.6,16.4,23.9,97.5,True
NYK,82,242.4,36.6,78.7,0.465,5.7,15.6,0.364,30.9,63.1,0.49,20.9,27.6,0.7559999999999999,11.8,29.9,41.7,20.7,7.3,4.7,14.6,21.2,99.7,False
PHI,82,242.1,35.7,80.7,0.44299999999999995,6.9,19.0,0.36200000000000004,28.8,61.7,0.46799999999999997,21.5,28.0,0.767,11.6,32.5,44.1,22.9,8.3,4.7,17.0,23.5,99.9,True
MIL,82,241.2,37.8,81.4,0.46399999999999997,5.6,16.5,0.34299999999999997,32.1,65.0,0.494,19.0,24.7,0.7709999999999999,11.4,29.4,40.8,23.8,7.5,4.5,13.0,23.8,100.2,False
CHO,82,242.4,36.8,79.4,0.46299999999999997,5.4,14.9,0.361,31.4,64.4,0.48700000000000004,21.3,27.8,0.767,11.7,31.5,43.2,21.6,7.6,5.4,15.8,22.7,100.2,False
BOS,82,242.4,36.1,81.3,0.444,6.0,16.7,0.35600000000000004,30.1,64.6,0.467,22.3,29.5,0.753,12.7,29.6,42.3,22.7,8.7,4.9,15.6,23.6,100.4,True
WAS,82,241.2,37.8,82.3,0.45899999999999996,6.4,17.5,0.364,31.4,64.8,0.485,18.9,24.8,0.762,12.4,30.6,43.0,23.0,7.1,5.0,15.9,24.3,100.8,True
GSW,82,242.7,38.2,83.4,0.45799999999999996,5.5,15.1,0.363,32.7,68.3,0.479,19.0,25.5,0.745,12.9,33.8,46.7,22.7,7.0,5.1,15.3,21.7,100.9,False
TOR,82,241.5,38.2,81.8,0.467,5.3,14.9,0.35600000000000004,32.9,66.9,0.49200000000000005,19.6,26.4,0.7440000000000001,12.1,33.2,45.3,22.1,6.2,4.4,14.4,21.9,101.4,False
SAC,82,242.1,38.9,84.6,0.45899999999999996,5.7,16.1,0.35700000000000004,33.1,68.6,0.483,18.1,24.5,0.738,13.4,30.9,44.3,21.5,7.6,4.5,14.7,21.5,101.6,True
LAL,82,241.2,38.3,84.5,0.45299999999999996,6.7,18.6,0.361,31.6,65.9,0.479,18.4,23.5,0.78,12.5,29.9,42.4,24.4,7.6,5.1,11.8,22.1,101.7,False
ORL,82,240.3,37.6,83.2,0.451,5.4,15.7,0.34299999999999997,32.2,67.5,0.47700000000000004,21.2,28.1,0.754,12.5,29.6,42.1,21.3,8.5,4.3,14.5,23.4,101.8,False
ATL,82,242.1,37.1,77.9,0.47600000000000003,5.7,15.0,0.379,31.4,62.9,0.5,22.5,29.2,0.77,11.0,30.3,41.3,22.0,8.7,5.9,14.8,21.7,102.5,False
PHO,82,241.2,40.6,91.3,0.445,6.0,18.0,0.335,34.6,73.3,0.47200000000000003,16.1,21.6,0.7440000000000001,15.0,31.1,46.1,21.2,7.6,4.2,13.8,21.3,103.3,True
