Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
ATL,50,241.5,32.0,77.5,0.413,3.8,12.7,0.3,28.2,64.8,0.435,15.7,21.5,0.7290000000000001,11.6,27.4,39.0,17.9,7.6,4.9,13.5,24.0,83.4,True
MIA,50,240.5,31.3,76.1,0.41100000000000003,4.2,12.1,0.348,27.1,64.0,0.423,17.2,23.3,0.737,12.4,26.8,39.2,17.1,7.7,3.8,13.5,22.0,84.0,True
SAS,50,241.5,32.6,81.2,0.402,3.4,11.2,0.304,29.2,70.0,0.41700000000000004,16.1,23.0,0.701,13.9,28.1,42.1,18.8,8.7,4.9,14.6,23.0,84.7,True
NYK,50,242.0,30.6,75.8,0.40299999999999997,4.7,13.2,0.353,25.9,62.6,0.414,19.6,26.7,0.733,12.3,28.5,40.8,18.5,8.5,4.3,15.3,20.7,85.4,True
UTA,50,243.5,31.9,77.3,0.413,4.3,13.3,0.321,27.6,63.9,0.43200000000000005,18.7,26.0,0.721,12.7,25.9,38.6,18.1,8.6,5.3,14.9,26.2,86.8,True
ORL,50,241.0,34.2,77.1,0.44299999999999995,4.6,13.3,0.345,29.6,63.8,0.46299999999999997,13.9,19.7,0.7070000000000001,11.9,28.5,40.4,20.8,9.4,4.8,17.3,22.2,86.9,True
DET,50,241.0,31.7,72.8,0.436,4.7,13.6,0.34600000000000003,27.0,59.1,0.456,18.8,26.3,0.715,11.0,27.5,38.5,20.9,8.5,4.5,15.4,22.3,86.9,True
PHI,50,243.0,32.0,75.7,0.423,4.8,14.3,0.337,27.2,61.4,0.44299999999999995,18.8,25.8,0.731,12.4,28.0,40.4,20.0,8.7,5.3,17.9,23.7,87.6,True
CLE,50,241.0,31.9,73.3,0.436,4.7,13.5,0.35,27.2,59.8,0.455,19.6,26.3,0.743,11.8,28.1,39.9,21.1,7.8,5.6,16.4,24.0,88.2,False
POR,50,243.5,32.9,78.8,0.41700000000000004,4.4,13.8,0.318,28.5,65.0,0.43799999999999994,18.3,25.3,0.725,12.3,27.8,40.1,19.2,8.2,4.9,15.7,22.8,88.5,True
MIL,50,241.0,32.0,74.9,0.42700000000000005,5.4,16.3,0.33399999999999996,26.6,58.6,0.45299999999999996,20.6,27.4,0.752,13.1,28.0,41.1,20.4,8.0,3.9,16.6,20.4,90.0,True
GSW,50,242.5,32.3,77.0,0.42,3.9,11.5,0.336,28.5,65.5,0.435,22.3,30.6,0.728,13.1,30.1,43.2,20.5,8.0,6.1,14.7,20.5,90.8,False
IND,50,242.0,34.1,78.7,0.434,4.1,12.7,0.325,30.0,66.0,0.45399999999999996,18.6,24.5,0.7559999999999999,12.5,28.5,41.0,19.1,7.1,4.8,13.0,22.5,90.9,True
CHI,50,241.5,34.5,75.7,0.455,4.2,12.2,0.34,30.3,63.5,0.47700000000000004,18.3,24.9,0.733,11.0,31.4,42.4,22.0,8.9,5.7,15.6,21.5,91.4,False
HOU,50,241.5,35.9,82.7,0.434,4.6,12.9,0.35700000000000004,31.3,69.8,0.44799999999999995,15.6,21.2,0.7340000000000001,13.3,27.8,41.1,20.7,8.8,4.9,13.1,20.6,91.9,True
MIN,50,240.5,33.6,76.5,0.439,4.3,13.1,0.326,29.3,63.4,0.46299999999999997,21.1,29.4,0.718,11.8,31.3,43.1,22.3,7.3,5.2,16.7,20.3,92.6,True
TOR,50,241.5,33.9,77.1,0.439,5.1,13.7,0.37200000000000005,28.8,63.4,0.45399999999999996,19.9,27.4,0.728,12.3,27.9,40.1,21.9,8.9,5.2,15.5,21.8,92.8,False
CHO,50,243.0,34.8,80.1,0.434,4.2,12.7,0.33299999999999996,30.5,67.3,0.45399999999999996,19.2,26.1,0.7340000000000001,13.1,29.8,42.9,21.8,8.9,4.6,15.2,23.0,93.0,False
PHO,50,241.0,35.4,78.7,0.45,5.4,15.1,0.36,30.0,63.6,0.47200000000000003,17.0,24.5,0.6940000000000001,12.3,30.1,42.4,21.3,8.2,4.1,16.2,21.3,93.3,True
WAS,50,241.0,34.1,76.5,0.446,4.4,12.4,0.35200000000000004,29.7,64.1,0.46399999999999997,20.9,28.4,0.736,12.3,30.3,42.7,21.6,8.0,4.2,15.8,21.7,93.4,False
DAL,50,241.5,36.3,80.7,0.45,4.3,13.7,0.315,32.0,67.0,0.47700000000000004,17.1,23.9,0.7170000000000001,13.2,30.4,43.6,21.5,7.2,4.9,14.0,20.8,94.0,False
BOS,50,243.0,34.5,77.9,0.44299999999999995,3.5,11.2,0.312,31.0,66.7,0.465,22.4,30.1,0.742,12.8,30.9,43.7,20.4,9.2,5.1,16.8,20.0,94.9,False
NJN,50,241.0,35.9,79.4,0.45299999999999996,4.5,13.1,0.341,31.5,66.3,0.475,18.9,26.0,0.727,12.5,31.6,44.1,19.4,7.9,6.5,16.3,21.7,95.2,False
SEA,50,242.0,36.8,80.5,0.457,5.3,15.3,0.345,31.5,65.2,0.483,17.1,23.7,0.722,13.0,28.9,42.0,22.2,8.0,4.5,14.9,23.3,95.9,False
LAL,50,241.0,35.2,79.8,0.441,4.3,13.1,0.332,30.8,66.8,0.462,21.3,30.0,0.7090000000000001,12.6,28.1,40.6,21.2,8.2,3.9,14.3,25.4,96.0,True
VAN,50,243.5,36.3,78.3,0.46299999999999997,4.6,13.1,0.35100000000000003,31.7,65.3,0.485,20.4,28.0,0.7290000000000001,13.5,29.1,42.6,23.8,9.8,6.6,15.6,23.3,97.5,False
LAC,50,242.5,36.6,77.2,0.474,4.4,12.5,0.354,32.2,64.6,0.498,21.6,28.9,0.746,12.8,30.1,42.9,22.0,8.4,5.8,15.6,20.8,99.2,False
DEN,50,240.5,37.7,80.3,0.469,4.7,12.8,0.37,33.0,67.5,0.488,19.9,26.8,0.745,12.4,30.0,42.4,23.5,7.9,5.5,14.0,22.1,100.1,False
SAC,50,244.0,40.2,90.0,0.446,4.4,13.0,0.336,35.8,77.0,0.465,15.9,22.3,0.7120000000000001,15.0,32.0,47.0,23.3,9.8,4.4,15.8,22.0,100.6,True
