Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
NYK,82,241.5,38.9,81.4,0.478,0.8,3.3,0.248,38.1,78.0,0.488,25.6,33.5,0.7659999999999999,14.2,31.5,45.8,24.5,8.5,5.4,19.9,24.6,104.3,False
SEA,82,243.0,40.3,82.6,0.48700000000000004,0.7,2.7,0.254,39.6,79.9,0.495,23.3,30.4,0.768,12.5,28.1,40.7,24.9,8.0,5.0,17.9,24.5,104.5,False
BOS,82,242.1,42.0,91.2,0.461,1.0,3.7,0.27,41.0,87.5,0.469,19.7,26.4,0.748,13.3,28.3,41.5,23.5,8.8,4.2,15.3,24.0,104.7,True
WSB,82,242.1,41.9,89.8,0.467,0.9,3.2,0.27399999999999997,41.0,86.6,0.474,20.1,26.6,0.7559999999999999,15.2,31.6,46.8,24.6,8.7,5.5,16.7,23.3,104.8,True
MIL,82,241.5,40.1,85.9,0.467,1.2,4.0,0.295,38.9,81.9,0.475,24.1,32.6,0.74,14.3,28.4,42.6,23.8,7.7,4.8,19.9,26.1,105.5,True
ATL,82,241.5,41.0,86.3,0.475,1.1,3.5,0.307,39.9,82.8,0.48200000000000004,23.2,30.6,0.76,14.7,28.4,43.1,23.7,8.5,4.5,18.2,26.0,106.2,True
IND,82,240.9,41.1,86.9,0.473,0.9,3.4,0.265,40.2,83.5,0.48200000000000004,24.1,31.4,0.768,12.8,30.2,43.0,25.1,9.1,5.4,16.0,23.3,107.2,False
PHI,82,242.7,44.1,89.4,0.493,1.0,3.4,0.29100000000000004,43.1,85.9,0.501,18.9,24.9,0.757,14.5,27.2,41.7,27.5,9.8,5.7,18.5,26.7,108.0,True
UTA,82,241.2,42.3,89.5,0.473,0.8,3.1,0.259,41.5,86.4,0.48,23.1,30.3,0.764,14.7,30.6,45.3,24.1,9.2,5.7,18.7,27.1,108.5,True
LAL,82,241.8,43.6,90.9,0.48,0.6,3.0,0.20600000000000002,43.0,87.8,0.49,21.7,28.9,0.7509999999999999,13.5,27.1,40.6,27.3,9.7,4.4,16.2,24.3,109.5,True
CLE,82,241.2,41.9,88.3,0.475,1.0,3.6,0.29,40.8,84.7,0.48200000000000004,25.8,33.6,0.767,13.8,30.4,44.2,25.9,8.7,4.4,16.2,23.7,110.6,False
NJN,82,241.5,42.7,86.9,0.49200000000000005,1.2,3.9,0.304,41.6,83.0,0.501,24.5,32.0,0.7659999999999999,12.6,28.9,41.5,24.6,9.5,4.8,18.6,24.4,111.1,True
HOU,82,240.9,44.4,90.3,0.491,1.1,3.3,0.325,43.3,87.0,0.498,22.0,29.3,0.7490000000000001,14.5,29.1,43.6,26.8,8.3,4.7,17.9,24.1,111.8,True
SAC,82,241.2,43.5,88.1,0.494,0.9,3.4,0.26,42.6,84.7,0.503,24.0,31.8,0.755,13.9,28.5,42.5,25.8,9.2,5.8,17.2,25.4,111.9,True
PHO,82,241.5,43.5,89.1,0.488,1.1,3.4,0.319,42.4,85.7,0.495,24.9,32.8,0.758,13.9,27.6,41.5,26.2,10.3,5.7,18.5,27.0,113.0,False
DET,82,241.2,44.1,89.8,0.49200000000000005,0.9,3.1,0.275,43.3,86.7,0.499,23.9,31.6,0.7559999999999999,14.4,31.0,45.3,25.4,8.1,6.1,18.2,24.1,113.0,True
SAS,82,241.5,44.3,89.8,0.493,1.2,3.9,0.304,43.1,85.9,0.501,23.4,30.4,0.769,14.1,28.1,42.2,27.7,9.8,5.5,18.5,25.7,113.1,True
CHI,82,242.1,43.9,87.0,0.504,0.9,2.8,0.3,43.1,84.2,0.511,24.4,32.0,0.762,13.5,28.8,42.3,26.5,8.1,6.0,15.8,24.4,113.1,True
DEN,82,240.9,44.4,90.3,0.491,0.7,3.2,0.22899999999999998,43.6,87.1,0.501,24.0,32.8,0.73,15.8,33.3,49.1,25.7,7.8,5.9,21.2,25.8,113.5,True
POR,82,242.1,44.4,88.4,0.502,1.0,3.0,0.335,43.3,85.4,0.508,24.3,32.2,0.755,14.4,28.8,43.2,27.5,9.3,5.2,20.1,27.6,114.0,True
DAL,82,241.5,47.1,93.8,0.503,1.1,3.8,0.289,46.0,90.0,0.512,18.8,25.0,0.754,14.9,30.1,45.0,29.0,7.5,5.2,15.6,26.8,114.2,True
LAC,82,240.9,46.9,92.5,0.507,0.9,3.2,0.28,46.0,89.4,0.515,20.8,27.8,0.747,15.5,30.0,45.4,30.1,9.3,5.6,17.0,25.8,115.5,False
GSW,82,241.2,47.1,90.6,0.52,0.8,2.8,0.284,46.3,87.8,0.527,21.8,29.3,0.746,14.3,30.7,45.0,28.4,8.4,5.4,18.1,25.2,116.9,False
