Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
NYK,82,240.9,33.9,78.7,0.431,3.1,10.1,0.307,30.9,68.6,0.45,20.5,28.5,0.7190000000000001,12.4,27.4,39.8,20.5,8.3,4.1,17.3,23.1,91.5,True
SAS,82,241.2,37.4,83.9,0.446,3.5,10.6,0.33299999999999996,33.9,73.3,0.462,16.5,22.9,0.7190000000000001,13.3,26.3,39.5,21.6,7.7,4.2,12.4,21.8,94.8,True
CHI,82,241.2,36.9,79.8,0.46299999999999997,3.1,9.5,0.32299999999999995,33.9,70.3,0.48200000000000004,17.9,24.2,0.74,12.0,27.3,39.3,22.4,8.9,4.6,16.3,21.0,94.9,True
ATL,82,240.9,38.6,84.8,0.455,3.4,10.6,0.315,35.2,74.2,0.475,15.7,21.1,0.742,14.1,28.8,42.9,23.1,7.8,4.1,17.9,21.0,96.2,True
HOU,82,241.2,38.4,87.4,0.44,3.1,10.3,0.306,35.3,77.1,0.45799999999999996,16.8,22.8,0.736,13.9,29.7,43.6,23.2,9.4,3.8,14.9,21.3,96.8,True
SEA,82,240.6,35.7,78.8,0.45299999999999996,4.0,11.5,0.345,31.7,67.2,0.47200000000000003,21.5,29.0,0.741,13.2,26.7,39.9,22.0,8.4,5.1,20.3,23.0,96.9,True
CLE,82,242.1,38.2,82.2,0.46399999999999997,3.1,8.9,0.354,35.0,73.3,0.478,17.6,24.0,0.735,12.9,28.5,41.4,24.5,7.7,5.6,15.8,21.9,97.1,True
IND,82,240.9,36.3,80.7,0.45,3.3,9.9,0.335,33.0,70.7,0.466,21.6,29.5,0.73,13.8,26.3,40.1,23.2,10.1,4.7,16.3,24.2,97.5,True
UTA,82,241.8,36.3,81.0,0.44799999999999995,3.5,11.8,0.299,32.7,69.2,0.473,21.6,29.8,0.725,13.4,28.4,41.8,22.0,7.2,5.6,16.1,23.4,97.7,True
DEN,82,240.9,37.4,85.4,0.43799999999999994,2.5,8.7,0.29,34.8,76.6,0.455,21.5,28.6,0.75,13.6,28.4,42.1,21.3,8.8,6.1,15.2,23.9,98.8,True
