Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
SAS,82,241.8,33.4,81.2,0.41100000000000003,4.1,12.5,0.32799999999999996,29.3,68.6,0.426,17.7,23.9,0.74,12.4,27.3,39.7,19.0,8.9,4.6,12.7,22.5,88.5,True
NYK,82,241.8,32.0,74.8,0.428,4.0,12.7,0.317,28.0,62.0,0.451,21.1,28.1,0.75,10.4,28.5,39.0,19.3,8.0,3.8,15.0,20.8,89.1,True
CHI,82,242.1,34.1,79.1,0.431,4.0,12.5,0.322,30.1,66.6,0.452,17.4,23.9,0.7290000000000001,12.4,27.3,39.7,19.5,8.0,4.3,15.5,21.6,89.6,True
CLE,82,241.8,32.8,75.8,0.433,4.2,12.1,0.344,28.6,63.7,0.45,20.0,26.5,0.755,11.6,27.2,38.7,21.8,8.6,5.5,17.6,23.2,89.8,True
IND,82,241.8,34.0,78.7,0.43200000000000005,3.3,10.6,0.316,30.7,68.1,0.45,18.6,25.6,0.728,13.6,27.5,41.1,19.4,7.9,4.5,15.1,22.5,89.9,True
MIA,82,240.9,33.2,77.5,0.428,3.7,11.2,0.331,29.5,66.3,0.445,19.9,26.8,0.7440000000000001,12.9,27.2,40.1,19.9,7.8,4.5,14.8,22.6,90.0,True
ORL,82,241.8,35.7,78.8,0.45399999999999996,3.8,11.8,0.324,31.9,67.0,0.47600000000000003,15.9,21.6,0.736,13.3,27.7,40.9,21.2,9.1,4.7,15.4,22.8,91.2,False
ATL,82,242.4,36.1,81.7,0.442,4.2,12.4,0.342,31.9,69.3,0.46,15.9,21.6,0.735,13.2,26.2,39.4,21.4,7.5,4.5,13.6,23.1,92.3,True
DET,82,243.4,34.6,77.8,0.445,4.4,13.4,0.33,30.2,64.4,0.469,18.9,25.3,0.746,12.1,28.5,40.5,21.4,7.9,4.7,15.4,22.9,92.6,False
POR,82,241.8,34.3,79.5,0.431,4.5,13.3,0.34299999999999997,29.7,66.3,0.449,19.8,27.5,0.722,12.3,26.8,39.2,21.5,9.4,5.4,14.1,22.2,92.9,True
SEA,82,240.9,35.3,79.2,0.446,5.1,15.7,0.324,30.2,63.5,0.47600000000000003,17.7,24.4,0.7240000000000001,13.9,28.2,42.1,22.3,7.8,4.9,17.0,22.2,93.4,True
