Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
UTA,82,241.2,34.2,77.9,0.439,4.9,13.7,0.35700000000000004,29.3,64.2,0.457,21.1,27.9,0.757,12.0,24.5,36.5,20.6,7.9,5.2,14.1,26.0,94.4,True
PHO,82,243.4,35.6,80.7,0.442,4.8,13.3,0.361,30.8,67.4,0.45799999999999996,18.3,25.0,0.732,12.8,28.6,41.4,22.0,8.8,3.9,16.6,21.6,94.4,True
CHO,82,241.2,36.3,78.3,0.46399999999999997,4.5,13.0,0.34700000000000003,31.8,65.3,0.48700000000000004,17.5,24.0,0.731,11.8,27.5,39.3,22.0,7.1,4.5,15.1,23.2,94.6,True
PHI,82,240.9,35.4,78.5,0.451,4.7,13.6,0.344,30.8,64.9,0.474,20.1,27.6,0.73,13.6,28.5,42.1,23.5,9.3,6.2,16.1,23.2,95.7,False
MIL,82,243.0,35.5,77.1,0.461,3.7,11.3,0.327,31.8,65.7,0.484,21.7,29.2,0.743,12.2,27.6,39.8,21.3,9.3,4.9,16.4,22.0,96.4,False
WAS,82,241.5,36.3,79.8,0.455,4.2,11.9,0.35600000000000004,32.0,67.8,0.47200000000000003,19.8,26.5,0.747,12.5,30.1,42.6,21.0,7.7,4.5,16.2,23.5,96.6,False
GSW,82,241.8,36.5,82.2,0.444,4.1,11.7,0.34700000000000003,32.4,70.5,0.46,20.3,27.9,0.7290000000000001,13.8,30.9,44.7,24.5,9.2,5.8,14.1,20.0,97.4,False
DAL,82,242.7,38.3,83.2,0.46,4.7,13.8,0.342,33.6,69.4,0.484,16.3,22.8,0.7140000000000001,14.9,32.2,47.2,23.0,8.0,4.6,15.1,19.6,97.5,False
LAL,82,241.8,36.4,82.9,0.439,4.6,13.1,0.355,31.8,69.9,0.455,20.4,27.8,0.732,13.7,28.5,42.2,22.5,8.0,5.2,15.6,26.2,97.8,True
NJN,82,242.4,36.8,78.1,0.47100000000000003,4.3,12.6,0.34600000000000003,32.4,65.6,0.495,20.2,27.0,0.748,13.2,28.2,41.4,21.6,7.5,6.3,18.1,24.7,98.1,True
BOS,82,240.6,34.9,72.9,0.479,3.6,11.5,0.318,31.3,61.5,0.509,25.0,33.6,0.745,12.4,29.8,42.2,22.3,8.5,5.0,20.6,21.0,98.5,False
SAC,82,240.6,37.7,82.6,0.457,4.2,11.8,0.35600000000000004,33.5,70.8,0.473,19.0,25.6,0.742,14.1,30.9,45.0,22.2,8.5,5.7,15.3,21.6,98.7,False
HOU,82,241.8,38.7,82.5,0.469,5.0,13.7,0.365,33.7,68.9,0.489,17.1,23.1,0.7440000000000001,12.7,28.4,41.1,23.3,8.9,4.5,14.3,21.3,99.5,True
MIN,82,243.0,37.5,83.7,0.44799999999999995,5.3,14.7,0.358,32.2,69.0,0.46799999999999997,20.1,27.1,0.742,13.6,29.4,43.0,23.3,7.4,5.0,15.0,22.7,100.4,True
DEN,82,240.6,36.8,77.7,0.473,5.1,13.5,0.379,31.7,64.2,0.493,22.2,29.4,0.754,13.4,29.3,42.6,24.2,8.1,6.5,15.2,21.7,100.8,False
LAC,82,241.2,39.5,83.3,0.474,4.1,11.3,0.36200000000000004,35.4,72.1,0.491,20.3,27.6,0.7340000000000001,14.3,30.1,44.4,22.3,8.9,5.0,14.1,21.3,103.3,False
VAN,82,241.8,39.4,82.9,0.475,5.2,13.5,0.385,34.2,69.3,0.493,19.9,27.2,0.732,14.0,28.7,42.7,25.6,10.2,6.6,14.2,22.3,103.9,False
TOR,82,243.0,39.9,83.2,0.479,4.8,12.6,0.38299999999999995,35.1,70.6,0.496,19.5,27.9,0.7,15.5,30.6,46.0,27.1,9.0,6.3,16.7,21.3,104.2,False
