Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
CLE,82,242.1,30.3,68.8,0.441,5.6,15.0,0.373,24.7,53.8,0.46,19.4,26.1,0.742,10.3,26.7,37.0,20.1,6.7,4.3,16.2,21.3,85.6,False
DET,82,241.8,33.8,76.0,0.444,6.4,17.4,0.369,27.3,58.5,0.467,15.0,20.3,0.737,11.8,27.6,39.4,21.9,6.0,3.4,14.6,21.8,88.9,True
MIA,82,241.5,32.8,75.9,0.43200000000000005,5.0,13.8,0.36200000000000004,27.8,62.1,0.447,18.8,25.7,0.731,12.2,28.3,40.5,18.4,7.9,4.8,16.1,22.3,89.3,True
ATL,82,241.5,34.2,78.7,0.435,5.9,17.1,0.34700000000000003,28.3,61.6,0.45899999999999996,15.1,20.4,0.737,12.7,27.1,39.9,20.3,7.4,4.0,15.5,21.3,89.4,True
NYK,82,242.1,32.5,76.5,0.425,5.9,16.8,0.35,26.6,59.7,0.446,21.4,29.1,0.733,11.1,27.1,38.2,19.4,8.9,3.6,16.3,23.0,92.2,True
CHI,82,240.6,35.3,81.1,0.436,5.7,17.2,0.335,29.6,64.0,0.46299999999999997,15.9,21.6,0.737,13.3,26.9,40.2,19.7,7.6,3.5,15.8,21.1,92.3,True
SEA,82,241.2,33.6,76.3,0.441,7.5,20.0,0.373,26.2,56.3,0.465,18.5,24.9,0.741,12.4,27.5,39.9,21.4,7.7,5.2,18.7,23.5,93.2,True
UTA,82,241.8,33.0,75.5,0.43799999999999994,6.4,18.0,0.35200000000000004,26.7,57.4,0.465,21.9,29.2,0.75,11.7,25.6,37.3,19.4,7.8,4.5,16.2,24.9,94.3,True
IND,82,243.0,34.1,77.5,0.44,6.1,17.6,0.34700000000000003,28.0,60.0,0.46799999999999997,20.0,26.6,0.753,12.2,27.6,39.8,21.2,8.5,5.1,15.7,23.8,94.4,False
ORL,82,242.1,36.2,78.7,0.46,5.5,16.2,0.34299999999999997,30.6,62.5,0.49,16.6,22.7,0.732,13.2,29.2,42.4,21.9,8.6,5.1,16.0,21.6,94.5,True
POR,82,242.1,34.1,78.3,0.436,5.6,15.6,0.35700000000000004,28.5,62.7,0.455,21.0,28.4,0.7390000000000001,11.6,26.8,38.4,20.8,8.0,5.2,15.1,23.0,94.8,True
LAL,82,243.0,35.6,80.7,0.441,5.8,16.8,0.34700000000000003,29.8,63.9,0.466,18.6,25.9,0.718,13.5,28.9,42.4,22.9,7.6,4.7,16.4,23.6,95.7,True
HOU,82,242.1,37.0,83.5,0.44299999999999995,6.3,18.9,0.335,30.6,64.6,0.474,15.9,21.8,0.7290000000000001,12.5,28.4,41.0,22.4,8.9,4.5,14.3,21.2,96.1,True
DAL,82,241.5,36.2,78.9,0.45799999999999996,6.6,17.6,0.373,29.6,61.3,0.483,18.1,24.1,0.7509999999999999,13.4,29.6,43.0,21.9,8.4,5.3,15.7,21.0,97.0,False
CHO,82,241.5,37.3,81.1,0.46,5.9,16.6,0.35700000000000004,31.3,64.5,0.486,16.5,22.6,0.73,13.1,27.5,40.6,21.7,6.5,4.1,13.9,21.7,97.0,True
MIL,82,240.6,36.6,77.5,0.47200000000000003,4.5,13.2,0.342,32.1,64.3,0.499,19.6,26.8,0.731,11.9,27.5,39.4,22.2,8.4,4.8,14.6,21.7,97.2,False
MIN,82,241.2,35.9,79.7,0.45,5.7,15.7,0.36200000000000004,30.2,64.0,0.47200000000000003,20.1,26.6,0.754,13.0,28.8,41.9,21.8,8.0,5.4,15.6,22.3,97.6,True
WSB,82,242.1,36.7,80.9,0.45399999999999996,6.0,16.2,0.371,30.7,64.8,0.474,18.3,24.4,0.7490000000000001,12.5,28.5,41.0,20.4,8.1,4.1,16.5,21.6,97.7,True
SAS,82,240.6,36.6,77.8,0.47100000000000003,6.7,17.4,0.387,29.9,60.4,0.495,18.4,24.9,0.738,12.8,28.1,40.9,23.8,8.1,5.5,14.4,20.1,98.3,False
TOR,82,241.8,36.2,77.9,0.465,6.1,17.4,0.348,30.2,60.5,0.498,20.1,27.7,0.7240000000000001,12.6,28.7,41.3,24.0,8.2,5.4,16.3,21.9,98.6,False
VAN,82,241.2,37.7,80.0,0.47200000000000003,6.1,16.7,0.365,31.6,63.3,0.5,17.9,24.6,0.727,14.7,29.6,44.3,24.1,8.8,5.6,15.3,19.4,99.4,False
LAC,82,243.0,36.3,78.6,0.462,5.9,16.4,0.35700000000000004,30.4,62.2,0.489,21.1,28.2,0.7490000000000001,12.8,29.9,42.7,20.2,9.0,5.1,16.7,22.7,99.5,True
SAC,82,242.1,36.7,79.5,0.462,5.4,15.3,0.35200000000000004,31.3,64.2,0.488,21.0,28.5,0.737,13.0,28.5,41.5,21.7,8.7,5.2,15.3,21.8,99.8,False
NJN,82,241.2,37.8,81.5,0.46399999999999997,6.3,17.0,0.37200000000000005,31.5,64.5,0.488,19.9,26.6,0.745,13.0,30.0,43.0,23.5,8.2,6.3,15.3,21.7,101.8,False
PHO,82,242.1,38.8,83.1,0.467,6.6,18.0,0.368,32.2,65.1,0.494,17.9,24.2,0.7390000000000001,12.8,30.0,42.8,24.3,8.1,4.5,15.8,22.4,102.2,True
DEN,82,243.0,40.2,86.1,0.467,5.9,15.0,0.39299999999999996,34.3,71.1,0.48200000000000004,17.8,23.7,0.75,13.2,30.0,43.2,22.5,8.8,5.5,12.9,21.0,104.1,False
GSW,82,242.7,39.0,82.1,0.475,7.1,19.0,0.373,31.9,63.1,0.506,19.2,25.6,0.75,13.3,27.7,41.0,26.3,10.0,4.8,15.7,23.0,104.4,False
PHI,82,241.2,40.4,85.9,0.47,6.8,18.6,0.365,33.6,67.3,0.5,19.1,26.0,0.733,14.5,29.9,44.4,25.2,10.0,6.0,15.6,24.5,106.7,False
BOS,82,242.7,41.0,81.7,0.503,6.0,16.5,0.365,35.0,65.2,0.537,19.8,27.5,0.72,12.3,32.0,44.3,26.0,8.8,6.8,17.6,22.3,107.9,False
