Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
CLE,82,241.8,32.6,70.6,0.462,6.3,16.1,0.38799999999999996,26.4,54.5,0.484,17.1,22.5,0.759,10.7,26.4,37.1,22.2,6.1,4.1,15.6,20.3,88.5,True
CHI,82,240.6,35.1,78.4,0.44799999999999995,5.3,15.2,0.35,29.8,63.2,0.47200000000000003,17.4,24.2,0.7170000000000001,12.0,26.0,38.0,19.4,7.3,3.8,17.1,22.6,92.9,True
DET,82,241.8,34.5,77.7,0.44299999999999995,6.2,16.8,0.366,28.3,60.9,0.465,17.8,24.9,0.715,11.8,27.7,39.4,21.1,6.8,4.7,14.1,23.0,92.9,True
NYK,82,241.8,34.9,78.9,0.442,5.4,16.0,0.337,29.5,62.9,0.46799999999999997,19.8,26.7,0.74,12.1,29.6,41.7,20.4,8.0,3.4,15.8,21.5,94.9,True
MIA,82,241.2,33.3,76.9,0.434,5.4,15.1,0.361,27.9,61.8,0.452,22.9,30.5,0.752,12.0,28.2,40.2,20.1,8.1,4.9,15.7,24.8,95.0,True
UTA,82,241.2,33.5,75.3,0.445,6.7,17.4,0.385,26.8,57.9,0.46299999999999997,22.2,29.5,0.7509999999999999,11.4,26.2,37.6,20.0,7.1,5.0,15.7,24.2,95.9,True
IND,82,240.9,34.6,76.7,0.452,6.0,16.7,0.36,28.6,60.0,0.47700000000000004,20.8,28.1,0.74,12.2,25.0,37.3,21.0,8.1,5.1,15.4,24.9,96.1,True
SEA,82,242.4,35.0,79.9,0.43799999999999994,6.5,18.7,0.348,28.5,61.2,0.466,20.2,28.2,0.716,13.1,27.5,40.6,21.7,9.2,4.8,18.5,24.5,96.7,True
POR,82,242.7,36.0,81.4,0.442,5.8,16.5,0.348,30.3,64.9,0.466,19.2,25.9,0.74,11.4,28.2,39.6,22.2,8.6,5.0,14.5,24.3,97.0,True
ATL,82,240.6,37.1,78.3,0.474,5.8,16.2,0.36,31.3,62.1,0.504,17.0,22.7,0.746,12.9,28.0,40.8,22.5,7.1,4.1,17.1,22.0,97.1,True
SAS,82,241.2,36.8,83.7,0.439,5.4,16.3,0.33,31.4,67.4,0.466,18.1,24.8,0.73,13.5,30.2,43.7,22.5,7.4,5.2,15.3,24.0,97.1,True
