Player,Pos,Age,Tm,G,MP,FG%,AvgDistance,2PAr,0-3Ar,3-10Ar,10-16Ar,16-3PAr,3PAr,2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P_Assisted,3P_Assisted,DunksAr,Dunks,3PCornerAr,3PCorner%,HeavesAttempted,Heaves
Terry Mills,PF,30,MIA,50,782,.393,17.2,.607,.092,.155,.126,.233,.393,.448,.526,.500,.308,.458,.309,.554,.960,.005,1,.160,.077,0,0
Greg Minor,SG,26,BOS,69,1126,.436,12.0,.903,.234,.106,.371,.193,.097,.462,.560,.412,.437,.419,.194,.694,.833,.019,6,.194,.000,0,0
Sam Mitchell,SF,34,MIN,81,2239,.464,13.7,.946,.179,.149,.149,.470,.054,.470,.601,.370,.412,.471,.349,.817,1.000,.009,6,.465,.500,0,0
Eric Montross,C,26,TOT,48,691,.424,7.2,1.000,.319,.493,.167,.021,.000,.424,.717,.268,.375,.000,,.525,,.097,14,,,0,0
Eric Montross,C,26,PHI,20,337,.395,7.3,1.000,.303,.434,.250,.013,.000,.395,.609,.273,.368,.000,,.633,,.092,7,,,0,0
Eric Montross,C,26,DET,28,354,.456,7.1,1.000,.338,.559,.074,.029,.000,.456,.826,.263,.400,.000,,.419,,.103,7,,,0,0
Chris Morris,SF,32,UTA,54,538,.411,13.0,.700,.367,.111,.159,.063,.300,.455,.553,.435,.212,.538,.306,.621,1.000,.058,11,.145,.444,2,0
Lawrence Moten,SG,25,WAS,8,27,.231,11.1,.923,.231,.308,.231,.154,.077,.250,.333,.500,.000,.000,.000,.667,,.000,0,1.000,.000,0,0
Alonzo Mourning*,C,27,MIA,58,1939,.551,7.2,1.000,.425,.303,.183,.090,.000,.551,.756,.441,.328,.409,,.707,,.191,135,,,0,0
Chris Mullin*,SF,34,IND,82,2177,.481,16.3,.649,.182,.065,.111,.290,.351,.503,.770,.222,.416,.433,.440,.690,.972,.001,1,.243,.441,0,0
Eric Murdock,PG,29,MIA,82,1395,.422,12.2,.783,.277,.260,.179,.069,.217,.454,.569,.321,.453,.483,.308,.409,.786,.002,0,.154,.214,0,0
Lamond Murray,SF,24,LAC,79,2579,.481,12.2,.845,.319,.152,.124,.249,.155,.504,.761,.307,.377,.359,.353,.465,.944,.127,122,.320,.306,1,0
Tracy Murray,SF,26,WAS,82,2227,.446,17.1,.600,.118,.097,.136,.248,.400,.482,.647,.367,.431,.476,.392,.732,.937,.040,37,.367,.405,0,0
Dikembe Mutombo*,C,31,ATL,82,2917,.537,6.0,1.000,.440,.448,.109,.003,.000,.537,.679,.453,.321,.000,,.424,,.205,141,,,0,0
Martin Müürsepp,PF,23,DAL,41,603,.435,12.2,.801,.382,.141,.110,.168,.199,.438,.644,.222,.190,.313,.421,.373,.938,.042,8,.342,.231,1,0
Pete Myers,SG,34,NYK,9,40,.500,10.6,1.000,.400,.200,.100,.300,.000,.500,.500,1.000,.000,.333,,.200,,.000,0,,,0,0
Steve Nash*,PG,23,PHO,76,1664,.459,17.0,.666,.137,.072,.168,.289,.334,.481,.575,.476,.347,.515,.415,.508,.790,.000,0,.185,.444,0,0
Ivano Newbill,PF,27,VAN,28,249,.351,6.7,.982,.439,.316,.193,.035,.018,.339,.520,.278,.091,.000,1.000,.632,1.000,.053,3,.000,,0,0
Johnny Newman,SF,34,DEN,74,2176,.431,13.5,.869,.330,.101,.111,.325,.131,.444,.610,.272,.236,.400,.343,.562,.889,.056,42,.181,.474,1,0
Jeff Nordgaard,PF,24,MIL,13,48,.278,12.9,1.000,.167,.111,.389,.333,.000,.278,.667,1.000,.143,.000,,.600,,.056,1,,,0,0
Charles O'Bannon,SG,22,DET,30,234,.377,10.8,.957,.449,.188,.145,.174,.043,.394,.516,.385,.100,.333,.000,.654,,.072,5,.000,,0,0
Jermaine O'Neal,PF,19,POR,60,808,.485,6.7,.991,.498,.355,.117,.022,.009,.489,.670,.341,.222,.200,.000,.536,,.203,42,.000,,0,0
Shaquille O'Neal*,C,25,LAL,60,2175,.584,5.5,1.000,.501,.403,.091,.005,.000,.584,.741,.442,.365,.333,,.707,,.213,232,,,0,0
Charles Oakley,PF,34,NYK,79,2734,.440,14.0,.991,.178,.090,.208,.516,.009,.444,.540,.349,.366,.458,.000,.837,,.003,0,.500,.000,0,0
Hakeem Olajuwon*,C,35,HOU,47,1633,.483,9.7,.995,.262,.292,.295,.145,.005,.486,.608,.503,.385,.435,.000,.699,,.047,28,.000,,0,0
Brian Oliver,SG,29,ATL,5,61,.368,7.8,1.000,.421,.158,.211,.211,.000,.368,.500,.333,.250,.250,,.571,,.000,0,,,0,0
Jimmy Oliver,SG,28,WAS,1,10,.500,19.8,.500,.000,.000,.250,.250,.500,.500,,,.000,1.000,.500,.000,1.000,.000,0,.000,,0,0
Kevin Ollie,PG,25,TOT,35,430,.378,12.0,.990,.388,.122,.163,.316,.010,.381,.500,.417,.188,.323,.000,.351,,.000,0,.000,,0,0
Kevin Ollie,PG,25,DAL,16,214,.333,11.5,1.000,.405,.119,.238,.238,.000,.333,.471,.200,.200,.300,,.429,,.000,0,,,0,0
Kevin Ollie,PG,25,ORL,19,216,.411,12.4,.982,.375,.125,.107,.375,.018,.418,.524,.571,.167,.333,.000,.304,,.000,0,.000,,0,0
Greg Ostertag,C,24,UTA,63,1288,.481,6.7,1.000,.598,.339,.038,.025,.000,.481,.601,.333,.222,.000,,.591,,.126,25,,,0,0
Bo Outlaw,PF,26,ORL,82,2953,.554,6.2,.993,.624,.238,.088,.041,.007,.557,.723,.310,.188,.227,.250,.613,.000,.162,82,.000,,0,0
Doug Overton,PG,28,PHI,23,277,.381,13.8,.952,.286,.079,.206,.381,.048,.400,.389,.400,.231,.500,.000,.750,,.000,0,.000,,1,0
Billy Owens,SF,28,SAC,78,2348,.464,11.4,.904,.312,.265,.077,.250,.096,.474,.652,.420,.214,.390,.371,.571,.923,.027,16,.314,.455,2,0
Robert Pack,PG,28,DAL,12,292,.337,11.6,.939,.418,.122,.214,.184,.061,.326,.463,.083,.190,.333,.500,.400,.667,.020,2,.000,,0,0
Anthony Parker,SG,22,PHI,37,196,.397,18.1,.556,.159,.048,.175,.175,.444,.457,.700,.000,.364,.455,.321,.438,.889,.048,3,.214,.500,1,1
Cherokee Parks,C,25,MIN,79,1703,.499,10.4,.998,.354,.192,.176,.276,.002,.500,.667,.337,.430,.444,.000,.741,,.134,57,.000,,1,0
Gary Payton*,PG,29,SEA,82,3145,.453,13.0,.689,.342,.175,.084,.088,.311,.505,.641,.397,.308,.381,.338,.288,.657,.002,2,.217,.314,0,0
Anthony Peeler,SG,28,TOT,38,1193,.452,15.9,.702,.136,.112,.164,.290,.298,.464,.632,.383,.362,.475,.424,.642,.868,.026,10,.240,.467,0,0
Anthony Peeler,SG,28,VAN,8,202,.486,14.4,.736,.139,.181,.139,.278,.264,.566,.600,.692,.500,.500,.263,.733,.800,.056,4,.263,.000,0,0
Anthony Peeler,SG,28,MIN,30,991,.445,16.3,.695,.135,.098,.170,.293,.305,.442,.638,.265,.339,.471,.453,.617,.875,.020,6,.236,.560,0,0
Will Perdue,C,32,SAS,79,1491,.549,4.7,.997,.722,.244,.027,.003,.003,.551,.620,.389,.250,.000,.000,.660,,.220,61,.000,,0,0
Sam Perkins,PF,36,SEA,81,1675,.416,16.6,.529,.142,.208,.074,.104,.471,.438,.522,.429,.429,.347,.392,.523,.943,.011,4,.095,.381,0,0
Elliot Perry,PG,28,MIL,81,1752,.430,16.1,.911,.107,.059,.210,.535,.089,.438,.567,.364,.356,.453,.340,.518,.941,.000,0,.080,.250,0,0
Chuck Person,PF,33,SAS,61,1455,.359,21.0,.307,.063,.063,.043,.141,.693,.393,.560,.200,.235,.446,.344,.729,.968,.000,0,.250,.319,0,0
Wesley Person,SG,26,CLE,82,3198,.460,17.2,.533,.131,.098,.125,.179,.467,.486,.752,.340,.392,.439,.430,.762,.948,.014,12,.268,.458,0,0
Bobby Phills,SG,28,CHH,62,1887,.446,12.8,.793,.315,.165,.100,.214,.207,.461,.615,.363,.345,.364,.386,.653,.955,.060,32,.404,.435,0,0
Eric Piatkowski,SG,27,LAC,67,1740,.452,16.2,.544,.246,.116,.092,.090,.456,.489,.657,.348,.288,.412,.409,.543,.849,.025,14,.158,.488,0,0
Ricky Pierce,SG,38,MIL,39,442,.364,12.9,.909,.182,.154,.343,.231,.091,.369,.385,.409,.347,.364,.308,.625,1.000,.000,0,.308,.500,0,0
Scottie Pippen*,SF,32,CHI,44,1652,.447,14.1,.727,.294,.109,.138,.188,.273,.496,.671,.416,.289,.424,.318,.630,.705,.063,44,.109,.333,0,0
Scot Pollard,C,22,DET,33,317,.500,7.7,1.000,.671,.129,.171,.029,.000,.500,.617,.444,.167,.000,,.571,,.200,11,,,0,0
Olden Polynice,C,33,SAC,70,1458,.459,8.7,.998,.255,.415,.251,.077,.002,.460,.623,.409,.368,.500,.000,.586,,.033,17,.000,,0,0
Mark Pope,SF,25,IND,28,193,.341,13.4,.927,.220,.195,.098,.415,.073,.342,.778,.250,.250,.176,.333,.846,1.000,.073,3,.000,,0,0
Terry Porter,PG,34,MIN,82,1786,.449,17.6,.596,.168,.059,.109,.260,.404,.485,.588,.529,.381,.453,.395,.467,.793,.000,0,.322,.413,1,0
Vitaly Potapenko,C,22,CLE,80,1412,.480,8.0,.998,.289,.355,.238,.117,.002,.480,.539,.543,.302,.509,.000,.735,,.010,5,1.000,.000,0,0
Brent Price,PG,29,HOU,72,1332,.413,19.0,.397,.203,.032,.055,.106,.603,.447,.603,.100,.176,.394,.390,.382,.740,.000,0,.144,.444,0,0
Mark Price,PG,33,ORL,63,1430,.431,16.9,.708,.104,.089,.186,.330,.292,.471,.582,.489,.545,.389,.335,.316,.712,.000,0,.045,.286,0,0
Theo Ratliff,C,24,TOT,82,2447,.513,7.4,1.000,.377,.342,.226,.055,.000,.513,.702,.373,.444,.364,,.667,,.178,98,,,0,0
Theo Ratliff,C,24,DET,24,586,.514,7.2,1.000,.387,.342,.216,.054,.000,.514,.767,.395,.333,.167,,.632,,.207,21,,,0,0
Theo Ratliff,C,24,PHI,58,1861,.512,7.5,1.000,.374,.342,.228,.056,.000,.512,.687,.367,.468,.407,,.675,,.171,77,,,0,0
Eldridge Recasner,SG,30,ATL,59,1454,.456,16.9,.673,.139,.088,.188,.257,.327,.474,.540,.325,.412,.534,.419,.410,.823,.007,2,.101,.400,0,0
Bryant Reeves,C,24,VAN,74,2527,.523,8.6,.996,.291,.305,.219,.180,.004,.525,.723,.481,.388,.450,.000,.711,,.071,66,.000,,1,0
Khalid Reeves,PG,25,DAL,82,1950,.418,14.3,.744,.369,.101,.076,.197,.256,.435,.521,.317,.311,.385,.368,.292,.786,.000,0,.086,.615,2,1
Don Reid,PF,24,DET,68,994,.534,6.2,1.000,.534,.341,.119,.006,.000,.534,.691,.400,.190,1.000,,.798,,.205,36,,,0,0
J.R. Reid,PF,29,CHH,79,1109,.459,12.3,.975,.176,.201,.286,.311,.025,.461,.607,.422,.440,.424,.375,.706,.667,.016,5,.125,1.000,0,0
Shawn Respert,SG,25,TOT,57,911,.444,17.4,.683,.177,.082,.041,.382,.317,.495,.519,.167,.500,.554,.333,.566,.903,.000,0,.258,.375,0,0
Shawn Respert,SG,25,TOR,47,696,.450,17.4,.679,.187,.072,.038,.383,.321,.486,.538,.133,.375,.538,.373,.551,.920,.000,0,.269,.389,0,0
Shawn Respert,SG,25,DAL,10,215,.429,17.4,.690,.155,.107,.048,.381,.310,.517,.462,.222,.750,.594,.231,.600,.833,.000,0,.231,.333,0,0
Rodrick Rhodes,SF,24,HOU,58,1070,.367,11.6,.974,.485,.131,.085,.272,.026,.370,.459,.175,.269,.337,.250,.536,.500,.062,15,.000,,1,0
Glen Rice,SF,30,CHH,82,3295,.457,14.6,.784,.193,.153,.146,.292,.216,.464,.670,.330,.302,.479,.433,.732,.900,.045,58,.213,.375,1,0
Pooh Richardson,PG,31,LAC,69,1252,.372,16.9,.829,.150,.057,.162,.459,.171,.409,.520,.211,.259,.451,.193,.407,.636,.000,0,.035,.500,1,0
Mitch Richmond*,SG,32,SAC,70,2569,.445,16.3,.726,.163,.089,.155,.319,.274,.466,.608,.413,.376,.452,.389,.576,.838,.004,5,.177,.390,0,0
Isaiah Rider,SG,26,POR,74,2786,.423,15.5,.677,.167,.142,.170,.198,.323,.472,.661,.357,.371,.481,.321,.519,.763,.026,33,.093,.231,0,0
Eric Riley,C,27,DAL,39,544,.415,11.4,.993,.222,.178,.296,.296,.007,.418,.600,.417,.275,.425,.000,.714,,.059,8,.000,,0,0
Stanley Roberts,C,27,MIN,74,1328,.495,6.1,1.000,.518,.404,.070,.008,.000,.495,.640,.359,.259,.000,,.681,,.225,78,,,0,0
Chris Robinson,SG,23,TOT,35,414,.374,17.1,.621,.172,.086,.075,.287,.379,.380,.667,.333,.077,.300,.364,.634,.917,.000,0,.318,.476,1,0
Chris Robinson,SG,23,VAN,16,143,.365,17.0,.619,.175,.048,.079,.317,.381,.410,.727,.333,.000,.350,.292,.625,.857,.000,0,.458,.364,0,0
Chris Robinson,SG,23,SAC,19,271,.378,17.2,.622,.171,.108,.072,.270,.378,.362,.632,.333,.125,.267,.405,.640,.941,.000,0,.238,.600,1,0
Clifford Robinson,SF,31,PHO,80,2359,.479,10.0,.906,.321,.303,.171,.112,.094,.496,.662,.461,.307,.400,.321,.674,.926,.059,48,.155,.308,0,0
David Robinson*,C,32,SAS,73,2457,.511,7.7,.996,.405,.238,.259,.095,.004,.512,.659,.451,.351,.475,.250,.632,1.000,.134,135,.500,.000,0,0
Glenn Robinson,SF,25,MIL,56,2294,.470,13.2,.943,.137,.147,.357,.301,.057,.475,.622,.431,.441,.471,.385,.576,.880,.026,29,.046,.333,0,0
James Robinson,PG,27,LAC,70,1231,.389,17.6,.551,.188,.088,.080,.196,.449,.438,.681,.250,.275,.357,.329,.463,.757,.020,10,.156,.457,0,0
Larry Robinson,SF,30,VAN,6,41,.316,17.1,.684,.105,.105,.158,.316,.316,.231,.500,.000,.000,.333,.500,.333,1.000,.000,0,.000,,0,0
Dennis Rodman*,PF,36,CHI,80,2856,.431,9.6,.936,.383,.342,.092,.119,.064,.448,.601,.382,.333,.233,.174,.497,.750,.025,9,.217,.200,0,0
Carlos Rogers,PF,26,TOT,21,376,.516,7.3,.978,.451,.363,.110,.055,.022,.528,.780,.424,.000,.200,.000,.638,,.198,16,.000,,0,0
Carlos Rogers,PF,26,TOR,18,351,.517,7.1,.989,.460,.368,.103,.057,.011,.523,.775,.406,.000,.200,.000,.644,,.207,16,.000,,0,0
Carlos Rogers,PF,26,POR,3,25,.500,10.2,.750,.250,.250,.250,.000,.250,.667,1.000,1.000,.000,,.000,.500,,.000,0,.000,,0,0
Rodney Rogers,SF,26,LAC,76,2499,.456,11.6,.773,.396,.213,.093,.072,.227,.490,.641,.322,.368,.313,.340,.475,.847,.099,76,.226,.354,1,0
Roy Rogers,PF,24,TOT,15,106,.360,6.9,1.000,.400,.520,.080,.000,.000,.360,.400,.308,.500,,,.444,,.240,4,,,0,0
Roy Rogers,PF,24,BOS,9,37,.375,5.4,1.000,.500,.500,.000,.000,.000,.375,.250,.500,,,,.667,,.125,1,,,0,0
Roy Rogers,PF,24,TOR,6,69,.353,7.7,1.000,.353,.529,.118,.000,.000,.353,.500,.222,.500,,,.333,,.294,3,,,0,0
Sean Rooks,C,28,LAL,41,425,.455,7.3,1.000,.455,.406,.119,.020,.000,.455,.587,.366,.250,.500,,.717,,.059,6,,,0,0
Jalen Rose,SF,25,IND,82,1706,.478,12.1,.880,.242,.178,.193,.267,.120,.496,.694,.389,.393,.463,.342,.513,.960,.041,24,.192,.500,0,0
Malik Rose,PF,23,SAS,53,429,.434,7.0,.978,.507,.287,.132,.051,.022,.436,.580,.256,.278,.429,.333,.655,1.000,.125,15,.333,.000,0,0
Donald Royal,SF,31,TOT,31,323,.362,9.4,1.000,.464,.188,.217,.130,.000,.362,.469,.308,.200,.333,,.520,,.043,2,,,0,0
Donald Royal,SF,31,ORL,2,18,.167,7.2,1.000,.500,.167,.167,.167,.000,.167,.333,.000,.000,.000,,1.000,,.167,1,,,0,0
Donald Royal,SF,31,CHH,29,305,.381,9.6,1.000,.460,.190,.222,.127,.000,.381,.483,.333,.214,.375,,.500,,.032,1,,,0,0
Clifford Rozier,C,25,MIN,6,30,.500,13.0,1.000,.167,.167,.167,.500,.000,.500,1.000,.000,.000,.667,,.667,,.167,1,,,0,0
Bryon Russell,SF,27,UTA,82,2219,.430,16.0,.592,.297,.076,.059,.160,.408,.492,.641,.375,.258,.357,.341,.667,.918,.044,23,.234,.400,2,0
Arvydas Sabonis*,C,33,POR,73,2333,.493,9.4,.861,.385,.351,.069,.056,.139,.530,.651,.438,.368,.478,.261,.676,.967,.041,33,.017,.000,0,0
Kevin Salvadori,C,27,SAC,16,87,.077,10.1,1.000,.231,.308,.308,.154,.000,.077,.333,.000,.000,.000,,.000,,.000,0,,,0,0
Danny Schayes,C,38,ORL,74,1272,.418,13.1,1.000,.275,.097,.119,.509,.000,.418,.559,.333,.295,.386,,.742,,.003,1,,,0,0
Detlef Schrempf,SF,35,SEA,78,2742,.487,12.8,.836,.224,.186,.193,.234,.164,.501,.677,.413,.387,.495,.415,.652,.984,.029,24,.116,.588,0,0
Dennis Scott,SF,29,TOT,81,2290,.397,17.9,.587,.107,.075,.163,.242,.413,.420,.584,.355,.356,.410,.365,.417,.904,.002,2,.184,.365,1,0
Dennis Scott,SF,29,DAL,52,1797,.387,17.8,.590,.114,.077,.174,.225,.410,.417,.592,.314,.353,.413,.344,.378,.904,.002,1,.161,.295,1,0
Dennis Scott,SF,29,PHO,29,493,.438,18.4,.574,.080,.068,.117,.309,.426,.430,.538,.545,.368,.400,.449,.575,.903,.006,1,.275,.526,0,0
Shawnelle Scott,C,25,CLE,41,188,.444,5.0,1.000,.472,.444,.083,.000,.000,.444,.588,.375,.000,,,.563,,.028,1,,,0,0
Shea Seals,SG,22,LAL,4,9,.125,15.2,.625,.250,.125,.250,.000,.375,.200,.500,.000,.000,,.000,1.000,,.125,1,.000,,0,0
Malik Sealy,SF,27,DET,77,1641,.428,13.6,.919,.218,.107,.198,.396,.081,.446,.600,.352,.350,.435,.220,.734,.889,.051,24,.488,.200,1,0
Rony Seikaly,C,32,TOT,56,1636,.432,7.5,.997,.451,.359,.150,.036,.003,.433,.525,.389,.322,.190,.000,.448,,.047,25,.000,,1,0
Rony Seikaly,C,32,ORL,47,1484,.441,7.4,.996,.454,.362,.147,.033,.004,.442,.529,.400,.342,.167,.000,.451,,.046,23,.000,,1,0
Rony Seikaly,C,32,NJN,9,152,.317,8.5,1.000,.415,.317,.195,.073,.000,.317,.471,.231,.125,.333,,.385,,.049,2,,,0,0
God Shammgod,PG,21,WAS,20,146,.328,9.9,.966,.552,.155,.086,.172,.034,.339,.406,.111,.400,.300,.000,.211,,.017,1,.000,,0,0
Brian Shaw,PG,31,TOT,59,1530,.345,14.4,.787,.175,.224,.112,.276,.213,.359,.551,.230,.340,.350,.295,.444,.857,.000,0,.053,.000,2,0
Brian Shaw,PG,31,GSW,39,1028,.336,14.5,.782,.156,.241,.114,.270,.218,.342,.583,.243,.343,.289,.313,.390,.857,.000,0,.060,.000,2,0
Brian Shaw,PG,31,PHI,20,502,.367,14.2,.799,.216,.187,.108,.288,.201,.396,.500,.192,.333,.475,.250,.545,.857,.000,0,.036,.000,0,0
Dickey Simpkins,PF,25,TOT,40,433,.539,8.6,.978,.438,.225,.157,.157,.022,.552,.718,.450,.286,.500,.000,.646,,.112,10,.000,,0,0
Dickey Simpkins,PF,25,GSW,19,196,.458,10.7,.979,.375,.188,.188,.229,.021,.468,.444,.556,.333,.545,.000,.636,,.063,3,.000,,0,0
Dickey Simpkins,PF,25,CHI,21,237,.634,6.1,.976,.512,.268,.122,.073,.024,.650,.952,.364,.200,.333,.000,.654,,.171,7,.000,,0,0
Reggie Slater,PF,27,TOR,78,1662,.460,7.5,1.000,.612,.244,.070,.074,.000,.460,.541,.313,.219,.500,,.621,,.150,64,,,0,0
Charles Smith,SG,22,TOT,34,292,.392,17.1,.624,.160,.128,.072,.264,.376,.436,.600,.375,.222,.424,.319,.559,.933,.048,5,.106,.200,0,0
Charles Smith,SG,22,MIA,11,32,.222,15.0,.833,.167,.222,.111,.333,.167,.200,.333,.000,.000,.333,.333,1.000,1.000,.056,0,.000,,0,0
Charles Smith,SG,22,LAC,23,260,.421,17.5,.589,.159,.112,.065,.252,.411,.492,.647,.500,.286,.444,.318,.516,.929,.047,5,.114,.200,0,0
Joe Smith,PF,22,TOT,79,2344,.434,11.6,.993,.194,.209,.248,.341,.007,.437,.663,.286,.351,.463,.000,.724,,.052,55,.125,.000,0,0
Joe Smith,PF,22,GSW,49,1645,.429,12.0,.991,.169,.213,.234,.376,.009,.433,.644,.288,.353,.468,.000,.723,,.041,32,.143,.000,0,0
Joe Smith,PF,22,PHI,30,699,.448,10.3,.996,.270,.200,.289,.237,.004,.450,.699,.278,.346,.438,.000,.727,,.085,23,.000,,0,0
Michael Smith,PF,25,TOT,48,1053,.479,6.2,.995,.644,.268,.072,.010,.005,.482,.568,.269,.500,.500,.000,.602,,.149,24,.000,,0,0
Michael Smith,PF,25,SAC,18,347,.426,8.0,1.000,.590,.295,.098,.016,.000,.426,.472,.333,.333,1.000,,.615,,.148,7,,,0,0
Michael Smith,PF,25,VAN,30,706,.504,5.4,.992,.669,.256,.060,.008,.008,.508,.607,.235,.625,.000,.000,.597,,.150,17,.000,,0,0
Steve Smith,SG,28,ATL,73,2857,.444,13.9,.749,.245,.166,.202,.136,.251,.475,.626,.393,.405,.407,.351,.411,.649,.019,19,.130,.361,3,0
Tony Smith,PG,29,MIL,7,80,.333,14.6,.833,.125,.208,.250,.250,.167,.400,.000,.400,.500,.500,.000,.625,,.000,0,.000,,0,0
Rik Smits,C,31,IND,73,2085,.495,10.0,.997,.128,.374,.297,.198,.003,.497,.820,.433,.464,.456,.000,.761,,.053,54,.000,,0,0
Eric Snow,PG,24,TOT,64,918,.429,12.4,.908,.266,.120,.266,.255,.092,.461,.694,.364,.306,.426,.118,.610,1.000,.005,1,.000,,0,0
Eric Snow,PG,24,SEA,17,74,.435,11.4,.957,.174,.174,.348,.261,.043,.455,1.000,1.000,.125,.167,.000,.400,,.000,0,.000,,0,0
Eric Snow,PG,24,PHI,47,844,.429,12.6,.901,.280,.112,.255,.255,.099,.462,.667,.222,.341,.463,.125,.642,1.000,.006,1,.000,,0,0
Felton Spencer,C,30,GSW,68,813,.457,6.6,1.000,.450,.403,.140,.008,.000,.457,.569,.327,.500,.000,,.475,,.016,2,,,0,0
Latrell Sprewell,SG,27,GSW,14,547,.397,14.4,.827,.224,.112,.170,.321,.173,.441,.565,.161,.447,.449,.188,.446,.667,.025,7,.021,.000,1,0
Jerry Stackhouse,SG-SF,23,TOT,79,2545,.435,12.8,.800,.363,.113,.128,.196,.200,.483,.644,.300,.288,.419,.241,.618,.872,.098,94,.133,.269,1,0
Jerry Stackhouse,SF,23,PHI,22,748,.452,12.1,.837,.314,.155,.159,.208,.163,.473,.674,.295,.378,.373,.348,.696,.938,.078,22,.109,.600,0,0
Jerry Stackhouse,SG,23,DET,57,1797,.428,13.1,.785,.383,.095,.116,.191,.215,.488,.634,.303,.238,.439,.208,.585,.839,.107,72,.141,.190,1,0
John Starks,SG,32,NYK,82,2188,.393,17.7,.580,.196,.053,.072,.259,.420,.441,.597,.360,.338,.367,.327,.537,.762,.014,13,.226,.311,0,0
Joe Stephens,SF,25,HOU,7,37,.357,15.9,.643,.107,.286,.107,.143,.357,.389,.667,.375,.333,.250,.300,.571,1.000,.036,1,.200,1.000,0,0
Kebu Stewart,PF,24,PHI,15,110,.462,6.4,1.000,.808,.192,.000,.000,.000,.462,.381,.800,,,,.583,,.038,0,,,0,0
Michael Stewart,C,22,SAC,81,1761,.480,7.2,1.000,.424,.390,.146,.040,.000,.480,.745,.310,.213,.308,,.535,,.217,65,,,0,0
Bryant Stith,SG,27,DEN,31,718,.333,15.5,.787,.178,.116,.169,.324,.213,.367,.550,.385,.211,.342,.208,.508,.700,.004,1,.083,.000,0,0
John Stockton*,PG,35,UTA,64,1858,.528,12.8,.822,.368,.115,.112,.227,.178,.550,.691,.390,.474,.440,.429,.429,.641,.000,0,.011,.000,0,0
Ed Stokes,C,26,TOR,4,17,.333,10.7,1.000,.333,.000,.333,.333,.000,.333,1.000,,.000,.000,,.000,,.000,0,,,0,0
Damon Stoudamire,PG,24,TOT,71,2839,.411,15.3,.721,.228,.121,.131,.241,.279,.454,.590,.371,.371,.411,.299,.291,.484,.000,0,.056,.235,0,0
Damon Stoudamire,PG,24,TOR,49,2033,.425,14.9,.754,.227,.126,.150,.251,.246,.460,.614,.352,.400,.411,.317,.318,.354,.000,0,.054,.273,0,0
Damon Stoudamire,PG,24,POR,22,806,.364,16.6,.616,.233,.105,.070,.209,.384,.428,.517,.444,.167,.407,.263,.176,.808,.000,0,.061,.167,0,0
Erick Strickland,SG,24,DAL,67,1505,.357,16.2,.708,.143,.086,.215,.263,.292,.382,.475,.292,.358,.381,.294,.318,.917,.011,6,.190,.290,0,0
Mark Strickland,PF,27,MIA,51,847,.539,7.6,.996,.535,.190,.134,.134,.004,.541,.743,.353,.222,.306,.000,.752,,.260,67,.000,,1,0
Rod Strickland,PG,31,WAS,76,3020,.434,9.9,.958,.358,.189,.233,.177,.042,.442,.580,.285,.354,.445,.250,.220,.333,.000,0,.063,.333,1,0
Derek Strong,PF,29,ORL,58,1638,.420,11.0,.994,.391,.133,.157,.314,.006,.423,.552,.293,.299,.381,.000,.687,,.044,25,.000,,1,0
Bob Sura,SG,24,CLE,46,942,.377,12.3,.740,.411,.143,.061,.126,.260,.398,.474,.303,.214,.345,.317,.279,.789,.004,1,.083,.400,1,0
Žan Tabak,C,27,TOT,57,984,.467,10.5,.997,.240,.286,.145,.326,.003,.469,.658,.529,.273,.364,.000,.683,,.043,12,.000,,0,0
Žan Tabak,C,27,TOR,39,752,.466,11.0,.996,.213,.297,.145,.341,.004,.468,.679,.527,.306,.353,.000,.716,,.040,9,.000,,0,0
Žan Tabak,C,27,BOS,18,232,.473,8.3,1.000,.364,.236,.145,.255,.000,.473,.600,.538,.125,.429,,.538,,.055,3,,,0,0
Johnny Taylor,SF,23,ORL,12,108,.351,12.1,.946,.189,.189,.297,.270,.054,.343,.714,.286,.273,.200,.500,.750,1.000,.054,2,.000,,0,0
Maurice Taylor,PF,21,LAC,71,1513,.476,10.1,.999,.287,.259,.234,.218,.001,.476,.644,.406,.468,.347,.000,.470,,.092,56,.000,,0,0
Carl Thomas,SG,28,TOT,43,426,.400,18.7,.579,.086,.036,.150,.307,.421,.444,.500,.400,.333,.488,.339,.722,.950,.014,2,.441,.500,1,0
Carl Thomas,SG,28,GSW,10,139,.385,18.1,.677,.046,.031,.246,.354,.323,.455,.667,.500,.375,.478,.238,.750,.800,.015,1,.429,.444,0,0
Carl Thomas,SG,28,ORL,4,15,.800,17.6,1.000,.200,.000,.000,.800,.000,.800,.000,,,1.000,,1.000,,.000,0,,,0,0
Carl Thomas,SG,28,CLE,29,272,.386,19.4,.457,.114,.043,.071,.229,.543,.375,.500,.333,.200,.375,.395,.583,1.000,.014,1,.447,.529,1,0
John Thomas,PF,22,TOT,54,535,.487,5.9,1.000,.540,.292,.150,.018,.000,.487,.623,.212,.529,.500,,.600,,.097,11,,,0,0
John Thomas,PF,22,BOS,33,368,.513,4.7,1.000,.613,.288,.100,.000,.000,.513,.612,.261,.625,,,.585,,.075,6,,,0,0
John Thomas,PF,22,TOR,21,167,.424,8.7,1.000,.364,.303,.273,.061,.000,.424,.667,.100,.444,.500,,.643,,.152,5,,,0,0
