Player,Pos,Age,Tm,G,MP,FG%,AvgDistance,2PAr,0-3Ar,3-10Ar,10-16Ar,16-3PAr,3PAr,2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P_Assisted,3P_Assisted,DunksAr,Dunks,3PCornerAr,3PCorner%,HeavesAttempted,Heaves
Kurt Thomas,PF,25,DAL,5,73,.378,8.9,1.000,.289,.311,.333,.067,.000,.378,.692,.286,.267,.000,,.706,,.000,0,,,0,0
Tim Thomas,SF,20,PHI,77,1779,.447,12.9,.750,.346,.133,.113,.158,.250,.476,.654,.275,.234,.426,.363,.648,.952,.129,71,.146,.240,0,0
Brooks Thompson,PG,27,TOT,30,167,.411,19.0,.464,.143,.036,.036,.250,.536,.538,.875,.000,.000,.500,.300,.286,.778,.000,0,.167,.000,0,0
Brooks Thompson,PG,27,PHO,13,46,.370,19.5,.407,.148,.037,.037,.185,.593,.455,.750,.000,.000,.400,.313,.000,.600,.000,0,.125,.000,0,0
Brooks Thompson,PG,27,NYK,17,121,.448,18.5,.517,.138,.034,.034,.310,.483,.600,1.000,.000,.000,.556,.286,.444,1.000,.000,0,.214,.000,0,0
Otis Thorpe,PF,35,TOT,74,2197,.471,8.0,.992,.393,.288,.159,.152,.008,.475,.657,.383,.283,.379,.000,.629,,.075,45,.000,,3,0
Otis Thorpe,PF,35,VAN,47,1574,.477,7.7,.991,.405,.277,.179,.130,.009,.481,.638,.420,.273,.411,.000,.639,,.079,33,.000,,2,0
Otis Thorpe,PF,35,SAC,27,623,.459,8.8,.995,.366,.314,.113,.201,.005,.461,.704,.311,.318,.333,.000,.607,,.067,12,.000,,1,0
Gary Trent,PF,23,TOT,54,1360,.477,9.0,.976,.378,.297,.154,.147,.024,.481,.654,.400,.333,.351,.333,.553,1.000,.059,26,.417,.600,1,0
Gary Trent,PF,23,POR,41,1005,.493,9.1,.975,.354,.309,.153,.159,.025,.494,.685,.405,.400,.333,.444,.572,1.000,.058,18,.333,1.000,0,0
Gary Trent,PF,23,TOR,13,355,.438,8.9,.979,.438,.267,.158,.116,.021,.448,.594,.385,.174,.412,.000,.500,,.062,8,.667,.000,1,0
Nick Van Exel,PG,26,LAL,64,2053,.419,16.4,.575,.260,.110,.096,.109,.425,.440,.534,.317,.338,.432,.389,.287,.626,.003,2,.098,.355,1,0
Keith Van Horn,PF,22,NJN,62,2325,.426,13.3,.786,.254,.201,.166,.165,.214,.458,.590,.438,.305,.434,.308,.541,.986,.054,56,.129,.310,0,0
David Vaughn,PF,24,TOT,40,489,.446,10.4,.993,.318,.264,.108,.304,.007,.449,.681,.282,.125,.467,.000,.697,,.088,13,.000,,0,0
David Vaughn,PF,24,GSW,22,322,.404,11.5,.991,.237,.263,.140,.351,.009,.407,.667,.200,.125,.500,.000,.761,,.053,6,.000,,0,0
David Vaughn,PF,24,CHI,3,6,1.000,1.2,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,1.000,,1.000,1,,,0,0
David Vaughn,PF,24,NJN,15,161,.576,7.2,1.000,.576,.273,.000,.152,.000,.576,.684,.556,,.200,,.526,,.182,6,,,0,0
Jacque Vaughn,PG,22,UTA,45,419,.361,14.1,.934,.344,.041,.074,.475,.066,.360,.548,.000,.222,.276,.375,.415,1.000,.000,0,.125,.000,0,0
Loy Vaught,PF,29,LAC,10,265,.429,13.0,.976,.155,.155,.238,.429,.024,.439,.769,.462,.350,.361,.000,.639,,.060,5,.000,,0,0
Stojko Vranković,C,34,LAC,65,996,.425,6.9,1.000,.280,.559,.151,.011,.000,.425,.635,.375,.250,.000,,.380,,.086,15,,,0,0
Antoine Walker,PF,21,BOS,82,3268,.423,10.3,.829,.347,.279,.101,.101,.171,.447,.568,.378,.277,.390,.312,.531,.901,.038,61,.103,.433,0,0
Samaki Walker,PF,21,DAL,41,1027,.486,8.4,.997,.296,.386,.249,.062,.003,.488,.568,.540,.338,.400,.000,.449,,.078,23,.000,,0,0
Ben Wallace*,C,23,WAS,67,1124,.518,4.2,1.000,.787,.189,.024,.000,.000,.518,.605,.226,.000,,,.659,,.305,47,,,0,0
John Wallace,SF,23,TOR,82,2361,.478,9.8,.998,.294,.207,.398,.098,.002,.478,.611,.365,.433,.500,.500,.653,1.000,.088,72,.000,,0,0
Rasheed Wallace,PF,23,POR,77,2896,.533,10.5,.955,.299,.231,.190,.235,.045,.548,.802,.401,.422,.471,.205,.731,.750,.209,164,.231,.444,1,0
Rex Walters,SG,27,TOT,38,235,.453,18.0,.585,.170,.019,.113,.283,.415,.581,.667,.000,.500,.600,.273,.556,1.000,.000,0,.091,.000,0,0
Rex Walters,SG,27,PHI,19,127,.379,18.2,.517,.172,.034,.069,.241,.483,.533,.400,.000,.500,.714,.214,.375,1.000,.000,0,.071,.000,0,0
Rex Walters,SG,27,MIA,19,108,.542,17.7,.667,.167,.000,.167,.333,.333,.625,1.000,,.500,.500,.375,.700,1.000,.000,0,.125,.000,0,0
Charlie Ward,PG,27,NYK,82,2317,.455,15.8,.583,.349,.058,.041,.136,.417,.512,.617,.300,.286,.400,.377,.299,.642,.000,0,.121,.462,2,0
Eric Washington,SG,23,DEN,66,1539,.404,16.4,.725,.177,.078,.137,.333,.275,.435,.636,.410,.368,.361,.321,.688,.818,.022,9,.255,.314,0,0
Clarence Weatherspoon,PF,27,TOT,79,2325,.441,7.6,1.000,.375,.342,.174,.109,.000,.441,.605,.322,.283,.500,,.713,,.099,53,,,0,0
Clarence Weatherspoon,PF,27,PHI,48,1290,.426,7.5,1.000,.420,.320,.157,.103,.000,.426,.525,.311,.346,.500,,.745,,.079,22,,,0,0
Clarence Weatherspoon,PF,27,GSW,31,1035,.458,7.8,1.000,.321,.368,.195,.116,.000,.458,.730,.333,.222,.500,,.677,,.123,31,,,0,0
Spud Webb,PG,34,ORL,4,34,.417,15.8,.917,.000,.083,.417,.417,.083,.455,,1.000,.400,.400,.000,.200,,.000,0,.000,,0,0
Chris Webber*,C,24,WAS,71,2809,.482,11.0,.847,.340,.166,.165,.176,.153,.512,.708,.413,.262,.462,.317,.703,.862,.123,159,.034,.429,0,0
Bubba Wells,SG,23,DAL,39,395,.414,13.0,.948,.310,.069,.250,.319,.052,.427,.528,.375,.414,.351,.167,.447,1.000,.034,4,.333,.500,1,0
Bill Wennington,C,34,CHI,48,467,.436,12.8,1.000,.145,.134,.314,.407,.000,.436,.640,.304,.333,.486,,.773,,.035,6,,,0,0
David Wesley,PG,27,CHH,81,2845,.443,14.8,.803,.281,.075,.100,.347,.197,.467,.564,.369,.360,.440,.347,.448,.847,.003,3,.159,.259,1,0
Doug West,SG,30,MIN,38,688,.374,13.4,.988,.216,.123,.164,.485,.012,.379,.486,.333,.429,.325,.000,.813,,.023,4,.000,,0,0
Mark West,C,37,IND,15,105,.476,5.4,1.000,.476,.429,.048,.048,.000,.476,.600,.333,.000,1.000,,.600,,.095,2,,,0,0
DeJuan Wheat,PG,24,MIN,34,150,.400,15.9,.660,.280,.080,.140,.160,.340,.364,.500,.000,.429,.250,.471,.500,.750,.000,0,.059,.000,1,0
Donald Whiteside,PG,28,ATL,3,16,.500,13.1,.500,.500,.000,.000,.000,.500,1.000,1.000,,,,.000,1.000,,.000,0,.000,,0,0
Chris Whitney,PG,26,WAS,82,1073,.355,19.1,.524,.121,.062,.065,.276,.476,.398,.512,.364,.217,.398,.308,.500,.712,.000,0,.118,.300,1,0
Gerald Wilkins,SG,34,ORL,72,1252,.325,14.1,.749,.260,.159,.134,.196,.251,.345,.540,.261,.121,.306,.266,.589,.966,.012,4,.220,.125,1,0
Aaron Williams,PF,26,SEA,65,757,.523,6.4,.995,.500,.314,.123,.064,.005,.525,.691,.348,.296,.571,.000,.826,,.241,46,.000,,0,0
Alvin Williams,SG,23,TOT,54,1071,.443,13.6,.901,.280,.135,.131,.355,.099,.457,.608,.368,.405,.390,.321,.431,.556,.007,2,.286,.125,1,0
Alvin Williams,SG,23,POR,41,864,.458,13.5,.899,.290,.147,.105,.357,.101,.477,.623,.343,.520,.400,.292,.412,.571,.008,2,.292,.143,1,0
Alvin Williams,SG,23,TOR,13,207,.364,14.4,.909,.227,.068,.273,.341,.091,.350,.500,.667,.167,.333,.500,.571,.500,.000,0,.250,.000,0,0
Brandon Williams,SG,22,GSW,9,140,.320,14.8,.820,.160,.160,.240,.260,.180,.317,.500,.125,.167,.462,.333,.692,1.000,.040,2,.111,1.000,0,0
Buck Williams,PF,37,NYK,41,738,.503,7.0,1.000,.550,.282,.141,.027,.000,.503,.622,.333,.381,.500,,.587,,.027,4,,,0,0
Eric Williams,SF,25,DEN,4,145,.393,10.9,1.000,.295,.197,.344,.164,.000,.393,.444,.500,.286,.400,,.292,,.000,0,,,0,0
Herb Williams,PF,39,NYK,27,178,.419,11.2,1.000,.093,.279,.465,.163,.000,.419,.750,.500,.250,.571,,.889,,.047,1,,,0,0
Hot Rod Williams,C,35,PHO,71,1333,.470,9.7,1.000,.411,.173,.267,.149,.000,.470,.602,.314,.426,.367,,.789,,.094,17,,,0,0
Jayson Williams,C,29,NJN,65,2343,.498,7.8,.994,.436,.403,.110,.045,.006,.501,.698,.323,.310,.655,.000,.592,,.150,92,.000,,3,0
Jerome Williams,PF,24,DET,77,1305,.524,7.2,.997,.653,.219,.097,.028,.003,.526,.606,.365,.321,.625,.000,.563,,.149,40,.000,,0,0
Lorenzo Williams,PF,28,WAS,14,111,.765,4.6,1.000,.647,.235,.118,.000,.000,.765,.909,.750,.000,,,.462,,.294,5,,,0,0
Micheal Williams,PG,31,MIN,25,161,.333,13.9,.917,.250,.063,.208,.396,.083,.364,.667,.333,.100,.316,.000,.375,,.000,0,.500,.000,0,0
Monty Williams,SF,26,SAS,72,1314,.448,8.7,.995,.508,.196,.109,.182,.005,.448,.545,.375,.200,.403,.500,.707,.000,.068,24,.000,,0,0
Scott Williams,C,29,PHI,58,801,.437,10.1,.977,.333,.197,.347,.099,.023,.447,.606,.333,.446,.143,.000,.656,,.061,12,.200,.000,4,0
Travis Williams,SF,28,CHH,39,365,.471,8.5,.992,.521,.176,.185,.109,.008,.475,.629,.190,.273,.538,.000,.536,,.025,3,1.000,.000,0,0
Walt Williams,SF,27,TOT,59,1470,.386,17.0,.597,.178,.099,.085,.235,.403,.400,.598,.315,.217,.352,.365,.600,.963,.018,10,.183,.425,0,0
Walt Williams,SF,27,TOR,28,876,.392,16.3,.596,.179,.132,.100,.185,.404,.400,.632,.333,.156,.356,.380,.474,.939,.016,5,.132,.471,0,0
Walt Williams,SF,27,POR,31,594,.378,18.0,.600,.178,.053,.062,.307,.400,.400,.550,.250,.357,.348,.344,.778,1.000,.022,5,.256,.391,0,0
Corliss Williamson,SF,24,SAC,79,2819,.495,8.6,.992,.362,.326,.189,.116,.008,.499,.656,.468,.374,.298,.000,.606,,.053,54,.000,,4,0
Kevin Willis,PF,35,HOU,81,2528,.510,8.5,.993,.298,.357,.232,.106,.007,.513,.703,.444,.380,.500,.143,.628,.000,.077,77,.429,.000,0,0
David Wingate,SG,34,SEA,58,546,.471,13.2,.950,.250,.121,.121,.457,.050,.474,.714,.176,.353,.453,.429,.810,.667,.021,3,.143,1.000,0,0
Dontonio Wingfield,SF,23,POR,3,9,.000,9.0,1.000,.333,.000,.667,.000,.000,.000,.000,,.000,,,,,.000,0,,,0,0
Joe Wolf,PF,33,DEN,57,621,.331,14.3,.917,.091,.190,.264,.372,.083,.342,.545,.348,.281,.333,.200,.711,.500,.008,1,.000,,1,1
Lorenzen Wright,C,22,LAC,69,2067,.445,8.5,.996,.339,.358,.203,.096,.004,.446,.603,.366,.345,.404,.000,.676,,.092,46,.000,,0,0
Sharone Wright,C,25,TOR,7,44,.500,7.3,1.000,.429,.357,.214,.000,.000,.500,.667,.400,.333,,,.571,,.000,0,,,0,0
George Zídek,C,24,TOT,12,64,.241,10.0,.931,.207,.448,.172,.103,.069,.222,.333,.154,.000,.667,.500,.667,1.000,.000,0,.500,.000,0,0
George Zídek,C,24,DEN,6,42,.267,7.5,1.000,.200,.600,.133,.067,.000,.267,.333,.222,.000,1.000,,.500,,.000,0,,,0,0
George Zídek,C,24,SEA,6,22,.214,12.6,.857,.214,.286,.214,.143,.143,.167,.333,.000,.000,.500,.500,1.000,1.000,.000,0,.500,.000,0,0
