Player,Pos,Age,Tm,G,MP,FG%,AvgDistance,2PAr,0-3Ar,3-10Ar,10-16Ar,16-3PAr,3PAr,2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P_Assisted,3P_Assisted,DunksAr,Dunks,3PCornerAr,3PCorner%,HeavesAttempted,Heaves
Charles Oakley,PF,35,TOR,50,1633,.428,15.5,.985,.131,.073,.135,.645,.015,.432,.512,.208,.227,.483,.200,.835,.000,.000,0,.000,,0,0
Hakeem Olajuwon*,C,36,HOU,50,1784,.514,9.8,.982,.232,.316,.265,.170,.018,.518,.720,.445,.438,.504,.308,.672,.750,.048,28,.231,.000,0,0
Jimmy Oliver,SG,29,PHO,2,11,.333,21.7,.667,.000,.000,.000,.667,.333,.000,,,,.000,1.000,,1.000,.000,0,.000,,0,0
Kevin Ollie,PG,26,TOT,8,72,.286,13.1,1.000,.500,.000,.143,.357,.000,.286,.429,,.000,.200,,.250,,.000,0,,,0,0
Kevin Ollie,PG,26,SAC,7,68,.308,13.1,1.000,.462,.000,.154,.385,.000,.308,.500,,.000,.200,,.250,,.000,0,,,0,0
Kevin Ollie,PG,26,ORL,1,4,.000,12.9,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,,.000,0,,,0,0
Michael Olowokandi,C,23,LAC,45,1279,.431,7.0,1.000,.278,.581,.133,.008,.000,.431,.631,.349,.377,.333,,.494,,.055,22,,,0,0
Greg Ostertag,C,25,UTA,48,1340,.476,6.5,1.000,.615,.279,.087,.019,.000,.476,.570,.362,.222,.250,,.737,,.226,44,,,0,0
Bo Outlaw,PF,27,ORL,31,851,.545,5.9,.981,.610,.305,.032,.032,.019,.556,.766,.234,.000,.200,.000,.714,,.136,20,.000,,0,0
Doug Overton,PG,29,TOT,24,244,.429,14.9,.917,.262,.119,.083,.452,.083,.442,.500,.100,.286,.526,.286,.500,1.000,.000,0,.000,,1,0
Doug Overton,PG,29,ORL,6,33,.500,16.8,.833,.250,.083,.250,.250,.167,.600,.667,.000,.333,1.000,.000,.333,,.000,0,.000,,1,0
Doug Overton,PG,29,NJN,8,174,.439,14.7,.930,.281,.105,.070,.474,.070,.434,.438,.000,.250,.556,.500,.565,1.000,.000,0,.000,,0,0
Doug Overton,PG,29,PHI,10,37,.333,14.0,.933,.200,.200,.000,.533,.067,.357,.667,.333,,.250,.000,.400,,.000,0,.000,,0,0
Billy Owens,SF,29,SEA,21,451,.394,11.9,.933,.333,.200,.091,.309,.067,.390,.564,.303,.200,.314,.455,.683,.600,.018,3,.091,.000,0,0
Robert Pack,PG,29,DAL,25,468,.431,12.1,.977,.454,.069,.126,.328,.023,.441,.519,.333,.364,.386,.000,.307,,.011,2,.250,.000,0,0
Anthony Parker,SG,23,PHI,2,3,1.000,13.0,1.000,.000,.000,1.000,.000,.000,1.000,,,1.000,,,.000,,.000,0,,,0,0
Cherokee Parks,C,26,VAN,48,1118,.429,12.3,.996,.233,.145,.116,.502,.004,.431,.625,.275,.438,.384,.000,.754,,.051,13,.000,,0,0
Andrae Patterson,PF,23,MIN,35,284,.443,10.1,.948,.289,.320,.103,.237,.052,.467,.714,.387,.300,.348,.000,.605,,.052,5,.200,.000,0,0
Ruben Patterson,SF,23,LAL,24,144,.412,8.6,.882,.549,.314,.000,.020,.118,.444,.500,.375,,.000,.167,.600,1.000,.137,6,.500,.000,0,0
Gary Payton*,PG,30,SEA,50,2008,.434,13.0,.696,.312,.200,.094,.089,.304,.495,.688,.373,.230,.378,.295,.255,.639,.001,1,.210,.373,2,0
Anthony Peeler,SG,29,MIN,28,810,.379,18.5,.581,.103,.077,.099,.301,.419,.437,.464,.476,.259,.476,.298,.725,.971,.004,0,.202,.174,0,0
Will Perdue,C,33,SAS,37,445,.633,3.5,1.000,.767,.233,.000,.000,.000,.633,.739,.286,,,,.737,,.283,17,,,0,0
Sam Perkins,PF,37,IND,48,789,.400,16.8,.550,.140,.175,.070,.165,.450,.409,.571,.286,.429,.394,.389,.511,.971,.005,1,.244,.273,0,0
Elliot Perry,PG,29,TOT,35,290,.379,16.1,.767,.204,.049,.175,.340,.233,.367,.667,.000,.167,.343,.417,.172,.800,.000,0,.125,.000,0,0
Elliot Perry,PG,29,MIL,5,47,.529,13.4,.941,.294,.059,.176,.412,.059,.500,.800,.000,.000,.571,1.000,.125,1.000,.000,0,.000,,0,0
Elliot Perry,PG,29,NJN,30,243,.349,16.6,.733,.186,.047,.174,.326,.267,.333,.625,.000,.200,.286,.391,.190,.778,.000,0,.130,.000,0,0
Chuck Person,SF,34,CHH,50,990,.388,19.0,.457,.104,.066,.093,.194,.543,.432,.733,.368,.259,.375,.350,.789,.945,.000,0,.318,.500,1,0
Wesley Person,SG,27,CLE,45,1342,.453,17.7,.542,.110,.078,.133,.222,.458,.519,.771,.294,.534,.464,.375,.902,.920,.005,2,.265,.434,0,0
Bobby Phills,SG,29,CHH,43,1574,.433,15.4,.654,.197,.149,.097,.211,.346,.452,.673,.351,.333,.371,.395,.592,.897,.030,15,.372,.438,0,0
Eric Piatkowski,SG,28,LAC,49,1242,.432,17.2,.604,.185,.098,.110,.211,.396,.456,.649,.293,.413,.386,.394,.513,.923,.010,4,.200,.424,0,0
Paul Pierce*,SF,21,BOS,48,1632,.439,12.5,.685,.318,.175,.097,.094,.315,.451,.539,.336,.349,.475,.412,.465,.976,.051,33,.304,.548,0,0
Scottie Pippen*,SF,33,HOU,50,2011,.432,15.0,.649,.278,.132,.083,.156,.351,.482,.690,.325,.320,.330,.340,.513,.681,.056,33,.137,.586,2,0
Scot Pollard,C,23,SAC,16,259,.541,6.6,1.000,.475,.393,.115,.016,.000,.541,.655,.458,.429,.000,,.485,,.295,17,,,0,0
Olden Polynice,C,34,SEA,48,1481,.472,8.0,.997,.260,.458,.182,.098,.003,.471,.677,.415,.323,.457,1.000,.637,.000,.039,14,.000,,0,0
Mark Pope,SF,26,IND,4,26,.143,14.7,.429,.286,.143,.000,.000,.571,.333,.500,.000,,,.000,1.000,,.000,0,.250,.000,0,0
Terry Porter,PG,35,MIA,50,1365,.465,16.4,.619,.265,.051,.119,.184,.381,.498,.592,.368,.364,.485,.411,.412,.810,.000,0,.248,.457,0,0
Vitaly Potapenko,C,23,TOT,50,1394,.495,6.9,.998,.376,.340,.228,.053,.002,.496,.574,.457,.436,.455,.000,.647,,.010,4,.000,,0,0
Vitaly Potapenko,C,23,CLE,17,467,.437,7.6,.992,.373,.294,.262,.063,.008,.440,.596,.297,.394,.375,.000,.855,,.024,3,.000,,0,0
Vitaly Potapenko,C,23,BOS,33,927,.521,6.6,1.000,.378,.360,.213,.049,.000,.521,.565,.515,.459,.500,,.570,,.003,1,,,0,0
Brent Price,PG,30,HOU,40,806,.483,17.9,.459,.237,.024,.063,.135,.541,.568,.755,.600,.308,.357,.411,.426,.717,.000,0,.188,.429,0,0
Theo Ratliff,PF,25,PHI,50,1627,.470,8.3,1.000,.286,.341,.282,.091,.000,.470,.708,.371,.339,.500,,.665,,.122,50,,,0,0
Eldridge Recasner,PG,31,CHH,44,708,.446,16.2,.674,.201,.054,.174,.245,.326,.468,.784,.300,.281,.378,.400,.483,.750,.011,1,.067,.750,0,0
Bryant Reeves,C,25,VAN,25,702,.406,8.6,.996,.207,.398,.267,.124,.004,.408,.731,.360,.194,.484,.000,.657,,.044,11,.000,,0,0
Khalid Reeves,PG,26,DET,11,112,.381,12.4,.857,.333,.143,.143,.238,.143,.389,.714,.000,.333,.200,.333,.571,1.000,.000,0,.333,1.000,0,0
Don Reid,PF,25,DET,47,935,.557,5.9,1.000,.649,.213,.109,.029,.000,.557,.699,.297,.368,.000,,.866,,.230,40,,,0,0
J.R. Reid,PF,30,TOT,41,1029,.477,13.1,.996,.094,.224,.235,.444,.004,.478,.846,.484,.354,.463,.000,.644,,.000,0,.000,,0,0
J.R. Reid,PF,30,CHH,16,556,.521,13.0,1.000,.095,.219,.243,.444,.000,.521,.813,.568,.293,.560,,.670,,.000,0,,,0,0
J.R. Reid,PF,30,LAL,25,473,.407,13.2,.991,.093,.231,.222,.444,.009,.411,.900,.360,.458,.313,.000,.591,,.000,0,.000,,0,0
Shawn Respert,SG,26,PHO,12,99,.361,19.7,.639,.111,.083,.056,.389,.361,.391,.750,.333,.500,.286,.308,.556,.750,.000,0,.077,1.000,1,0
Rodrick Rhodes,SG-SF,25,TOT,13,156,.250,13.0,.865,.385,.096,.077,.308,.135,.267,.400,.200,.000,.188,.143,.583,.000,.019,1,.143,.000,0,0
Rodrick Rhodes,SF,25,HOU,3,33,.250,11.6,1.000,.625,.000,.000,.375,.000,.250,.400,,,.000,,.500,,.125,1,,,0,0
Rodrick Rhodes,SG,25,VAN,10,123,.250,13.3,.841,.341,.114,.091,.295,.159,.270,.400,.200,.000,.231,.143,.600,.000,.000,0,.143,.000,0,0
Glen Rice,SF,31,LAL,27,985,.432,17.3,.659,.141,.083,.141,.293,.341,.452,.589,.242,.411,.466,.393,.653,.925,.030,9,.126,.412,1,0
Pooh Richardson,PG,32,LAC,11,130,.333,14.7,.833,.167,.056,.306,.306,.167,.400,.833,.500,.364,.182,.000,.333,,.000,0,.000,,0,0
Mitch Richmond*,SG,33,WAS,50,1912,.412,15.2,.725,.196,.125,.106,.299,.275,.448,.599,.330,.424,.408,.317,.594,.829,.004,3,.208,.326,0,0
Isaiah Rider,SG,27,POR,47,1385,.412,14.7,.817,.180,.145,.174,.317,.183,.419,.706,.307,.286,.380,.378,.522,.881,.015,8,.063,.714,1,0
Eric Riley,C,28,BOS,35,337,.519,5.1,1.000,.500,.370,.111,.019,.000,.519,.630,.400,.500,.000,,.714,,.204,11,,,0,0
Stanley Roberts,C,28,HOU,6,33,.385,4.9,1.000,.462,.462,.077,.000,.000,.385,.667,.000,1.000,,,.600,,.077,1,,,0,0
Clifford Robinson,SF,32,PHO,50,1740,.475,12.7,.779,.251,.224,.154,.149,.221,.492,.677,.397,.351,.468,.417,.726,1.000,.052,31,.137,.526,0,0
David Robinson*,C,33,SAS,49,1554,.509,8.4,.998,.419,.171,.226,.182,.002,.510,.706,.333,.387,.375,.000,.716,,.114,58,.000,,0,0
Glenn Robinson,SF,26,MIL,47,1579,.459,13.3,.896,.172,.126,.331,.267,.104,.467,.577,.432,.424,.465,.392,.589,.903,.029,20,.291,.435,0,0
James Robinson,PG,28,TOT,31,506,.362,17.0,.600,.276,.043,.092,.189,.400,.414,.549,.500,.294,.257,.284,.326,.714,.005,1,.135,.400,0,0
James Robinson,PG,28,LAC,14,280,.398,15.3,.694,.286,.071,.133,.204,.306,.456,.679,.571,.385,.150,.267,.323,.750,.010,1,.133,.500,0,0
James Robinson,PG,28,MIN,17,226,.322,18.9,.494,.264,.011,.046,.172,.506,.349,.391,.000,.000,.400,.295,.333,.692,.000,0,.136,.333,0,0
Dennis Rodman*,PF,37,LAL,23,657,.348,11.2,.957,.435,.413,.022,.087,.043,.364,.500,.316,.000,.000,.000,.563,,.065,3,.500,.000,0,0
Carlos Rogers,PF,27,POR,2,8,1.000,10.6,1.000,.500,.000,.000,.500,.000,1.000,1.000,,,1.000,,.500,,.500,1,,,0,0
Rodney Rogers,SF,27,LAC,47,968,.441,12.2,.788,.391,.226,.088,.084,.212,.483,.526,.493,.346,.400,.286,.558,.889,.044,12,.206,.462,0,0
Sean Rooks,C,29,LAL,36,315,.405,8.2,.975,.367,.443,.127,.038,.025,.416,.517,.400,.200,.333,.000,.469,,.063,4,.000,,0,0
Jalen Rose,SF,26,IND,49,1238,.403,12.8,.869,.163,.226,.222,.258,.131,.425,.531,.393,.400,.406,.262,.388,.882,.016,8,.292,.316,1,0
Malik Rose,PF,24,SAS,47,608,.463,6.4,.995,.552,.249,.119,.075,.005,.465,.622,.300,.208,.267,.000,.602,,.134,24,1.000,.000,0,0
Bryon Russell,SF,28,UTA,50,1770,.464,14.7,.686,.340,.077,.056,.214,.314,.514,.642,.417,.346,.390,.354,.721,.942,.075,34,.211,.387,0,0
Arvydas Sabonis*,C,34,POR,50,1349,.485,10.1,.950,.320,.364,.059,.207,.050,.496,.556,.494,.286,.465,.292,.702,.857,.023,9,.042,.000,0,0
Jason Sasser,SF,25,VAN,6,39,.455,9.0,1.000,.091,.364,.455,.091,.000,.455,.000,.750,.200,1.000,,.400,,.000,0,,,0,0
Danny Schayes,C,39,ORL,19,143,.379,13.7,1.000,.241,.103,.069,.586,.000,.379,.429,.333,.500,.353,,.909,,.000,0,,,0,0
Dwayne Schintzius,C,30,BOS,16,67,.250,9.4,1.000,.125,.438,.438,.000,.000,.250,.500,.143,.286,,,.750,,.000,0,,,0,0
Detlef Schrempf,SF,36,SEA,50,1765,.472,12.5,.843,.217,.237,.155,.235,.157,.486,.706,.408,.341,.457,.395,.676,.941,.022,10,.093,.375,0,0
Dennis Scott,SF,30,TOT,36,738,.408,18.9,.545,.052,.085,.141,.268,.455,.431,.364,.667,.300,.439,.381,.680,1.000,.000,0,.247,.292,0,0
Dennis Scott,SF,30,NYK,15,206,.304,19.0,.482,.089,.071,.107,.214,.518,.333,.000,.500,.333,.417,.276,.778,1.000,.000,0,.276,.000,0,0
Dennis Scott,SF,30,MIN,21,532,.446,18.9,.567,.038,.089,.153,.287,.433,.461,.667,.714,.292,.444,.426,.659,1.000,.000,0,.235,.438,0,0
Malik Sealy,SF,28,MIN,31,731,.411,14.0,.900,.238,.108,.190,.364,.100,.428,.509,.360,.409,.405,.261,.719,1.000,.026,5,.565,.308,0,0
Rony Seikaly,C,33,NJN,9,88,.200,7.4,1.000,.350,.300,.300,.050,.000,.200,.286,.000,.167,1.000,,.000,,.050,1,,,0,0
Charles Shackleford,C,32,CHH,32,367,.489,5.4,1.000,.289,.689,.022,.000,.000,.489,.615,.452,.000,,,.568,,.044,4,,,0,0
Brian Shaw,PG,32,POR,1,5,.000,12.9,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,,.000,0,,,0,0
Casey Shaw,C,23,PHI,9,14,.125,5.1,1.000,.125,.750,.125,.000,.000,.125,1.000,.000,.000,,,1.000,,.000,0,,,0,0
Jeff Sheppard,SG,24,ATL,18,185,.385,12.0,.821,.410,.128,.103,.179,.179,.406,.625,.200,.250,.143,.286,.769,1.000,.051,2,.286,.500,0,0
Miles Simon,SG,23,ORL,5,19,.200,16.2,.600,.200,.200,.000,.200,.400,.333,1.000,.000,,.000,.000,.000,,.000,0,.000,,0,0
Dickey Simpkins,C,26,CHI,50,1448,.463,6.6,.997,.519,.364,.090,.025,.003,.464,.631,.305,.207,.250,.000,.707,,.142,45,.000,,0,0
Alvin Sims,SG,24,PHO,4,25,.400,10.0,.900,.300,.500,.000,.100,.100,.333,.333,.400,,.000,1.000,.667,1.000,.000,0,.000,,0,0
Brian Skinner,PF,22,LAC,21,258,.465,6.9,1.000,.352,.479,.141,.028,.000,.465,.720,.353,.200,.500,,.545,,.155,10,,,0,0
Reggie Slater,PF,28,TOR,30,263,.383,8.4,1.000,.457,.309,.148,.086,.000,.383,.514,.280,.167,.429,,.452,,.074,5,,,0,0
Charles Smith,SG,23,LAC,23,317,.361,16.2,.660,.206,.082,.093,.278,.340,.438,.650,.000,.444,.407,.212,.500,.429,.021,2,.212,.286,0,0
Joe Smith,C,23,MIN,43,1418,.427,11.3,.994,.289,.243,.148,.314,.006,.430,.523,.315,.286,.500,.000,.709,,.054,26,.000,,1,0
Michael Smith,PF,26,VAN,48,1098,.535,5.4,.993,.604,.333,.042,.014,.007,.538,.632,.438,.167,.000,.000,.649,,.090,13,.000,,0,0
Steve Smith,SG,29,ATL,36,1314,.402,15.1,.743,.213,.124,.211,.194,.257,.424,.548,.254,.439,.381,.338,.435,.723,.007,4,.086,.083,3,0
Rik Smits,C,32,IND,49,1271,.490,10.2,.997,.109,.379,.314,.194,.003,.491,.681,.463,.452,.504,.000,.677,,.038,22,.500,.000,0,0
Eric Snow,PG,25,PHI,48,1716,.428,10.4,.940,.353,.195,.167,.224,.060,.440,.650,.176,.345,.410,.238,.396,.600,.003,0,.048,.000,0,0
Felton Spencer,C,31,GSW,26,159,.455,7.3,1.000,.333,.455,.182,.030,.000,.455,.727,.333,.167,1.000,,.733,,.030,1,,,0,0
Latrell Sprewell,SF,28,NYK,37,1233,.415,13.6,.851,.168,.191,.243,.249,.149,.440,.678,.293,.373,.457,.273,.443,.762,.035,18,.143,.364,0,0
Ryan Stack,PF,23,CLE,18,199,.378,9.3,1.000,.243,.351,.162,.243,.000,.378,.333,.308,.500,.444,,.643,,.027,1,,,0,0
Jerry Stackhouse,SG,24,DET,42,1188,.371,14.4,.742,.316,.090,.143,.193,.258,.403,.539,.250,.371,.277,.278,.555,.943,.066,30,.175,.364,0,0
John Starks,SG,33,GSW,50,1686,.370,18.8,.630,.103,.048,.082,.397,.370,.416,.533,.371,.333,.408,.290,.539,.795,.003,2,.223,.350,0,0
Vladimir Stepania,C,22,SEA,23,313,.424,11.2,.976,.256,.232,.136,.352,.024,.434,.781,.276,.176,.386,.000,.698,,.096,11,.000,,0,0
Michael Stewart,C,23,TOR,42,394,.415,8.6,1.000,.358,.453,.113,.075,.000,.415,.579,.375,.167,.250,,.455,,.113,5,,,0,0
Bryant Stith,SG,28,DEN,46,1194,.393,17.0,.634,.179,.066,.100,.290,.366,.451,.577,.421,.310,.429,.292,.687,1.000,.010,3,.519,.291,0,0
John Stockton*,PG,36,UTA,50,1410,.488,12.9,.878,.327,.100,.173,.278,.122,.511,.642,.390,.437,.447,.320,.473,.625,.000,0,.060,.667,1,0
Peja Stojaković,SF,21,SAC,48,1025,.378,17.3,.523,.201,.102,.067,.153,.477,.431,.627,.237,.320,.351,.320,.690,.912,.024,8,.337,.317,2,0
Damon Stoudamire,PG,25,POR,50,1673,.396,15.6,.774,.215,.129,.108,.323,.226,.421,.533,.333,.309,.419,.310,.254,.682,.000,0,.077,.273,1,0
Erick Strickland,SG,25,DAL,33,567,.403,15.6,.733,.204,.077,.176,.276,.267,.438,.622,.412,.308,.393,.305,.380,1.000,.009,1,.288,.412,0,0
Mark Strickland,PF,28,MIA,32,357,.495,8.0,.990,.554,.218,.089,.129,.010,.500,.714,.273,.222,.154,.000,.760,,.248,22,.000,,0,0
Rod Strickland,PG,32,WAS,44,1632,.416,11.7,.930,.239,.172,.249,.270,.070,.426,.563,.288,.367,.448,.286,.201,.500,.000,0,.000,,0,0
Derek Strong,PF,30,ORL,44,695,.422,11.1,.989,.411,.128,.111,.339,.011,.427,.608,.174,.300,.344,.000,.671,,.028,5,.000,,0,0
Bruno Šundov,C,18,DAL,3,11,.286,16.8,1.000,.143,.000,.286,.571,.000,.286,.000,,.500,.250,,.500,,.000,0,,,0,0
Bob Sura,PG,25,CLE,50,841,.333,10.9,.786,.500,.090,.052,.143,.214,.370,.495,.000,.273,.200,.200,.410,.778,.010,2,.089,.500,1,0
Johnny Taylor,SF,24,DEN,36,724,.414,16.8,.657,.187,.076,.071,.323,.343,.431,.649,.200,.286,.391,.382,.679,.962,.071,12,.353,.417,0,0
Maurice Taylor,PF,22,LAC,46,1505,.461,10.1,.991,.281,.287,.212,.212,.009,.463,.600,.397,.378,.455,.167,.390,1.000,.055,30,.167,.000,0,0
John Thomas,C,23,TOR,39,593,.577,7.3,.992,.415,.407,.138,.033,.008,.582,.706,.540,.353,.500,.000,.549,,.081,9,.000,,1,0
Kurt Thomas,PF,26,NYK,50,1182,.462,9.3,.997,.269,.283,.315,.130,.003,.463,.707,.327,.379,.458,.000,.782,,.027,9,.000,,0,0
Tim Thomas,SF,21,TOT,50,812,.473,12.3,.756,.366,.168,.115,.108,.244,.526,.657,.426,.438,.333,.309,.595,.952,.129,32,.221,.200,0,0
Tim Thomas,SF,21,PHI,17,188,.403,14.7,.716,.254,.119,.134,.209,.284,.458,.706,.500,.444,.143,.263,.636,1.000,.075,5,.211,.250,0,0
Tim Thomas,SF,21,MIL,33,624,.495,11.5,.769,.401,.184,.108,.075,.231,.546,.647,.410,.435,.500,.327,.584,.938,.146,27,.224,.182,0,0
Otis Thorpe,PF,36,WAS,49,1539,.545,8.1,.995,.330,.302,.177,.186,.005,.548,.738,.429,.474,.476,.000,.713,,.045,20,.000,,1,0
Robert Traylor,C,21,MIL,49,786,.537,5.7,.995,.552,.313,.104,.025,.005,.540,.730,.317,.286,.200,.000,.639,,.234,45,.000,,0,0
Gary Trent,PF,24,DAL,45,1362,.477,9.9,.992,.332,.238,.266,.156,.008,.481,.660,.441,.356,.372,.000,.418,,.042,22,.400,.000,1,0
Nick Van Exel,PG,27,DEN,50,1802,.398,15.4,.696,.177,.181,.161,.177,.304,.437,.529,.417,.427,.375,.308,.141,.583,.003,2,.107,.360,1,0
Keith Van Horn,PF,23,NJN,42,1576,.428,10.9,.930,.298,.286,.116,.230,.070,.438,.643,.302,.345,.387,.302,.526,.875,.060,44,.057,.000,0,0
David Vaughn,PF,25,NJN,10,103,.542,8.6,1.000,.500,.333,.042,.167,.000,.542,.667,.625,.000,.250,,.462,,.125,3,,,0,0
Jacque Vaughn,PG,23,UTA,19,87,.367,18.4,.733,.200,.000,.067,.467,.267,.409,.500,,.000,.429,.250,.556,1.000,.000,0,.375,.333,0,0
Loy Vaught,PF,30,DET,37,481,.381,13.9,.994,.168,.071,.239,.516,.006,.383,.615,.273,.405,.313,.000,.797,,.019,3,.000,,0,0
Stojko Vranković,C,35,LAC,2,12,.250,5.0,1.000,.500,.500,.000,.000,.000,.250,.000,.500,,,,.000,,.000,0,,,0,0
Antoine Walker,PF,22,BOS,42,1549,.412,11.1,.761,.276,.313,.097,.075,.239,.426,.596,.348,.225,.382,.369,.462,.954,.024,17,.125,.545,0,0
Samaki Walker,PF,22,DAL,39,568,.463,8.9,.995,.263,.405,.237,.089,.005,.466,.560,.455,.378,.471,.000,.432,,.084,15,.000,,1,0
Ben Wallace*,C,24,WAS,46,1231,.578,3.6,1.000,.764,.201,.025,.005,.000,.578,.632,.400,.200,1.000,,.678,,.322,58,,,0,0
John Wallace,SF,24,TOR,48,812,.432,9.1,1.000,.328,.263,.316,.093,.000,.432,.578,.280,.429,.364,,.660,,.062,22,,,0,0
Rasheed Wallace,PF,24,POR,49,1414,.508,11.1,.935,.239,.277,.187,.231,.065,.515,.746,.424,.449,.436,.419,.703,.846,.153,61,.161,.600,0,0
Rex Walters,SG,28,MIA,33,506,.368,18.4,.600,.211,.021,.063,.316,.400,.404,.550,.000,.167,.367,.316,.565,1.000,.000,0,.184,.429,0,0
Charlie Ward,PG,28,NYK,50,1556,.404,16.8,.554,.246,.129,.048,.132,.446,.443,.549,.326,.313,.409,.356,.256,.679,.000,0,.181,.370,1,0
Eric Washington,SG,24,DEN,38,761,.397,18.2,.473,.147,.076,.082,.168,.527,.414,.667,.429,.133,.323,.381,.556,.946,.011,2,.485,.447,0,0
Jamie Watson,SF,26,MIA,3,18,.500,7.1,1.000,.500,.000,.500,.000,.000,.500,1.000,,.000,,,.000,,.000,0,,,0,0
Clarence Weatherspoon,SF,28,MIA,49,1040,.534,8.2,1.000,.409,.273,.205,.114,.000,.534,.676,.375,.426,.600,,.674,,.121,26,,,0,0
Chris Webber*,PF,25,SAC,42,1719,.486,9.6,.956,.281,.308,.181,.185,.044,.503,.735,.479,.355,.333,.118,.561,1.000,.121,83,.000,,0,0
Bonzi Wells,SF,22,POR,7,35,.550,12.4,.850,.500,.100,.000,.250,.150,.588,.700,.500,,.400,.333,.500,1.000,.150,3,.333,1.000,0,0
Bill Wennington,C,35,CHI,38,451,.348,14.8,.994,.079,.107,.236,.573,.006,.345,.429,.211,.143,.441,1.000,.902,1.000,.000,0,.000,,0,0
David Wesley,PG,28,CHH,50,1848,.446,16.6,.688,.220,.053,.101,.314,.312,.485,.617,.379,.345,.456,.359,.302,.869,.000,0,.112,.368,1,0
Doug West,SG,31,VAN,14,294,.477,13.2,.969,.246,.062,.154,.508,.031,.492,.625,.750,.500,.394,.000,.774,,.015,1,.500,.000,0,0
Mark West,C,38,ATL,49,499,.373,6.9,1.000,.424,.525,.034,.017,.000,.373,.520,.258,.000,1.000,,.500,,.068,3,,,0,0
DeJuan Wheat,PG,25,VAN,46,590,.378,16.6,.689,.207,.093,.114,.275,.311,.383,.475,.167,.273,.434,.367,.176,.909,.000,0,.083,.800,1,0
Tyson Wheeler,PG,23,DEN,1,3,1.000,22.0,.000,.000,.000,.000,.000,1.000,,,,,,1.000,,.000,.000,0,1.000,1.000,0,0
Jahidi White,PF,22,WAS,20,191,.531,4.0,1.000,.531,.438,.031,.000,.000,.531,.882,.143,.000,,,.588,,.094,3,,,0,0
Chris Whitney,PG,27,WAS,39,441,.410,19.2,.391,.147,.083,.019,.141,.609,.525,.739,.538,.000,.364,.337,.375,.594,.000,0,.137,.231,0,0
Dominique Wilkins*,SF,39,ORL,27,252,.379,11.7,.856,.326,.182,.167,.182,.144,.398,.488,.250,.318,.458,.263,.467,1.000,.038,4,.316,.333,0,0
Gerald Wilkins,SG,35,ORL,3,28,.000,13.2,1.000,.111,.333,.111,.444,.000,.000,.000,.000,.000,.000,,,,.000,0,,,0,0
Aaron Williams,PF,27,SEA,40,458,.423,7.2,.992,.415,.382,.130,.065,.008,.426,.608,.319,.188,.375,.000,.788,,.154,18,.000,,1,0
Alvin Williams,PG,24,TOR,50,1051,.401,14.5,.823,.241,.118,.135,.329,.177,.415,.526,.321,.375,.385,.333,.420,.786,.008,1,.310,.154,0,0
Brandon Williams,SG,23,SAS,3,4,,,,,,,,,,,,,,,,,,0,,,0,0
Eric Williams,SF,26,DEN,38,780,.365,10.7,.881,.297,.306,.169,.110,.119,.383,.523,.343,.351,.167,.231,.459,1.000,.027,6,.385,.400,0,0
Herb Williams,C,40,NYK,6,34,.500,10.3,1.000,.125,.375,.250,.250,.000,.500,1.000,.667,.000,.500,,.500,,.000,0,,,0,0
Hot Rod Williams,C,36,DAL,25,403,.333,9.3,1.000,.515,.212,.182,.091,.000,.333,.412,.429,.167,.000,,.364,,.061,2,,,0,0
Jason Williams,PG,23,SAC,50,1805,.374,19.2,.476,.147,.065,.088,.177,.524,.446,.670,.250,.407,.349,.310,.252,.400,.006,3,.068,.227,3,0
Jayson Williams,C,30,NJN,30,1020,.445,9.4,.991,.317,.394,.147,.133,.009,.449,.696,.291,.313,.483,.000,.505,,.083,15,.000,,0,0
Jerome Williams,PF,25,DET,50,1154,.500,6.9,1.000,.637,.190,.117,.056,.000,.500,.601,.340,.207,.500,,.597,,.113,27,,,0,0
Micheal Williams,PG,32,TOR,2,15,.200,14.2,1.000,.200,.000,.600,.200,.000,.200,.000,,.000,1.000,,1.000,,.000,0,,,0,0
Monty Williams,SF,27,DEN,1,6,.000,13.5,1.000,.000,.500,.000,.500,.000,.000,,.000,,.000,,,,.000,0,,,0,0
Scott Williams,C,30,TOT,7,46,.294,11.2,1.000,.176,.235,.294,.294,.000,.294,.667,.250,.000,.400,,.800,,.000,0,,,0,0
Scott Williams,C,30,PHI,2,17,.000,12.5,1.000,.000,.000,1.000,.000,.000,.000,,,.000,,,,,.000,0,,,0,0
Scott Williams,C,30,MIL,5,29,.333,11.1,1.000,.200,.267,.200,.333,.000,.333,.667,.250,.000,.400,,.800,,.000,0,,,0,0
Shammond Williams,PG,23,ATL,2,4,.000,16.0,1.000,.000,.000,.000,1.000,.000,.000,,,,.000,,,,.000,0,,,0,0
Travis Williams,SF,29,CHH,8,62,.462,6.8,1.000,.538,.154,.231,.077,.000,.462,.571,.500,.333,.000,,.667,,.000,0,,,0,0
Walt Williams,SF,28,POR,48,1044,.424,17.5,.585,.187,.072,.072,.254,.415,.414,.492,.280,.240,.443,.438,.690,.984,.023,6,.396,.526,0,0
Corliss Williamson,SF,25,SAC,50,1374,.485,7.7,.991,.337,.427,.135,.092,.009,.487,.668,.439,.253,.392,.200,.660,1.000,.036,17,.400,.500,1,0
