Player,Pos,Age,Tm,G,MP,FG%,AvgDistance,2PAr,0-3Ar,3-10Ar,10-16Ar,16-3PAr,3PAr,2P%,0-3%,3-10%,10-16%,16-3P%,3P%,2P_Assisted,3P_Assisted,DunksAr,Dunks,3PCornerAr,3PCorner%,HeavesAttempted,Heaves
Michael Finley,SF,23,DAL,56,1994,.432,14.8,.709,.243,.102,.134,.230,.291,.450,.622,.405,.317,.365,.387,.530,.966,.072,53,.142,.375,2,0
Matt Fish,C,27,TOT,6,8,.333,8.0,1.000,.667,.333,.000,.000,.000,.333,.500,.000,,,,.000,,.000,0,,,0,0
Matt Fish,C,27,WSB,5,7,.333,8.0,1.000,.667,.333,.000,.000,.000,.333,.500,.000,,,,.000,,.000,0,,,0,0
Matt Fish,C,27,MIA,1,1,,,,,,,,,,,,,,,,,,0,,,0,0
Derek Fisher,PG,22,LAL,80,921,.397,13.9,.721,.393,.126,.107,.095,.279,.434,.398,.515,.393,.520,.301,.354,.773,.019,5,.041,.333,1,0
Greg Foster,C,28,UTA,79,920,.453,12.4,.988,.302,.163,.192,.331,.012,.450,.500,.350,.404,.481,.667,.670,1.000,.033,8,.667,.500,0,0
Rick Fox,SF,27,BOS,76,2650,.456,13.5,.707,.468,.056,.118,.066,.293,.494,.497,.528,.446,.524,.363,.584,.871,.032,27,.165,.391,1,0
Todd Fuller,C,22,GSW,75,949,.429,8.7,1.000,.410,.248,.263,.071,.000,.429,.514,.424,.286,.421,,.658,,.056,13,,,0,0
Kevin Gamble,SF,31,SAC,62,953,.430,18.6,.608,.063,.038,.115,.392,.392,.397,.500,.545,.273,.402,.482,.696,.870,.003,1,.054,.833,0,0
Kevin Garnett*,SF,20,MIN,77,2995,.499,10.8,.981,.278,.212,.270,.221,.019,.503,.627,.442,.451,.469,.286,.737,1.000,.095,98,.048,.000,0,0
Dean Garrett,C,30,MIN,68,1665,.573,7.0,1.000,.481,.303,.195,.021,.000,.573,.711,.415,.487,.500,,.731,,.221,85,,,0,0
Chris Gatling,PF,29,TOT,47,1283,.525,8.2,.990,.388,.297,.205,.100,.010,.528,.661,.443,.438,.452,.167,.666,1.000,.066,39,.333,.500,0,0
Chris Gatling,PF,29,DAL,44,1191,.533,7.9,.990,.400,.305,.198,.086,.010,.537,.668,.458,.461,.380,.167,.662,1.000,.071,39,.333,.500,0,0
Chris Gatling,PF,29,NJN,3,92,.419,11.9,1.000,.233,.186,.302,.279,.000,.419,.500,.125,.231,.750,,.722,,.000,0,,,0,0
Reggie Geary,PG,23,CLE,39,246,.379,16.1,.638,.293,.034,.155,.155,.362,.378,.412,.000,.333,.444,.381,.429,.500,.017,0,.048,1.000,0,0
Matt Geiger,C,27,CHH,49,1044,.489,8.9,.943,.597,.143,.149,.054,.057,.500,.502,.540,.442,.526,.300,.727,1.000,.137,48,.050,1.000,0,0
Kendall Gill,SF,28,NJN,82,3199,.443,13.3,.849,.350,.070,.168,.260,.151,.462,.566,.294,.316,.463,.336,.568,.946,.036,49,.136,.300,1,0
Armen Gilliam,PF,32,MIL,80,2050,.471,9.3,1.000,.314,.307,.274,.105,.000,.471,.549,.513,.343,.455,,.646,,.034,18,,,0,0
Anthony Goldwire,PG,25,TOT,60,1188,.397,16.6,.536,.312,.030,.058,.136,.464,.379,.388,.400,.211,.422,.418,.164,.750,.000,0,.078,.417,0,0
Anthony Goldwire,PG,25,CHH,33,576,.403,16.9,.468,.318,.026,.026,.097,.532,.361,.245,.500,.500,.667,.439,.269,.750,.000,0,.073,.500,0,0
Anthony Goldwire,PG,25,DEN,27,612,.392,16.3,.597,.307,.034,.085,.170,.403,.390,.519,.333,.133,.300,.394,.098,.750,.000,0,.085,.333,0,0
Greg Graham,SG,26,SEA,28,197,.363,15.6,.613,.325,.050,.075,.163,.388,.408,.500,.000,.333,.385,.290,.650,.889,.025,2,.258,.500,1,0
Brian Grant,PF,24,SAC,24,607,.440,9.4,1.000,.386,.295,.193,.126,.000,.440,.525,.393,.350,.423,,.703,,.077,15,,,0,0
Gary Grant,PG,31,MIA,28,365,.355,17.5,.582,.282,.036,.082,.182,.418,.391,.516,.250,.333,.250,.304,.200,.786,.000,0,.109,.200,3,0
Harvey Grant,PF,31,WSB,78,1604,.411,16.2,.717,.248,.035,.089,.344,.283,.449,.564,.727,.214,.398,.315,.743,1.000,.070,22,.034,.000,3,0
Horace Grant,PF,31,ORL,67,2496,.515,12.1,.991,.311,.114,.157,.410,.009,.518,.676,.456,.349,.481,.167,.765,1.000,.052,34,.167,1.000,0,0
Devin Gray,PF,24,TOT,6,49,.308,9.4,1.000,.846,.077,.038,.038,.000,.308,.364,.000,.000,.000,,.625,,.038,1,,,0,0
Devin Gray,PF,24,SAC,3,25,.273,9.5,1.000,.636,.182,.091,.091,.000,.273,.429,.000,.000,.000,,.333,,.000,0,,,0,0
Devin Gray,PF,24,SAS,3,24,.333,9.2,1.000,1.000,.000,.000,.000,.000,.333,.333,,,,,.800,,.067,1,,,0,0
Evric Gray,SF,27,NJN,5,42,.267,14.7,.733,.400,.000,.267,.067,.267,.273,.333,,.000,1.000,.250,.667,1.000,.067,1,.250,.000,0,0
Jeff Grayer,SG,31,SAC,25,316,.458,11.2,.867,.506,.108,.096,.157,.133,.472,.476,.333,.375,.615,.364,.618,1.000,.024,2,.091,.000,0,0
A.C. Green,PF,33,TOT,83,2492,.483,11.2,.959,.444,.101,.161,.252,.041,.502,.581,.388,.436,.451,.050,.704,.000,.050,24,.050,.000,4,1
A.C. Green,PF,33,PHO,27,548,.477,10.8,.977,.453,.094,.180,.250,.023,.488,.586,.417,.391,.406,.000,.787,,.070,9,.000,,0,0
A.C. Green,PF,33,DAL,56,1944,.486,11.4,.952,.441,.104,.154,.253,.048,.507,.580,.378,.455,.467,.059,.674,.000,.042,15,.059,.000,4,1
Litterial Green,PG,26,DET,45,311,.469,13.2,.844,.344,.047,.125,.328,.156,.556,.773,.000,.500,.429,.000,.433,,.031,2,.000,,0,0
Tom Gugliotta,PF,27,MIN,81,3131,.442,12.4,.931,.311,.143,.168,.308,.069,.456,.506,.401,.373,.476,.258,.648,.958,.046,58,.086,.250,0,0
Jack Haley,C,33,NJN,20,74,.351,9.2,1.000,.324,.297,.270,.108,.000,.351,.750,.182,.200,.000,,.538,,.054,2,,,0,0
Darvin Ham,SF,23,TOT,36,318,.532,7.3,1.000,.726,.129,.048,.097,.000,.532,.622,.000,.667,.500,,.697,,.355,21,,,0,0
Darvin Ham,SF,23,DEN,35,313,.525,7.4,1.000,.721,.131,.049,.098,.000,.525,.614,.000,.667,.500,,.688,,.344,20,,,0,0
Darvin Ham,SF,23,IND,1,5,1.000,1.2,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,1.000,,1.000,1,,,0,0
Steve Hamer,C,23,BOS,35,268,.526,7.9,.965,.561,.263,.105,.035,.035,.545,.594,.533,.333,.500,.000,.633,,.088,5,.000,,0,0
Tom Hammonds,PF,29,DEN,81,1758,.480,8.3,.995,.415,.334,.188,.058,.005,.482,.533,.459,.400,.522,.000,.665,,.116,39,.000,,0,0
Darrin Hancock,SF,25,TOT,24,133,.457,7.6,1.000,.800,.114,.086,.000,.000,.457,.536,.000,.333,,,.688,,.200,7,,,0,0
Darrin Hancock,SF,25,MIL,9,39,.333,7.2,1.000,.333,.333,.333,.000,.000,.333,1.000,.000,.000,,,1.000,,.167,1,,,0,0
Darrin Hancock,SF,25,ATL,14,86,.481,7.7,1.000,.889,.074,.037,.000,.000,.481,.500,.000,1.000,,,.615,,.222,6,,,0,0
Darrin Hancock,SF,25,SAS,1,8,.500,7.5,1.000,1.000,.000,.000,.000,.000,.500,.500,,,,,1.000,,.000,0,,,0,0
Anfernee Hardaway,PG,25,ORL,59,2221,.447,12.9,.716,.342,.168,.109,.097,.284,.499,.606,.443,.350,.385,.318,.396,.682,.066,58,.071,.474,3,0
Tim Hardaway*,PG,30,MIA,81,3136,.415,16.1,.574,.199,.149,.092,.134,.426,.469,.547,.393,.346,.519,.344,.132,.483,.000,0,.053,.387,5,1
Derek Harper,PG,35,DAL,75,2210,.444,15.3,.739,.258,.025,.113,.343,.261,.480,.609,.412,.355,.429,.341,.448,.717,.004,3,.159,.250,0,0
Ron Harper,PG,33,CHI,76,1740,.436,16.1,.537,.229,.084,.108,.116,.463,.500,.602,.529,.341,.426,.362,.661,.941,.007,3,.165,.452,0,0
Othella Harrington,PF,23,HOU,57,860,.549,7.8,.985,.505,.304,.108,.069,.015,.557,.592,.581,.364,.500,.000,.688,,.020,3,.000,,0,0
Lucious Harris,SG,26,PHI,54,813,.381,16.5,.663,.214,.037,.133,.279,.337,.390,.524,.273,.256,.366,.364,.671,.889,.010,3,.121,.500,0,0
Antonio Harvey,PF,26,SEA,6,26,.455,9.6,1.000,.545,.182,.182,.091,.000,.455,.500,.000,1.000,.000,,.800,,.091,1,,,0,0
Hersey Hawkins,SG,30,SEA,82,2755,.464,15.3,.553,.284,.078,.077,.114,.447,.514,.637,.387,.279,.451,.403,.668,.951,.001,1,.161,.404,0,0
Michael Hawkins,PG,24,BOS,29,326,.426,16.3,.544,.382,.029,.000,.132,.456,.514,.538,.500,,.444,.323,.474,.900,.000,0,.032,1.000,0,0
Shane Heal,PG,26,MIN,43,236,.268,20.8,.330,.103,.000,.021,.206,.670,.188,.200,,.000,.200,.308,.000,.700,.000,0,.062,.500,0,0
Alan Henderson,PF,24,ATL,30,501,.475,8.3,1.000,.574,.160,.204,.062,.000,.475,.591,.462,.242,.200,,.636,,.117,19,,,0,0
Mark Hendrickson,PF,22,PHI,29,301,.416,13.1,.844,.455,.039,.156,.195,.156,.446,.457,.333,.583,.333,.250,.552,1.000,.013,1,.083,.000,0,0
Carl Herrera,PF,30,SAS,75,1837,.433,10.2,.990,.386,.250,.209,.145,.010,.434,.437,.399,.460,.453,.333,.655,1.000,.062,29,.000,,0,0
Grant Hill*,SF,24,DET,80,3147,.496,11.0,.974,.356,.133,.253,.231,.026,.502,.618,.357,.417,.498,.303,.228,.900,.060,69,.061,.000,1,0
Tyrone Hill,C,28,CLE,74,2582,.600,6.0,.998,.701,.222,.071,.005,.002,.601,.655,.515,.381,.000,.000,.630,,.118,68,.000,,0,0
Fred Hoiberg,SG,24,IND,47,572,.429,15.6,.551,.333,.026,.071,.122,.449,.442,.558,.250,.273,.263,.414,.658,.931,.032,5,.100,.429,0,0
Jeff Hornacek,SG,33,UTA,82,2592,.482,14.8,.772,.224,.118,.124,.305,.228,.516,.594,.446,.434,.521,.369,.666,.861,.000,0,.108,.571,0,0
Robert Horry,SF,26,TOT,54,1395,.436,15.7,.572,.281,.081,.089,.122,.428,.524,.644,.448,.344,.432,.318,.685,.959,.089,31,.104,.438,2,0
Robert Horry,SF,26,PHO,32,719,.421,15.5,.600,.292,.087,.087,.133,.400,.496,.614,.471,.294,.385,.308,.655,1.000,.077,14,.154,.417,2,0
Robert Horry,SF,26,LAL,22,676,.455,16.0,.539,.267,.073,.091,.109,.461,.562,.682,.417,.400,.500,.329,.720,.920,.103,17,.053,.500,0,0
Allan Houston,SG,25,NYK,81,2681,.423,16.2,.628,.172,.082,.178,.196,.372,.446,.480,.435,.364,.495,.385,.516,.804,.017,18,.102,.385,0,0
Juwan Howard,SF,23,WSB,82,3324,.486,9.9,.998,.312,.202,.372,.112,.002,.487,.593,.423,.415,.544,.000,.616,,.059,76,.000,,0,0
Stephen Howard,SF,26,TOT,49,418,.574,6.4,1.000,.685,.231,.074,.009,.000,.574,.635,.480,.375,.000,,.677,,.019,2,,,0,0
Stephen Howard,SF,26,SAS,7,69,.583,5.7,1.000,.583,.167,.250,.000,.000,.583,.857,.000,.333,,,.714,,.083,1,,,0,0
Stephen Howard,SF,26,UTA,42,349,.573,6.5,1.000,.698,.240,.052,.010,.000,.573,.612,.522,.400,.000,,.673,,.010,1,,,0,0
Lindsey Hunter,PG,26,DET,82,3023,.404,17.1,.551,.199,.047,.131,.174,.449,.444,.531,.429,.358,.414,.355,.396,.892,.011,11,.267,.392,1,0
Bobby Hurley,PG,25,SAC,49,632,.368,17.7,.640,.168,.024,.104,.344,.360,.400,.333,.000,.231,.512,.311,.500,.857,.000,0,.089,.750,0,0
Allen Iverson*,PG,21,PHI,76,3045,.416,14.3,.697,.418,.068,.106,.104,.303,.448,.474,.485,.319,.452,.341,.274,.568,.023,34,.068,.516,4,0
Jaren Jackson,SG,29,WSB,75,1133,.407,17.1,.520,.252,.015,.112,.140,.480,.474,.554,.200,.270,.522,.335,.568,.868,.000,0,.354,.321,1,0
Jim Jackson,SG-SF,26,TOT,77,2831,.431,12.9,.760,.362,.128,.147,.122,.240,.458,.542,.356,.318,.484,.348,.587,.872,.041,41,.194,.333,4,0
Jim Jackson,SG,26,DAL,46,1676,.442,12.5,.764,.345,.136,.168,.114,.236,.477,.562,.350,.354,.552,.331,.612,.935,.053,30,.230,.375,2,0
Jim Jackson,SF,26,NJN,31,1155,.417,13.3,.755,.385,.118,.118,.134,.245,.432,.518,.365,.250,.407,.370,.549,.800,.025,11,.148,.250,2,0
Mark Jackson,PG,31,TOT,82,3054,.426,13.1,.738,.362,.200,.106,.069,.262,.445,.508,.419,.403,.255,.371,.274,.803,.000,0,.011,.000,5,0
Mark Jackson,PG,31,DEN,52,2001,.425,13.2,.732,.325,.210,.117,.080,.268,.435,.524,.400,.340,.306,.397,.299,.813,.000,0,.017,.000,4,0
Mark Jackson,PG,31,IND,30,1053,.427,12.8,.749,.436,.181,.084,.048,.251,.465,.485,.463,.579,.091,.316,.228,.778,.000,0,.000,,1,0
Henry James,PF,31,ATL,53,945,.408,18.8,.408,.124,.046,.118,.121,.592,.392,.421,.357,.417,.351,.420,.531,.829,.000,0,.243,.455,1,0
Chris Jent,SF,27,NYK,3,10,.333,18.8,.500,.333,.000,.000,.167,.500,.000,.000,,,.000,.667,,1.000,.000,0,.333,1.000,0,0
Avery Johnson,PG,31,SAS,76,2472,.477,11.6,.962,.480,.070,.105,.307,.038,.487,.532,.458,.389,.457,.231,.371,1.000,.001,1,.000,,0,0
Eddie Johnson,SF,37,TOT,52,913,.442,16.8,.638,.174,.047,.127,.290,.362,.481,.571,.471,.348,.486,.374,.757,.939,.000,0,.145,.474,0,0
Eddie Johnson,SF,37,IND,28,306,.434,16.5,.794,.125,.044,.132,.493,.206,.463,.588,.167,.333,.493,.321,.840,.889,.000,0,.107,.000,0,0
Eddie Johnson,SF,37,HOU,24,607,.447,17.0,.544,.204,.049,.124,.168,.456,.496,.565,.636,.357,.474,.388,.689,.950,.000,0,.155,.563,0,0
Ervin Johnson,C,29,DEN,82,2599,.520,7.9,.996,.507,.268,.133,.088,.004,.523,.603,.504,.387,.317,.000,.584,,.122,54,.000,,0,0
Kevin Johnson,PG,30,PHO,70,2658,.496,13.5,.773,.361,.064,.130,.218,.227,.512,.620,.474,.310,.464,.441,.230,.551,.001,1,.099,.400,2,0
Larry Johnson,SF,27,NYK,76,2613,.512,10.3,.857,.533,.136,.143,.045,.143,.543,.584,.540,.371,.606,.324,.556,.941,.027,20,.076,.250,1,0
Charles Jones,PF,39,HOU,12,93,.400,7.2,1.000,.600,.200,.000,.200,.000,.400,.667,.000,,.000,,1.000,,.200,1,,,0,0
Eddie Jones,SG,25,LAL,80,2998,.438,14.5,.640,.375,.072,.093,.100,.360,.464,.541,.423,.267,.389,.391,.567,.822,.072,69,.154,.517,0,0
Popeye Jones,PF,26,TOR,79,2421,.480,11.1,.976,.354,.209,.209,.207,.024,.490,.511,.473,.500,.459,.077,.658,1.000,.006,3,.231,.000,2,0
Michael Jordan*,SG,33,CHI,82,3106,.486,14.4,.843,.180,.077,.304,.283,.157,.507,.524,.476,.492,.521,.374,.502,.739,.027,49,.057,.412,0,0
Reggie Jordan,SG,29,TOT,19,130,.615,6.4,1.000,.769,.192,.000,.038,.000,.615,.650,.600,,.000,,.438,,.192,5,,,0,0
Reggie Jordan,SG,29,POR,9,99,.500,7.9,1.000,.625,.313,.000,.063,.000,.500,.500,.600,,.000,,.375,,.125,2,,,0,0
Reggie Jordan,SG,29,MIN,10,31,.800,4.0,1.000,1.000,.000,.000,.000,.000,.800,.800,,,,,.500,,.300,3,,,0,0
Adam Keefe,C,26,UTA,62,915,.513,8.7,.994,.556,.206,.138,.094,.006,.516,.618,.303,.500,.400,.000,.829,,.119,18,.000,,0,0
Shawn Kemp,PF,27,SEA,81,2750,.510,8.6,.968,.578,.169,.084,.138,.032,.515,.577,.460,.356,.415,.364,.665,.917,.175,166,.182,.167,0,0
Tim Kempton,PF,33,SAS,10,59,.200,11.0,1.000,.600,.000,.200,.200,.000,.200,.333,,.000,.000,,1.000,,.000,0,,,0,0
Steve Kerr,PG,31,CHI,82,1861,.533,19.2,.493,.041,.028,.154,.270,.507,.604,.526,.538,.514,.675,.464,.741,.936,.000,0,.042,.500,0,0
Jerome Kersey,SF,34,LAL,70,1766,.432,13.7,.855,.316,.098,.134,.307,.145,.461,.472,.500,.383,.471,.262,.684,.882,.022,9,.092,.167,0,0
Jason Kidd*,PG,23,TOT,55,1964,.403,14.7,.688,.323,.072,.108,.185,.312,.418,.515,.342,.246,.378,.370,.388,.705,.028,14,.158,.269,2,0
Jason Kidd*,PG,23,DAL,22,791,.369,14.3,.680,.330,.069,.128,.153,.320,.391,.478,.286,.269,.355,.323,.315,.667,.005,1,.185,.250,1,0
Jason Kidd*,PG,23,PHO,33,1173,.423,14.9,.693,.319,.074,.095,.206,.307,.434,.538,.375,.226,.388,.400,.429,.725,.043,13,.140,.286,1,0
Frankie King,SG,24,PHI,7,59,.412,12.2,.882,.588,.118,.059,.118,.118,.400,.300,.500,1.000,.500,.500,.167,.000,.000,0,.500,1.000,0,0
Jimmy King,SG,23,DEN,2,22,.333,9.6,1.000,.667,.167,.000,.167,.000,.333,.250,.000,,1.000,,.000,,.000,0,,,0,0
Stacey King,C,30,TOT,11,103,.500,7.4,1.000,.682,.136,.136,.045,.000,.500,.467,.667,.667,.000,,.636,,.000,0,,,0,0
Stacey King,C,30,BOS,5,33,.714,7.0,1.000,.714,.000,.143,.143,.000,.714,.800,,1.000,.000,,.800,,.000,0,,,0,0
Stacey King,C,30,DAL,6,70,.400,7.5,1.000,.667,.200,.133,.000,.000,.400,.300,.667,.500,,,.500,,.000,0,,,0,0
Kerry Kittles,SG,22,NJN,82,3012,.426,15.6,.648,.258,.078,.109,.202,.352,.453,.586,.344,.331,.392,.377,.628,.829,.047,55,.091,.368,1,0
Joe Kleine,C,35,TOT,59,848,.406,12.3,.982,.282,.118,.282,.300,.018,.401,.521,.450,.250,.412,.667,.731,1.000,.012,2,.000,,0,0
Joe Kleine,C,35,PHO,23,365,.400,12.6,.988,.200,.125,.313,.350,.013,.392,.625,.400,.160,.464,1.000,.839,1.000,.013,1,.000,,0,0
Joe Kleine,C,35,LAL,8,30,.250,13.6,1.000,.250,.125,.250,.375,.000,.250,.000,.000,.500,.333,,.500,,.000,0,,,0,0
Joe Kleine,C,35,NJN,28,453,.427,11.8,.976,.366,.110,.256,.244,.024,.425,.500,.556,.333,.350,.500,.647,1.000,.012,1,.000,,0,0
Travis Knight,C,22,LAL,71,1156,.509,8.8,1.000,.556,.178,.138,.127,.000,.509,.569,.510,.368,.400,,.679,,.153,41,,,0,0
Larry Krystkowiak,PF,32,LAL,3,11,.500,11.1,1.000,.500,.000,.000,.500,.000,.500,1.000,,,.000,,1.000,,.000,0,,,0,0
Toni Kukoč*,SF,28,CHI,57,1610,.471,13.5,.750,.331,.089,.127,.203,.250,.518,.620,.426,.416,.455,.331,.668,.920,.060,35,.113,.471,0,0
Christian Laettner,PF,27,ATL,82,3140,.486,11.2,.922,.384,.150,.195,.193,.078,.497,.547,.491,.368,.532,.352,.534,.774,.025,27,.068,.333,3,0
Andrew Lang,C,30,MIL,52,1194,.464,8.4,1.000,.395,.343,.202,.060,.000,.464,.531,.506,.240,.533,,.617,,.101,24,,,0,0
Antonio Lang,PF,24,CLE,64,843,.420,11.3,.963,.475,.130,.123,.235,.037,.436,.506,.333,.350,.395,.000,.750,,.080,12,.167,.000,1,0
Priest Lauderdale,C,23,ATL,35,180,.551,7.1,.989,.506,.258,.191,.034,.011,.557,.644,.565,.294,.667,.000,.776,,.236,19,.000,,0,0
Eric Leckner,C,30,TOT,20,126,.424,8.9,1.000,.515,.242,.182,.061,.000,.424,.471,.625,.167,.000,,.571,,.152,4,,,0,0
Eric Leckner,C,30,CHH,1,11,.000,12.9,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,,.000,0,,,0,0
Eric Leckner,C,30,VAN,19,115,.467,8.5,1.000,.467,.267,.200,.067,.000,.467,.571,.625,.167,.000,,.571,,.167,4,,,0,0
Tim Legler,SG,30,WSB,15,182,.313,18.8,.396,.125,.063,.083,.125,.604,.368,.500,.000,1.000,.000,.276,.286,1.000,.000,0,.069,.500,0,0
Voshon Lenard,SG,23,MIA,73,2111,.459,18.4,.354,.151,.066,.048,.089,.646,.541,.680,.467,.273,.508,.414,.649,.918,.007,5,.238,.457,0,0
Martin Lewis,SF,21,TOR,9,50,.429,11.5,.786,.357,.143,.214,.071,.214,.455,.800,.000,.333,.000,.333,.400,1.000,.071,1,.000,,0,0
Alton Lister,C,38,BOS,53,516,.416,10.0,1.000,.506,.247,.169,.078,.000,.416,.282,.632,.385,.667,,.531,,.026,2,,,0,0
Randy Livingston,PG,21,HOU,64,981,.437,10.3,.904,.572,.162,.096,.074,.096,.440,.489,.405,.364,.235,.409,.527,.556,.004,1,.091,1.000,2,0
Horacio Llamas,C,23,PHO,20,101,.536,9.9,1.000,.321,.250,.179,.250,.000,.536,.667,.429,.200,.714,,.733,,.000,0,,,0,0
Brad Lohaus,PF,32,TOR,6,45,.267,17.6,.533,.067,.067,.267,.133,.467,.250,.000,1.000,.250,.000,.286,.500,1.000,.000,0,.143,1.000,0,0
Grant Long,PF,30,DET,65,1166,.447,12.3,.829,.375,.131,.145,.178,.171,.465,.563,.444,.350,.367,.362,.642,1.000,.073,20,.191,.333,0,0
John Long,SG,40,TOR,32,370,.393,17.3,.709,.162,.051,.094,.402,.291,.410,.263,.500,.364,.468,.353,.794,1.000,.000,0,.265,.222,0,0
Luc Longley,C,28,CHI,59,1472,.456,9.4,.996,.404,.252,.235,.105,.004,.458,.505,.434,.377,.510,.000,.715,,.058,25,.000,,0,0
George Lynch,SF,26,VAN,41,1059,.471,11.9,.893,.426,.107,.151,.210,.107,.496,.621,.516,.318,.361,.258,.643,.750,.052,15,.065,.500,2,0
Sam Mack,SF,26,HOU,52,904,.401,16.8,.458,.263,.050,.073,.073,.542,.483,.594,.462,.211,.368,.331,.621,.936,.019,5,.134,.316,1,1
Don MacLean,SF,27,PHI,37,733,.447,12.1,.896,.299,.151,.271,.175,.104,.462,.523,.491,.404,.422,.316,.675,.917,.027,10,.184,.286,0,0
Rick Mahorn,C,38,DET,22,218,.370,11.1,.981,.370,.185,.278,.148,.019,.377,.350,.400,.333,.500,.000,.750,,.000,0,.000,,0,0
Dan Majerle,SF,31,MIA,36,1264,.406,17.0,.421,.256,.072,.040,.052,.579,.500,.618,.240,.143,.556,.338,.589,.882,.029,9,.149,.367,0,0
Karl Malone*,PF,33,UTA,82,2998,.550,10.6,.992,.402,.089,.238,.262,.008,.555,.685,.443,.396,.536,.000,.777,,.043,65,.000,,1,0
Matt Maloney,PG,25,HOU,82,2386,.441,18.5,.380,.190,.034,.052,.104,.620,.500,.564,.381,.438,.453,.404,.521,.838,.000,0,.092,.400,0,0
Danny Manning,PF,30,PHO,77,2134,.536,8.7,.955,.409,.269,.205,.072,.045,.552,.702,.500,.374,.404,.194,.714,.714,.029,21,.139,.400,0,0
Rich Manning,PF,26,TOT,26,201,.390,11.7,.951,.256,.183,.329,.183,.049,.385,.333,.267,.407,.533,.500,.800,.500,.024,2,.000,,1,0
Rich Manning,PF,26,VAN,16,128,.375,11.0,.938,.188,.271,.333,.146,.063,.356,.333,.231,.375,.571,.667,.813,.500,.042,2,.000,,0,0
Rich Manning,PF,26,LAC,10,73,.412,12.6,.971,.353,.059,.324,.235,.029,.424,.333,.500,.455,.500,.000,.786,,.000,0,.000,,1,0
Stephon Marbury,PG,19,MIN,67,2324,.408,14.9,.669,.383,.068,.094,.124,.331,.434,.482,.271,.329,.454,.354,.253,.392,.016,10,.101,.483,6,0
Šarūnas Marčiulionis*,SG,32,DEN,17,255,.376,15.4,.703,.218,.050,.198,.238,.297,.380,.409,.400,.150,.542,.367,.556,.727,.000,0,.133,.500,0,0
Donny Marshall,SF,24,CLE,56,548,.325,18.0,.456,.181,.063,.100,.113,.544,.260,.345,.100,.125,.333,.379,.474,.788,.013,2,.184,.563,0,0
Donyell Marshall,SF,23,GSW,61,1022,.413,13.0,.736,.323,.162,.112,.140,.264,.448,.588,.309,.319,.390,.315,.655,.943,.093,38,.216,.333,0,0
Cuonzo Martin,SG,25,MIL,3,13,.000,18.7,.714,.143,.000,.000,.571,.286,.000,.000,,,.000,.000,,,.000,0,.500,.000,0,0
Darrick Martin,PG,25,LAC,82,1820,.407,15.2,.674,.391,.054,.056,.173,.326,.415,.431,.359,.375,.411,.389,.119,.538,.000,0,.043,.600,1,0
Jamal Mashburn,SF,24,TOT,69,2164,.385,14.8,.627,.248,.140,.155,.085,.373,.421,.484,.375,.339,.460,.325,.413,.922,.017,10,.137,.447,1,0
Jamal Mashburn,SF,24,DAL,37,975,.372,14.6,.652,.293,.104,.149,.106,.348,.400,.436,.385,.321,.425,.321,.357,.905,.013,3,.084,.455,0,0
Jamal Mashburn,SF,24,MIA,32,1189,.398,15.0,.602,.202,.177,.161,.063,.398,.443,.554,.369,.356,.522,.329,.469,.938,.022,7,.185,.444,1,0
Anthony Mason,PF,30,CHH,73,3143,.525,8.5,.996,.641,.131,.155,.069,.004,.526,.509,.454,.555,.754,.333,.438,.000,.018,15,.000,,0,0
Tony Massenburg,PF,29,NJN,79,1954,.485,7.9,.998,.513,.303,.133,.049,.002,.486,.560,.438,.317,.455,.000,.589,,.122,50,.000,,0,0
Vernon Maxwell,SG,31,SAS,72,2068,.375,16.0,.589,.269,.050,.096,.174,.411,.421,.557,.244,.195,.386,.309,.596,.887,.004,4,.188,.314,0,0
Lee Mayberry,PG,26,VAN,80,1952,.403,18.0,.403,.189,.111,.046,.057,.597,.443,.543,.463,.176,.286,.376,.212,.771,.005,2,.118,.269,3,0
Walter McCarty,PF,22,NYK,35,192,.382,12.8,.794,.265,.206,.221,.103,.206,.407,.500,.357,.400,.286,.286,.682,1.000,.088,5,.429,.333,0,0
Amal McCaskill,C,23,ORL,17,109,.313,14.4,.938,.313,.156,.188,.281,.063,.333,.400,.600,.167,.222,.000,.400,,.063,1,.000,,1,0
George McCloud,SF,29,TOT,64,1493,.412,16.8,.561,.183,.061,.093,.223,.439,.429,.481,.429,.278,.450,.390,.662,.929,.012,7,.185,.404,0,0
George McCloud,SF,29,DAL,41,1207,.423,16.4,.575,.191,.064,.093,.226,.425,.455,.511,.387,.289,.495,.380,.643,.910,.015,7,.215,.386,0,0
George McCloud,SF,29,LAL,23,286,.354,18.5,.490,.146,.042,.094,.208,.510,.277,.286,.750,.222,.200,.429,.846,1.000,.000,0,.061,.667,0,0
Xavier McDaniel,PF,33,NJN,62,1170,.389,12.0,.930,.270,.180,.313,.166,.070,.403,.448,.359,.396,.390,.200,.504,.800,.017,6,.160,.500,1,0
Antonio McDyess,PF,22,DEN,74,2565,.463,10.9,.970,.313,.192,.266,.199,.030,.472,.577,.450,.403,.422,.171,.734,1.000,.117,117,.000,,0,0
Jim McIlvaine,C,24,SEA,82,1477,.471,8.1,.975,.507,.236,.152,.076,.025,.480,.579,.338,.405,.429,.143,.690,1.000,.170,42,.000,,0,0
