Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
ORL,14,241.8,31.4,74.2,0.423,5.2,15.4,0.34,26.1,58.9,0.444,20.0,26.3,0.7609999999999999,9.1,28.2,37.4,18.3,6.9,3.8,13.5,26.1,87.9,False
BOS,24,241.0,32.0,74.1,0.43200000000000005,6.0,19.1,0.316,26.0,55.0,0.47200000000000003,21.1,28.3,0.7440000000000001,10.3,29.4,39.7,16.4,6.9,5.4,15.5,22.7,91.1,False
DAL,6,240.0,35.8,78.0,0.45899999999999996,4.2,13.0,0.321,31.7,65.0,0.48700000000000004,17.5,24.8,0.705,11.2,30.7,41.8,18.2,6.2,3.2,12.5,19.8,93.3,False
MIL,7,240.0,36.3,80.4,0.451,5.0,14.1,0.354,31.3,66.3,0.47200000000000003,16.1,20.7,0.779,13.9,28.9,42.7,18.0,6.4,6.9,12.1,19.1,93.7,False
CHO,4,240.0,30.3,68.8,0.44,11.3,30.0,0.375,19.0,38.8,0.49,23.0,32.3,0.713,9.3,28.5,37.8,15.5,7.8,6.5,12.8,23.5,94.8,False
OKC,6,240.0,36.0,81.5,0.442,7.5,22.5,0.33299999999999996,28.5,59.0,0.483,16.0,23.2,0.691,11.3,32.0,43.3,20.8,6.2,6.2,13.0,24.8,95.5,False
MIA,5,240.0,34.6,73.0,0.474,7.2,16.4,0.439,27.4,56.6,0.484,19.4,25.4,0.764,7.4,32.2,39.6,22.0,9.6,4.4,15.6,18.8,95.8,False
ATL,11,240.0,35.5,76.8,0.462,8.2,23.7,0.345,27.3,53.1,0.514,17.2,23.2,0.741,10.3,30.6,40.9,18.3,5.8,4.0,12.2,20.6,96.3,False
LAL,23,240.0,34.6,79.3,0.436,6.2,19.2,0.321,28.4,60.0,0.473,22.0,27.8,0.789,11.5,28.5,40.0,20.0,6.6,4.8,12.5,23.3,97.3,False
CLE,11,240.0,37.5,82.3,0.455,4.3,13.8,0.309,33.2,68.5,0.485,19.7,26.3,0.7509999999999999,10.0,30.4,40.4,21.2,6.8,4.2,11.5,24.5,98.9,False
SAS,10,240.0,36.0,80.0,0.45,7.9,20.5,0.385,28.1,59.5,0.47200000000000003,19.6,25.1,0.7809999999999999,11.1,31.9,43.0,18.4,7.1,4.5,13.2,22.6,99.5,False
PHO,16,240.0,37.9,81.0,0.46799999999999997,7.1,19.1,0.37,30.9,61.9,0.498,19.6,26.6,0.736,11.1,28.4,39.5,21.8,6.7,5.2,11.6,23.3,102.5,False
POR,6,240.0,37.0,78.3,0.47200000000000003,10.0,25.5,0.392,27.0,52.8,0.511,19.3,24.8,0.779,10.8,30.0,40.8,21.0,5.2,4.2,12.7,24.2,103.3,False
CHI,5,240.0,38.2,77.8,0.491,10.4,25.8,0.40299999999999997,27.8,52.0,0.535,19.4,26.8,0.7240000000000001,9.0,32.4,41.4,23.2,5.2,8.2,13.6,21.0,106.2,False
UTA,10,240.0,38.4,79.7,0.48200000000000004,6.4,18.4,0.348,32.0,61.3,0.522,26.1,33.9,0.77,11.7,30.3,42.0,19.1,7.5,5.8,13.0,27.2,109.3,False
DEN,6,240.0,38.5,76.0,0.507,6.3,16.5,0.384,32.2,59.5,0.541,27.2,38.0,0.715,8.8,29.7,38.5,24.7,5.5,4.3,14.5,27.8,110.5,False
