Team,G,MP,OPP_FG,OPP_FGA,OPP_FG%,OPP_3P,OPP_3PA,OPP_3P%,OPP_2P,OPP_2PA,OPP_2P%,OPP_FT,OPP_FTA,OPP_FT%,OPP_ORB,OPP_DRB,OPP_TRB,OPP_AST,OPP_STL,OPP_BLK,OPP_TOV,OPP_PF,OPP_PTS,OPP_Made_Playoffs
DET,23,244.3,29.5,75.2,0.392,4.7,17.0,0.27699999999999997,24.8,58.2,0.426,17.0,23.7,0.721,10.9,29.7,40.6,18.6,8.0,5.1,15.6,26.0,80.7,False
IND,16,240.0,28.9,72.8,0.397,3.7,12.0,0.307,25.2,60.8,0.415,19.6,25.3,0.775,10.8,31.6,42.4,16.9,6.5,6.3,15.6,22.9,81.1,False
NOP,7,240.0,30.4,75.3,0.40399999999999997,4.0,15.7,0.255,26.4,59.6,0.444,18.7,25.4,0.736,12.0,30.9,42.9,16.3,8.1,4.0,15.1,23.4,83.6,False
MIA,13,240.0,29.6,73.2,0.405,5.9,17.6,0.336,23.7,55.5,0.42700000000000005,18.8,25.4,0.7390000000000001,11.4,30.5,41.9,18.8,6.3,5.0,15.8,21.8,83.9,False
BRK,11,246.8,31.0,79.2,0.392,4.4,14.7,0.29600000000000004,26.6,64.5,0.413,19.4,26.5,0.732,12.5,29.5,41.9,19.4,8.8,5.8,16.0,26.5,85.7,False
SAS,10,240.0,32.0,70.7,0.45299999999999996,4.1,12.7,0.32299999999999995,27.9,58.0,0.48100000000000004,18.1,27.1,0.6679999999999999,8.8,29.3,38.1,17.9,8.0,5.2,14.9,22.7,86.2,False
LAL,22,242.3,32.0,75.9,0.42200000000000004,5.1,16.5,0.311,26.9,59.4,0.45299999999999996,18.0,25.0,0.72,11.5,31.5,43.0,17.9,6.6,3.4,14.5,24.0,87.2,False
HOU,5,245.0,33.8,78.8,0.429,4.6,13.4,0.34299999999999997,29.2,65.4,0.446,17.8,28.0,0.636,10.0,30.4,40.4,24.4,10.0,4.0,10.4,21.6,90.0,False
MIN,18,241.4,34.8,81.0,0.429,5.4,15.8,0.342,29.4,65.2,0.451,17.1,24.8,0.687,11.8,30.3,42.1,23.2,7.5,3.4,12.6,21.7,92.0,False
DEN,5,240.0,34.6,75.2,0.46,6.4,13.0,0.49200000000000005,28.2,62.2,0.45299999999999996,19.0,26.2,0.725,9.2,31.0,40.2,20.0,6.8,6.0,16.4,21.6,94.6,False
SAC,12,242.1,35.8,86.3,0.414,5.7,16.6,0.342,30.1,69.8,0.431,17.9,23.3,0.7709999999999999,14.7,33.2,47.8,19.8,8.2,6.3,14.9,22.7,95.1,False
NYK,4,240.0,34.3,72.0,0.47600000000000003,4.3,15.8,0.27,30.0,56.3,0.5329999999999999,24.0,32.3,0.7440000000000001,9.3,34.3,43.5,22.3,9.5,5.0,19.0,22.5,96.8,False
MEM,4,240.0,36.5,72.0,0.507,7.8,16.3,0.47700000000000004,28.8,55.8,0.516,16.8,25.3,0.6629999999999999,11.5,30.5,42.0,21.8,7.5,6.3,16.3,20.3,97.5,False
DAL,5,240.0,37.2,84.2,0.442,6.6,18.0,0.36700000000000005,30.6,66.2,0.462,17.2,24.2,0.711,12.6,35.2,47.8,22.2,10.0,4.6,16.4,21.8,98.2,False
MIL,5,240.0,36.8,80.0,0.46,5.4,16.8,0.321,31.4,63.2,0.49700000000000005,19.2,25.2,0.762,13.0,32.2,45.2,24.0,9.6,8.0,14.0,20.6,98.2,False
BOS,4,240.0,38.8,84.5,0.45899999999999996,7.3,18.5,0.392,31.5,66.0,0.47700000000000004,16.5,22.8,0.725,12.3,30.8,43.0,23.0,12.8,6.0,12.8,22.8,101.3,False
