Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,AvgDistance,2PAr,0-3Ar,3-10Ar,10-16Ar,16-3PAr,0-3%,3-10%,10-16%,16-3P%,2P_Assisted,3P_Assisted,DunksAr,Dunks,3PCornerAr,3PCorner%,HeavesAttempted,Heaves,Cluster
Alan Williams,C,24,PHO,47,0,15.1,2.9,5.7,0.517,0.0,0.0,0.0,2.9,5.7,0.519,0.517,1.5,2.4,0.625,2.0,4.2,6.2,0.5,0.6,0.7,0.8,2.7,7.4,19.5,0.547,0.004,0.419,14.0,31.2,22.4,5.2,1.8,3.7,10.5,20.9,1.1,0.9,2.1,0.142,-0.8,-0.6,-1.3,0.1,874636.0,4.7,0.996,0.498,0.408,0.086,0.004,0.609,0.431,0.435,0.0,0.725,0.0,0.011,3,0.0,0.0,1,0,4
Zach LaVine,SG,21,MIN,47,47,37.2,6.9,15.1,0.459,2.6,6.6,0.387,4.4,8.5,0.515,0.544,2.5,3.0,0.836,0.4,3.0,3.4,3.0,0.9,0.2,1.8,2.2,18.9,14.6,0.576,0.437,0.197,1.2,9.5,5.3,12.6,1.2,0.5,9.9,21.7,2.6,0.4,3.0,0.082,1.5,-1.4,0.1,0.9,2240880.0,15.7,0.563,0.272,0.061,0.049,0.182,0.637,0.419,0.343,0.411,0.466,0.808,0.051,36,0.235,0.438,0,0,3
Tyson Chandler,C,34,PHO,47,46,27.6,3.3,4.9,0.671,0.0,0.0,0.0,3.3,4.9,0.671,0.671,1.9,2.6,0.734,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,8.4,16.6,0.703,0.0,0.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,2.7,1.3,4.1,0.151,0.7,-0.3,0.3,0.8,12415000.0,1.4,1.0,0.895,0.096,0.004,0.004,0.711,0.364,0.0,0.0,0.621,0.0,0.368,74,0.0,0.0,0,0,0
Brandon Rush,SG,31,MIN,47,33,21.9,1.5,4.0,0.374,0.9,2.4,0.386,0.6,1.6,0.356,0.492,0.3,0.4,0.722,0.3,1.8,2.1,1.0,0.5,0.5,0.6,0.9,4.2,6.6,0.505,0.61,0.096,1.8,9.5,5.6,5.8,1.1,1.9,12.6,9.6,0.1,0.3,0.4,0.019,-2.0,-0.5,-2.5,-0.1,0.0,18.2,0.39,0.176,0.048,0.043,0.128,0.424,0.222,0.25,0.333,0.808,0.977,0.037,7,0.658,0.427,0,0,1
Joakim Noah,C,31,NYK,46,46,22.1,2.2,4.4,0.49,0.0,0.0,0.0,2.2,4.4,0.493,0.49,0.7,1.7,0.436,3.5,5.2,8.8,2.2,0.7,0.8,1.3,2.8,5.0,15.2,0.491,0.005,0.386,17.1,25.6,21.4,14.1,1.5,3.0,19.7,12.6,1.0,1.2,2.2,0.106,-0.9,0.4,-0.5,0.4,17000000.0,2.0,0.995,0.881,0.089,0.0,0.015,0.534,0.222,0.0,0.0,0.495,0.0,0.084,16,0.0,0.0,0,0,0
Dion Waiters,SG,25,MIA,46,43,30.1,6.1,14.4,0.424,1.8,4.7,0.395,4.3,9.7,0.438,0.488,1.8,2.8,0.646,0.4,2.9,3.3,4.3,0.9,0.4,2.2,2.1,15.8,14.5,0.507,0.324,0.192,1.4,10.9,6.1,23.8,1.5,1.1,12.5,26.3,0.2,1.5,1.6,0.057,0.3,-0.4,-0.1,0.7,2898000.0,13.8,0.676,0.345,0.077,0.051,0.201,0.507,0.294,0.235,0.429,0.194,0.8,0.005,3,0.26,0.518,2,0,3
Ed Davis,PF,27,POR,46,12,17.2,1.6,3.1,0.528,0.0,0.0,0.0,1.6,3.1,0.528,0.528,1.1,1.8,0.617,2.1,3.2,5.3,0.6,0.3,0.5,0.8,3.0,4.3,11.5,0.563,0.0,0.57,13.4,20.9,17.1,4.6,0.9,2.2,17.2,12.0,1.0,0.7,1.7,0.104,-3.2,-0.8,-4.1,-0.4,6666667.0,2.5,1.0,0.718,0.275,0.007,0.0,0.578,0.385,1.0,0.0,0.667,0.0,0.176,19,0.0,0.0,0,0,4
Lance Thomas,PF,28,NYK,46,15,21.0,2.1,5.3,0.398,0.8,1.8,0.447,1.3,3.5,0.371,0.475,0.9,1.1,0.843,0.7,2.4,3.1,0.8,0.5,0.1,0.5,1.8,6.0,8.4,0.516,0.348,0.209,3.5,12.3,7.9,5.0,1.1,0.4,8.6,13.1,0.6,0.4,0.9,0.046,-2.4,-1.1,-3.5,-0.4,6191000.0,15.1,0.652,0.217,0.152,0.061,0.221,0.415,0.351,0.333,0.352,0.441,0.974,0.008,2,0.471,0.45,0,0,1
Michael Carter-Williams,PG,25,CHI,45,19,18.8,2.5,6.8,0.366,0.3,1.4,0.234,2.2,5.4,0.401,0.391,1.3,1.7,0.753,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,6.6,9.9,0.437,0.209,0.252,3.0,16.6,9.8,20.0,2.3,2.2,16.3,20.9,-1.0,1.3,0.2,0.013,-4.5,1.3,-3.2,-0.3,3183526.0,11.1,0.791,0.265,0.294,0.144,0.088,0.519,0.378,0.295,0.296,0.423,0.933,0.02,6,0.406,0.308,0,0,1
Jusuf Nurkić,C,22,DEN,45,29,17.9,3.4,6.6,0.507,0.0,0.0,0.0,3.4,6.6,0.507,0.507,1.2,2.5,0.496,2.0,3.8,5.8,1.3,0.6,0.8,1.8,2.0,8.0,15.0,0.515,0.0,0.379,12.3,23.2,17.8,11.1,1.5,3.5,18.9,22.6,-0.2,0.8,0.6,0.034,-2.0,-0.1,-2.1,0.0,0.0,3.7,1.0,0.638,0.285,0.017,0.057,0.579,0.412,0.4,0.235,0.629,0.0,0.111,30,0.0,0.0,0,0,4
Doug McDermott,SF,25,CHI,44,4,24.5,3.8,8.5,0.445,1.3,3.4,0.373,2.5,5.1,0.493,0.52,1.3,1.5,0.881,0.3,2.6,3.0,1.0,0.3,0.1,0.7,1.3,10.2,11.3,0.555,0.402,0.18,1.4,11.7,6.5,6.5,0.5,0.3,7.4,17.6,1.1,0.8,1.9,0.084,-0.9,-1.2,-2.1,0.0,2483040.0,15.7,0.598,0.201,0.123,0.11,0.166,0.587,0.457,0.415,0.452,0.8,1.0,0.024,7,0.347,0.404,0,0,1
Paul Zipser,SF,22,CHI,44,18,19.2,2.0,5.0,0.398,0.8,2.3,0.333,1.3,2.8,0.451,0.473,0.7,0.9,0.775,0.3,2.5,2.8,0.8,0.3,0.4,0.9,1.8,5.5,6.9,0.503,0.448,0.181,1.9,14.2,8.0,6.1,0.9,1.5,14.4,14.4,-0.3,0.8,0.5,0.03,-4.2,-0.2,-4.4,-0.5,750000.0,16.5,0.552,0.222,0.095,0.05,0.186,0.612,0.333,0.364,0.341,0.818,1.0,0.018,4,0.414,0.39,2,0,1
Roy Hibbert,C,30,CHO,42,13,16.0,1.9,3.4,0.542,0.0,0.0,0.0,1.9,3.4,0.542,0.542,1.5,1.8,0.813,1.3,2.3,3.6,0.5,0.2,1.0,0.7,2.3,5.2,13.5,0.613,0.0,0.521,8.6,16.0,12.3,4.5,0.6,5.8,14.9,14.0,1.0,0.8,1.8,0.129,-3.2,0.8,-2.4,-0.1,5000000.0,7.4,1.0,0.389,0.313,0.118,0.181,0.696,0.422,0.529,0.423,0.654,0.0,0.132,18,0.0,0.0,0,0,4
Alec Burks,SG,25,UTA,42,0,15.5,2.4,5.9,0.399,0.6,1.8,0.329,1.8,4.1,0.43,0.45,1.4,1.9,0.769,0.4,2.5,2.9,0.7,0.4,0.1,0.8,1.2,6.7,11.6,0.501,0.306,0.315,3.1,17.7,10.6,7.5,1.4,0.6,11.0,22.7,-0.1,0.9,0.8,0.056,-2.2,0.0,-2.3,0.0,10154495.0,12.9,0.694,0.27,0.185,0.117,0.121,0.388,0.478,0.552,0.333,0.311,0.8,0.028,4,0.368,0.393,0,0,1
J.R. Smith,SG,31,CLE,41,35,29.0,3.0,8.7,0.346,2.3,6.6,0.351,0.7,2.1,0.329,0.479,0.2,0.4,0.667,0.4,2.3,2.8,1.5,1.0,0.3,0.6,1.9,8.6,8.1,0.484,0.761,0.042,1.6,8.6,5.2,7.3,1.7,0.7,6.7,14.6,0.1,0.8,0.8,0.034,-1.8,-0.2,-2.1,0.0,0.0,22.1,0.239,0.067,0.034,0.039,0.101,0.625,0.0,0.357,0.222,0.321,0.958,0.025,8,0.284,0.455,1,0,1
Darrell Arthur,PF,28,DEN,41,7,15.6,2.3,5.2,0.442,1.3,2.9,0.453,1.0,2.4,0.429,0.565,0.5,0.5,0.864,0.6,2.1,2.7,1.0,0.5,0.5,0.9,1.9,6.4,12.8,0.583,0.544,0.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,0.6,0.4,1.1,0.081,0.1,-0.2,-0.1,0.3,8070175.0,18.8,0.456,0.14,0.033,0.079,0.205,0.6,0.0,0.471,0.364,0.786,0.981,0.023,5,0.231,0.481,0,0,1
Anthony Morrow,SG,31,OKC,40,7,15.7,2.2,5.6,0.386,0.9,3.0,0.294,1.3,2.6,0.49,0.464,0.6,0.7,0.885,0.3,0.5,0.7,0.5,0.6,0.1,0.2,1.0,5.8,9.2,0.491,0.534,0.117,1.9,3.2,2.6,4.5,1.7,0.3,2.5,16.3,0.4,0.4,0.9,0.069,-2.3,-0.5,-2.8,-0.1,3488000.0,18.1,0.466,0.063,0.152,0.143,0.103,0.571,0.588,0.344,0.522,0.608,0.971,0.0,0,0.303,0.222,0,0,1
Deron Williams,PG,32,DAL,40,40,29.3,4.9,11.3,0.43,1.6,4.5,0.348,3.3,6.8,0.485,0.5,1.7,2.1,0.821,0.3,2.2,2.6,6.9,0.6,0.1,2.5,2.4,13.1,15.0,0.533,0.4,0.185,1.2,9.3,5.1,40.1,1.1,0.2,16.7,23.7,1.1,0.7,1.8,0.073,0.5,-1.8,-1.3,0.2,259526.0,16.8,0.6,0.13,0.137,0.113,0.221,0.542,0.484,0.451,0.47,0.205,0.714,0.0,0,0.149,0.444,1,0,3
Isaiah Canaan,SG,25,CHI,39,0,15.2,1.6,4.4,0.364,0.6,2.4,0.266,1.0,2.0,0.481,0.436,0.8,0.8,0.909,0.2,1.1,1.3,0.9,0.6,0.0,0.5,0.9,4.6,8.1,0.483,0.543,0.191,1.1,8.1,4.6,9.0,1.9,0.1,10.1,15.4,0.0,0.6,0.5,0.042,-3.6,0.4,-3.3,-0.2,1015696.0,17.6,0.457,0.15,0.127,0.064,0.116,0.538,0.636,0.273,0.35,0.368,0.92,0.012,2,0.298,0.25,0,0,1
Rodney Stuckey,PG,30,IND,39,0,17.8,2.3,6.3,0.373,0.5,1.5,0.317,1.8,4.7,0.391,0.412,2.1,2.7,0.748,0.2,2.0,2.2,2.2,0.4,0.0,1.4,1.1,7.2,9.5,0.483,0.246,0.439,1.0,12.4,6.8,17.7,1.2,0.0,15.4,22.2,-0.5,0.4,-0.1,-0.006,-3.2,-1.2,-4.4,-0.4,7000000.0,14.4,0.754,0.213,0.131,0.168,0.242,0.5,0.313,0.463,0.288,0.181,0.789,0.0,0,0.333,0.35,2,0,1
Ivica Zubac,C,19,LAL,38,11,16.0,3.3,6.3,0.529,0.0,0.1,0.0,3.3,6.2,0.536,0.529,0.8,1.3,0.653,1.1,3.1,4.2,0.8,0.4,0.9,0.8,1.7,7.5,17.0,0.547,0.013,0.206,7.1,21.9,14.3,8.1,1.1,4.4,10.4,20.3,0.6,0.5,1.1,0.086,-1.2,-0.6,-1.7,0.0,1034956.0,6.2,0.987,0.403,0.399,0.092,0.088,0.615,0.474,0.455,0.571,0.802,0.0,0.101,20,0.0,0.0,1,0,4
Jodie Meeks,SG,29,ORL,36,10,20.5,2.9,7.1,0.402,1.6,3.8,0.409,1.3,3.3,0.395,0.512,1.8,2.1,0.878,0.1,2.0,2.1,1.3,0.9,0.1,1.0,1.1,9.1,13.1,0.567,0.535,0.289,0.7,10.9,5.7,9.3,2.3,0.4,11.1,19.4,0.5,0.6,1.1,0.073,-1.3,-0.4,-1.8,0.1,6540000.0,18.2,0.465,0.148,0.074,0.105,0.137,0.526,0.421,0.259,0.343,0.766,0.929,0.008,2,0.139,0.474,1,0,1
Yogi Ferrell,PG,23,DAL,36,29,29.1,3.9,9.6,0.412,1.7,4.1,0.403,2.3,5.4,0.418,0.499,1.8,2.0,0.877,0.4,2.3,2.8,4.3,1.1,0.2,1.6,2.2,11.3,14.1,0.541,0.432,0.212,1.7,9.7,5.5,24.1,2.0,0.6,12.9,19.5,1.0,0.9,2.0,0.09,-0.4,0.2,-0.2,0.5,207798.0,16.4,0.568,0.194,0.101,0.093,0.177,0.522,0.371,0.406,0.344,0.207,0.567,0.0,0,0.134,0.35,1,0,1
Jeremy Lin,PG,28,BRK,36,33,24.5,4.9,11.1,0.438,1.6,4.3,0.372,3.3,6.8,0.48,0.51,3.2,3.9,0.816,0.3,3.4,3.8,5.1,1.2,0.4,2.4,2.2,14.5,19.2,0.566,0.39,0.353,1.3,14.7,8.1,35.5,2.3,1.2,15.7,26.6,1.3,0.8,2.1,0.116,1.9,0.1,2.0,0.9,11483254.0,15.0,0.61,0.235,0.153,0.098,0.125,0.553,0.377,0.538,0.42,0.239,0.621,0.0,0,0.09,0.286,2,0,3
J.J. Barea,PG,32,DAL,35,6,22.0,4.1,9.8,0.414,1.5,4.2,0.358,2.5,5.6,0.456,0.491,1.3,1.5,0.863,0.3,2.1,2.4,5.5,0.4,0.0,1.8,0.9,10.9,17.2,0.521,0.431,0.149,1.3,11.9,6.3,44.2,0.9,0.1,14.7,26.2,0.8,0.5,1.3,0.08,3.0,-1.5,1.5,0.7,4096950.0,16.3,0.569,0.146,0.169,0.125,0.128,0.54,0.414,0.442,0.432,0.18,0.396,0.0,0,0.068,0.3,0,0,3
Spencer Hawes,PF,28,CHO,35,1,17.9,3.0,6.2,0.477,0.5,1.6,0.291,2.5,4.7,0.54,0.514,0.9,1.0,0.882,0.9,3.3,4.2,1.8,0.4,0.7,1.1,1.7,7.3,14.8,0.545,0.252,0.156,5.6,20.1,12.8,16.1,1.0,3.6,14.7,19.6,0.3,0.8,1.1,0.086,-1.1,0.9,-0.1,0.3,6348759.0,11.2,0.748,0.362,0.17,0.119,0.096,0.646,0.541,0.462,0.238,0.818,1.0,0.06,9,0.127,0.429,0,0,4
Kyle Korver,SG,35,CLE,35,1,24.5,3.7,7.7,0.487,2.8,5.7,0.485,1.0,2.0,0.493,0.667,0.4,0.4,0.933,0.2,2.6,2.8,1.0,0.3,0.2,0.8,1.7,10.7,13.5,0.677,0.743,0.056,0.9,11.2,6.2,6.1,0.6,0.8,9.5,15.8,1.6,0.4,2.0,0.114,1.9,-1.6,0.3,0.5,5239437.0,22.6,0.257,0.026,0.015,0.059,0.156,0.714,0.75,0.25,0.524,0.941,0.969,0.004,1,0.345,0.507,0,0,1
Chandler Parsons,SF,28,MEM,34,34,19.9,2.2,6.5,0.338,0.7,2.7,0.269,1.5,3.8,0.388,0.394,1.0,1.3,0.814,0.2,2.3,2.5,1.6,0.6,0.1,0.7,1.5,6.2,7.7,0.436,0.419,0.194,1.0,13.6,7.1,12.8,1.5,0.7,9.1,17.8,-0.5,0.7,0.2,0.015,-3.6,-0.2,-3.8,-0.3,22116750.0,15.0,0.581,0.288,0.059,0.131,0.104,0.578,0.0,0.345,0.13,0.66,0.8,0.014,3,0.161,0.467,0,0,1
Marcus Thornton,SG,29,WAS,33,1,17.4,2.5,6.4,0.4,0.8,2.4,0.35,1.7,3.9,0.431,0.467,0.7,0.8,0.852,0.7,1.6,2.3,1.2,0.6,0.1,0.8,1.5,6.6,10.4,0.494,0.381,0.129,4.3,10.5,7.5,10.1,1.6,0.4,10.1,18.7,0.1,0.4,0.5,0.042,-1.7,-0.7,-2.4,-0.1,980431.0,15.1,0.619,0.214,0.171,0.071,0.162,0.6,0.333,0.467,0.294,0.482,0.75,0.0,0,0.188,0.2,0,0,1
Skal Labissière,PF,20,SAC,33,12,18.5,3.5,6.6,0.537,0.1,0.2,0.375,3.5,6.4,0.543,0.544,1.6,2.2,0.703,1.5,3.4,4.9,0.8,0.5,0.4,1.1,1.9,8.8,16.8,0.577,0.037,0.339,9.7,20.7,15.3,7.5,1.3,1.9,12.9,21.3,0.7,0.5,1.3,0.099,-0.9,-1.4,-2.3,0.0,0.0,8.9,0.963,0.289,0.275,0.22,0.174,0.683,0.4,0.521,0.579,0.605,1.0,0.147,30,0.0,0.0,0,0,4
Derrick Jones Jr.,SF,19,PHO,32,8,17.0,2.1,3.8,0.562,0.1,0.3,0.273,2.0,3.4,0.591,0.574,0.9,1.3,0.707,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2.0,5.3,12.0,0.604,0.091,0.339,7.6,8.2,7.9,3.1,1.2,1.9,8.6,11.7,0.9,0.2,1.1,0.098,-1.6,-0.7,-2.3,0.0,543471.0,6.0,0.909,0.62,0.149,0.05,0.091,0.733,0.278,0.5,0.182,0.677,1.0,0.298,33,0.455,0.6,0,0,4
Quincy Acy,PF,26,BRK,32,1,15.9,2.0,4.8,0.425,1.1,2.6,0.434,0.9,2.2,0.414,0.542,1.3,1.8,0.754,0.6,2.8,3.3,0.6,0.4,0.5,0.6,1.8,6.5,13.1,0.587,0.542,0.373,3.8,18.2,11.1,5.4,1.3,2.2,9.6,16.5,0.6,0.5,1.1,0.102,-0.6,-0.2,-0.9,0.1,1790092.0,16.3,0.458,0.268,0.059,0.078,0.052,0.488,0.222,0.25,0.5,0.724,0.972,0.026,4,0.277,0.348,1,0,1
Hollis Thompson,SG,25,PHI,31,1,18.1,2.1,5.1,0.415,0.8,2.3,0.366,1.3,2.8,0.455,0.497,0.4,0.6,0.65,0.5,2.2,2.7,0.8,0.5,0.2,0.3,1.8,5.5,9.0,0.51,0.447,0.126,2.9,13.6,8.2,7.0,1.2,0.8,5.1,13.7,0.3,0.4,0.7,0.06,-2.3,-0.1,-2.4,-0.1,115344.0,15.4,0.553,0.245,0.113,0.088,0.107,0.615,0.333,0.429,0.235,0.75,1.0,0.013,2,0.338,0.417,0,0,1
Reggie Bullock,SF,25,DET,31,5,15.1,1.7,4.1,0.422,0.9,2.4,0.384,0.8,1.8,0.473,0.531,0.2,0.2,0.714,0.4,1.6,2.1,0.9,0.6,0.1,0.3,0.7,4.5,11.7,0.538,0.57,0.055,2.9,12.4,7.5,8.8,1.9,0.5,7.1,13.4,0.4,0.5,1.0,0.101,-1.0,1.3,0.3,0.3,2255644.0,17.4,0.43,0.227,0.055,0.047,0.102,0.655,0.143,0.333,0.308,0.769,1.0,0.0,0,0.329,0.417,0,0,1
Ömer Aşık,C,30,NOP,31,19,15.5,1.0,2.1,0.477,0.0,0.0,0.0,1.0,2.1,0.477,0.477,0.7,1.3,0.59,1.5,3.7,5.3,0.5,0.2,0.3,0.5,1.6,2.7,9.8,0.517,0.0,0.6,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,0.4,0.6,1.0,0.1,-3.6,-0.1,-3.7,-0.2,0.0,1.6,1.0,0.908,0.092,0.0,0.0,0.525,0.0,0.0,0.0,0.71,0.0,0.262,15,0.0,0.0,0,0,4
Ian Mahinmi,C,30,WAS,31,0,17.9,2.1,3.6,0.586,0.0,0.0,0.0,2.1,3.6,0.586,0.586,1.4,2.4,0.573,1.5,3.3,4.8,0.6,1.1,0.8,1.1,2.9,5.6,14.1,0.601,0.0,0.676,9.6,20.8,15.2,4.7,2.9,3.6,19.1,14.0,0.5,0.9,1.4,0.123,-3.0,1.6,-1.4,0.1,15944154.0,3.1,1.0,0.631,0.324,0.027,0.009,0.657,0.5,0.333,0.0,0.723,0.0,0.117,13,0.0,0.0,0,0,4
Joel Embiid,C,22,PHI,31,31,25.4,6.5,13.8,0.466,1.2,3.2,0.367,5.3,10.7,0.495,0.508,6.2,7.9,0.783,2.0,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2,24.1,0.584,0.228,0.569,8.5,25.6,17.0,16.0,1.7,7.7,17.9,36.0,0.5,1.5,1.9,0.117,1.9,2.7,4.5,1.3,4826160.0,11.2,0.772,0.324,0.191,0.17,0.086,0.64,0.366,0.37,0.486,0.53,0.972,0.065,25,0.02,0.0,0,0,3
Rudy Gay,SF,30,SAC,30,30,33.8,6.7,14.7,0.455,1.4,3.8,0.372,5.3,11.0,0.483,0.502,3.9,4.6,0.855,1.2,5.2,6.3,2.8,1.5,0.9,2.5,2.6,18.7,17.9,0.559,0.256,0.312,4.0,17.5,10.8,14.1,2.2,2.3,12.8,25.8,0.8,1.0,1.8,0.087,1.4,0.5,1.9,1.0,13333333.0,13.1,0.744,0.233,0.21,0.14,0.161,0.689,0.43,0.387,0.338,0.396,0.881,0.097,41,0.186,0.381,3,0,3
Mike Dunleavy,SF,36,ATL,30,0,15.8,1.9,4.3,0.438,1.1,2.6,0.429,0.8,1.8,0.453,0.565,0.7,0.9,0.846,0.4,1.8,2.3,1.0,0.3,0.2,0.5,1.2,5.6,11.9,0.597,0.592,0.2,3.1,12.5,7.9,9.5,0.9,0.9,9.0,14.3,0.7,0.5,1.2,0.12,-0.3,0.2,-0.1,0.2,4837500.0,18.6,0.408,0.208,0.008,0.031,0.162,0.593,0.0,0.25,0.333,0.792,1.0,0.0,0,0.26,0.55,0,0,1
