Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,AvgDistance,2PAr,0-3Ar,3-10Ar,10-16Ar,16-3PAr,0-3%,3-10%,10-16%,16-3P%,2P_Assisted,3P_Assisted,DunksAr,Dunks,3PCornerAr,3PCorner%,HeavesAttempted,Heaves,Cluster
JaVale McGee,C,34,PHO,74,17,15.8,3.9,6.2,0.629,0.0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2.0,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,22.6,0.651,0.02,0.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,2.4,2.6,4.9,0.201,-0.1,0.9,0.8,0.8,5000000.0,4.3,0.98,0.535,0.371,0.052,0.022,0.706,0.588,0.375,0.4,0.692,1.0,0.229,100,0.0,0.0,0,0,0
Jonas Valančiūnas,C,29,NOP,74,74,30.3,6.9,12.7,0.544,0.8,2.1,0.361,6.1,10.5,0.581,0.574,3.2,3.9,0.82,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3,17.8,21.2,0.617,0.168,0.308,10.9,31.2,20.8,14.0,0.9,2.6,14.4,23.8,4.6,2.7,7.3,0.156,2.0,-0.1,1.9,2.2,0.0,9.1,0.832,0.333,0.324,0.132,0.043,0.696,0.52,0.484,0.45,0.627,0.982,0.064,53,0.019,0.333,0,0,0
Jarred Vanderbilt,PF,22,MIN,74,67,25.4,2.9,4.9,0.587,0.0,0.2,0.143,2.8,4.7,0.605,0.59,1.2,1.8,0.656,2.9,5.5,8.4,1.3,1.3,0.6,1.0,2.4,6.9,15.3,0.612,0.039,0.363,12.0,23.9,17.8,6.7,2.5,2.4,14.8,10.9,3.1,2.9,6.0,0.153,-0.8,1.0,0.2,1.1,4050000.0,3.1,0.961,0.726,0.211,0.022,0.003,0.71,0.289,0.25,0.0,0.69,1.0,0.343,117,0.643,0.222,0,0,0
Scottie Barnes,PF,20,TOR,74,74,35.4,6.2,12.6,0.492,0.8,2.6,0.301,5.4,10.0,0.543,0.524,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,16.3,0.552,0.207,0.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19.0,3.7,2.9,6.6,0.122,0.5,0.4,0.9,1.9,7280520.0,10.9,0.793,0.264,0.325,0.116,0.088,0.711,0.502,0.398,0.378,0.429,0.845,0.075,62,0.28,0.37,4,1,3
Karl-Anthony Towns,C,26,MIN,74,74,33.5,8.7,16.4,0.529,2.0,4.9,0.41,6.6,11.5,0.58,0.591,5.2,6.3,0.822,2.6,7.2,9.8,3.6,1.0,1.1,3.1,3.6,24.6,24.1,0.64,0.301,0.385,8.2,23.6,15.7,18.0,1.4,3.2,13.7,27.8,7.1,3.2,10.3,0.199,4.5,0.5,5.0,4.4,31650600.0,11.5,0.699,0.333,0.255,0.049,0.062,0.688,0.537,0.35,0.36,0.537,0.887,0.091,99,0.087,0.344,0,0,2
Josh Christopher,SG,20,HOU,74,2,18.0,3.0,6.8,0.448,0.8,2.6,0.296,2.3,4.2,0.54,0.504,1.1,1.5,0.735,0.7,1.8,2.5,2.0,0.9,0.2,1.5,1.3,7.9,12.2,0.534,0.378,0.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,-0.4,0.7,0.3,0.01,-2.2,-1.3,-3.5,-0.5,2259240.0,13.3,0.622,0.3,0.188,0.114,0.02,0.647,0.532,0.333,0.2,0.423,0.768,0.078,35,0.217,0.317,6,0,1
Kevin Love,C,33,CLE,74,4,22.5,4.4,10.3,0.43,2.5,6.4,0.392,1.9,3.8,0.493,0.553,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,19.6,0.594,0.627,0.26,5.9,29.2,17.8,15.3,0.8,1.0,10.4,25.1,3.2,2.5,5.7,0.164,4.4,0.1,4.5,2.7,31258256.0,19.7,0.373,0.113,0.1,0.084,0.076,0.709,0.461,0.391,0.328,0.571,0.936,0.008,5,0.17,0.358,1,0,3
Clint Capela,C,27,ATL,74,73,27.6,5.0,8.2,0.613,0.0,0.0,0.0,5.0,8.1,0.614,0.613,1.1,2.3,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,21.4,0.604,0.002,0.28,15.0,31.9,23.5,6.6,1.3,4.1,6.1,15.5,5.6,2.7,8.3,0.195,2.1,-0.1,2.0,2.1,18603448.0,2.2,0.998,0.765,0.225,0.007,0.002,0.684,0.382,0.5,0.0,0.765,0.0,0.295,164,0.0,0.0,1,0,0
Nikola Jokić,C,26,DEN,74,74,33.5,10.3,17.7,0.583,1.3,3.9,0.337,9.0,13.8,0.652,0.62,5.1,6.3,0.81,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6,27.1,32.8,0.661,0.22,0.357,9.6,35.5,23.0,42.6,2.2,2.3,15.6,31.9,10.8,4.5,15.2,0.296,9.2,4.5,13.7,9.8,0.0,10.2,0.78,0.268,0.384,0.082,0.046,0.776,0.606,0.565,0.467,0.58,0.918,0.025,31,0.038,0.273,3,0,2
Kevin Huerter,SF,23,ATL,74,60,29.6,4.7,10.3,0.454,2.2,5.6,0.389,2.5,4.7,0.53,0.559,0.6,0.7,0.808,0.4,3.0,3.4,2.7,0.7,0.4,1.2,2.5,12.1,11.9,0.57,0.541,0.068,1.6,11.0,6.4,13.2,1.2,1.1,10.4,17.5,1.8,1.0,2.8,0.062,-0.5,-0.7,-1.2,0.4,4253357.0,18.0,0.459,0.109,0.136,0.136,0.079,0.663,0.485,0.505,0.467,0.519,0.9,0.004,3,0.26,0.449,2,0,3
De'Anthony Melton,SG,23,MEM,73,15,22.7,3.8,9.5,0.404,1.9,5.1,0.374,1.9,4.4,0.44,0.504,1.2,1.6,0.75,0.9,3.6,4.5,2.7,1.4,0.5,1.5,1.8,10.8,15.2,0.529,0.535,0.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,0.9,2.8,3.7,0.107,0.3,1.6,1.9,1.6,8805976.0,17.2,0.465,0.167,0.164,0.068,0.066,0.595,0.368,0.383,0.283,0.472,0.856,0.037,21,0.156,0.5,3,0,1
Tyus Jones,PG,25,MEM,73,23,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.487,0.524,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0.0,0.6,0.4,8.7,16.5,0.544,0.371,0.12,1.1,11.0,5.9,28.2,2.0,0.1,7.3,16.6,3.4,1.6,5.1,0.158,1.2,0.5,1.7,1.4,8376286.0,15.2,0.629,0.1,0.241,0.243,0.045,0.6,0.496,0.455,0.36,0.367,0.838,0.0,0,0.21,0.395,0,0,3
Tobias Harris,PF,29,PHI,73,73,34.8,6.8,14.0,0.482,1.4,3.8,0.367,5.4,10.2,0.525,0.532,2.3,2.8,0.842,1.1,5.7,6.8,3.5,0.6,0.6,1.6,2.2,17.2,15.9,0.566,0.269,0.198,3.4,18.1,10.9,15.9,0.9,1.5,9.5,21.7,3.0,2.6,5.6,0.105,0.6,-0.6,0.0,1.3,35995950.0,11.7,0.731,0.25,0.282,0.156,0.043,0.699,0.444,0.428,0.386,0.444,0.891,0.045,43,0.262,0.361,1,0,3
Mason Plumlee,C,31,CHO,73,73,24.6,2.8,4.4,0.641,0.0,0.0,0.0,2.8,4.4,0.645,0.641,0.9,2.3,0.392,2.4,5.3,7.7,3.1,0.8,0.7,1.4,3.1,6.5,14.7,0.603,0.006,0.534,10.2,23.3,16.7,16.4,1.6,2.7,20.2,11.7,2.7,2.0,4.7,0.127,-1.5,1.5,0.0,0.9,9248333.0,3.1,0.994,0.681,0.266,0.044,0.003,0.752,0.424,0.357,0.0,0.776,0.0,0.375,108,0.0,0.0,1,0,0
Terry Rozier,SG,27,CHO,73,73,33.7,7.1,16.0,0.444,3.0,8.1,0.374,4.1,7.9,0.516,0.539,2.1,2.4,0.852,0.8,3.5,4.3,4.5,1.3,0.3,1.3,1.6,19.3,17.6,0.566,0.508,0.151,2.4,11.3,6.8,19.7,1.8,1.0,7.2,23.2,4.3,1.6,5.9,0.115,2.4,-0.7,1.7,2.3,17905263.0,16.4,0.492,0.181,0.165,0.082,0.064,0.649,0.396,0.521,0.44,0.439,0.838,0.011,10,0.364,0.403,3,0,3
Precious Achiuwa,C,22,TOR,73,28,23.6,3.6,8.3,0.439,0.8,2.1,0.359,2.9,6.1,0.468,0.486,1.1,1.8,0.595,2.0,4.5,6.5,1.1,0.5,0.6,1.2,2.1,9.1,12.7,0.503,0.259,0.217,8.7,21.7,14.9,6.9,1.1,2.3,11.3,18.5,0.4,2.1,2.5,0.07,-2.0,-0.6,-2.6,-0.2,2711280.0,10.2,0.741,0.348,0.274,0.085,0.035,0.614,0.345,0.373,0.19,0.598,0.964,0.143,67,0.429,0.313,0,0,4
Andrew Wiggins,SF,26,GSW,73,73,31.9,6.5,14.0,0.466,2.2,5.5,0.393,4.4,8.5,0.513,0.543,2.0,3.2,0.634,1.2,3.3,4.5,2.2,1.0,0.7,1.5,2.2,17.2,15.0,0.56,0.392,0.231,4.1,10.9,7.6,10.8,1.6,2.1,9.0,23.1,1.8,3.4,5.1,0.105,0.3,0.1,0.4,1.4,31579390.0,14.9,0.608,0.161,0.242,0.094,0.111,0.732,0.49,0.365,0.372,0.497,0.898,0.051,45,0.261,0.442,0,0,3
Nikola Vučević,C,31,CHI,73,73,33.1,7.5,15.8,0.473,1.4,4.5,0.314,6.1,11.3,0.537,0.518,1.3,1.7,0.76,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,18.2,0.533,0.287,0.105,6.6,30.7,18.7,15.2,1.4,2.5,10.1,24.5,1.4,3.2,4.5,0.09,0.8,0.1,0.9,1.8,0.0,13.0,0.713,0.223,0.253,0.137,0.101,0.708,0.49,0.449,0.397,0.713,1.0,0.032,34,0.06,0.3,2,0,3
Julius Randle,PF,27,NYK,72,72,35.3,7.1,17.3,0.411,1.7,5.4,0.308,5.4,11.9,0.458,0.459,4.2,5.6,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,15.7,0.509,0.313,0.322,5.2,25.5,15.1,25.1,1.0,1.5,14.7,28.7,-0.3,3.4,3.1,0.059,0.4,0.2,0.5,1.6,21780000.0,13.8,0.687,0.254,0.152,0.137,0.144,0.627,0.368,0.374,0.335,0.362,0.8,0.04,43,0.115,0.289,0,0,3
Bobby Portis,C,26,MIL,72,59,28.2,5.8,12.1,0.479,1.8,4.7,0.393,3.9,7.4,0.533,0.555,1.2,1.6,0.752,2.5,6.6,9.1,1.2,0.7,0.7,1.3,2.4,14.6,17.7,0.571,0.388,0.13,9.6,24.4,17.2,6.4,1.3,2.4,8.9,21.3,2.9,2.6,5.5,0.131,1.2,-1.0,0.2,1.1,4347600.0,14.5,0.612,0.219,0.185,0.126,0.082,0.644,0.497,0.455,0.437,0.556,1.0,0.037,24,0.382,0.403,2,0,3
Daniel Gafford,C,23,WAS,72,53,20.1,4.0,5.7,0.693,0.0,0.0,0.0,4.0,5.7,0.695,0.693,1.5,2.1,0.699,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,9.4,21.8,0.708,0.002,0.372,12.1,19.0,15.6,7.3,1.0,5.8,12.0,16.7,4.4,1.6,6.0,0.198,1.1,0.5,1.6,1.3,1782621.0,2.9,0.998,0.657,0.304,0.022,0.012,0.837,0.448,0.333,0.0,0.737,0.0,0.438,158,0.0,0.0,0,0,0
Bruce Brown,SF,25,BRK,72,45,24.6,3.6,7.0,0.506,0.5,1.3,0.404,3.0,5.7,0.529,0.543,1.3,1.8,0.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,9.0,15.0,0.575,0.186,0.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15.0,2.8,2.0,4.8,0.13,-0.4,1.1,0.7,1.2,4736102.0,8.4,0.814,0.393,0.302,0.103,0.016,0.693,0.379,0.404,0.125,0.743,0.974,0.071,34,0.649,0.41,0,0,4
Obi Toppin,PF,23,NYK,72,10,17.1,3.5,6.6,0.531,0.7,2.3,0.308,2.8,4.2,0.655,0.586,1.3,1.7,0.758,1.0,2.8,3.7,1.1,0.3,0.5,0.8,1.4,9.0,18.3,0.614,0.357,0.262,5.9,17.7,11.7,10.9,1.0,2.6,9.6,20.8,2.5,1.5,3.9,0.153,1.7,0.3,2.0,1.2,5105160.0,10.5,0.643,0.505,0.108,0.017,0.013,0.728,0.392,0.375,0.333,0.824,1.0,0.235,102,0.491,0.349,1,0,4
Mitchell Robinson,C,23,NYK,72,62,25.7,3.6,4.8,0.761,0.0,0.0,0.0,3.6,4.8,0.761,0.761,1.2,2.5,0.486,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.7,8.5,20.7,0.722,0.0,0.528,16.8,19.1,17.9,3.2,1.6,7.1,12.4,11.4,5.3,3.2,8.5,0.221,1.0,1.2,2.2,2.0,1802057.0,1.2,1.0,0.918,0.082,0.0,0.0,0.781,0.536,0.0,0.0,0.517,0.0,0.583,178,0.0,0.0,0,0,0
Anthony Edwards,SG,20,MIN,72,72,34.3,7.6,17.3,0.441,3.0,8.4,0.357,4.6,8.9,0.519,0.527,3.1,3.9,0.786,0.9,3.9,4.8,3.8,1.5,0.6,2.6,2.3,21.3,16.5,0.56,0.484,0.225,2.6,12.5,7.5,17.4,2.0,1.8,12.2,26.4,1.8,2.4,4.3,0.084,1.6,-0.4,1.2,2.0,10245480.0,15.2,0.516,0.282,0.129,0.055,0.051,0.658,0.356,0.338,0.359,0.365,0.553,0.055,58,0.086,0.327,2,0,3
Alperen Şengün,C,19,HOU,72,13,20.7,3.5,7.3,0.474,0.4,1.6,0.248,3.1,5.7,0.539,0.502,2.3,3.2,0.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,3.0,9.6,16.0,0.552,0.223,0.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22.0,0.8,1.3,2.1,0.068,-1.6,0.6,-1.0,0.4,0.0,9.0,0.777,0.429,0.297,0.042,0.01,0.671,0.385,0.318,0.4,0.436,0.966,0.099,44,0.085,0.2,6,0,4
John Konchar,SG,25,MEM,72,7,17.9,1.9,3.6,0.515,0.7,1.8,0.413,1.2,1.9,0.61,0.615,0.4,0.7,0.551,1.2,3.4,4.6,1.5,0.6,0.3,0.4,1.3,4.8,14.0,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,2.4,1.8,4.2,0.155,0.2,1.3,1.5,1.2,2200000.0,14.3,0.519,0.332,0.092,0.053,0.042,0.736,0.458,0.429,0.182,0.614,0.923,0.08,18,0.46,0.448,0,0,4
Mike Conley,PG,34,UTA,72,72,28.6,4.8,11.0,0.435,2.3,5.8,0.408,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3.0,5.3,1.3,0.3,1.7,2.0,13.7,17.2,0.572,0.523,0.205,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,4.4,2.3,6.7,0.157,2.4,0.7,3.1,2.7,21000000.0,17.1,0.477,0.075,0.268,0.109,0.025,0.559,0.453,0.442,0.4,0.257,0.521,0.001,0,0.167,0.391,1,0,3
Gary Payton II,SG,29,GSW,71,16,17.6,3.0,4.8,0.616,0.6,1.7,0.358,2.4,3.2,0.754,0.679,0.5,0.8,0.603,1.0,2.5,3.5,0.9,1.4,0.3,0.6,1.8,7.1,17.8,0.679,0.349,0.169,6.5,14.9,10.8,7.6,3.8,1.7,9.8,14.3,2.5,2.6,5.2,0.199,0.3,3.4,3.7,1.8,1669178.0,10.4,0.651,0.398,0.244,0.003,0.006,0.825,0.655,0.0,0.5,0.787,1.0,0.18,55,0.6,0.403,1,0,4
P.J. Tucker,PF,36,MIA,71,70,27.9,2.9,6.0,0.484,1.1,2.7,0.415,1.8,3.3,0.54,0.577,0.6,0.9,0.738,1.4,4.0,5.5,2.1,0.8,0.2,0.9,2.3,7.6,11.3,0.593,0.451,0.143,5.8,16.2,11.1,10.6,1.5,0.8,12.7,11.7,2.4,2.6,5.0,0.121,-0.8,1.4,0.6,1.3,7000000.0,13.8,0.549,0.199,0.255,0.079,0.016,0.6,0.532,0.471,0.286,0.819,0.988,0.007,3,0.886,0.415,0,0,4
Mo Bamba,C,23,ORL,71,69,25.7,4.2,8.7,0.48,1.5,4.0,0.381,2.7,4.7,0.563,0.566,0.8,1.0,0.781,2.1,6.0,8.1,1.2,0.5,1.7,1.1,2.6,10.6,16.5,0.582,0.455,0.118,8.5,24.6,16.5,7.4,1.0,5.9,10.6,17.2,1.8,2.7,4.5,0.118,-0.2,0.9,0.7,1.2,7568743.0,14.3,0.545,0.285,0.157,0.045,0.057,0.727,0.433,0.286,0.314,0.566,0.991,0.159,85,0.27,0.303,0,0,4
Devin Vassell,SF,21,SAS,71,32,27.3,4.6,10.8,0.427,1.9,5.4,0.361,2.7,5.4,0.492,0.516,1.2,1.4,0.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2.0,12.3,13.3,0.54,0.497,0.13,2.4,14.3,8.3,9.7,1.9,1.8,6.7,18.9,1.3,2.0,3.3,0.082,-0.5,0.0,-0.5,0.7,4235160.0,17.3,0.503,0.131,0.126,0.151,0.096,0.67,0.448,0.417,0.425,0.672,0.971,0.043,28,0.326,0.347,1,0,1
Will Barton,SG,31,DEN,71,71,32.1,5.5,12.6,0.438,2.2,6.1,0.365,3.3,6.6,0.504,0.525,1.4,1.8,0.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,14.7,13.4,0.548,0.48,0.142,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,1.2,1.9,3.2,0.067,0.4,-0.9,-0.5,0.9,15625000.0,16.0,0.52,0.186,0.18,0.067,0.087,0.701,0.398,0.433,0.359,0.498,0.771,0.027,23,0.216,0.441,1,0,3
Cody Martin,SF,26,CHO,71,11,26.3,2.9,6.0,0.482,0.9,2.2,0.384,2.0,3.7,0.542,0.554,1.1,1.5,0.701,1.2,2.9,4.0,2.5,1.2,0.5,0.9,1.6,7.7,12.7,0.579,0.376,0.253,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,2.4,1.5,3.9,0.101,-1.2,0.7,-0.5,0.7,1782621.0,12.1,0.624,0.39,0.137,0.045,0.052,0.679,0.345,0.316,0.227,0.636,0.885,0.092,34,0.597,0.379,1,0,4
Nemanja Bjelica,C,33,GSW,71,0,16.1,2.3,4.8,0.468,0.8,2.1,0.362,1.5,2.7,0.549,0.547,0.8,1.1,0.728,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,6.1,14.2,0.573,0.436,0.237,6.1,21.5,14.1,19.8,1.8,2.2,18.7,17.8,1.0,2.1,3.0,0.128,-0.9,2.3,1.4,1.0,1669178.0,14.1,0.564,0.26,0.26,0.023,0.02,0.674,0.438,0.5,0.429,0.689,0.944,0.026,9,0.128,0.368,0,0,4
Marcus Smart,PG,27,BOS,71,71,32.3,4.2,10.1,0.418,1.7,5.1,0.331,2.5,5.0,0.506,0.501,2.0,2.5,0.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,12.1,13.6,0.54,0.501,0.249,2.0,10.5,6.4,25.6,2.6,0.7,16.6,18.3,1.9,3.7,5.6,0.116,-1.2,1.7,0.5,1.5,14339285.0,16.1,0.499,0.146,0.251,0.075,0.026,0.695,0.439,0.5,0.105,0.365,0.916,0.013,8,0.233,0.345,2,0,3
Isaiah Stewart,C,20,DET,71,71,25.6,3.5,6.9,0.51,0.2,0.6,0.326,3.3,6.3,0.529,0.526,1.0,1.5,0.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3,14.0,0.55,0.094,0.21,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,1.6,1.8,3.4,0.091,-2.5,-0.8,-3.3,-0.6,3277080.0,5.6,0.906,0.584,0.243,0.039,0.041,0.591,0.445,0.158,0.5,0.689,0.933,0.061,28,0.087,0.0,0,0,4
RJ Barrett,SF,21,NYK,70,70,34.5,7.0,17.1,0.408,2.0,5.8,0.342,5.0,11.3,0.442,0.466,4.1,5.8,0.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0,13.7,0.511,0.338,0.34,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,0.1,2.2,2.3,0.046,-0.3,-1.3,-1.6,0.2,8623920.0,12.0,0.662,0.309,0.243,0.068,0.042,0.596,0.307,0.309,0.3,0.398,0.913,0.04,40,0.248,0.31,1,0,3
Chuma Okeke,PF,23,ORL,70,20,25.0,3.1,8.2,0.376,1.7,5.3,0.318,1.4,2.9,0.48,0.478,0.8,0.9,0.846,0.7,4.3,5.0,1.7,1.4,0.6,0.8,1.4,8.6,12.0,0.501,0.645,0.113,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,-0.3,2.5,2.2,0.06,-1.6,1.5,-0.1,0.8,3277080.0,18.6,0.355,0.137,0.139,0.045,0.033,0.658,0.413,0.346,0.211,0.531,0.966,0.054,29,0.24,0.382,0,0,1
Jaden McDaniels,PF,21,MIN,70,31,25.8,3.6,7.9,0.46,1.1,3.6,0.317,2.5,4.3,0.579,0.532,0.8,1.0,0.803,1.1,3.1,4.2,1.1,0.7,0.8,1.1,3.2,9.2,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,0.7,1.7,2.4,0.065,-2.9,-0.1,-2.9,-0.4,2063280.0,13.8,0.545,0.283,0.179,0.054,0.029,0.726,0.364,0.533,0.563,0.72,0.988,0.101,46,0.496,0.36,1,0,4
Lonnie Walker IV,SG,23,SAS,70,6,23.0,4.4,10.9,0.407,1.6,5.0,0.314,2.9,5.9,0.487,0.48,1.7,2.1,0.784,0.3,2.3,2.6,2.2,0.6,0.3,1.0,1.4,12.1,12.3,0.512,0.462,0.194,1.2,10.7,5.9,13.4,1.3,1.0,7.9,23.6,0.1,1.1,1.2,0.037,-1.2,-1.3,-2.5,-0.2,4447896.0,17.0,0.538,0.166,0.122,0.093,0.157,0.693,0.43,0.366,0.383,0.54,0.856,0.029,21,0.195,0.362,5,0,1
Jonathan Kuminga,SF,19,GSW,70,12,16.9,3.4,6.6,0.513,0.7,2.1,0.336,2.7,4.4,0.598,0.567,1.9,2.7,0.684,0.8,2.6,3.3,0.9,0.4,0.3,1.1,2.1,9.3,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12.0,22.7,1.3,1.8,3.0,0.123,-1.3,-0.2,-1.5,0.1,5466360.0,11.0,0.676,0.341,0.276,0.043,0.015,0.771,0.433,0.4,0.286,0.608,1.0,0.172,74,0.349,0.25,2,0,4
Luke Kennard,SG,25,LAC,70,13,27.4,4.1,9.1,0.449,2.7,6.0,0.449,1.4,3.1,0.449,0.598,1.0,1.1,0.896,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.4,11.9,13.3,0.619,0.662,0.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,2.8,1.7,4.5,0.113,0.8,-0.3,0.5,1.2,13347727.0,20.8,0.338,0.05,0.086,0.121,0.081,0.625,0.455,0.416,0.385,0.66,0.916,0.0,0,0.142,0.467,0,0,1
Jaxson Hayes,C,21,NOP,70,28,20.0,3.5,5.7,0.616,0.3,0.8,0.351,3.2,4.9,0.66,0.641,2.1,2.7,0.766,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2,9.3,18.5,0.68,0.143,0.472,8.9,16.2,12.5,4.7,1.2,3.8,10.1,16.4,3.7,1.3,5.1,0.174,0.6,-0.3,0.2,0.8,5348280.0,6.6,0.857,0.54,0.259,0.04,0.018,0.777,0.485,0.375,0.286,0.76,0.95,0.281,105,0.316,0.278,1,0,0
Raul Neto,PG,29,WAS,70,19,19.6,2.9,6.3,0.463,0.5,1.7,0.292,2.4,4.6,0.526,0.502,1.2,1.5,0.769,0.2,1.7,1.9,3.1,0.8,0.0,1.1,1.5,7.5,12.4,0.538,0.272,0.245,1.1,9.6,5.4,22.9,2.0,0.2,13.9,18.4,0.7,0.8,1.5,0.053,-2.5,-0.5,-2.9,-0.4,1669178.0,12.0,0.728,0.231,0.313,0.159,0.025,0.667,0.449,0.471,0.545,0.331,0.686,0.0,0,0.142,0.294,2,0,1
Gary Trent Jr.,SG,23,TOR,70,69,35.0,6.4,15.5,0.414,3.0,7.8,0.383,3.4,7.7,0.445,0.511,2.5,2.9,0.853,0.4,2.4,2.7,2.0,1.7,0.3,1.0,2.1,18.3,14.7,0.546,0.502,0.188,1.1,7.7,4.2,8.8,2.5,0.8,5.8,21.8,3.1,2.5,5.6,0.11,-0.1,0.3,0.2,1.3,16000000.0,18.5,0.498,0.087,0.131,0.113,0.167,0.579,0.415,0.48,0.376,0.411,0.766,0.015,14,0.196,0.374,1,0,3
Amir Coffey,SG,24,LAC,69,30,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.7,3.1,0.542,0.556,1.5,1.7,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9.0,13.0,0.598,0.545,0.251,1.8,11.2,6.7,11.4,1.2,0.8,8.0,15.8,2.3,1.5,3.8,0.116,-0.3,0.0,-0.3,0.7,153488.0,16.8,0.455,0.165,0.167,0.077,0.045,0.779,0.449,0.417,0.238,0.591,0.938,0.034,14,0.291,0.365,1,0,1
Al Horford,C,35,BOS,69,69,29.1,3.9,8.2,0.467,1.3,3.8,0.336,2.6,4.4,0.582,0.546,1.2,1.4,0.842,1.6,6.1,7.7,3.4,0.7,1.3,0.9,1.9,10.2,16.7,0.574,0.466,0.167,6.0,22.2,14.3,16.4,1.2,4.2,9.6,14.8,3.7,3.8,7.6,0.181,1.4,2.9,4.3,3.2,27000000.0,15.3,0.534,0.17,0.243,0.069,0.053,0.784,0.507,0.538,0.333,0.678,0.978,0.056,31,0.279,0.378,0,0,3
Bones Hyland,SG,21,DEN,69,4,19.0,3.3,8.3,0.403,1.9,5.2,0.366,1.4,3.1,0.465,0.518,1.6,1.8,0.856,0.2,2.5,2.7,2.8,0.6,0.3,1.2,2.2,10.1,14.4,0.558,0.627,0.219,1.2,14.4,8.0,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5,2096880.0,19.4,0.373,0.123,0.13,0.072,0.049,0.7,0.284,0.341,0.536,0.364,0.687,0.009,3,0.173,0.306,2,0,1
Evan Mobley,PF,20,CLE,69,69,33.8,6.1,12.0,0.508,0.3,1.3,0.25,5.8,10.7,0.541,0.522,2.4,3.7,0.663,2.1,6.2,8.3,2.5,0.8,1.7,1.9,2.1,15.0,16.1,0.549,0.111,0.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,1.5,3.7,5.2,0.107,-0.9,1.5,0.6,1.5,8075160.0,8.4,0.889,0.364,0.307,0.143,0.075,0.758,0.38,0.445,0.323,0.652,0.957,0.198,151,0.228,0.333,1,0,0
