Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,AvgDistance,2PAr,0-3Ar,3-10Ar,10-16Ar,16-3PAr,0-3%,3-10%,10-16%,16-3P%,2P_Assisted,3P_Assisted,DunksAr,Dunks,3PCornerAr,3PCorner%,HeavesAttempted,Heaves,Cluster
Tyrese Maxey,SG,20,PHI,61,8,15.3,3.2,7.0,0.462,0.5,1.7,0.301,2.7,5.3,0.512,0.498,1.0,1.1,0.871,0.2,1.5,1.7,2.0,0.4,0.2,0.7,1.3,8.0,14.5,0.531,0.24,0.163,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23.0,0.8,1.1,1.9,0.099,-1.0,-0.5,-1.5,0.1,2478840.0,12.3,0.76,0.268,0.233,0.128,0.131,0.591,0.46,0.582,0.375,0.383,0.806,0.019,8,0.126,0.154,0,0,0
Markieff Morris,PF,31,LAL,61,27,19.7,2.5,6.2,0.405,1.1,3.4,0.311,1.4,2.8,0.521,0.491,0.6,0.8,0.72,0.8,3.6,4.4,1.2,0.4,0.3,0.9,1.7,6.7,9.3,0.509,0.553,0.132,4.5,20.3,12.5,8.6,0.9,1.4,11.9,16.4,-0.2,1.8,1.6,0.062,-2.9,0.3,-2.6,-0.2,1620564.0,17.6,0.447,0.132,0.138,0.119,0.058,0.7,0.5,0.444,0.318,0.545,1.0,0.016,5,0.33,0.333,1,0,4
Dennis Schröder,SG,27,LAL,61,61,32.1,5.4,12.5,0.437,1.2,3.5,0.335,4.3,9.0,0.476,0.484,3.4,4.0,0.848,0.5,3.0,3.5,5.8,1.1,0.2,2.7,2.6,15.4,13.8,0.543,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,1.0,2.7,3.8,0.093,-1.3,0.1,-1.2,0.4,0.0,12.7,0.721,0.25,0.216,0.17,0.086,0.6,0.366,0.457,0.431,0.318,0.887,0.005,1,0.142,0.167,3,0,3
Richaun Holmes,C,27,SAC,61,61,29.2,6.0,9.4,0.637,0.0,0.2,0.182,6.0,9.2,0.645,0.638,2.2,2.8,0.794,2.4,5.9,8.3,1.7,0.6,1.6,1.2,3.5,14.2,20.2,0.669,0.019,0.296,8.8,22.7,15.7,8.3,1.1,4.6,10.3,17.5,4.7,1.4,6.1,0.165,0.6,0.0,0.6,1.2,5005350.0,6.9,0.981,0.405,0.283,0.257,0.035,0.747,0.552,0.622,0.4,0.816,1.0,0.165,91,0.182,0.0,1,0,5
Isaiah Roby,PF,22,OKC,61,34,23.4,3.4,7.0,0.483,0.5,1.8,0.294,2.9,5.2,0.547,0.52,1.4,1.9,0.744,1.5,4.1,5.6,1.8,0.9,0.6,1.9,2.7,8.7,11.9,0.555,0.254,0.273,6.4,18.6,12.4,11.4,1.7,2.3,19.0,17.7,-0.3,1.5,1.3,0.043,-3.7,0.4,-3.3,-0.5,1517981.0,9.5,0.746,0.424,0.254,0.051,0.016,0.643,0.422,0.409,0.429,0.554,0.906,0.114,44,0.174,0.474,2,0,0
Kevon Looney,C,24,GSW,61,34,19.0,1.8,3.2,0.548,0.1,0.3,0.235,1.7,3.0,0.578,0.558,0.5,0.8,0.646,1.9,3.4,5.3,2.0,0.3,0.4,0.6,2.2,4.1,11.9,0.575,0.086,0.244,10.9,18.6,14.8,13.4,0.8,1.7,14.5,9.4,2.0,1.4,3.4,0.139,-1.8,1.0,-0.9,0.3,4464226.0,6.3,0.914,0.548,0.223,0.086,0.056,0.722,0.364,0.353,0.364,0.635,1.0,0.137,26,0.353,0.167,0,0,2
DeMar DeRozan,PF,31,SAS,61,61,33.7,7.5,15.1,0.495,0.3,1.2,0.257,7.1,13.9,0.515,0.505,6.3,7.2,0.88,0.7,3.6,4.2,6.9,0.9,0.2,2.0,2.1,21.6,22.0,0.591,0.08,0.478,2.0,11.6,6.7,32.0,1.3,0.6,9.7,26.1,5.9,1.5,7.4,0.172,3.2,-0.1,3.1,2.6,27739975.0,11.0,0.92,0.191,0.268,0.282,0.178,0.636,0.51,0.459,0.482,0.248,0.947,0.021,17,0.324,0.292,0,0,1
Michael Porter Jr.,SF,22,DEN,61,54,31.3,7.3,13.4,0.542,2.8,6.3,0.445,4.5,7.1,0.628,0.646,1.7,2.2,0.791,1.5,5.8,7.3,1.1,0.7,0.9,1.3,2.1,19.0,20.6,0.663,0.468,0.164,5.4,20.9,13.2,5.6,1.0,2.8,8.1,21.7,4.8,2.1,6.9,0.173,4.0,-0.9,3.1,2.5,3550800.0,15.9,0.532,0.226,0.131,0.073,0.102,0.838,0.486,0.417,0.494,0.714,0.918,0.095,75,0.23,0.489,2,0,3
Stanley Johnson,PF,24,TOR,61,13,16.5,1.5,3.8,0.382,0.7,2.2,0.328,0.7,1.6,0.458,0.479,0.7,0.9,0.8,0.5,2.0,2.5,1.5,0.9,0.3,0.9,1.9,4.4,8.8,0.519,0.588,0.236,3.1,14.1,8.4,12.0,2.5,1.8,17.4,13.4,-0.1,1.1,1.0,0.048,-3.8,1.2,-2.5,-0.1,3804150.0,17.1,0.412,0.193,0.159,0.043,0.017,0.489,0.486,0.4,0.0,0.318,0.956,0.017,4,0.314,0.349,1,0,4
Zion Williamson,PF,20,NOP,61,61,33.2,10.4,17.0,0.611,0.2,0.6,0.294,10.2,16.4,0.622,0.616,6.0,8.7,0.698,2.7,4.5,7.2,3.7,0.9,0.6,2.7,2.2,27.0,27.1,0.649,0.033,0.51,8.9,14.7,11.8,19.7,1.3,1.8,11.6,29.8,7.1,1.6,8.7,0.205,6.1,-0.3,5.8,4.0,10245480.0,3.4,0.967,0.696,0.257,0.012,0.002,0.701,0.419,0.5,0.0,0.553,1.0,0.13,123,0.029,1.0,1,0,5
Brandon Ingram,SF,23,NOP,61,61,34.3,8.4,18.0,0.466,2.3,6.1,0.381,6.1,11.9,0.51,0.531,4.6,5.2,0.878,0.6,4.3,4.9,4.9,0.7,0.6,2.5,2.0,23.8,19.2,0.584,0.341,0.291,1.8,13.7,7.8,22.4,1.0,1.6,11.0,28.0,3.9,1.3,5.3,0.12,3.3,-1.1,2.2,2.2,27285000.0,15.9,0.659,0.144,0.115,0.224,0.176,0.677,0.417,0.449,0.51,0.368,0.79,0.027,26,0.165,0.306,3,0,3
Giannis Antetokounmpo,PF,26,MIL,61,61,33.0,10.3,18.0,0.569,1.1,3.6,0.303,9.2,14.4,0.636,0.6,6.5,9.5,0.685,1.6,9.4,11.0,5.9,1.2,1.2,3.4,2.8,28.1,29.2,0.633,0.201,0.528,5.3,28.9,17.5,28.7,1.7,3.2,13.2,32.5,6.9,3.3,10.2,0.244,6.2,2.8,9.0,5.6,27528090.0,9.5,0.799,0.451,0.193,0.094,0.062,0.837,0.401,0.359,0.324,0.428,0.299,0.169,178,0.045,0.3,0,0,1
Landry Shamet,SG,23,BRK,61,12,23.0,3.0,7.5,0.408,2.1,5.5,0.387,0.9,2.0,0.463,0.549,1.1,1.3,0.846,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5,9.3,10.3,0.578,0.73,0.171,0.9,7.6,4.4,9.3,1.1,0.6,8.9,16.7,1.2,0.6,1.8,0.063,-1.0,-1.5,-2.4,-0.2,2090040.0,20.4,0.27,0.116,0.053,0.061,0.039,0.585,0.375,0.357,0.389,0.649,0.984,0.02,8,0.282,0.457,1,0,4
Chris Boucher,C,28,TOR,60,14,24.2,4.8,9.3,0.514,1.5,3.9,0.383,3.3,5.4,0.609,0.595,2.5,3.2,0.788,2.0,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6,21.9,0.634,0.42,0.345,8.5,22.5,15.3,6.9,1.2,7.6,6.7,20.5,4.0,2.1,6.1,0.201,2.7,0.6,3.3,2.0,6750000.0,12.8,0.58,0.382,0.154,0.014,0.03,0.692,0.465,0.5,0.353,0.687,0.978,0.096,46,0.14,0.333,0,0,0
Lonnie Walker IV,SG,22,SAS,60,38,25.4,4.3,10.2,0.42,1.7,4.7,0.355,2.6,5.5,0.477,0.502,1.0,1.2,0.814,0.2,2.4,2.6,1.7,0.5,0.3,1.1,1.7,11.2,9.8,0.523,0.463,0.115,1.0,10.1,5.4,9.6,0.9,0.8,9.2,20.1,-0.5,0.9,0.4,0.012,-2.3,-1.4,-3.7,-0.7,2892000.0,16.2,0.537,0.227,0.108,0.092,0.11,0.572,0.424,0.411,0.388,0.545,0.9,0.026,13,0.152,0.349,1,0,6
Bradley Beal,SG,27,WAS,60,60,35.8,11.2,23.0,0.485,2.2,6.2,0.349,9.0,16.8,0.535,0.532,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.3,22.7,0.593,0.27,0.332,3.6,10.4,7.0,21.3,1.5,0.9,10.6,34.1,4.2,1.7,5.9,0.132,4.8,-1.4,3.4,2.9,28751775.0,13.3,0.73,0.177,0.274,0.143,0.136,0.66,0.53,0.47,0.452,0.43,0.723,0.021,24,0.169,0.381,0,0,1
Cameron Johnson,PF,24,PHO,60,11,24.0,3.4,8.1,0.42,2.0,5.6,0.349,1.4,2.5,0.581,0.541,0.8,1.0,0.847,0.6,2.8,3.3,1.4,0.6,0.3,0.7,1.4,9.6,11.8,0.563,0.694,0.122,2.6,12.9,7.9,8.0,1.3,1.0,7.3,17.0,1.2,1.4,2.6,0.086,0.0,-0.2,-0.2,0.7,4033440.0,19.5,0.306,0.143,0.066,0.054,0.043,0.754,0.5,0.346,0.429,0.837,0.983,0.046,20,0.379,0.425,1,0,6
Collin Sexton,SG,22,CLE,60,60,35.3,8.8,18.4,0.475,1.6,4.4,0.371,7.1,14.0,0.508,0.519,5.2,6.4,0.815,1.0,2.2,3.1,4.4,1.0,0.2,2.8,2.6,24.3,18.0,0.573,0.239,0.347,3.0,7.0,4.9,22.6,1.4,0.4,11.6,29.7,2.6,0.9,3.5,0.08,1.8,-1.9,-0.2,1.0,4991880.0,11.7,0.761,0.273,0.251,0.163,0.074,0.619,0.455,0.483,0.329,0.422,0.684,0.01,9,0.102,0.407,0,0,3
Cameron Payne,PG,26,PHO,60,1,18.0,3.2,6.6,0.484,1.2,2.8,0.44,2.0,3.8,0.515,0.576,0.8,0.9,0.893,0.3,2.1,2.4,3.6,0.6,0.3,1.0,1.6,8.4,17.4,0.602,0.42,0.142,1.7,13.2,7.6,28.1,1.6,1.3,12.5,19.8,2.4,1.2,3.6,0.158,2.1,1.0,3.1,1.4,1977011.0,15.1,0.58,0.159,0.253,0.124,0.043,0.667,0.43,0.49,0.529,0.28,0.685,0.0,0,0.133,0.455,2,0,6
Dorian Finney-Smith,PF,27,DAL,60,60,32.0,3.7,7.8,0.472,2.0,5.0,0.394,1.7,2.7,0.616,0.6,0.5,0.7,0.756,1.6,3.8,5.4,1.7,0.9,0.4,0.8,2.3,9.8,12.0,0.609,0.648,0.088,5.7,13.0,9.3,7.2,1.3,1.2,9.0,12.2,2.8,1.6,4.4,0.11,0.2,0.0,0.1,1.0,4000000.0,17.2,0.352,0.234,0.086,0.013,0.019,0.752,0.375,0.5,0.111,0.614,0.966,0.067,26,0.44,0.368,0,0,6
Jaxson Hayes,C,20,NOP,60,3,16.1,2.9,4.7,0.625,0.1,0.2,0.429,2.8,4.4,0.635,0.636,1.6,2.0,0.775,1.5,2.8,4.3,0.6,0.4,0.6,0.7,1.7,7.5,19.1,0.675,0.05,0.429,10.4,18.6,14.5,5.2,1.2,3.7,10.5,16.2,2.6,1.0,3.5,0.176,0.6,0.0,0.6,0.6,5105160.0,4.5,0.95,0.646,0.232,0.05,0.021,0.724,0.492,0.214,0.5,0.763,1.0,0.268,71,0.357,0.4,1,1,2
Jae Crowder,PF,30,PHO,60,42,27.5,3.3,8.2,0.404,2.5,6.3,0.389,0.9,1.9,0.455,0.555,1.0,1.3,0.76,0.5,4.2,4.7,2.1,0.8,0.5,0.9,2.1,10.1,11.8,0.574,0.772,0.152,2.2,16.9,9.7,10.0,1.4,1.5,9.5,15.7,1.4,1.9,3.3,0.097,0.3,0.8,1.1,1.3,9258000.0,21.9,0.228,0.075,0.049,0.03,0.073,0.649,0.417,0.267,0.361,0.804,0.959,0.006,2,0.255,0.402,0,0,6
Brandon Clarke,PF,24,MEM,59,16,24.0,4.3,8.4,0.517,0.3,1.3,0.26,4.0,7.1,0.565,0.537,1.3,1.9,0.69,1.6,3.9,5.6,1.6,1.0,0.9,0.6,1.4,10.3,17.3,0.56,0.156,0.228,7.2,17.5,12.3,9.5,2.0,3.2,5.7,17.2,2.2,2.0,4.2,0.142,0.4,1.2,1.5,1.3,2602920.0,8.0,0.844,0.412,0.279,0.131,0.022,0.725,0.428,0.385,0.364,0.814,1.0,0.145,59,0.597,0.261,0,0,0
Jrue Holiday,PG,30,MIL,59,56,32.3,7.0,13.9,0.503,1.9,4.8,0.392,5.1,9.2,0.561,0.57,1.8,2.3,0.787,1.2,3.3,4.5,6.1,1.6,0.6,2.2,1.7,17.7,20.0,0.592,0.344,0.165,4.2,10.4,7.4,26.3,2.4,1.7,12.6,22.2,4.3,2.2,6.6,0.165,2.8,0.6,3.4,2.6,26231111.0,13.1,0.656,0.279,0.199,0.108,0.069,0.704,0.433,0.528,0.404,0.33,0.541,0.01,6,0.177,0.36,2,0,3
Josh Okogie,SG,22,MIN,59,37,20.3,1.7,4.3,0.402,0.5,1.8,0.269,1.2,2.5,0.5,0.459,1.4,1.8,0.769,1.1,1.6,2.6,1.1,0.9,0.5,0.7,2.1,5.4,9.1,0.524,0.425,0.425,5.5,8.7,7.1,7.0,2.1,2.0,12.5,12.1,0.5,0.8,1.3,0.051,-3.7,0.3,-3.3,-0.4,2651040.0,12.3,0.575,0.409,0.134,0.012,0.02,0.615,0.235,0.0,0.2,0.603,1.0,0.087,16,0.398,0.279,0,0,4
Cedi Osman,SF,25,CLE,59,26,25.6,3.7,9.9,0.374,1.7,5.5,0.306,2.0,4.4,0.458,0.458,1.3,1.6,0.8,0.6,2.8,3.4,2.9,0.9,0.2,1.4,2.0,10.4,10.3,0.488,0.553,0.162,2.8,12.4,7.5,17.7,1.7,0.5,11.3,20.4,-0.5,1.0,0.5,0.014,-2.3,-0.9,-3.2,-0.5,8840580.0,16.3,0.447,0.234,0.147,0.051,0.015,0.569,0.314,0.4,0.333,0.617,0.859,0.012,7,0.191,0.323,0,0,4
Josh Richardson,SG,27,DAL,59,56,30.3,4.5,10.5,0.427,1.5,4.5,0.33,3.0,5.9,0.501,0.498,1.7,1.8,0.917,0.9,2.4,3.3,2.6,1.0,0.4,1.3,2.2,12.1,11.9,0.537,0.432,0.175,3.2,8.8,6.0,12.1,1.7,1.2,10.6,18.4,1.0,1.4,2.4,0.066,-1.5,-0.2,-1.7,0.1,10865952.0,16.2,0.568,0.16,0.16,0.15,0.097,0.677,0.404,0.495,0.383,0.443,0.83,0.01,5,0.18,0.292,1,0,6
Xavier Tillman Sr.,PF,22,MEM,59,12,18.4,2.8,5.1,0.559,0.4,1.1,0.338,2.5,4.0,0.62,0.595,0.6,0.9,0.642,1.3,3.1,4.3,1.3,0.7,0.6,0.8,2.0,6.6,14.7,0.605,0.217,0.177,7.2,18.0,12.5,9.4,1.9,2.7,12.3,14.3,1.4,1.5,2.9,0.127,-1.3,1.1,-0.2,0.5,0.0,9.8,0.783,0.348,0.254,0.157,0.023,0.731,0.526,0.574,0.286,0.828,1.0,0.104,26,0.523,0.353,1,0,0
Wesley Matthews,SG,34,LAL,58,10,19.5,1.5,4.3,0.353,1.1,3.4,0.335,0.4,0.9,0.418,0.484,0.6,0.7,0.854,0.3,1.3,1.6,0.9,0.7,0.3,0.4,1.4,4.8,7.2,0.517,0.782,0.163,2.0,7.2,4.6,6.3,1.6,1.3,8.8,11.4,0.2,1.5,1.7,0.073,-3.1,1.4,-1.7,0.1,3623000.0,21.2,0.218,0.099,0.056,0.028,0.036,0.68,0.214,0.286,0.111,0.609,0.97,0.0,0,0.289,0.263,0,0,4
Ben Simmons,PG,24,PHI,58,58,32.4,5.6,10.1,0.557,0.1,0.2,0.3,5.6,9.9,0.562,0.56,3.0,4.9,0.613,1.6,5.6,7.2,6.9,1.6,0.6,3.0,2.9,14.3,18.3,0.584,0.017,0.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,2.7,3.3,6.0,0.153,0.7,2.2,2.9,2.3,30559200.0,4.3,0.983,0.527,0.383,0.07,0.003,0.687,0.426,0.366,0.5,0.407,1.0,0.153,85,0.3,0.333,0,0,5
Timothé Luwawu-Cabarrot,SF,25,BRK,58,7,18.1,2.2,6.1,0.365,1.3,4.1,0.314,0.9,2.0,0.47,0.471,0.6,0.7,0.814,0.5,1.7,2.2,1.2,0.6,0.1,0.7,1.7,6.4,7.8,0.493,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,-0.3,0.7,0.3,0.015,-3.2,-1.2,-4.4,-0.6,0.0,18.2,0.329,0.208,0.062,0.028,0.031,0.568,0.318,0.1,0.455,0.691,0.987,0.014,3,0.351,0.31,0,0,4
Derrick Jones Jr.,SF,23,POR,58,43,22.7,2.5,5.2,0.484,0.7,2.3,0.316,1.8,2.9,0.619,0.554,1.0,1.6,0.648,1.3,2.2,3.5,0.8,0.6,0.9,0.6,2.2,6.8,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.4,0.0,-1.4,0.2,9258000.0,12.0,0.553,0.467,0.079,0.003,0.003,0.662,0.375,1.0,0.0,0.673,0.977,0.197,50,0.522,0.31,1,0,0
Zach LaVine,SG,25,CHI,58,58,35.1,9.8,19.4,0.507,3.4,8.2,0.419,6.4,11.1,0.571,0.596,4.4,5.1,0.849,0.6,4.4,5.0,4.9,0.8,0.5,3.5,2.4,27.4,21.5,0.634,0.425,0.265,2.0,13.6,7.9,23.4,1.1,1.2,13.9,31.0,4.0,1.8,5.9,0.138,4.9,-0.8,4.0,3.1,19500000.0,14.9,0.575,0.31,0.093,0.061,0.11,0.693,0.362,0.478,0.46,0.355,0.515,0.05,53,0.145,0.478,1,0,1
Tomáš Satoranský,SG,29,CHI,58,18,22.5,2.9,5.7,0.514,0.7,2.0,0.356,2.2,3.6,0.602,0.578,1.2,1.4,0.848,0.5,1.9,2.4,4.7,0.7,0.2,1.7,1.5,7.7,13.8,0.614,0.359,0.24,2.6,9.4,6.0,27.9,1.5,0.9,20.9,15.2,1.9,1.1,3.1,0.113,-0.6,0.1,-0.5,0.5,0.0,13.3,0.641,0.261,0.213,0.116,0.052,0.779,0.457,0.395,0.765,0.425,1.0,0.036,11,0.305,0.444,2,0,0
Dwight Powell,C,29,DAL,58,19,16.7,2.1,3.3,0.619,0.1,0.4,0.238,2.0,3.0,0.665,0.631,1.7,2.1,0.782,1.4,2.7,4.0,1.1,0.6,0.5,0.7,2.3,5.9,16.8,0.688,0.108,0.639,9.2,17.4,13.3,8.9,1.8,2.9,13.9,13.2,2.6,1.2,3.8,0.188,-0.7,1.3,0.6,0.6,11080125.0,4.5,0.892,0.737,0.144,0.01,0.0,0.755,0.25,0.0,0.0,0.843,1.0,0.34,58,0.0,0.0,0,0,2
Steven Adams,C,27,NOP,58,58,27.7,3.3,5.3,0.614,0.0,0.1,0.0,3.3,5.3,0.62,0.614,1.0,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6,15.1,0.596,0.01,0.438,14.4,20.4,17.4,9.1,1.6,2.2,17.5,11.7,2.3,1.7,4.0,0.119,-0.4,0.1,-0.3,0.7,29592696.0,3.9,0.99,0.646,0.276,0.068,0.0,0.693,0.494,0.429,0.0,0.598,0.0,0.182,51,0.0,0.0,3,0,2
Tyrese Haliburton,PG,20,SAC,58,20,30.1,5.0,10.7,0.472,2.1,5.1,0.409,2.9,5.6,0.529,0.569,0.8,1.0,0.857,0.7,2.3,3.0,5.3,1.3,0.5,1.6,1.4,13.0,16.2,0.585,0.478,0.09,2.4,8.6,5.5,24.6,2.1,1.4,12.5,18.1,2.8,0.7,3.5,0.096,1.9,-0.5,1.4,1.5,3831840.0,17.1,0.522,0.139,0.17,0.126,0.087,0.674,0.514,0.436,0.463,0.322,0.785,0.029,17,0.27,0.438,6,0,6
Harrison Barnes,PF,28,SAC,58,58,36.2,5.5,11.1,0.497,1.7,4.4,0.391,3.8,6.7,0.567,0.575,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1,15.4,0.626,0.399,0.366,3.3,17.2,10.2,13.0,1.0,0.4,11.1,17.2,4.0,0.5,4.5,0.103,1.5,-1.3,0.2,1.1,22215909.0,12.5,0.601,0.307,0.248,0.044,0.003,0.721,0.415,0.393,0.0,0.584,0.88,0.059,35,0.223,0.491,0,0,3
Jaylen Brown,SG,24,BOS,58,58,34.5,9.3,19.2,0.484,2.8,7.1,0.397,6.5,12.1,0.536,0.558,3.3,4.3,0.764,1.2,4.8,6.0,3.4,1.2,0.6,2.7,2.9,24.7,19.9,0.586,0.37,0.225,3.9,15.5,9.7,16.5,1.8,1.5,11.5,29.7,2.8,2.0,4.8,0.115,3.2,-0.7,2.5,2.3,23735118.0,14.3,0.63,0.195,0.239,0.11,0.086,0.7,0.442,0.484,0.49,0.453,0.798,0.024,23,0.158,0.4,2,0,3
De'Aaron Fox,PG,23,SAC,58,58,35.1,9.1,19.1,0.477,1.8,5.5,0.322,7.3,13.6,0.539,0.523,5.2,7.2,0.719,0.6,2.9,3.5,7.2,1.5,0.5,3.0,2.9,25.2,20.7,0.565,0.288,0.376,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31.0,3.4,0.8,4.2,0.098,3.1,-1.3,1.8,2.0,8099627.0,12.9,0.712,0.233,0.232,0.151,0.095,0.761,0.426,0.482,0.362,0.16,0.524,0.015,17,0.094,0.367,1,0,1
Alex Caruso,PG,26,LAL,58,6,21.0,2.3,5.3,0.436,0.9,2.4,0.401,1.3,2.9,0.464,0.526,0.8,1.3,0.645,0.5,2.4,2.9,2.8,1.1,0.3,1.3,1.9,6.4,11.1,0.547,0.449,0.249,2.9,12.8,7.9,18.1,2.6,1.1,18.3,14.8,0.3,2.1,2.4,0.095,-2.5,2.5,0.0,0.6,2750000.0,14.8,0.551,0.246,0.144,0.102,0.059,0.653,0.341,0.323,0.222,0.487,0.927,0.039,9,0.409,0.393,1,0,4
JaMychal Green,PF,30,DEN,58,5,19.3,3.0,6.4,0.463,1.4,3.4,0.399,1.6,3.0,0.534,0.568,0.8,1.0,0.807,1.5,3.3,4.8,0.9,0.4,0.4,0.9,2.5,8.1,13.6,0.59,0.529,0.152,8.6,19.4,14.0,6.4,1.1,1.9,11.7,17.6,1.4,1.2,2.6,0.11,-0.5,-1.0,-1.5,0.1,7199760.0,15.5,0.471,0.249,0.158,0.027,0.037,0.688,0.407,0.2,0.286,0.585,1.0,0.096,27,0.273,0.444,0,0,0
Dāvis Bertāns,PF,28,WAS,57,7,25.7,3.4,8.4,0.404,3.0,7.5,0.395,0.4,0.9,0.48,0.581,1.8,2.0,0.87,0.3,2.6,2.9,0.9,0.6,0.2,0.6,2.4,11.5,11.4,0.62,0.895,0.241,1.3,10.8,6.1,4.4,1.0,0.7,5.9,15.9,2.1,1.0,3.1,0.101,0.3,-1.1,-0.8,0.4,0.0,24.8,0.105,0.036,0.04,0.013,0.017,0.706,0.474,0.167,0.25,0.75,0.97,0.01,4,0.143,0.443,3,0,6
Alex Len,C,27,WAS,57,40,15.8,2.9,4.7,0.619,0.1,0.3,0.263,2.8,4.4,0.647,0.629,1.2,1.9,0.636,1.4,3.0,4.4,0.8,0.3,1.0,0.8,2.1,7.1,17.5,0.643,0.071,0.41,9.2,20.0,14.6,7.2,1.0,5.4,12.9,16.7,1.6,1.2,2.8,0.147,-0.7,0.9,0.2,0.5,1265372.0,5.3,0.929,0.437,0.444,0.049,0.0,0.795,0.555,0.154,0.0,0.752,1.0,0.284,74,0.632,0.25,0,0,2
Rui Hachimura,PF,22,WAS,57,57,31.5,5.4,11.4,0.478,0.8,2.4,0.328,4.6,9.0,0.519,0.513,2.2,2.8,0.77,0.9,4.6,5.5,1.4,0.8,0.1,1.2,2.1,13.8,11.4,0.549,0.211,0.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,0.7,1.4,2.1,0.056,-2.2,-1.0,-3.1,-0.5,4692840.0,12.3,0.789,0.221,0.238,0.154,0.176,0.748,0.442,0.43,0.412,0.74,1.0,0.1,58,0.307,0.286,0,0,0
DeAndre Jordan,C,32,BRK,57,43,21.9,3.3,4.4,0.763,0.0,0.0,0.0,3.3,4.4,0.766,0.763,0.8,1.6,0.5,2.1,5.4,7.5,1.6,0.3,1.1,1.5,2.0,7.5,17.1,0.736,0.004,0.369,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2.4,1.5,3.9,0.152,0.1,1.0,1.0,0.9,10375678.0,1.7,0.996,0.876,0.108,0.004,0.008,0.826,0.37,0.0,0.0,0.8,0.0,0.61,137,0.0,0.0,0,0,2
Seth Curry,SG,30,PHI,57,57,28.7,4.5,9.7,0.467,2.2,4.9,0.45,2.3,4.8,0.485,0.582,1.2,1.4,0.896,0.2,2.2,2.4,2.7,0.8,0.1,1.1,1.7,12.5,12.9,0.607,0.507,0.139,0.7,8.3,4.6,13.6,1.3,0.4,10.0,17.1,2.3,1.7,4.0,0.118,0.1,-0.4,-0.3,0.7,7834449.0,19.3,0.493,0.083,0.111,0.096,0.203,0.63,0.426,0.509,0.446,0.591,0.857,0.0,0,0.157,0.636,1,0,6
Marcus Morris,PF,31,LAC,57,29,26.4,4.8,10.2,0.473,2.5,5.2,0.473,2.4,5.1,0.472,0.592,1.3,1.6,0.82,0.6,3.5,4.1,1.0,0.6,0.3,1.0,2.1,13.4,14.5,0.614,0.507,0.152,2.7,14.5,8.8,5.6,1.1,0.9,8.4,20.1,2.1,1.5,3.6,0.115,0.9,-0.8,0.0,0.8,0.0,18.4,0.493,0.082,0.098,0.2,0.113,0.604,0.316,0.504,0.455,0.456,0.936,0.007,3,0.318,0.564,3,0,6
Damion Lee,SG,28,GSW,57,1,18.9,2.2,4.8,0.467,1.4,3.4,0.397,0.9,1.4,0.638,0.608,0.7,0.8,0.909,0.4,2.8,3.2,1.3,0.7,0.1,0.5,1.6,6.5,11.8,0.636,0.708,0.161,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,1.4,1.3,2.7,0.119,-0.7,0.9,0.2,0.6,1762796.0,20.3,0.292,0.08,0.091,0.091,0.029,0.773,0.68,0.52,0.5,0.863,0.961,0.007,2,0.309,0.45,0,0,4
Garrett Temple,SG,34,CHI,56,25,27.3,2.8,6.8,0.415,1.2,3.6,0.335,1.6,3.2,0.503,0.503,0.7,0.9,0.8,0.5,2.3,2.9,2.2,0.8,0.5,1.0,2.3,7.6,8.2,0.525,0.525,0.131,2.1,9.4,5.8,10.5,1.4,1.7,12.6,13.1,0.2,1.4,1.6,0.05,-3.3,0.3,-3.1,-0.4,4767000.0,16.1,0.475,0.236,0.087,0.073,0.079,0.611,0.424,0.393,0.367,0.67,0.955,0.003,0,0.47,0.362,0,0,4
